body	head_occupancy	opaque_heads	candidate_family	analogy_family	prior_candidate_de	prior_confidence	headed_occurrences	reader_exact_occurrences	formal705_slots	sem570_slots	w23_axis195_slots	formal_head_count	formal_heads	position_exceptions	position_exception_rate	capacity_points	penalty_single_formal_head	penalty_position	penalty_prior	total_penalty	discovery_direct_score	discovery_shared_surface_count	discovery_shared_surfaces	discovery_registered_surface_count	discovery_registered_surfaces	discovery_shared_fingerprint_count	discovery_shared_fingerprints	discovery_registered_fingerprint_count	discovery_registered_fingerprints	discovery_register_overlap_count	discovery_register_overlaps	discovery_recurrence_evidence_heads	discovery_recurrence_heads_balanced_ge2_exact	discovery_exact_occurrences_by_head	discovery_family_comparator	discovery_family_surface_cosine	discovery_family_axis_cosine	discovery_family_register_cosine	discovery_family_points	discovery_strong_family	discovery_working_score_not_probability	discovery_decision	w23_direct_score	w23_shared_surface_count	w23_shared_surfaces	w23_registered_surface_count	w23_registered_surfaces	w23_shared_fingerprint_count	w23_shared_fingerprints	w23_registered_fingerprint_count	w23_registered_fingerprints	w23_register_overlap_count	w23_register_overlaps	w23_recurrence_evidence_heads	w23_recurrence_heads_balanced_ge2_exact	w23_exact_occurrences_by_head	w23_family_comparator	w23_family_surface_cosine	w23_family_axis_cosine	w23_family_register_cosine	w23_family_points	w23_strong_family	w23_working_score_not_probability	w23_decision	body_renderer_license	literal_head_lexeme_credit	literal_body_lexeme_credit	component_export_credit
olor	2	H1|H2	MATERIAL_PART	NONE	Zutaten- oder Materialportion	HIGH	3	3	3	3	1	2	H1|H2	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:2|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:2|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
ols	2	H2|H4	MATERIAL_ITEM	NONE	Materialposten	HIGH	4	3	2	2	2	2	H2|H4	2	0.500000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:2|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:2|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
olshedy	2	H2|H4	MOIST_MATERIAL_RESULT	NONE	angefeuchtetes Materialergebnis, Form I	HIGH	5	1	0	0	0	0	NONE	2	0.400000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
olshey	2	H1|H2	MOIST_MATERIAL	NONE	angefeuchtetes Material, Form I	HIGH	3	1	2	2	1	1	H2	2	0.666667	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
oly	3	H1|H3|H4	PROCESS_WHOLE	NONE	Abseih- oder Trennschritt	MEDIUM_HIGH	8	8	8	6	3	2	H1|H4	1	0.125000	2	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:2|H2:0|H3:1|H4:5	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:2|H2:0|H3:1|H4:5	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	0	0	0	0
om	3	H2|H3|H4	PREPARATION_MEASURE	NONE	Zubereitungsmaß	MEDIUM	7	4	3	3	0	1	H4	2	0.285714	1	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:4	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:4	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
orain	3	H1|H2|H4	PART_VALUE	NONE	Teil-/Portionsträger: Wert II	HIGH	4	2	1	1	0	1	H2	1	0.250000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:2|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:2|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
oror	2	H1|H4	PART_PAIR	NONE	gekoppelter Teil-/Portionsträger	LOW	2	1	1	1	0	1	H4	0	0.000000	0	0	0	-1	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
ory	3	H2|H3|H4	PART_CLOSE	NONE	Teil-/Portionsträger, Grund-/Schlussform	MEDIUM_HIGH	3	2	2	2	1	2	H3|H4	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:1|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:1|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
os	2	H2|H4	PREPARATION_ITEM	NONE	Zubereitungsposten	LOW	8	8	11	9	4	2	H2|H4	3	0.375000	2	0	-1	-1	-2	1	0	NONE	0	NONE	0	NONE	0	NONE	1	H|A	NONE	0	H1:0|H2:3|H3:0|H4:5	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	H|A	NONE	0	H1:0|H2:3|H3:0|H4:5	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
osaiin	2	H1|H4	PREP_ITEM_VALUE	NONE	Zubereitungsposten: Wert III	LOW	2	1	2	2	0	1	H4	0	0.000000	0	0	0	-1	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
otaiin	2	H2|H3	COLD_PREP_VALUE	NONE	kalte/abgekühlte Zubereitung: Index III	HIGH	2	2	3	2	0	2	H2|H3	1	0.500000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
oty	2	H2|H4	COLD_PREPARATION	NONE	kalte oder abgekühlte Zubereitung, Grundform	MEDIUM_HIGH	5	5	2	1	0	2	H2|H4	1	0.200000	1	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:4	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:4	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
paiin	2	H2|H4	NESTED_RECORD_FORM	NONE	Verweis auf H1-Ordinal-III-Eintrag	STRUCTURE_ONLY	2	1	0	0	0	0	NONE	1	0.500000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
pchey	2	H3|H4	NESTED_RECORD_FORM	NONE	Verweis auf H1-Trockenform-I-Eintrag	STRUCTURE_ONLY	2	2	2	0	0	1	H3	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:1|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:1|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
r	2	H3|H4	NESTED_HEAD	NONE	verschachtelter H3-Kopf oder Bezugsslot	STRUCTURE_ONLY	11	9	13	13	2	1	H4	0	0.000000	2	-2	0	0	-2	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:9	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:9	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
shar	2	H1|H4	MOIST_PART	NONE	angefeuchtete Teil-/Fraktionsstufe I	HIGH	2	2	2	2	0	1	H1	2	1.000000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
shdaiin	2	H1|H4	MOIST_RESULT_VALUE	NONE	angefeuchtetes Ergebnis: Dosis oder Wert III	HIGH	2	1	1	0	0	1	H1	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
shdy	3	H1|H3|H4	MOIST_RESULT	MOIST_RESULT_SHDY	angefeuchtetes Ergebnis, Grundform	HIGH	5	3	3	3	2	1	H4	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:2	sheedy	0.000000	0.817875	0.989949	2	0	2	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:2	shedy	0.150329	0.718932	0.734718	3	0	3	UNDECIDABLE	0	0	0	0
sheckhy	2	H2|H4	MOIST_MIXTURE	NONE	angefeuchtete Mischung, Grundform	MEDIUM_HIGH	3	2	2	1	0	2	H2|H4	0	0.000000	0	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:1|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:1|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
shed	2	H3|H4	MOIST_RESULT	NONE	Einweich-/Feuchtergebnis, Mittel-/Schlussform	MEDIUM_HIGH	4	3	4	3	1	2	H3|H4	0	0.000000	1	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:0|H3:1|H4:2	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:0|H3:1|H4:2	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	0	0	0	0
sheedy	3	H1|H3|H4	MOIST_RESULT	MOIST_RESULT_SHDY	angefeuchtetes oder eingeweichtes Ergebnis, Form II	HIGH	11	6	8	7	0	2	H3|H4	1	0.090909	2	0	0	0	0	6	1	qokedy	1	qokedy@L@B@B	1	HEAT|VALUE|CLOSE	1	HEAT|VALUE|CLOSE@L@B@B	1	B|B	H3|H4	1	H1:0|H2:0|H3:2|H4:4	shedy	0.164677	0.928610	0.748115	4	1	12	SUPPORTED_CROSS_HEAD	4	1	qokedy	1	qokedy@L@B@B	0	NONE	0	NONE	1	B|B	H3|H4	1	H1:0|H2:0|H3:2|H4:4	shedy	0.164677	0.000000	0.748115	3	0	9	SUPPORTED_CROSS_HEAD	0	0	0	0
sheey	3	H1|H2|H4	MOIST_STATE	NONE	feuchte oder angeweichte Form II	HIGH	9	7	10	10	6	1	H4	0	0.000000	2	-2	0	0	-2	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:6	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:6	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
sheg	2	H3|H4	ENTRY_CLOSE	NONE	opaker feuchtbezogener Eintragsabschluss G	STRUCTURE_ONLY	2	1	1	1	1	1	H4	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
sheo	2	H2|H4	MOIST_PREPARATION	NONE	feuchte oder angeweichte Zubereitung	HIGH	2	1	2	1	0	1	H4	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
sheodar	2	H1|H3	MOIST_PREP_PART	NONE	angefeuchtete Zubereitungsfraktion I	MEDIUM	2	1	1	1	0	1	H1	1	0.500000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
sheody	2	H1|H4	MOIST_PREP_RESULT	PREP_RESULT_ODY	feucht aufbereitetes Ergebnis, Grundform	MEDIUM_HIGH	7	6	5	2	0	2	H1|H4	2	0.285714	2	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	2	S|B|T|B	NONE	0	H1:3|H2:0|H3:0|H4:3	chody	0.000000	0.606339	0.890871	1	0	4	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	2	S|B|T|B	NONE	0	H1:3|H2:0|H3:0|H4:3	cheody	0.000000	0.000000	0.702959	1	0	4	UNDECIDABLE	0	0	0	0
sheol	3	H2|H3|H4	MOIST_MATERIAL	NONE	Feuchtmaterial, Form I	HIGH	3	1	1	1	0	1	H4	1	0.333333	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
shod	2	H1|H4	MOIST_DOSED_PREP	NONE	angefeuchtete, abgemessene Zubereitung	MEDIUM	2	1	1	0	0	1	H1	1	0.500000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
shol	2	H1|H4	MOIST_MATERIAL	NONE	Feuchtmaterial	HIGH	4	2	2	2	1	1	H1	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:2|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:2|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
shy	2	H1|H4	MOIST_STATE	NONE	feuchte oder angeweichte Grundform	HIGH	4	4	5	4	1	2	H1|H4	0	0.000000	2	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	H|A	NONE	0	H1:1|H2:0|H3:0|H4:3	NONE	0.000000	0.000000	0.000000	0	0	3	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	H|A	NONE	0	H1:1|H2:0|H3:0|H4:3	NONE	0.000000	0.000000	0.000000	0	0	3	UNDECIDABLE	0	0	0	0
tain	2	H3|H4	COLD_VALUE	NONE	Kälte-/Abkühlindex II	HIGH	3	2	3	2	1	1	H4	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:2	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:2	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
