patch_id	card_id	occurrence_id	page	locus	token_index	surface	body	opaque_head_id	line_position	position_exception	exact_whole_fallback_used	section	language	previous_surface	next_surface	surface_line	gdt738_scoped_whole_render_de	scope	unconditional_global_export	literal_plaintext_claimed	component_export_credit
G738-P0168	G738-W11	G737-O0293	f112v	f112v.37	2	sain	ain	H2	MIDDLE	1	0	S	B	teedal	ar	teedal sain ar otaiin shedy qokedaiin ar qokaiin chol kedy qokam	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0169	G738-W11	G737-O0316	f113r	f113r.49	1	sain	ain	H2	FIRST	0	0	S	B	NONE	cheeey	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0170	G738-W11	G737-O0353	f114r	f114r.36	8	sain	ain	H2	MIDDLE	1	0	S	B	qokal	otchedy	ychedar ady otar ain ykeodaiin qoeedaiin qokal sain otchedy qokar	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0171	G738-W11	G737-O0406	f116r	f116r.14	1	sain	ain	H2	FIRST	0	0	S	B	NONE	cheychear	sain cheychear ain chl l s oleedy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0172	G738-W11	G737-O0449	f24v	f24v.8	4	sain	ain	H2	LAST	1	0	H	A	shol	NONE	kochky chcthy shol sain	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0173	G738-W11	G737-O0545	f75r	f75r.15	1	sain	ain	H2	FIRST	0	0	B	B	NONE	qokain	sain qokain qolkeeoly saiin chedy sol or shedy okchdy qoky	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0174	G738-W11	G737-O0548	f75r	f75r.24	4	sain	ain	H2	MIDDLE	1	0	B	B	qolkary	checthy	qokain olkeey qolkary sain checthy lor ol	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0175	G738-W11	G737-O0554	f75r	f75r.44	2	sain	ain	H2	MIDDLE	1	0	B	B	dchedy	okedy	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0176	G738-W11	G737-O0567	f76r	f76r.1	10	sain	ain	H2	MIDDLE	1	0	T	B	opchdy	as	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0177	G738-W11	G737-O0574	f76r	f76r.21	10	sain	ain	H2	MIDDLE	1	0	T	B	dar	shedy	qokchsdy okeey lchedy qo olain ot shedy qotaly dar sain shedy oleeed	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0178	G738-W11	G737-O0575	f76r	f76r.30	11	sain	ain	H2	MIDDLE	1	0	T	B	olky	chy	darchey cheolchey shcthy chedy qo qokey dalaiin sheeky qokain olky sain chy	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0179	G738-W11	G737-O0578	f76r	f76r.34	11	sain	ain	H2	MIDDLE	1	0	T	B	shcthy	oly	cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0180	G738-W11	G737-O0581	f76r	f76r.41	1	sain	ain	H2	FIRST	0	0	T	B	NONE	ar	sain ar okedy lcheey qokey shckhy otedy qokal shey qoky dain chedy qokchdyl	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0181	G738-W11	G737-O0583	f76r	f76r.49	5	sain	ain	H2	MIDDLE	1	0	T	B	shol	oky	saiin olaiin oky shol sain oky l kar chedy lkar al loral	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0182	G738-W11	G737-O0587	f76r	f76r.55	1	sain	ain	H2	FIRST	0	0	T	B	NONE	sheey	sain sheey or ar al solshey okeedy ldaiin checkhey okedalor	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0183	G738-W11	G737-O0601	f77r	f77r.14	2	sain	ain	H2	MIDDLE	1	0	B	B	sokcheey	sheeol	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0184	G738-W11	G737-O0616	f77v	f77v.27	6	sain	ain	H2	MIDDLE	1	0	B	B	cheky	chedy	tshedy qokain chedal fchedy cheky sain chedy qokain ol	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0185	G738-W11	G737-O0624	f78r	f78r.23	1	sain	ain	H2	FIRST	0	0	B	B	NONE	sheor	sain sheor olkchdy roiin okeedy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0186	G738-W11	G737-O0629	f78r	f78r.35	2	sain	ain	H2	MIDDLE	1	0	B	B	y	checkhy	y sain checkhy qokain cheeky daiin daiin y tees ol y	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0187	G738-W11	G737-O0631	f78v	f78v.12	8	sain	ain	H2	LAST	1	0	B	B	qokal	NONE	sheor ol qokaiin shckhy otaly qolsheey qokal sain	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0188	G738-W11	G737-O0635	f78v	f78v.30	3	sain	ain	H2	MIDDLE	1	0	B	B	shol	sheety	sal shol sain sheety or oiiin okal oltal qokar ary	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0189	G738-W11	G737-O0640	f79r	f79r.6	6	sain	ain	H2	MIDDLE	1	0	B	B	qokey	olcheey	shol okar ol olkeey qokey sain olcheey qol chey	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0190	G738-W11	G737-O0645	f79r	f79r.19	4	sain	ain	H2	MIDDLE	1	0	B	B	chol	oral	sol cheey chol sain oral shey qokain sheyky shoty oly	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0191	G738-W11	G737-O0652	f79r	f79r.42	1	sain	ain	H2	FIRST	0	0	B	B	NONE	okaio	sain okaio chedy lkchedy aiin okain oly cheedy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0192	G738-W11	G737-O0656	f79v	f79v.25	8	sain	ain	H2	MIDDLE	1	0	B	B	otshey	ol	qokeey ol olshdy qotain oteedy olkain otshey sain ol	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0193	G738-W11	G737-O0686	f81r	f81r.15	1	sain	ain	H2	FIRST	0	0	B	B	NONE	ol	sain ol cheedy qokeedy otedy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0194	G738-W11	G737-O0713	f82r	f82r.33	1	sain	ain	H2	FIRST	0	0	B	B	NONE	ol	sain ol cheol ey cheor chey	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0195	G738-W11	G737-O0735	f83r	f83r.19	4	sain	ain	H2	MIDDLE	1	0	B	B	ockhey	ched	sar shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0196	G738-W11	G737-O0740	f83r	f83r.33	6	sain	ain	H2	LAST	1	0	B	B	qokey	NONE	sy s aiin sheekchy qokey sain	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0197	G738-W11	G737-O0755	f85r2	f85r2.2	1	sain	ain	H2	FIRST	0	0	C	B	NONE	or	sain or or aiin opchdy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0198	G738-W11	G737-O0762	f86v3	f86v3.7	1	sain	ain	H2	FIRST	0	0	C	B	NONE	ytaiin	sain ytaiin ytapy odeeey dal dair ytam	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0199	G738-W11	G737-O0802	f95v1	f95v1.10	1	sain	ain	H2	FIRST	0	0	H	B	NONE	sheyk	sain sheyk chody k chedain chedaiin otain daiin	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0200	G738-W12	G737-O0272	f111v	f111v.48	8	skaiin	kaiin	H2	MIDDLE	1	0	S	B	al	okchedy	psalar cheey qekal cheykaiin tain chal al skaiin okchedy opchdal opchy	Wärme-/Verarbeitungsstufe III	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0201	G738-W12	G737-O0356	f114v	f114v.9	8	skaiin	kaiin	H2	MIDDLE	1	0	S	B	qockhed	sheedy	soes oeeos aiin olkeey keol qotcheedy qockhed skaiin sheedy qotal chedy	Wärme-/Verarbeitungsstufe III	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0202	G738-W12	G737-O0524	f58r	f58r.36	1	skaiin	kaiin	H2	FIRST	0	0	S	A	NONE	shokal	skaiin shokal chockhy qoky chcthy ykeeshy shoekar	Wärme-/Verarbeitungsstufenposten III	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
