host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	packet_event_ids	packet_count	action_root	action_slot_id	gdt584_rule_id	written_slot_count	carrier_slot_count	carrier_roots	carrier_slot_ids	gdt587_packet_rule_id	paragraph_boundary	gdt584_reader_clause_de	gdt587_reader_clause_de	reader_clause_changed	written_packet_slot_ids	gdt587_exact_host_trace_de	guard
1870	G407-S119	47	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1640@1:OK	G407-E1640	G407-E1640	1	OK	RUNNING:G407-E1640@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Beschicke oder bereite auf Grad II vor	Beschicke oder bereite auf Grad II vor	NO	RUNNING:G407-E1640@1|RUNNING:G407-E1640@2	[RUNNING:G407-E1640@1=OK:Beschicke oder bereite vor|ACTION:G407-E1640@1:OK] [RUNNING:G407-E1640@2=EE:auf Grad II|ACTION:G407-E1640@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1871	G407-S119	48	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1640@3:DY	G407-E1640	G407-E1640	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E1640@3	[RUNNING:G407-E1640@3=DY:Arbeitsgang abschließen|CONTROL:G407-E1640@3:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1872	G407-S122	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1645@1:R	G407-E1645	G407-E1645|G407-E1646	2	R	RUNNING:G407-E1645@1	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Kennzeichne oder prüfe die Anwendungsportion an der Stations-Nebenstelle	Kennzeichne oder prüfe die Anwendungsportion an der Stations-Nebenstelle	NO	RUNNING:G407-E1645@1|RUNNING:G407-E1645@2|RUNNING:G407-E1646@1	[RUNNING:G407-E1645@1=R:Kennzeichne oder prüfe|ACTION:G407-E1645@1:R] [RUNNING:G407-E1645@2=AM_ADDR:an der Stations-Nebenstelle|ACTION:G407-E1645@1:R] [RUNNING:G407-E1646@1=AIN:Anwendungsportion|ACTION:G407-E1645@1:R]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1873	G407-S122	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1647@1:OL	G407-E1647	G407-E1647	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E1647@1	[RUNNING:G407-E1647@1=OL:weiter im selben Arbeitsgang|CONTROL:G407-E1647@1:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1874	G407-S122	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1648@1:SH	G407-E1648	G407-E1648|G407-E1649|G407-E1651|G407-E1652|G407-E1653	5	SH	RUNNING:G407-E1648@1	SH_BIO_BATHE	7	3	AIN|Y	RUNNING:G407-E1649@1|RUNNING:G407-E1651@2|RUNNING:G407-E1653@2	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	NO	RUNNING:G407-E1648@1|RUNNING:G407-E1649@1|RUNNING:G407-E1651@2|RUNNING:G407-E1652@1|RUNNING:G407-E1652@2|RUNNING:G407-E1653@1|RUNNING:G407-E1653@2	[RUNNING:G407-E1648@1=SH:Halte im Bad|ACTION:G407-E1648@1:SH] [RUNNING:G407-E1649@1=AIN:Anwendungsportion|ACTION:G407-E1648@1:SH] [RUNNING:G407-E1651@2=Y:Stationsansatz|ACTION:G407-E1648@1:SH] [RUNNING:G407-E1652@1=D_ADDR:an der Stations-Arbeitsstelle|ACTION:G407-E1648@1:SH] [RUNNING:G407-E1652@2=AR:von der Ausgangsstation oder aus dem Ausgangsbecken|ACTION:G407-E1648@1:SH] [RUNNING:G407-E1653@1=A_ADDR:an der Stations-Hauptstelle|ACTION:G407-E1648@1:SH] [RUNNING:G407-E1653@2=Y:Stationsansatz|ACTION:G407-E1648@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1875	G407-S122	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION_CHAIN:G407-E1648:SH	G407-E1648	G407-E1648	1	FRAME	NONE	FRAME_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	RUNNING:G407-E1648@2	[RUNNING:G407-E1648@2=E:auf Grad I|ACTION_CHAIN:G407-E1648:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1876	G407-S122	5	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1648@3:OL	G407-E1648	G407-E1648	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E1648@3	[RUNNING:G407-E1648@3=OL:weiter im selben Arbeitsgang|CONTROL:G407-E1648@3:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1877	G407-S122	6	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1650@1:OL	G407-E1650	G407-E1650	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E1650@1	[RUNNING:G407-E1650@1=OL:weiter im selben Arbeitsgang|CONTROL:G407-E1650@1:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1878	G407-S122	7	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1651@1:OL	G407-E1651	G407-E1651	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E1651@1	[RUNNING:G407-E1651@1=OL:weiter im selben Arbeitsgang|CONTROL:G407-E1651@1:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1879	G407-S122	8	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1654@1:P	G407-E1654	G407-E1654	1	P	RUNNING:G407-E1654@1	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Wende an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken an	Wende an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken an	NO	RUNNING:G407-E1654@1|RUNNING:G407-E1654@2|RUNNING:G407-E1654@3	[RUNNING:G407-E1654@1=P:Bringe ein oder wende an|ACTION:G407-E1654@1:P] [RUNNING:G407-E1654@2=D_ADDR:an der Stations-Arbeitsstelle|ACTION:G407-E1654@1:P] [RUNNING:G407-E1654@3=AL:zur Zielstation oder ins Zielbecken|ACTION:G407-E1654@1:P]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1880	G407-S122	9	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1654@4:SH	G407-E1654	G407-E1654	1	SH	RUNNING:G407-E1654@4	SH_BIO_BATHE	2	1	OR	RUNNING:G407-E1654@5	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte die Becken- oder Körpereinheit im Bad	Halte die Badeinheit im Bad	YES	RUNNING:G407-E1654@4|RUNNING:G407-E1654@5	[RUNNING:G407-E1654@4=SH:Halte im Bad|ACTION:G407-E1654@4:SH] [RUNNING:G407-E1654@5=OR:Badeinheit|ACTION:G407-E1654@4:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1881	G407-S122	10	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1655@1:SH	G407-E1655	G407-E1655	1	SH	RUNNING:G407-E1655@1	SH_REST_HOLD	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte den Zustand	Halte den Zustand	NO	RUNNING:G407-E1655@1	[RUNNING:G407-E1655@1=SH:Halte|ACTION:G407-E1655@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1882	G407-S122	11	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1655@2:T	G407-E1655	G407-E1655|G407-E1656	2	T	RUNNING:G407-E1655@2	T_AFTER_SH_COOL	2	1	Y	RUNNING:G407-E1656@2	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lass den Stationsansatz anschließend abkühlen	Lass den Körper anschließend abkühlen	YES	RUNNING:G407-E1655@2|RUNNING:G407-E1656@2	[RUNNING:G407-E1655@2=T:Kühle ab|ACTION:G407-E1655@2:T] [RUNNING:G407-E1656@2=Y:Körper|ACTION:G407-E1655@2:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1883	G407-S122	12	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1655@3:OL	G407-E1655	G407-E1655	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E1655@3	[RUNNING:G407-E1655@3=OL:weiter im selben Arbeitsgang|CONTROL:G407-E1655@3:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1884	G407-S122	13	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1656@1:OT	G407-E1656	G407-E1656	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	RUNNING:G407-E1656@1	[RUNNING:G407-E1656@1=OT:danach / neuer Arbeitsgang|CONTROL:G407-E1656@1:OT]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1885	G407-S122	14	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1657@1:P	G407-E1657	G407-E1657	1	P	RUNNING:G407-E1657@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Wende an	Wende an	NO	RUNNING:G407-E1657@1	[RUNNING:G407-E1657@1=P:Bringe ein oder wende an|ACTION:G407-E1657@1:P]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1886	G407-S122	15	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1657@2:SH	G407-E1657	G407-E1657	1	SH	RUNNING:G407-E1657@2	SH_REST_HOLD	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte den Zustand von der Ausgangsstation oder aus dem Ausgangsbecken	Halte den Zustand von der Ausgangsstation oder aus dem Ausgangsbecken	NO	RUNNING:G407-E1657@2|RUNNING:G407-E1657@3	[RUNNING:G407-E1657@2=SH:Halte|ACTION:G407-E1657@2:SH] [RUNNING:G407-E1657@3=AR:von der Ausgangsstation oder aus dem Ausgangsbecken|ACTION:G407-E1657@2:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1887	G407-S122	16	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1658@1:SH	G407-E1658	G407-E1658	1	SH	RUNNING:G407-E1658@1	SH_BIO_BATHE	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte im Bad auf Grad I	Halte im Bad auf Grad I	NO	RUNNING:G407-E1658@1|RUNNING:G407-E1658@2	[RUNNING:G407-E1658@1=SH:Halte im Bad|ACTION:G407-E1658@1:SH] [RUNNING:G407-E1658@2=E:auf Grad I|ACTION:G407-E1658@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1888	G407-S122	17	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1658@3:DY	G407-E1658	G407-E1658	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E1658@3	[RUNNING:G407-E1658@3=DY:Arbeitsgang abschließen|CONTROL:G407-E1658@3:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1889	G407-S125	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1664@1:R	G407-E1664	G407-E1663|G407-E1664	2	R	RUNNING:G407-E1664@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Kennzeichne oder prüfe den Stationsansatz	Kennzeichne oder prüfe den Stationsansatz	NO	RUNNING:G407-E1663@1|RUNNING:G407-E1664@1	[RUNNING:G407-E1663@1=Y:Stationsansatz|ACTION:G407-E1664@1:R] [RUNNING:G407-E1664@1=R:Kennzeichne oder prüfe|ACTION:G407-E1664@1:R]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1890	G407-S125	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1664@2:OL	G407-E1664	G407-E1664	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E1664@2	[RUNNING:G407-E1664@2=OL:weiter im selben Arbeitsgang|CONTROL:G407-E1664@2:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1891	G407-S125	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1665@1:T	G407-E1665	G407-E1665	1	T	RUNNING:G407-E1665@1	T_BIO_STATION_REGULATE	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO	RUNNING:G407-E1665@1	[RUNNING:G407-E1665@1=T:Reguliere|ACTION:G407-E1665@1:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1892	G407-S125	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1665@2:CHD	G407-E1665	G407-E1665	1	CHD	RUNNING:G407-E1665@2	CHD_BIO_TREAT	2	1	Y	RUNNING:G407-E1665@3	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	RUNNING:G407-E1665@2|RUNNING:G407-E1665@3	[RUNNING:G407-E1665@2=CHD:Behandle|ACTION:G407-E1665@2:CHD] [RUNNING:G407-E1665@3=Y:Stationsansatz|ACTION:G407-E1665@2:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1893	G407-S125	5	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1666@1:P	G407-E1666	G407-E1666	1	P	RUNNING:G407-E1666@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Wende an	Wende an	NO	RUNNING:G407-E1666@1	[RUNNING:G407-E1666@1=P:Bringe ein oder wende an|ACTION:G407-E1666@1:P]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1894	G407-S125	6	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1666@2:CHD	G407-E1666	G407-E1666	1	CHD	RUNNING:G407-E1666@2	CHD_BIO_TREAT	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Behandle den Ansatz	Behandle den Ansatz	NO	RUNNING:G407-E1666@2	[RUNNING:G407-E1666@2=CHD:Behandle|ACTION:G407-E1666@2:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1895	G407-S125	7	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1666@3:DY	G407-E1666	G407-E1666	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E1666@3	[RUNNING:G407-E1666@3=DY:Arbeitsgang abschließen|CONTROL:G407-E1666@3:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1896	G407-S126	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1667@1:OK	G407-E1667	G407-E1667|G407-E1669	2	OK	RUNNING:G407-E1667@1	GDT582_RETAINED_NON_TARGET	4	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Beschicke oder bereite den Stationsansatz auf Grad II und entlang des Stationswegs oder Kanals vor	Beschicke oder bereite den Stationsansatz auf Grad II und entlang des Stationswegs oder Kanals vor	NO	RUNNING:G407-E1667@1|RUNNING:G407-E1667@2|RUNNING:G407-E1667@3|RUNNING:G407-E1669@3	[RUNNING:G407-E1667@1=OK:Beschicke oder bereite vor|ACTION:G407-E1667@1:OK] [RUNNING:G407-E1667@2=EE:auf Grad II|ACTION:G407-E1667@1:OK] [RUNNING:G407-E1667@3=Y:Stationsansatz|ACTION:G407-E1667@1:OK] [RUNNING:G407-E1669@3=AIR:entlang des Stationswegs oder Kanals|ACTION:G407-E1667@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1897	G407-S126	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1668@1:OL	G407-E1668	G407-E1668	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E1668@1	[RUNNING:G407-E1668@1=OL:weiter im selben Arbeitsgang|CONTROL:G407-E1668@1:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1898	G407-S126	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1669@1:OL	G407-E1669	G407-E1669	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E1669@1	[RUNNING:G407-E1669@1=OL:weiter im selben Arbeitsgang|CONTROL:G407-E1669@1:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1899	G407-S126	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1669:STATE_CARD	G407-E1669	G407-E1669	1	FRAME	NONE	FRAME_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle	NO	RUNNING:G407-E1669@2	[RUNNING:G407-E1669@2=D_ADDR:an der Stations-Arbeitsstelle|CONTROL:G407-E1669:STATE_CARD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1900	G407-S126	5	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1670@1:SH	G407-E1670	G407-E1670	1	SH	RUNNING:G407-E1670@1	SH_BIO_BATHE	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte im Bad auf Grad I	Halte im Bad auf Grad I	NO	RUNNING:G407-E1670@1|RUNNING:G407-E1670@2	[RUNNING:G407-E1670@1=SH:Halte im Bad|ACTION:G407-E1670@1:SH] [RUNNING:G407-E1670@2=E:auf Grad I|ACTION:G407-E1670@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1901	G407-S126	6	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1670@3:CH	G407-E1670	G407-E1670	1	CH	RUNNING:G407-E1670@3	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm oder lass ab	Entnimm oder lass ab	NO	RUNNING:G407-E1670@3	[RUNNING:G407-E1670@3=CH:Entnimm oder lass ab|ACTION:G407-E1670@3:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1902	G407-S126	7	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1670@4:T	G407-E1670	G407-E1670|G407-E1672	2	T	RUNNING:G407-E1670@4	T_BIO_STATION_REGULATE	3	1	Y	RUNNING:G407-E1670@5	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	NO	RUNNING:G407-E1670@4|RUNNING:G407-E1670@5|RUNNING:G407-E1672@1	[RUNNING:G407-E1670@4=T:Reguliere|ACTION:G407-E1670@4:T] [RUNNING:G407-E1670@5=Y:Stationsansatz|ACTION:G407-E1670@4:T] [RUNNING:G407-E1672@1=L:über den Stationskontakt oder die Leitung|ACTION:G407-E1670@4:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1903	G407-S126	8	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1671@1:OL	G407-E1671	G407-E1671	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E1671@1	[RUNNING:G407-E1671@1=OL:weiter im selben Arbeitsgang|CONTROL:G407-E1671@1:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1904	G407-S126	9	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1673@1:SH	G407-E1673	G407-E1673	1	SH	RUNNING:G407-E1673@1	SH_BIO_BATHE	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte im Bad auf Grad II	Halte im Bad auf Grad II	NO	RUNNING:G407-E1673@1|RUNNING:G407-E1673@2	[RUNNING:G407-E1673@1=SH:Halte im Bad|ACTION:G407-E1673@1:SH] [RUNNING:G407-E1673@2=EE:auf Grad II|ACTION:G407-E1673@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1905	G407-S126	10	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1673@3:DY	G407-E1673	G407-E1673	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E1673@3	[RUNNING:G407-E1673@3=DY:Arbeitsgang abschließen|CONTROL:G407-E1673@3:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
1906	G407-S130	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1686@1:CHD	G407-E1686	G407-E1686|G407-E1689	2	CHD	RUNNING:G407-E1686@1	CHD_BIO_TREAT	3	2	Y|AIN	RUNNING:G407-E1686@2|RUNNING:G407-E1689@1	BIOLOGICAL_BODY_PART	NONE	Behandle den Stationsansatz und die Anwendungsportion	Behandle den Körperteil	YES	RUNNING:G407-E1686@1|RUNNING:G407-E1686@2|RUNNING:G407-E1689@1	[RUNNING:G407-E1686@1=CHD:Behandle|ACTION:G407-E1686@1:CHD] [RUNNING:G407-E1686@2=Y:Körper|ACTION:G407-E1686@1:CHD] [RUNNING:G407-E1689@1=AIN:Teil|ACTION:G407-E1686@1:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
