candidate_local_card_ordinal	source_event_id	physical_page	register	locus	record_id	owner_de	surface	complete_slot_count	carrier_assignment_count	carrier_action_host_count	carrier_slot_ids	host_count	gdt584_polished_local_clause_de	gdt587_action_noun_local_clause_de	gdt587_named_carrier_primary_de	reader_changed	gdt587_exact_slot_trace_de	guard
59	P912-E1718	f83r	BIOLOGICAL	f83r.45	NOT_APPLICABLE	lokale Becken-, Figuren- und Verbindungsstationen	chtorol	4	1	1	LOCAL_COMPONENT:P912-E1718@3	3	Entnimm oder lass ab. Reguliere die Becken- oder Körpereinheit. Fahre im selben Arbeitsgang fort.	Entnimm oder lass ab. Reguliere die Stationseinheit. Fahre im selben Arbeitsgang fort.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:P912-E1718@1=CH:Entnimm oder lass ab|LOCAL_ACTION:P912-E1718@1:CH] [LOCAL_COMPONENT:P912-E1718@2=T:Reguliere die Station|LOCAL_ACTION:P912-E1718@2:T] [LOCAL_COMPONENT:P912-E1718@3=OR:Stationseinheit|LOCAL_ACTION:P912-E1718@2:T] [LOCAL_COMPONENT:P912-E1718@4=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E1718@4:OL]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
60	P912-E1719	f83r	BIOLOGICAL	f83r.46	NOT_APPLICABLE	lokale Becken-, Figuren- und Verbindungsstationen	olsaiin	3	1	1	LOCAL_COMPONENT:P912-E1719@3	2	Fahre im selben Arbeitsgang fort. Wähle das Stations- oder Badmaß aus.	Fahre im selben Arbeitsgang fort. Wähle das Stationsmaß aus.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:P912-E1719@1=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E1719@1:OL] [LOCAL_COMPONENT:P912-E1719@2=S:Wähle aus|LOCAL_ACTION:P912-E1719@2:S] [LOCAL_COMPONENT:P912-E1719@3=AIIN:Stationsmaß|LOCAL_ACTION:P912-E1719@2:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
61	P912-E1732	f83r	BIOLOGICAL	f83r.51	NOT_APPLICABLE	lokale Becken-, Figuren- und Verbindungsstationen	darolsy	5	1	1	LOCAL_COMPONENT:P912-E1732@5	3	Kennzeichne oder prüfe im zweiten Durchgang. Fahre im selben Arbeitsgang fort. Wähle den Stationsansatz aus.	Kennzeichne oder prüfe im zweiten Durchgang. Fahre im selben Arbeitsgang fort. Wähle den Stationsansatz aus.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E1732@1=DA:im zweiten Durchgang|LOCAL_ACTION:P912-E1732@2:R] [LOCAL_COMPONENT:P912-E1732@2=R:Kennzeichne oder prüfe|LOCAL_ACTION:P912-E1732@2:R] [LOCAL_COMPONENT:P912-E1732@3=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E1732@3:OL] [LOCAL_COMPONENT:P912-E1732@4=S:Wähle aus|LOCAL_ACTION:P912-E1732@4:S] [LOCAL_COMPONENT:P912-E1732@5=Y:Stationsansatz|LOCAL_ACTION:P912-E1732@4:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
62	P912-E2362	f88r	PHARMA	f88r.1	NOT_APPLICABLE	WURZELBÜNDEL	otorchety	6	1	1	LOCAL_COMPONENT:P912-E2362@6	3	Beginne danach den nächsten Arbeitsgang. Entnimm die Gefäß- oder Arbeitseinheit auf Grad I. Reguliere oder temperiere die Drogencharge.	Beginne danach den nächsten Arbeitsgang. Entnimm die Gefäß- oder Arbeitseinheit auf Grad I. Reguliere oder temperiere das Drogenmaterial.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:P912-E2362@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2362@1:OT] [LOCAL_COMPONENT:P912-E2362@2=OR:Gefäß- oder Arbeitseinheit|LOCAL_ACTION:P912-E2362@3:CH] [LOCAL_COMPONENT:P912-E2362@3=CH:Entnimm oder ziehe aus|LOCAL_ACTION:P912-E2362@3:CH] [LOCAL_COMPONENT:P912-E2362@4=E:auf Grad I|LOCAL_ACTION:P912-E2362@3:CH] [LOCAL_COMPONENT:P912-E2362@5=T:Stelle ein oder temperiere|LOCAL_ACTION:P912-E2362@5:T] [LOCAL_COMPONENT:P912-E2362@6=Y:Drogenmaterial|LOCAL_ACTION:P912-E2362@5:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
63	P912-E2419	f88r	PHARMA	f88r.16	NOT_APPLICABLE	FLECKKNOLLE	sorory	4	3	1	LOCAL_COMPONENT:P912-E2419@2|LOCAL_COMPONENT:P912-E2419@3|LOCAL_COMPONENT:P912-E2419@4	1	Siebe die Drogencharge.	Siebe das Drogenmaterial.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:P912-E2419@1=S:Siebe|LOCAL_ACTION:P912-E2419@1:S] [LOCAL_COMPONENT:P912-E2419@2=OR:Arzneiansatz|LOCAL_ACTION:P912-E2419@1:S] [LOCAL_COMPONENT:P912-E2419@3=OR:Arzneiansatz|LOCAL_ACTION:P912-E2419@1:S] [LOCAL_COMPONENT:P912-E2419@4=Y:Drogenmaterial|LOCAL_ACTION:P912-E2419@1:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
64	P912-E2460	f88r	PHARMA	f88r.23	NOT_APPLICABLE	WURZELKRONE	ofyskydal	8	1	1	LOCAL_COMPONENT:P912-E2460@3	2	Siebe die Drogencharge in Arzneiform und in Feinform. Gib die Drogencharge im zweiten Durchgang und über den Gefäßkontakt zu.	Siebe das Drogenmaterial in Arzneiform und in Feinform. Gib die Drogencharge im zweiten Durchgang und über den Gefäßkontakt zu.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:P912-E2460@1=O:in Arzneiform|LOCAL_ACTION:P912-E2460@4:S] [LOCAL_COMPONENT:P912-E2460@2=LOCAL_CHAR_F:in Feinform|LOCAL_ACTION:P912-E2460@4:S] [LOCAL_COMPONENT:P912-E2460@3=Y:Drogenmaterial|LOCAL_ACTION:P912-E2460@4:S] [LOCAL_COMPONENT:P912-E2460@4=S:Siebe|LOCAL_ACTION:P912-E2460@4:S] [LOCAL_COMPONENT:P912-E2460@5=K:Gib zu|LOCAL_ACTION:P912-E2460@5:K] [LOCAL_COMPONENT:P912-E2460@6=Y:Drogencharge|LOCAL_ACTION:P912-E2460@5:K] [LOCAL_COMPONENT:P912-E2460@7=DA:im zweiten Durchgang|LOCAL_ACTION:P912-E2460@5:K] [LOCAL_COMPONENT:P912-E2460@8=L:über den Gefäßkontakt|LOCAL_ACTION:P912-E2460@5:K]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
65	P1003-E0414	f88v	PHARMA	f88v.2	G475-R095	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	cheocthy	4	1	1	LOCAL_COMPONENT:P1003-E0414@3	3	Entnimm. Verwende für den vorangehenden Arbeitsschritt Essig. Reguliere oder temperiere die Drogencharge.	Entnimm. Verwende für den vorangehenden Arbeitsschritt dunkle Faserwurzeldroge. Reguliere oder temperiere das Drogenmaterial.	Nimm den Drogeneintrag »dunkle Faserwurzeldroge [cheo]« und das Drogenmaterial und stelle den Drogeneintrag »dunkle Faserwurzeldroge [cheo]« und das Drogenmaterial ein.	YES	[LOCAL_COMPONENT:P1003-E0414@1=CH:Entnimm oder ziehe aus|LOCAL_ACTION:P1003-E0414@1:CH] [LOCAL_NAME:P1003-E0414:NAME_1=cheo:dunkle Faserwurzeldroge|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0414] [LOCAL_COMPONENT:P1003-E0414@2=T:Stelle ein oder temperiere|LOCAL_ACTION:P1003-E0414@2:T] [LOCAL_COMPONENT:P1003-E0414@3=Y:Drogenmaterial|LOCAL_ACTION:P1003-E0414@2:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
66	P1008-E1298	f89r	PHARMA	f89r2.18	G475-R126	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	cheys	2	1	1	LOCAL_COMPONENT:P1008-E1298@1	1	Sondere die Drogencharge aus.	Sondere das Drogenmaterial aus.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:P1008-E1298@1=Y:Drogenmaterial|LOCAL_ACTION:P1008-E1298@2:S] [LOCAL_COMPONENT:P1008-E1298@2=S:Trenne ab|LOCAL_ACTION:P1008-E1298@2:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
67	G515-E0259	f66r	SOURCE_SECTION_T	f66r.6	NOT_APPLICABLE	sichtbare Randkennungszone von f66r	saly	3	1	1	LOCAL_COMPONENT:G515-E0259@3	1	Sondere das Arbeitsgut zur Zielstelle oder ins Zielgefäß aus.	Sondere das Arbeitsmaterial zur Zielstelle oder ins Zielgefäß aus.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:G515-E0259@1=S:Sondere aus|LOCAL_ACTION:G515-E0259@1:S] [LOCAL_COMPONENT:G515-E0259@2=AL:zur Zielstelle oder ins Zielgefäß|LOCAL_ACTION:G515-E0259@1:S] [LOCAL_COMPONENT:G515-E0259@3=Y:Arbeitsmaterial|LOCAL_ACTION:G515-E0259@1:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
68	G515-E0262	f66r	SOURCE_SECTION_T	f66r.9	NOT_APPLICABLE	sichtbare Randkennungszone von f66r	qotesy	4	1	1	LOCAL_COMPONENT:G515-E0262@4	2	Beginne danach den nächsten Arbeitsgang. Sondere das Arbeitsgut auf Grad I aus.	Beginne danach den nächsten Arbeitsgang. Sondere das Arbeitsmaterial auf Grad I aus.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:G515-E0262@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:G515-E0262@1:OT] [LOCAL_COMPONENT:G515-E0262@2=E:auf Grad I|LOCAL_ACTION:G515-E0262@3:S] [LOCAL_COMPONENT:G515-E0262@3=S:Sondere aus|LOCAL_ACTION:G515-E0262@3:S] [LOCAL_COMPONENT:G515-E0262@4=Y:Arbeitsmaterial|LOCAL_ACTION:G515-E0262@3:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
69	G515-E0265	f66r	SOURCE_SECTION_T	f66r.12	NOT_APPLICABLE	sichtbare Randkennungszone von f66r	saiin	2	1	1	LOCAL_COMPONENT:G515-E0265@2	1	Sondere das Flüssigkeitsmaß aus.	Sondere die Arbeitsflüssigkeit aus.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:G515-E0265@1=S:Sondere aus|LOCAL_ACTION:G515-E0265@1:S] [LOCAL_COMPONENT:G515-E0265@2=AIIN:Arbeitsflüssigkeit|LOCAL_ACTION:G515-E0265@1:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
70	G515-E0595	f66r	SOURCE_SECTION_T	f66r.82	NOT_APPLICABLE	separater spaeter unterer Nachtrag mit kleiner Zeichnung	chty	3	1	1	LOCAL_COMPONENT:G515-E0595@3	2	Entnimm. Lege das Arbeitsgut fest.	Entnimm. Lege das Arbeitsgut fest.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:G515-E0595@1=CH:Entnimm|LOCAL_ACTION:G515-E0595@1:CH] [LOCAL_COMPONENT:G515-E0595@2=T:Lege fest|LOCAL_ACTION:G515-E0595@2:T] [LOCAL_COMPONENT:G515-E0595@3=Y:Arbeitsgut|LOCAL_ACTION:G515-E0595@2:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
