assignment_ordinal	carrier_slot_id	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	carrier_root	portable_carrier_core	primary_governor_key	action_root	gdt584_rule_id	carrier_root_signature	same_root_written_slot_count	gdt582_default_de	gdt584_base_lemma_de	gdt587_context_family	gdt587_lemma_de	gdt587_object_form_de	gdt587_genitive_form_de	gdt587_disposition	gdt587_rationale	gdt587_packet_rule_id	circularity_note	guard
766	RUNNING:G407-E3386@3	RUNNING:G407-E3386@1	RUNNING_ATOM	G407-E3386	G407-S538	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	tshey	3	Y	POSTEN	ACTION:G407-E3386@1:SH	SH	SH_BIO_BATHE	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Körper	den Körper	des Körpers	PACKET_NARROWED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
767	RUNNING:G407-E3391@1	RUNNING:G407-E3390@3	RUNNING_ATOM	G407-E3391	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	aiin	1	AIIN	WERT	ACTION:G407-E3390@3:S	S	S_REST_SELECT	Y+AIIN	1	Stations- oder Badmaß	Stations- oder Badmaß	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	ACTION_NARROWED	bathing selects bath fill; other station actions retain a station measure	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
768	RUNNING:G407-E3392@3	RUNNING:G407-E3390@3	RUNNING_ATOM	G407-E3392	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	oteey	3	Y	POSTEN	ACTION:G407-E3390@3:S	S	S_REST_SELECT	Y+AIIN	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
769	RUNNING:G407-E3407@5	RUNNING:G407-E3407@3	RUNNING_ATOM	G407-E3407	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	chcthey	5	Y	POSTEN	ACTION:G407-E3407@3:T	T	T_PHYSICAL_GRADE_TEMPER	Y	2	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
770	RUNNING:G407-E3409@1	RUNNING:G407-E3407@3	RUNNING_ATOM	G407-E3409	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	chey	1	Y	POSTEN	ACTION:G407-E3407@3:T	T	T_PHYSICAL_GRADE_TEMPER	Y	2	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
771	RUNNING:G407-E3413@3	RUNNING:G407-E3413@1	RUNNING_ATOM	G407-E3413	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cheey	3	Y	POSTEN	ACTION:G407-E3413@1:SH	SH	SH_BIO_BATHE	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Körper	den Körper	des Körpers	PACKET_NARROWED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
772	RUNNING:G407-E3417@3	RUNNING:G407-E3417@2	RUNNING_ATOM	G407-E3417	G407-S551	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	rchedy	3	Y	POSTEN	ACTION:G407-E3417@2:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
773	RUNNING:G407-E3433@5	RUNNING:G407-E3433@2	RUNNING_ATOM	G407-E3433	G407-S555	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	rsheedy	5	Y	POSTEN	ACTION:G407-E3433@2:SH	SH	SH_BIO_BATHE	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
774	RUNNING:G407-E3440@2	RUNNING:G407-E3440@1	RUNNING_ATOM	G407-E3440	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	taiin	2	AIIN	WERT	ACTION:G407-E3440@1:T	T	T_BIO_STATION_REGULATE	AIIN	1	Stations- oder Badmaß	Stations- oder Badmaß	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	ACTION_NARROWED	bathing selects bath fill; other station actions retain a station measure	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
775	RUNNING:G407-E3441@3	RUNNING:G407-E3441@1	RUNNING_ATOM	G407-E3441	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedaiin	3	AIIN	WERT	ACTION:G407-E3441@1:SH	SH	SH_BIO_BATHE	AIIN	1	Stations- oder Badmaß	Stations- oder Badmaß	BIOLOGICAL_BATH_OR_STATION_MEASURE	Badfüllung	die Badfüllung	der Badfüllung	ACTION_NARROWED	bathing selects bath fill; other station actions retain a station measure	BIOLOGICAL_BATH_FILL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
776	RUNNING:G407-E3445@3	RUNNING:G407-E3445@1	RUNNING_ATOM	G407-E3445	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheey	3	Y	POSTEN	ACTION:G407-E3445@1:SH	SH	SH_BIO_BATHE	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Körper	den Körper	des Körpers	PACKET_NARROWED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
777	RUNNING:G407-E3449@2	RUNNING:G407-E3449@1	RUNNING_ATOM	G407-E3449	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sain	2	AIN	ANTEIL	ACTION:G407-E3449@1:S	S	S_REST_SELECT	AIN	1	Anwendungsportion	Anwendungsportion	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	BASE_RETAINED	AIN supplies the part atom only in the exact Y+AIN treatment packet	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
778	RUNNING:G407-E3455@3	RUNNING:G407-E3455@2	RUNNING_ATOM	G407-E3455	G407-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	tchedy	3	Y	POSTEN	ACTION:G407-E3455@2:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
779	RUNNING:G407-E3456@4	RUNNING:G407-E3456@3	RUNNING_ATOM	G407-E3456	G407-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lpchedy	4	Y	POSTEN	ACTION:G407-E3456@3:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
780	RUNNING:G407-E3461@5	RUNNING:G407-E3461@4	RUNNING_ATOM	G407-E3461	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qopchedy	5	Y	POSTEN	ACTION:G407-E3461@4:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
781	RUNNING:G407-E3463@3	RUNNING:G407-E3463@1	RUNNING_ATOM	G407-E3463	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheey	3	Y	POSTEN	ACTION:G407-E3463@1:SH	SH	SH_BIO_BATHE	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Körper	den Körper	des Körpers	PACKET_NARROWED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
782	RUNNING:G407-E3467@3	RUNNING:G407-E3467@1	RUNNING_ATOM	G407-E3467	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shey	3	Y	POSTEN	ACTION:G407-E3467@1:SH	SH	SH_BIO_BATHE	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Körper	den Körper	des Körpers	PACKET_NARROWED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
783	RUNNING:G407-E3471@2	RUNNING:G407-E3471@1	RUNNING_ATOM	G407-E3471	G407-S560	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedy	2	Y	POSTEN	ACTION:G407-E3471@1:CHD	CHD	CHD_BIO_TREAT	Y+OR	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
784	RUNNING:G407-E3472@2	RUNNING:G407-E3471@1	RUNNING_ATOM	G407-E3472	G407-S560	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	dor	2	OR	EINHEIT	ACTION:G407-E3471@1:CHD	CHD	CHD_BIO_TREAT	Y+OR	1	Becken- oder Körpereinheit	Becken- oder Körpereinheit	BIOLOGICAL_BATH_OR_STATION_UNIT	Stationseinheit	die Stationseinheit	der Stationseinheit	ACTION_NARROWED	the action removes the inherited basin/body disjunction	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
785	RUNNING:G407-E3478@1	RUNNING:G407-E3479@2	RUNNING_ATOM	G407-E3478	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chey	1	Y	POSTEN	ACTION:G407-E3479@2:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
786	RUNNING:G407-E3484@2	RUNNING:G407-E3484@1	RUNNING_ATOM	G407-E3484	G407-S564	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedy	2	Y	POSTEN	ACTION:G407-E3484@1:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
787	RUNNING:G407-E3491@2	RUNNING:G407-E3491@1	RUNNING_ATOM	G407-E3491	G407-S566	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedy	2	Y	POSTEN	ACTION:G407-E3491@1:CHD	CHD	CHD_BIO_TREAT	Y+AIIN	2	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
788	RUNNING:G407-E3492@3	RUNNING:G407-E3491@1	RUNNING_ATOM	G407-E3492	G407-S566	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	deey	3	Y	POSTEN	ACTION:G407-E3491@1:CHD	CHD	CHD_BIO_TREAT	Y+AIIN	2	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
789	RUNNING:G407-E3493@2	RUNNING:G407-E3491@1	RUNNING_ATOM	G407-E3493	G407-S566	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qotaiin	2	AIIN	WERT	ACTION:G407-E3491@1:CHD	CHD	CHD_BIO_TREAT	Y+AIIN	1	Stations- oder Badmaß	Stations- oder Badmaß	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	ACTION_NARROWED	bathing selects bath fill; other station actions retain a station measure	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
790	RUNNING:G407-E3499@3	RUNNING:G407-E3499@2	RUNNING_ATOM	G407-E3499	G407-S567	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	rchedy	3	Y	POSTEN	ACTION:G407-E3499@2:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
791	RUNNING:G407-E3503@2	RUNNING:G407-E3503@1	RUNNING_ATOM	G407-E3503	G407-S569	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedchy	2	Y	POSTEN	ACTION:G407-E3503@1:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
792	RUNNING:G407-E3507@2	RUNNING:G407-E3507@1	RUNNING_ATOM	G407-E3507	G407-S570	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedy	2	Y	POSTEN	ACTION:G407-E3507@1:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
793	RUNNING:G407-E3512@5	RUNNING:G407-E3512@2	RUNNING_ATOM	G407-E3512	G407-S572	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lsheedy	5	Y	POSTEN	ACTION:G407-E3512@2:SH	SH	SH_BIO_BATHE	Y	2	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
794	RUNNING:G407-E3513@4	RUNNING:G407-E3512@2	RUNNING_ATOM	G407-E3513	G407-S572	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qeeedy	4	Y	POSTEN	ACTION:G407-E3512@2:SH	SH	SH_BIO_BATHE	Y	2	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
795	RUNNING:G407-E3517@5	RUNNING:G407-E3517@2	RUNNING_ATOM	G407-E3517	G407-S572	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	rsheedy	5	Y	POSTEN	ACTION:G407-E3517@2:SH	SH	SH_BIO_BATHE	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
796	RUNNING:G407-E3523@6	RUNNING:G407-E3523@5	RUNNING_ATOM	G407-E3523	G407-S576	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shecthedchy	6	Y	POSTEN	ACTION:G407-E3523@5:CHD	CHD	CHD_BIO_TREAT	Y	1	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
797	RUNNING:G407-E3525@2	RUNNING:G407-E3525@1	RUNNING_ATOM	G407-E3525	G407-S576	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedy	2	Y	POSTEN	ACTION:G407-E3525@1:CHD	CHD	CHD_BIO_TREAT	Y	2	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
798	RUNNING:G407-E3526@2	RUNNING:G407-E3525@1	RUNNING_ATOM	G407-E3526	G407-S576	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chary	2	Y	POSTEN	ACTION:G407-E3525@1:CHD	CHD	CHD_BIO_TREAT	Y	2	Stationsansatz	Stationsansatz	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	BASE_RETAINED	only clean bathing/cooling and exact body-part packets select body; mixed hosts retain station batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
