cell_ordinal	register	gdt584_rule_id	carrier_root	portable_carrier_core	written_slot_count	exact_action_host_count	statement_or_record_count	layer_profile	carrier_root_signatures	selected_context_families	selected_lemmas_de	selected_object_forms_de	dispositions	example_carrier_slot_ids	guard
118	PHARMA	T_HP_FORM_SET	Y	POSTEN	1	1	1	RUNNING_ATOM	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E4015@4	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
119	PHARMA	T_HP_MEASURE_SET	AIIN	WERT	1	1	1	RUNNING_ATOM	AIIN	PHARMA_EXTRACT_OR_DOSE	Dosismaß	das Dosismaß	ACTION_NARROWED	RUNNING:G407-E4161@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
120	PHARMA	T_HP_MEASURE_SET	AIN	ANTEIL	1	1	1	RUNNING_ATOM	AIN	PHARMA_PORTION	Zutatenportion	die Zutatenportion	ACTION_NARROWED	RUNNING:G407-E4098@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
121	PHARMA	T_PHYSICAL_BROAD	Y	POSTEN	7	6	6	RUNNING_ATOM|LOCAL_COMPONENT	Y|Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E4063@6|RUNNING:G407-E4072@4|RUNNING:G407-E4175@1|RUNNING:G407-E4175@3|RUNNING:G407-E4221@3|LOCAL_COMPONENT:P912-E2362@6|LOCAL_COMPONENT:P1003-E0414@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
122	PHARMA	T_PHYSICAL_BROAD	AIIN	WERT	3	1	1	RUNNING_ATOM	Y+AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	ACTION_NARROWED	RUNNING:G407-E4219@1|RUNNING:G407-E4220@1|RUNNING:G407-E4221@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
123	PHARMA	T_PHYSICAL_GRADE_TEMPER	Y	POSTEN	7	4	4	RUNNING_ATOM	Y|Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E3919@6|RUNNING:G407-E4007@6|RUNNING:G407-E4008@4|RUNNING:G407-E4009@1|RUNNING:G407-E4087@5|RUNNING:G407-E4366@4|RUNNING:G407-E4368@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
124	PHARMA	T_PHYSICAL_GRADE_TEMPER	AIIN	WERT	1	1	1	RUNNING_ATOM	Y+AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	ACTION_NARROWED	RUNNING:G407-E4367@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
125	SOURCE_SECTION_T	CHD_REST_PROCESS	Y	POSTEN	12	12	10	RUNNING_ATOM	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	ACTION_NARROWED	RUNNING:G407-E0102@2|RUNNING:G515-E0326@2|RUNNING:G515-E0330@2|RUNNING:G515-E0331@2|RUNNING:G515-E0389@3|RUNNING:G515-E0402@2|RUNNING:G515-E0418@3|RUNNING:G515-E0419@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
126	SOURCE_SECTION_T	SH_SOURCE_REST	Y	POSTEN	35	31	17	RUNNING_ATOM	Y+OR|Y|Y+AIIN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	ACTION_NARROWED	RUNNING:G407-E0006@3|RUNNING:G407-E0010@4|RUNNING:G407-E0046@1|RUNNING:G407-E0046@7|RUNNING:G407-E0054@5|RUNNING:G407-E0055@1|RUNNING:G407-E0055@4|RUNNING:G407-E0077@4	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
127	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	WERT	8	8	7	RUNNING_ATOM	AIIN+AIN|AIIN|AIIN+OR|Y+AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	ACTION_NARROWED	RUNNING:G407-E0100@3|RUNNING:G407-E0161@2|RUNNING:G407-E0183@3|RUNNING:G515-E0357@5|RUNNING:G515-E0415@6|RUNNING:G515-E0563@1|RUNNING:G515-E0573@2|RUNNING:G515-E0579@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
128	SOURCE_SECTION_T	SH_SOURCE_REST	AIN	ANTEIL	3	2	1	RUNNING_ATOM	AIN|AIIN+AIN	SOURCE_PART	Teilmenge	die Teilmenge	ACTION_NARROWED	RUNNING:G407-E0085@4|RUNNING:G407-E0095@2|RUNNING:G407-E0097@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
129	SOURCE_SECTION_T	SH_SOURCE_REST	OR	EINHEIT	10	8	7	RUNNING_ATOM	Y+OR|OR|AIIN+OR	SOURCE_BATCH	Ansatz	den Ansatz	BASE_RETAINED	RUNNING:G407-E0006@2|RUNNING:G515-E0386@2|RUNNING:G515-E0415@4|RUNNING:G515-E0417@3|RUNNING:G515-E0430@2|RUNNING:G515-E0431@3|RUNNING:G515-E0433@2|RUNNING:G515-E0444@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
130	SOURCE_SECTION_T	S_SOURCE_SORT_OUT	Y	POSTEN	11	11	5	RUNNING_ATOM|LOCAL_COMPONENT	Y|Y+OR|Y+AIIN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	ACTION_NARROWED	RUNNING:G407-E0008@1|RUNNING:G407-E0011@3|RUNNING:G407-E0022@2|RUNNING:G407-E0030@1|RUNNING:G407-E0032@3|RUNNING:G407-E0041@1|RUNNING:G407-E0164@7|RUNNING:G515-E0480@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
131	SOURCE_SECTION_T	S_SOURCE_SORT_OUT	AIIN	WERT	7	6	5	RUNNING_ATOM|LOCAL_COMPONENT	Y+AIIN|AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	ACTION_NARROWED	RUNNING:G407-E0029@3|RUNNING:G407-E0065@1|RUNNING:G407-E0073@5|RUNNING:G407-E0092@5|RUNNING:G515-E0462@1|RUNNING:G515-E0463@1|LOCAL_COMPONENT:G515-E0265@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
132	SOURCE_SECTION_T	S_SOURCE_SORT_OUT	OR	EINHEIT	1	1	1	RUNNING_ATOM	Y+OR	SOURCE_BATCH	Ansatz	den Ansatz	BASE_RETAINED	RUNNING:G407-E0011@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
133	SOURCE_SECTION_T	T_SOURCE_FIX	Y	POSTEN	21	19	13	RUNNING_ATOM|LOCAL_COMPONENT	Y|Y+AIN	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	BASE_RETAINED	RUNNING:G407-E0027@5|RUNNING:G407-E0059@5|RUNNING:G407-E0061@1|RUNNING:G407-E0076@1|RUNNING:G407-E0093@4|RUNNING:G407-E0105@3|RUNNING:G407-E0134@3|RUNNING:G407-E0135@4	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
134	SOURCE_SECTION_T	T_SOURCE_FIX	AIIN	WERT	6	6	3	RUNNING_ATOM	AIIN	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	die Flüssigkeitsmenge	ACTION_NARROWED	RUNNING:G407-E0004@3|RUNNING:G407-E0016@3|RUNNING:G407-E0036@1|RUNNING:G407-E0043@3|RUNNING:G407-E0146@4|RUNNING:G407-E0188@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
135	SOURCE_SECTION_T	T_SOURCE_FIX	AIN	ANTEIL	3	3	3	RUNNING_ATOM	AIN|Y+AIN	SOURCE_PART	Teilmenge	die Teilmenge	ACTION_NARROWED	RUNNING:G407-E0021@1|RUNNING:G407-E0062@1|RUNNING:G407-E0076@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
136	SOURCE_SECTION_T	T_SOURCE_FIX	OR	EINHEIT	1	1	1	RUNNING_ATOM	OR	SOURCE_BATCH	Ansatz	den Ansatz	BASE_RETAINED	RUNNING:G407-E0208@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
