role_ordinal	surface	final_working_recipe	event_count	physical_pages	event_ids	content_roles	observed_domain	corrected_lock_scope	gdt538_old_lock_scope	scope_changed_from_gdt538	canonical_workshop_phrase_de	controlled_order_reading_de	role_collision_count	guard
141	tocpheey	T+O+CH+P+EE+Y	1	f66r	G515-E0358	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten einstellen, nehmen und einsetzen; zur Ausführung; auf Grad II.	einstellen → [Ausführung] → nehmen → einsetzen → [Grad II] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
142	todeeey	T+O+D_ADDR+EEE+Y	1	f66r	G515-E0481	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten einstellen; zur Ausführung; hier; auf Grad III.	einstellen → [Ausführung] → [hier: D-Adresse] → [Grad III] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
143	tolchedy	T+OL+CHD+DY	1	f66r	G515-E0526	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Einstellen und bearbeiten; fortsetzen; abschließen.	einstellen → fortsetzen → bearbeiten → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
144	tolshy	T+OL+SH+Y	1	f20v	G515-E0092	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten einstellen und halten; fortsetzen.	einstellen → fortsetzen → halten → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
145	tosheo	T+O+SH+E+O	1	f66r	G515-E0472	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Einstellen und halten; zur Ausführung; auf Grad I; erneut zur Ausführung.	einstellen → [Ausführung] → halten → [Grad I] → [Ausführung].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
146	tshokeody	T+SH+OK+E+O+D_ADDR+Y	1	f31r	G515-E0188	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten einstellen, halten und setzen; auf Grad I; zur Ausführung; hier.	einstellen → halten → setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
147	tydy	T+Y+DY	1	f4r	G515-E0035	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten einstellen; abschließen.	einstellen → Posten → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
148	x	LOCAL_X	3	f66r	G515-E0277|G515-E0290|G515-E0297	MARGINAL_SIGN_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Mit lokalem X-Zeichen-/Namenskern.	[lokaler X-Zeichen-/Namenskern].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
149	yches	Y+CH+E+S	1	f31r	G515-E0233	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten nehmen und wählen; auf Grad I.	Posten → nehmen → [Grad I] → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
150	ykeedar	Y+K+EE+D_ADDR+AR	1	f31r	G515-E0196	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben; auf Grad II; hier; vom Ausgang.	Posten → geben → [Grad II] → [hier: D-Adresse] → Ausgang.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
151	ykeol	Y+K+E+OL	1	f66r	G515-E0258	MARGINAL_LABEL_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Den Posten geben; auf Grad I; fortsetzen.	Posten → geben → [Grad I] → fortsetzen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
152	ykesho	Y+K+E+SH+O	1	f66r	G515-E0428	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben und halten; auf Grad I; zur Ausführung.	Posten → geben → [Grad I] → halten → [Ausführung].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
153	ykoiin	Y+K+O+IIN	1	f20v	G515-E0076	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben; zur Ausführung; auf der bezeichneten Stufe.	Posten → geben → [Ausführung] → [Stufe].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
154	ykshedy	Y+K+SH+E+DY	1	f66r	G515-E0318	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben und halten; auf Grad I; abschließen.	Posten → geben → halten → [Grad I] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
155	ypches	Y+P+CH+E+S	1	f66r	G515-E0306	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten einsetzen, nehmen und wählen; auf Grad I.	Posten → einsetzen → nehmen → [Grad I] → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
156	yshedair	Y+SH+E+D_ADDR+AIR	1	f31r	G515-E0248	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten; auf Grad I; hier; entlang der Bahn.	Posten → halten → [Grad I] → [hier: D-Adresse] → Bahn.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
157	ysheeod	Y+SH+EE+O+D_ADDR	1	f66r	G515-E0512	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten; auf Grad II; zur Ausführung; hier.	Posten → halten → [Grad II] → [Ausführung] → [hier: D-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
158	ytarody	Y+T+AR+O+DY	1	f66r	G515-E0456	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten einstellen; vom Ausgang; zur Ausführung; abschließen.	Posten → einstellen → Ausgang → [Ausführung] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
159	ytoy	Y+T+O+Y	1	f4r	G515-E0009	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Beide Posten einstellen; zur Ausführung.	Posten → einstellen → [Ausführung] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
