statement_ordinal	statement_id	physical_page	register	prose_block_id	owner_id	owner_de	locus_start	locus_end	event_count	event_ids	surface_sequence	final_recipe_sequence	controlled_order_sequence_de	target_event_count	final_recipe_change_count	inherited_action_event_count	inherited_argument_event_count	contextual_working_reading_de	end_mode	all_events_backprojected	cross_statement_inheritance	guard
57	G515-S057	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.70	f66r.70	5	G515-E0481|G515-E0482|G515-E0483|G515-E0484|G515-E0485	todeeey keody chdy keody shedy	T+O+D_ADDR+EEE+Y | K+E+O+D_ADDR+Y | CHD+Y | K+E+O+D_ADDR+Y | SH+E+DY	einstellen → [Ausführung] → [hier: D-Adresse] → [Grad III] → Posten. || geben → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || bearbeiten → Posten. || geben → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || halten → [Grad I] → [Schluss].	3	0	0	1	Lege den laufenden Eintrag fest; zur Ausführung und auf Grad III; an der bezeichneten Stelle. Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Bearbeite den laufenden Eintrag. Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
58	G515-S058	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.70	f66r.70	5	G515-E0486|G515-E0487|G515-E0488|G515-E0489|G515-E0490	shekeefy chdy sheol shol kedy	SH+E+K+EE+LOCAL_CHAR_F+Y | CHD+Y | SH+E+OL | SH+OL | K+E+DY	halten → [Grad I] → geben → [Grad II] → [hier: f-Kennmarke] → Posten. || bearbeiten → Posten. || halten → [Grad I] → fortsetzen. || halten → fortsetzen. || geben → [Grad I] → [Schluss].	1	0	0	3	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I und auf Grad II; an der bezeichneten Stelle. Bearbeite den laufenden Eintrag. Halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; führe fort. Halte den laufenden Eintrag [wie zuvor] fest; führe fort. Ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
59	G515-S059	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.70	f66r.71	6	G515-E0491|G515-E0492|G515-E0493|G515-E0494|G515-E0495|G515-E0496	daly saiir cheol kal sheody chcthedy	AL+Y | S+IIN+R | CH+E+O+L | K+AL | SH+E+O+D_ADDR+Y | CH+CH+T+E+DY	Zielort → Posten. || wählen → [Stufe] → markieren. || nehmen → [Grad I] → [Ausführung] → Verbindung. || geben → Zielort. || halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || nehmen → nehmen → einstellen → [Grad I] → [Schluss].	0	0	0	4	Bezug: den laufenden Eintrag; zur Zielspalte. Wähle den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe. Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung. Ordne den laufenden Eintrag [wie zuvor] zu; zur Zielspalte. Halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Entnimm den laufenden Eintrag [wie zuvor], entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
60	G515-S060	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.71	f66r.72	6	G515-E0497|G515-E0498|G515-E0499|G515-E0500|G515-E0501|G515-E0502	dal shol qokeody chody kechody sshedy	AL | SH+OL | OK+E+O+D_ADDR+Y | CH+O+D_ADDR+Y | K+E+CH+O+D_ADDR+Y | S+SH+E+DY	Zielort. || halten → fortsetzen. || setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || nehmen → [Ausführung] → [hier: D-Adresse] → Posten. || geben → [Grad I] → nehmen → [Ausführung] → [hier: D-Adresse] → Posten. || wählen → halten → [Grad I] → [Schluss].	1	0	0	1	Zur Zielspalte. Halte fest; führe fort. Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle. Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Wähle den laufenden Eintrag [wie zuvor] und halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
61	G515-S061	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.72	f66r.72	1	G515-E0503	oteedy	OT+EE+DY	danach → [Grad II] → [Schluss].	0	0	0	0	Danach: auf Grad II; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
62	G515-S062	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.72	f66r.72	1	G515-E0504	ykeeody	Y+K+EE+O+DY	Posten → geben → [Grad II] → [Ausführung] → [Schluss].	0	0	0	0	Ordne den laufenden Eintrag zu; auf Grad II und zur Ausführung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
63	G515-S063	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.72	f66r.72	4	G515-E0505|G515-E0506|G515-E0507|G515-E0508	sheocthy ol ld lshedy	SH+E+O+CH+T+Y | OL | L+D_ADDR | L+SH+E+DY	halten → [Grad I] → [Ausführung] → nehmen → einstellen → Posten. || fortsetzen. || Verbindung → [hier: D-Adresse]. || Verbindung → halten → [Grad I] → [Schluss].	2	0	2	3	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I und zur Ausführung. Im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; führe fort. Im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung; an der bezeichneten Stelle. Halte den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
64	G515-S064	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.72	f66r.73	8	G515-E0509|G515-E0510|G515-E0511|G515-E0512|G515-E0513|G515-E0514|G515-E0515|G515-E0516	chokeey chekey chey ysheeod qoteeod qotol qoky chckhedy	OK+EE+Y | CH+K+E+Y | Y | Y+SH+EE+O+D_ADDR | OT+EE+O+D_ADDR | OT+OL | OK+Y | CH+CH+K+E+DY	setzen → [Grad II] → Posten. || nehmen → geben → [Grad I] → Posten. || Posten. || Posten → halten → [Grad II] → [Ausführung] → [hier: D-Adresse]. || danach → [Grad II] → [Ausführung] → [hier: D-Adresse]. || danach → fortsetzen. || setzen → Posten. || nehmen → nehmen → geben → [Grad I] → [Schluss].	3	0	3	3	Trage den laufenden Eintrag ein; auf Grad II. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I. Im laufenden Satz ordne den laufenden Eintrag zu. Halte den laufenden Eintrag fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle. Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle. Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; führe fort. Trage den laufenden Eintrag ein. Entnimm den laufenden Eintrag [wie zuvor], entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
65	G515-S065	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.73	f66r.74	7	G515-E0517|G515-E0518|G515-E0519|G515-E0520|G515-E0521|G515-E0522|G515-E0523	shey dcheol cheky cheo dor ydaiin shedy	SH+E+Y | D_ADDR+CH+E+O+L | CH+K+E+Y | CH+E+O | D_ADDR+OR | Y+D_ADDR+AIIN | SH+E+DY	halten → [Grad I] → Posten. || [hier: D-Adresse] → nehmen → [Grad I] → [Ausführung] → Verbindung. || nehmen → geben → [Grad I] → Posten. || nehmen → [Grad I] → [Ausführung]. || [hier: D-Adresse] → Einheit. || Posten → [hier: D-Adresse] → Wert. || halten → [Grad I] → [Schluss].	1	0	2	3	Halte den laufenden Eintrag fest; auf Grad I. Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I. Entnimm den laufenden Eintrag [wie zuvor]; auf Grad I und zur Ausführung. Im laufenden Satz entnimm die Eintragseinheit; an der bezeichneten Stelle. Im laufenden Satz entnimm den laufenden Eintrag und den Kennwert; an der bezeichneten Stelle. Halte den Kennwert [wie zuvor] fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
66	G515-S066	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.74	f66r.74	1	G515-E0524	otchedy	OT+CHD+DY	danach → bearbeiten → [Schluss].	0	0	0	0	Danach: bearbeite; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
67	G515-S067	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.74	f66r.74	2	G515-E0525|G515-E0526	oteochey tolchedy	OT+E+O+CH+E+Y | T+OL+CHD+DY	danach → [Grad I] → [Ausführung] → nehmen → [Grad I] → Posten. || einstellen → fortsetzen → bearbeiten → [Schluss].	2	0	0	1	Danach: entnimm den laufenden Eintrag; auf Grad I [außen], zur Ausführung und auf Grad I [innen]. Lege den laufenden Eintrag [wie zuvor] fest und bearbeite den laufenden Eintrag [wie zuvor]; führe fort; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
68	G515-S068	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.74	f66r.76	20	G515-E0527|G515-E0528|G515-E0529|G515-E0530|G515-E0531|G515-E0532|G515-E0533|G515-E0534|G515-E0535|G515-E0536|G515-E0537|G515-E0538|G515-E0539|G515-E0540|G515-E0541|G515-E0542|G515-E0543|G515-E0544|G515-E0545|G515-E0546	lsheody qoky daiin otam tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol daiin sheol qocthedy qokedy	L+SH+E+O+D_ADDR+Y | OK+Y | AIIN | OT+AM_ADDR | T+CH+E+O | SH+E+OR | OT+E+O+Y | L+P+CH+EE+S | OL | AR | AL+K+E+Y | OT+E+Y | L+T+SH+OL+Y | SH+E+CH+T+Y | R | OL | AIIN | SH+E+OL | CARRIER_Q+O+CH+T+E+Y | OK+E+DY	Verbindung → halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → Posten. || Wert. || danach → [hier: AM-Adresse]. || einstellen → nehmen → [Grad I] → [Ausführung]. || halten → [Grad I] → Einheit. || danach → [Grad I] → [Ausführung] → Posten. || Verbindung → einsetzen → nehmen → [Grad II] → wählen. || fortsetzen. || Ausgang. || Zielort → geben → [Grad I] → Posten. || danach → [Grad I] → Posten. || Verbindung → einstellen → halten → fortsetzen → Posten. || halten → [Grad I] → nehmen → einstellen → Posten. || markieren. || fortsetzen. || Wert. || halten → [Grad I] → fortsetzen. || [Beginnmarker] → [Ausführung] → nehmen → einstellen → [Grad I] → Posten. || setzen → [Grad I] → [Schluss].	6	0	8	9	Halte den laufenden Eintrag fest; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Trage den laufenden Eintrag ein. Im laufenden Satz trage den Kennwert ein. Danach: im laufenden Satz trage den Kennwert [wie zuvor] ein; an der bezeichneten Stelle. Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung. Halte die Eintragseinheit fest; auf Grad I. Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I und zur Ausführung. Setze den laufenden Eintrag [wie zuvor] ein, entnimm den laufenden Eintrag [wie zuvor] und wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad II. Im laufenden Satz wähle den laufenden Eintrag [wie zuvor]; führe fort. Im laufenden Satz wähle den laufenden Eintrag [wie zuvor]; von der Ausgangszeile. Ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad I. Danach: im laufenden Satz ordne den laufenden Eintrag zu; auf Grad I. Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort. Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I. Kennzeichne den laufenden Eintrag [wie zuvor]. Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; führe fort. Im laufenden Satz kennzeichne den Kennwert. Halte den Kennwert [wie zuvor] fest; auf Grad I; führe fort. Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; mit Beginnmarker, zur Ausführung und auf Grad I. Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
69	G515-S069	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.76	f66r.76	5	G515-E0547|G515-E0548|G515-E0549|G515-E0550|G515-E0551	lchey qokaly shcthy qotal otchdy	L+Y | OK+AL+Y | SH+CH+T+Y | OT+AL | OT+CHD+DY	Verbindung → Posten. || setzen → Zielort → Posten. || halten → nehmen → einstellen → Posten. || danach → Zielort. || danach → bearbeiten → [Schluss].	0	0	1	2	Bezug: den laufenden Eintrag; über die Eintragsverbindung. Trage den laufenden Eintrag ein; zur Zielspalte. Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest. Danach: im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; zur Zielspalte. Danach: bearbeite den laufenden Eintrag [wie zuvor]; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
70	G515-S070	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.77	f66r.77	10	G515-E0552|G515-E0553|G515-E0554|G515-E0555|G515-E0556|G515-E0557|G515-E0558|G515-E0559|G515-E0560|G515-E0561	qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy	OK+E+Y | AR | OL+K+E+OL | OK+AL | CH+E+O+K+Y | Y+K+CHD+Y | CH+O+D_ADDR+Y | SH+E+O+D_ADDR+Y | OK+Y | L+DY	setzen → [Grad I] → Posten. || Ausgang. || fortsetzen → geben → [Grad I] → fortsetzen. || setzen → Zielort. || nehmen → [Grad I] → [Ausführung] → geben → Posten. || Posten → geben → bearbeiten → Posten. || nehmen → [Ausführung] → [hier: D-Adresse] → Posten. || halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → Posten. || Verbindung → [Schluss].	0	0	2	4	Trage den laufenden Eintrag ein; auf Grad I. Im laufenden Satz trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile. Ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; führe 2-mal fort. Trage den laufenden Eintrag [wie zuvor] ein; zur Zielspalte. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung. Ordne den laufenden Eintrag [außen] und den laufenden Eintrag [innen] zu und bearbeite den laufenden Eintrag [außen] und den laufenden Eintrag [innen]. Entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle. Halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Trage den laufenden Eintrag ein. Im laufenden Satz trage den laufenden Eintrag [wie zuvor] ein; über die Eintragsverbindung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
71	G515-S071	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.78	f66r.78	4	G515-E0562|G515-E0563|G515-E0564|G515-E0565	dor aiin sheeol lshedy	D_ADDR+OR | AIIN | SH+EE+OL | L+SH+E+DY	[hier: D-Adresse] → Einheit. || Wert. || halten → [Grad II] → fortsetzen. || Verbindung → halten → [Grad I] → [Schluss].	0	0	0	2	Bezug: die Eintragseinheit; an der bezeichneten Stelle. Bezug: den Kennwert. Halte den Kennwert [wie zuvor] fest; auf Grad II; führe fort. Halte den Kennwert [wie zuvor] fest; über die Eintragsverbindung; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
72	G515-S072	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.78	f66r.78	1	G515-E0566	lchedy	L+CHD+DY	Verbindung → bearbeiten → [Schluss].	0	0	0	0	Bearbeite; über die Eintragsverbindung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
73	G515-S073	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.78	f66r.79	9	G515-E0567|G515-E0568|G515-E0569|G515-E0570|G515-E0571|G515-E0572|G515-E0573|G515-E0574|G515-E0575	cheedy shekol dalol lodaiin sheol oteey ldaiin okalchedy pchedy	CH+EE+D_ADDR+Y | SH+E+K+OL | AL+OL | L+O+D_ADDR+AIIN | SH+E+OL | OT+EE+Y | L+AIIN | OK+AL+CHD+Y | P+CHD+DY	nehmen → [Grad II] → [hier: D-Adresse] → Posten. || halten → [Grad I] → geben → fortsetzen. || Zielort → fortsetzen. || Verbindung → [Ausführung] → [hier: D-Adresse] → Wert. || halten → [Grad I] → fortsetzen. || danach → [Grad II] → Posten. || Verbindung → Wert. || setzen → Zielort → bearbeiten → Posten. || einsetzen → bearbeiten → [Schluss].	4	0	4	4	Entnimm den laufenden Eintrag; auf Grad II; an der bezeichneten Stelle. Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; führe fort. Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; zur Zielspalte; führe fort. Im laufenden Satz ordne den Kennwert zu; über die Eintragsverbindung; zur Ausführung; an der bezeichneten Stelle. Halte den Kennwert [wie zuvor] fest; auf Grad I; führe fort. Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad II. Im laufenden Satz halte den Kennwert fest; über die Eintragsverbindung. Trage den laufenden Eintrag ein und bearbeite den laufenden Eintrag; zur Zielspalte. Setze den laufenden Eintrag [wie zuvor] ein und bearbeite den laufenden Eintrag [wie zuvor]; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
74	G515-S074	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.79	f66r.79	1	G515-E0576	kody	K+O+DY	geben → [Ausführung] → [Schluss].	1	0	0	0	Ordne zu; zur Ausführung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
75	G515-S075	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.79	f66r.79	1	G515-E0577	qotchedy	OT+CHD+DY	danach → bearbeiten → [Schluss].	0	0	0	0	Danach: bearbeite; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
76	G515-S076	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.79	f66r.79	1	G515-E0578	cphedy	CH+P+E+DY	nehmen → einsetzen → [Grad I] → [Schluss].	0	0	0	0	Entnimm und setze ein; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
77	G515-S077	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.80	f66r.80	5	G515-E0579|G515-E0580|G515-E0581|G515-E0582|G515-E0583	daiin shey qoteoly raiin sheedy	AIIN | SH+E+Y | OT+E+OL+Y | R+AIIN | SH+EE+DY	Wert. || halten → [Grad I] → Posten. || danach → [Grad I] → fortsetzen → Posten. || markieren → Wert. || halten → [Grad II] → [Schluss].	1	0	1	1	Bezug: den Kennwert. Halte den laufenden Eintrag fest; auf Grad I. Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I; führe fort. Kennzeichne den Kennwert. Halte den Kennwert [wie zuvor] fest; auf Grad II; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
78	G515-S078	f66r	SOURCE_SECTION_T	F66R_PROSE_05	F66R_TEXT_BLOCK_05	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.80	f66r.81	9	G515-E0584|G515-E0585|G515-E0586|G515-E0587|G515-E0588|G515-E0589|G515-E0590|G515-E0591|G515-E0592	shcthy lkeol qokol dkar lchey lkeedy chety shekaly shckhar	SH+CH+T+Y | L+K+E+OL | OK+OL | D_ADDR+K+AR | L+Y | L+K+EE+D_ADDR+Y | T+Y | SH+E+K+AL+Y | SH+CH+K+AR	halten → nehmen → einstellen → Posten. || Verbindung → geben → [Grad I] → fortsetzen. || setzen → fortsetzen. || [hier: D-Adresse] → geben → Ausgang. || Verbindung → Posten. || Verbindung → geben → [Grad II] → [hier: D-Adresse] → Posten. || einstellen → Posten. || halten → [Grad I] → geben → Zielort → Posten. || halten → nehmen → geben → Ausgang.	4	0	1	4	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest. Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung; auf Grad I; führe fort. Trage den laufenden Eintrag [wie zuvor] ein; führe fort. Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle. Im laufenden Satz ordne den laufenden Eintrag zu; über die Eintragsverbindung. Ordne den laufenden Eintrag zu; über die Eintragsverbindung; auf Grad II; an der bezeichneten Stelle. Lege den laufenden Eintrag fest. Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad I. Halte den laufenden Eintrag [wie zuvor] fest, entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
