definitive_bundle_id	bundle_id	record_id	physical_page	register	locus	owner_de	event_count	source_event_ids	surface_sequence	recipe_sequence	literal_working_reading_de	boundary_role	record_bundle_count	bundle_ordinal_in_record	local_best_models	gdt474_selected_model	active_model	active_model_source	gdt476_context_decided	model_changed_from_gdt474	coordinate_repair_count	instruction_repair_count	catalogue_repair_count	coordinate_bundle_reading_de	instruction_bundle_reading_de	catalogue_bundle_reading_de	active_bundle_reading_de	order_occurrence_count	order_root_sequence	state_operation_sequence	order_scope_trace_de	definitive_bundle_reading_de	all_three_alternative_readings_retained	root_meaning_change	learned_name_change	claim_status
G479-B055	G474-B055	G475-R055	f72r	CELESTIAL	f72r2.26	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0282	otalshy	OT+AL+Y	DANACH · ZIELORT · POSTEN	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	1	1	Adressspur: danach → Zielposition → Positionsposten.	Danach beziehe den Positionsposten zur Zielposition.	Eintrag »otalshy« — Folgevermerk, Zielzuordnung, Postenangabe.	Adressspur: danach → Zielposition → Positionsposten.	1	OT	START_FRESH_SIBLING	OT:danach Zielort	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B056	G474-B056	G475-R056	f72r	CELESTIAL	f72r2.27	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0283	okaldy	OK+AL+DY	SETZEN · ZIELORT · SCHLUSS	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	2	Adressspur: Setzpunkt → Zielposition → Endpunkt.	Setze den Eintrag zur Zielposition, und schließe den Schritt.	Eintrag »okaldy« — Setzvermerk, Zielzuordnung, Schlussvermerk.	Setze den Eintrag zur Zielposition, und schließe den Schritt.	0	NONE	NONE	NONE	Setze den Eintrag zur Zielposition, und schließe den Schritt.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B057	G474-B057	G475-R057	f72r	CELESTIAL	f72r2.28	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0284	chosar	AR	[STERNSTELLENNAME:chos] · AUSGANG	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Sternstelle »chos« → Ausgangsposition.	Beziehe den Sternstelleneintrag »chos« von der Ausgangsposition.	Sternstelle »chos« — Ausgangszuordnung.	Sternstelle »chos« — Ausgangszuordnung.	0	NONE	NONE	NONE	Sternstelle »chos« — Ausgangszuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B058	G474-B058	G475-R058	f72r	CELESTIAL	f72r2.29	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0285	otam	OT+AM_ADDR	DANACH · HIER	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	1	1	Adressspur: danach → hier.	Danach beziehe den Eintrag an der bezeichneten Stelle.	Eintrag »otam« — Folgevermerk, Hier-Vermerk.	Adressspur: danach → hier.	1	OT	START_FRESH_SIBLING	OT:danach bezeichnete Stelle	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B059	G474-B059	G475-R059	f72r	CELESTIAL	f72r2.30	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0286	ainaly	AL+Y	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Sternstelle »ain« → Zielposition → Positionsposten.	Beziehe den Sternstelleneintrag »ain« und den Positionsposten zur Zielposition.	Sternstelle »ain« — Zielzuordnung, Postenangabe.	Sternstelle »ain« — Zielzuordnung, Postenangabe.	0	NONE	NONE	NONE	Sternstelle »ain« — Zielzuordnung, Postenangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B060	G474-B060	G475-R060	f72r	CELESTIAL	f72r2.31	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0287	okarcham	OK+AR+AM_ADDR	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	UNMARKED_NEW_LOCUS	3	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	1	Adressspur: Setzpunkt → Ausgangsposition → Sternstelle »ch« → hier.	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	Sternstelle »ch« — Setzvermerk, Ausgangszuordnung, Hier-Vermerk.	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	0	NONE	NONE	NONE	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B061	G474-B061	G475-R060	f72r	CELESTIAL	f72r3.2	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0350	olkalaiin	OL+AL+AIIN	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	EXPLICIT_CONTINUATION_OL	3	2	COORDINATE|CATALOGUE	CATALOGUE	INSTRUCTION	GDT476_RECORD_CONTEXT	YES	YES	0	1	0	Adressspur: weiter → Sternstelle »k« → Zielposition → Positionswert.	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition.	Sternstelle »k« — Fortsetzungsvermerk, Zielzuordnung, Wertangabe.	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition.	1	OL	KEEP_ACTIVE_UNIT	OL:weiter mit Sternstelle »k«	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B062	G474-B062	G475-R060	f72r	CELESTIAL	f72r3.3	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0351	olalsy	OL+AL+Y	FORTSETZEN · ZIELORT · POSTEN	EXPLICIT_CONTINUATION_OL	3	3	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	1	1	Adressspur: weiter → Zielposition → Positionsposten.	Weiter beziehe den Positionsposten zur Zielposition.	Eintrag »olalsy« — Fortsetzungsvermerk, Zielzuordnung, Postenangabe.	Adressspur: weiter → Zielposition → Positionsposten.	1	OL	KEEP_ACTIVE_UNIT	OL:weiter mit Zielort	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B063	G474-B063	G475-R061	f72r	CELESTIAL	f72r3.4	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0352	oraiinam	OR+AM_ADDR	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Positionseinheit → Sternstelle »aiin« → hier.	Beziehe den Sternstelleneintrag »aiin« und die Positionseinheit an der bezeichneten Stelle.	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	0	NONE	NONE	NONE	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B064	G474-B064	G475-R062	f72r	CELESTIAL	f72r3.5	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0353	osarsheeeo	AR+SH	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	1	Adressspur: Sternstelle »os« → Ausgangsposition → Haltepunkt → Sternstelle »eeeo«.	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	Sternstelle »os« / Sternstelle »eeeo« — Ausgangszuordnung, Haltevermerk.	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	0	NONE	NONE	NONE	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B065	G474-B065	G475-R063	f72r	CELESTIAL	f72r3.6	lokale Kennung für Tierkreis-Ringgruppe G	2	P1008-E0354|P1008-E0355	oto|aiin	OT+O / AIIN	DANACH · AUSFÜHRUNG / WERT	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	2	2	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert.	1. Danach beziehe den Eintrag, als Ausführung. 2. Beziehe den Positionswert.	1. Eintrag »oto« — Folgevermerk, Ausführungsvermerk. 2. Eintrag »aiin« — Wertangabe.	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert.	1	OT	START_FRESH_SIBLING	OT:danach Ausführung	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert. Reihenfolge konkret: OT — danach Ausführung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B066	G474-B066	G475-R064	f72r	CELESTIAL	f72r3.7	lokale Kennung für Tierkreis-Ringgruppe G	3	P1008-E0356|P1008-E0357|P1008-E0358	opoiiinoin|al|ches	O+IIN / AL / CH+E+S	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE / ZIELORT / NEHMEN · GRAD I · WÄHLEN	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	3	2	3	1. Adressspur: Sternstelle »opoiiin« → Ausführungspunkt → Stufe. 2. Adressspur: Zielposition. 3. Adressspur: Entnahmepunkt → Grad I → Auswahlpunkt.	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	1. Sternstelle »opoiiin« — Ausführungsvermerk, Stufenvermerk. 2. Eintrag »al« — Zielzuordnung. 3. Eintrag »ches« — Entnahmevermerk, Grad I, Auswahlvermerk.	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	0	NONE	NONE	NONE	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B067	G474-B067	G475-R065	f72r	CELESTIAL	f72r3.8	lokale Kennung für Tierkreis-Ringgruppe G	2	P1008-E0359|P1008-E0360	ypaiin|alaly	AIIN / AL+AL+Y	[STERNSTELLENNAME:yp] · WERT / ZIELORT · ZIELORT · POSTEN	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	2	0	1. Adressspur: Sternstelle »yp« → Positionswert. 2. Adressspur: Zielposition → Zielposition → Positionsposten.	1. Beziehe den Sternstelleneintrag »yp« und den Positionswert. 2. Beziehe den Positionsposten zur Zielposition [außen] und zur Zielposition [innen].	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	0	NONE	NONE	NONE	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B068	G474-B068	G475-R066	f72r	CELESTIAL	f72r3.9	lokale Kennung für Tierkreis-Ringgruppe G	2	P1008-E0361|P1008-E0362	oteey|daiin	OT+EE+Y / AIIN	DANACH · GRAD II · POSTEN / WERT	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	2	2	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert.	1. Danach beziehe den Positionsposten, auf Grad II. 2. Beziehe den Positionswert.	1. Eintrag »oteey« — Folgevermerk, Grad II, Postenangabe. 2. Eintrag »daiin« — Wertangabe.	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert.	1	OT	START_FRESH_SIBLING	OT:danach Grad II	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert. Reihenfolge konkret: OT — danach Grad II.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B069	G474-B069	G475-R067	f72r	CELESTIAL	f72r3.10	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0363	oeeodaiin	AIIN	[STERNSTELLENNAME:oeeo] · WERT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Sternstelle »oeeo« → Positionswert.	Beziehe den Sternstelleneintrag »oeeo« und den Positionswert.	Sternstelle »oeeo« — Wertangabe.	Sternstelle »oeeo« — Wertangabe.	0	NONE	NONE	NONE	Sternstelle »oeeo« — Wertangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B070	G474-B070	G475-R068	f72r	CELESTIAL	f72r3.11	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0364	ofsholdy	O+LOCAL_CHAR_F+SH+OL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	1	Adressspur: Ausführungspunkt → hier → Haltepunkt → weiter → Sternstelle »dy«.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	Sternstelle »dy« — Ausführungsvermerk, Hier-Vermerk, Haltevermerk, Fortsetzungsvermerk.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	1	OL	KEEP_ACTIVE_UNIT	OL:Halten in Sternstelle »dy« weiterführen	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B071	G474-B071	G475-R069	f72r	CELESTIAL	f72r3.12	lokale Kennung für Tierkreis-Ringgruppe G	2	P1008-E0365|P1008-E0366	opoeey|okaiin	EE+Y / OK+AIIN	[STERNSTELLENNAME:opo] · GRAD II · POSTEN / SETZEN · WERT	UNMARKED_NEW_LOCUS	2	1	COORDINATE|INSTRUCTION|CATALOGUE	CATALOGUE	INSTRUCTION	GDT476_RECORD_CONTEXT	YES	YES	1	1	1	1. Adressspur: Sternstelle »opo« → Grad II → Positionsposten. 2. Adressspur: Setzpunkt → Positionswert.	1. Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II. 2. Setze den Positionswert.	1. Sternstelle »opo« — Grad II, Postenangabe. 2. Eintrag »okaiin« — Setzvermerk, Wertangabe.	1. Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II. 2. Setze den Positionswert.	0	NONE	NONE	NONE	1. Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II. 2. Setze den Positionswert.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B072	G474-B072	G475-R069	f72r	CELESTIAL	f72r3.13	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0367	ykolairol	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	EXPLICIT_CONTINUATION_OL	2	2	COORDINATE|CATALOGUE	CATALOGUE	INSTRUCTION	GDT476_RECORD_CONTEXT	YES	YES	0	1	0	Adressspur: Sternstelle »yk« → weiter → Ringbahn → weiter.	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn.	Sternstelle »yk« — Fortsetzungsvermerk, Bahnvermerk, Fortsetzungsvermerk.	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn.	2	OL|OL	KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT	OL:Sternstelle »yk« in Bahn weiterführen | OL:Bahn weiterführen	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B073	G474-B073	G475-R070	f72r	CELESTIAL	f72r3.15	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0409	oralkam	OR+AL+AM_ADDR	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Positionseinheit → Zielposition → Sternstelle »k« → hier.	Beziehe den Sternstelleneintrag »k« und die Positionseinheit zur Zielposition an der bezeichneten Stelle.	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	0	NONE	NONE	NONE	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B074	G474-B074	G475-R071	f72r	CELESTIAL	f72r3.16	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0410	ytairal	AIR+AL	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Sternstelle »yt« → Ringbahn → Zielposition.	Beziehe den Sternstelleneintrag »yt« entlang der Ringbahn und zur Zielposition.	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	0	NONE	NONE	NONE	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B075	G474-B075	G475-R072	f72r	CELESTIAL	f72r3.17	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0411	oeeesaiin	AIIN	[STERNSTELLENNAME:oeees] · WERT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Sternstelle »oeees« → Positionswert.	Beziehe den Sternstelleneintrag »oeees« und den Positionswert.	Sternstelle »oeees« — Wertangabe.	Sternstelle »oeees« — Wertangabe.	0	NONE	NONE	NONE	Sternstelle »oeees« — Wertangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B076	G474-B076	G475-R073	f72r	CELESTIAL	f72r3.18	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0412	ory	OR+Y	EINHEIT · POSTEN	UNMARKED_NEW_LOCUS	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	1	1	Adressspur: Positionseinheit → Positionsposten.	Beziehe die Positionseinheit und den Positionsposten.	Eintrag »ory« — Einheitsangabe, Postenangabe.	Adressspur: Positionseinheit → Positionsposten.	0	NONE	NONE	NONE	Adressspur: Positionseinheit → Positionsposten.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B077	G474-B077	G475-R074	f72r	CELESTIAL	f72r3.19	lokale Kennung für Tierkreis-Ringgruppe H	2	P1008-E0413|P1008-E0414	ochey|fydy	O+CH+E+Y / Y+DY	AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN / [STERNSTELLENNAME:f] · POSTEN · SCHLUSS	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	3	0	1	1. Adressspur: Ausführungspunkt → Entnahmepunkt → Grad I → Positionsposten. 2. Adressspur: Sternstelle »f« → Positionsposten → Endpunkt.	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	1. Eintrag »ochey« — Ausführungsvermerk, Entnahmevermerk, Grad I, Postenangabe. 2. Sternstelle »f« — Postenangabe, Schlussvermerk.	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	0	NONE	NONE	NONE	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B078	G474-B078	G475-R075	f72r	CELESTIAL	f72r3.20	lokale Kennung für Tierkreis-Ringgruppe H	3	P1008-E0415|P1008-E0416|P1008-E0417	of|o|eeesaly	O+LOCAL_CHAR_F / O / AL+Y	AUSFÜHRUNG · HIER / AUSFÜHRUNG / [STERNSTELLENNAME:eees] · ZIELORT · POSTEN	UNMARKED_NEW_LOCUS	1	1	CATALOGUE	CATALOGUE	CATALOGUE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	3	1	1. Adressspur: Ausführungspunkt → hier. 2. Adressspur: Ausführungspunkt. 3. Adressspur: Sternstelle »eees« → Zielposition → Positionsposten.	1. Beziehe den Eintrag, als Ausführung an der bezeichneten Stelle. 2. Beziehe den Eintrag, als Ausführung. 3. Beziehe den Sternstelleneintrag »eees« und den Positionsposten zur Zielposition.	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	0	NONE	NONE	NONE	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B079	G474-B079	G475-R076	f72r	CELESTIAL	f72r3.21	lokale Kennung für Tierkreis-Ringgruppe H	2	P1008-E0418|P1008-E0419	ykaraiin|airal	AR+AIIN / AIR+AL	[STERNSTELLENNAME:yk] · AUSGANG · WERT / BAHN · ZIELORT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	2	0	1. Adressspur: Sternstelle »yk« → Ausgangsposition → Positionswert. 2. Adressspur: Ringbahn → Zielposition.	1. Beziehe den Sternstelleneintrag »yk« und den Positionswert von der Ausgangsposition. 2. Beziehe den Eintrag entlang der Ringbahn und zur Zielposition.	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	0	NONE	NONE	NONE	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B080	G474-B080	G475-R077	f72r	CELESTIAL	f72r3.22	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0420	okalar	OK+AL+AR	SETZEN · ZIELORT · AUSGANG	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	2	Adressspur: Setzpunkt → Zielposition → Ausgangsposition.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Eintrag »okalar« — Setzvermerk, Zielzuordnung, Ausgangszuordnung.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	0	NONE	NONE	NONE	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
