group_serial	page	locus	event_index	opaque_local_id	surface_display_only	canonical_namespace_id	local_image_owner	local_content_class	interface_role	instrument_reading_de	possible_condition_use_de	memory_atlas_rival_de	prose_dictionary_import	cross_section_pointer	orientation_or_rotation	f68_f69_key
119	f67r2	f67r2.48	1	A1:G119	todaiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
120	f67r2	f67r2.48	2	A1:G120	dain	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
121	f67r2	f67r2.48	3	A1:G121	dy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
122	f67r2	f67r2.49	1	A1:G122	os	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
123	f67r2	f67r2.49	2	A1:G123	choer	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
124	f67r2	f67r2.49	3	A1:G124	aiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
125	f67r2	f67r2.50	1	A1:G125	choeea	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_50	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
126	f67r2	f67r2.50	2	A1:G126	sal	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_50	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
127	f67r2	f67r2.51	1	A1:G127	dadaiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_51	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
128	f67r2	f67r2.52	1	A1:G128	qotoear	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_01	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
129	f67r2	f67r2.53	1	A1:G129	dchdar	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_02	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
130	f67r2	f67r2.54	1	A1:G130	y	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_03	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
131	f67r2	f67r2.54	2	A1:G131	saldal	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_03	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
132	f67r2	f67r2.55	1	A1:G132	ytodal	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_04	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
133	f67r2	f67r2.56	1	A1:G133	tol	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_05	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
134	f67r2	f67r2.56	2	A1:G134	daiin	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_05	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
135	f67r2	f67r2.57	1	A1:G135	otar	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_06	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
136	f67r2	f67r2.57	2	A1:G136	dy	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_06	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
137	f67r2	f67r2.58	1	A1:G137	cho	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
138	f67r2	f67r2.58	2	A1:G138	dal	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
139	f67r2	f67r2.58	3	A1:G139	g	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
140	f67r2	f67r2.59	1	A1:G140	ytchodly	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_08	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
141	f67r2	f67r2.60	1	A1:G141	octhys	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_09	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
142	f67r2	f67r2.61	1	A1:G142	ytokar	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_10	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
143	f67r2	f67r2.62	1	A1:G143	otolor	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_11	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
144	f67r2	f67r2.63	1	A1:G144	okodar	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_12	LEFT_WHEEL_OUTER_STAR_POSITION	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
145	f67r2	f67r2.64	1	A1:G145	s	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
146	f67r2	f67r2.64	2	A1:G146	air	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
147	f67r2	f67r2.65	1	A1:G147	soear	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_02	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
148	f67r2	f67r2.66	1	A1:G148	cpheey	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_03	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
149	f67r2	f67r2.67	1	A1:G149	okodar	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_04	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
150	f67r2	f67r2.68	1	A1:G150	oepchod	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_05	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
151	f67r2	f67r2.69	1	A1:G151	s	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_06	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
152	f67r2	f67r2.69	2	A1:G152	ay	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_06	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
153	f67r2	f67r2.70	1	A1:G153	osar	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_07	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
154	f67r2	f67r2.71	1	A1:G154	oran	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_08	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
155	f67r2	f67r2.72	1	A1:G155	dar	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
156	f67r2	f67r2.72	2	A1:G156	aldaiin	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
157	f67r2	f67r2.72	3	A1:G157	ydaiin	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
158	f67r2	f67r2.72	4	A1:G158	qkoy	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
159	f67r2	f67r2.72	5	A1:G159	ydaiin	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
160	f67r2	f67r2.72	6	A1:G160	qofair	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
161	f67r2	f67r2.72	7	A1:G161	ypair	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
162	f67r2	f67r2.72	8	A1:G162	ykoaiin	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
163	f67r2	f67r2.72	9	A1:G163	ydoly	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
164	f67r2	f67r2.72	10	A1:G164	ytalchos	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
165	f67r2	f67r2.72	11	A1:G165	oly	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
166	f67r2	f67r2.72	12	A1:G166	okey	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
167	f67r2	f67r2.73	1	A1:G167	sshey	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
168	f67r2	f67r2.73	2	A1:G168	sy	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
169	f67r2	f67r2.73	3	A1:G169	shees	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
170	f67r2	f67r2.73	4	A1:G170	qeykeey	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
171	f67r2	f67r2.73	5	A1:G171	ykchey	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
172	f67r2	f67r2.73	6	A1:G172	ykchey	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
173	f67r2	f67r2.73	7	A1:G173	qokeochy	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
174	f67r2	f67r2.73	8	A1:G174	oaiin	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
175	f67r2	f67r2.73	9	A1:G175	okol	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
176	f67r2	f67r2.73	10	A1:G176	ar	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
177	f67r2	f67r2.73	11	A1:G177	olar	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
178	f67r2	f67r2.74	1	A1:G178	yshey	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
