gdt461_label_id	source_event_id	physical_page	register	locus	owner_de	surface	content_class	prior_hybrid_status	revised_hybrid_status	prefix_stem	prefix_recipe	internal_occurrence_count	internal_stem_trace	suffix_stem	suffix_recipe	owner_family_stem_trace	known_function_character_count	remaining_learned_character_count	surface_character_count	known_function_fraction	ordered_function_recipe_trace	revised_short_default_de	strongest_rival	image_object_id	review_image_sha256
G461-L095	P1008-E1179	f89r	PHARMA	f89r2.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	odory	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	NONE	0	NONE	ory	OR+Y	NONE	3	2	5	0.600000	OR+Y	[DROGENNAME:od] · EINHEIT · POSTEN	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L096	P1008-E1180	f89r	PHARMA	f89r2.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	doly	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	NONE	0	NONE	oly	OL+Y	NONE	3	1	4	0.750000	OL+Y	[DROGENNAME:d] · FORTSETZEN · POSTEN	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L097	P1008-E1181	f89r	PHARMA	f89r2.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	opchosam	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	NONE	0	NONE	am	AM_ADDR	NONE	2	6	8	0.250000	AM_ADDR	[DROGENNAME:opchos] · HIER	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L098	P1008-E1182	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	saloiinsheol	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	NONE	2	1:al=AL|7:sh=SH	ol	OL	NONE	6	6	12	0.500000	AL+SH+OL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L099	P1008-E1228	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	otold	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	otol	OT+OL	0	NONE	NONE	NONE	NONE	4	1	5	0.800000	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:d]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L100	P1008-E1233	f89r	PHARMA	f89r2.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	opchoroiin	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	NONE	0	NONE	oiin	O+IIN	NONE	4	6	10	0.400000	O+IIN	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L101	P1008-E1296	f89r	PHARMA	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	korainy	DRUG_OR_INGREDIENT_OBJECT	WHOLE_LEARNED_LABEL	WHOLE_LEARNED_LABEL	NONE	NONE	0	NONE	NONE	NONE	NONE	0	7	7	0.000000	NONE	[DROGENNAME:korainy]	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L102	P1008-E1300	f89r	PHARMA	f89r2.20	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	oporain	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	NONE	0	NONE	ain	AIN	NONE	3	4	7	0.428571	AIN	[DROGENNAME:opor] · ANTEIL	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L103	P1008-E1301	f89r	PHARMA	f89r2.21	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	okshdchos	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	ok	OK	1	2:sh=SH	NONE	NONE	NONE	4	5	9	0.444444	OK+SH	SETZEN · HALTEN · [DROGENNAME:dchos]	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L104	P1008-E1409	f89r	PHARMA	f89r2.30	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	yorain	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	NONE	0	NONE	ain	AIN	NONE	3	3	6	0.500000	AIN	[DROGENNAME:yor] · ANTEIL	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L105	P1008-E1410	f89r	PHARMA	f89r2.31	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	ofakal	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	NONE	0	NONE	al	AL	NONE	2	4	6	0.333333	AL	[DROGENNAME:ofak] · ZIELORT	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L106	P1008-E1412	f89r	PHARMA	f89r2.33	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	ytarem	DRUG_OR_INGREDIENT_OBJECT	WHOLE_LEARNED_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	NONE	1	2:ar=AR	NONE	NONE	NONE	2	4	6	0.333333	AR	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G461-L107	P1008-E1413	f89r	PHARMA	f89r2.34	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	otolarol	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_EDGE_PLUS_LEARNED_CORE	FULL_FUNCTION_FORMULA	otol	OT+OL	1	4:ar=AR	ol	OL	NONE	8	0	8	1.000000	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
