global_running_ordinal	global_running_event_id	source_layer	source_event_id	source_replay_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color
2322	G407-E2322	ORIGINAL22_RUNNING	P1008-E0967	G399-E2022	f76r	f76r	BIOLOGICAL	f76r.49	2617	P1009-S280	unbebilderter Textabschnitt C	kar	K+AR	GEBEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2323	G407-E2323	ORIGINAL22_RUNNING	P1008-E0968	G399-E2023	f76r	f76r	BIOLOGICAL	f76r.49	2618	P1009-S280	unbebilderter Textabschnitt C	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2324	G407-E2324	ORIGINAL22_RUNNING	P1008-E0969	G399-E2024	f76r	f76r	BIOLOGICAL	f76r.49	2619	P1009-S280	unbebilderter Textabschnitt C	lkar	L+K+AR	VERBINDUNG · GEBEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2325	G407-E2325	ORIGINAL22_RUNNING	P1008-E0970	G399-E2025	f76r	f76r	BIOLOGICAL	f76r.49	2620	P1009-S280	unbebilderter Textabschnitt C	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2326	G407-E2326	ORIGINAL22_RUNNING	P1008-E0971	G399-E2026	f76r	f76r	BIOLOGICAL	f76r.49	2621	P1009-S280	unbebilderter Textabschnitt C	loral	OR+AL+Y	EINHEIT · ZIELORT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2327	G407-E2327	ORIGINAL22_RUNNING	P1008-E0972	G399-E2027	f76r	f76r	BIOLOGICAL	f76r.50	2622	P1009-S280	unbebilderter Textabschnitt C	pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2328	G407-E2328	ORIGINAL22_RUNNING	P1008-E0973	G399-E2028	f76r	f76r	BIOLOGICAL	f76r.50	2623	P1009-S281	unbebilderter Textabschnitt C	sal	S+AL	WÄHLEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2329	G407-E2329	ORIGINAL22_RUNNING	P1008-E0974	G399-E2029	f76r	f76r	BIOLOGICAL	f76r.50	2624	P1009-S281	unbebilderter Textabschnitt C	dol	D_ADDR+OL	HIER · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2330	G407-E2330	ORIGINAL22_RUNNING	P1008-E0975	G399-E2030	f76r	f76r	BIOLOGICAL	f76r.50	2625	P1009-S281	unbebilderter Textabschnitt C	shdy	SH+D_ADDR+Y	HALTEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2331	G407-E2331	ORIGINAL22_RUNNING	P1008-E0976	G399-E2031	f76r	f76r	BIOLOGICAL	f76r.50	2626	P1009-S281	unbebilderter Textabschnitt C	olkedy	OL+K+E+DY	FORTSETZEN · GEBEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2332	G407-E2332	ORIGINAL22_RUNNING	P1008-E0977	G399-E2032	f76r	f76r	BIOLOGICAL	f76r.50	2627	P1009-S282	unbebilderter Textabschnitt C	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2333	G407-E2333	ORIGINAL22_RUNNING	P1008-E0978	G399-E2033	f76r	f76r	BIOLOGICAL	f76r.50	2628	P1009-S282	unbebilderter Textabschnitt C	otal	OT+AL	DANACH · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2334	G407-E2334	ORIGINAL22_RUNNING	P1008-E0979	G399-E2034	f76r	f76r	BIOLOGICAL	f76r.50	2629	P1009-S282	unbebilderter Textabschnitt C	rory	R+OR+Y	MARKIEREN · EINHEIT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2335	G407-E2335	ORIGINAL22_RUNNING	P1008-E0980	G399-E2035	f76r	f76r	BIOLOGICAL	f76r.51	2630	P1009-S283	unbebilderter Textabschnitt D	qkor	K+OR	GEBEN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2336	G407-E2336	ORIGINAL22_RUNNING	P1008-E0981	G399-E2036	f76r	f76r	BIOLOGICAL	f76r.51	2631	P1009-S283	unbebilderter Textabschnitt D	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2337	G407-E2337	ORIGINAL22_RUNNING	P1008-E0982	G399-E2037	f76r	f76r	BIOLOGICAL	f76r.51	2632	P1009-S284	unbebilderter Textabschnitt D	shey	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2338	G407-E2338	ORIGINAL22_RUNNING	P1008-E0983	G399-E2038	f76r	f76r	BIOLOGICAL	f76r.51	2633	P1009-S284	unbebilderter Textabschnitt D	keedy	K+EE+DY	GEBEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2339	G407-E2339	ORIGINAL22_RUNNING	P1008-E0984	G399-E2039	f76r	f76r	BIOLOGICAL	f76r.51	2634	P1009-S285	unbebilderter Textabschnitt D	sal	S+AL	WÄHLEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2340	G407-E2340	ORIGINAL22_RUNNING	P1008-E0985	G399-E2040	f76r	f76r	BIOLOGICAL	f76r.51	2635	P1009-S285	unbebilderter Textabschnitt D	raiin	R+AIIN	MARKIEREN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2341	G407-E2341	ORIGINAL22_RUNNING	P1008-E0986	G399-E2041	f76r	f76r	BIOLOGICAL	f76r.51	2636	P1009-S285	unbebilderter Textabschnitt D	opchdy	O+P+CHD+Y	AUSFÜHRUNG · EINSETZEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2342	G407-E2342	ORIGINAL22_RUNNING	P1008-E0987	G399-E2042	f76r	f76r	BIOLOGICAL	f76r.51	2637	P1009-S285	unbebilderter Textabschnitt D	dar	D_ADDR+AR	HIER · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2343	G407-E2343	ORIGINAL22_RUNNING	P1008-E0988	G399-E2043	f76r	f76r	BIOLOGICAL	f76r.51	2638	P1009-S285	unbebilderter Textabschnitt D	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2344	G407-E2344	ORIGINAL22_RUNNING	P1008-E0989	G399-E2044	f76r	f76r	BIOLOGICAL	f76r.51	2639	P1009-S285	unbebilderter Textabschnitt D	qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2345	G407-E2345	ORIGINAL22_RUNNING	P1008-E0990	G399-E2045	f76r	f76r	BIOLOGICAL	f76r.51	2640	P1009-S285	unbebilderter Textabschnitt D	rorol	L+OL+OL	VERBINDUNG · FORTSETZEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2346	G407-E2346	ORIGINAL22_RUNNING	P1008-E0991	G399-E2046	f76r	f76r	BIOLOGICAL	f76r.52	2641	P1009-S285	unbebilderter Textabschnitt D	olsheed	OL+SH+EE+D_ADDR	FORTSETZEN · HALTEN · GRAD II · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2347	G407-E2347	ORIGINAL22_RUNNING	P1008-E0992	G399-E2047	f76r	f76r	BIOLOGICAL	f76r.52	2642	P1009-S286	unbebilderter Textabschnitt D	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2348	G407-E2348	ORIGINAL22_RUNNING	P1008-E0993	G399-E2048	f76r	f76r	BIOLOGICAL	f76r.52	2643	P1009-S287	unbebilderter Textabschnitt D	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2349	G407-E2349	ORIGINAL22_RUNNING	P1008-E0994	G399-E2049	f76r	f76r	BIOLOGICAL	f76r.52	2644	P1009-S288	unbebilderter Textabschnitt D	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2350	G407-E2350	ORIGINAL22_RUNNING	P1008-E0995	G399-E2050	f76r	f76r	BIOLOGICAL	f76r.52	2645	P1009-S289	unbebilderter Textabschnitt D	lkedy	L+K+E+DY	VERBINDUNG · GEBEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2351	G407-E2351	ORIGINAL22_RUNNING	P1008-E0996	G399-E2051	f76r	f76r	BIOLOGICAL	f76r.52	2646	P1009-S290	unbebilderter Textabschnitt D	lsheedy	L+SH+EE+D_ADDR+Y	VERBINDUNG · HALTEN · GRAD II · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2352	G407-E2352	ORIGINAL22_RUNNING	P1008-E0997	G399-E2052	f76r	f76r	BIOLOGICAL	f76r.52	2647	P1009-S290	unbebilderter Textabschnitt D	okar	OK+AR	SETZEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2353	G407-E2353	ORIGINAL22_RUNNING	P1008-E0998	G399-E2053	f76r	f76r	BIOLOGICAL	f76r.52	2648	P1009-S290	unbebilderter Textabschnitt D	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2354	G407-E2354	ORIGINAL22_RUNNING	P1008-E0999	G399-E2054	f76r	f76r	BIOLOGICAL	f76r.52	2649	P1009-S291	unbebilderter Textabschnitt D	otain	OT+AIN	DANACH · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2355	G407-E2355	ORIGINAL22_RUNNING	P1008-E1000	G399-E2055	f76r	f76r	BIOLOGICAL	f76r.53	2650	P1009-S291	unbebilderter Textabschnitt D	saiin	S+AIIN	WÄHLEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2356	G407-E2356	ORIGINAL22_RUNNING	P1008-E1001	G399-E2056	f76r	f76r	BIOLOGICAL	f76r.53	2651	P1009-S291	unbebilderter Textabschnitt D	qol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2357	G407-E2357	ORIGINAL22_RUNNING	P1008-E1002	G399-E2057	f76r	f76r	BIOLOGICAL	f76r.53	2652	P1009-S291	unbebilderter Textabschnitt D	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2358	G407-E2358	ORIGINAL22_RUNNING	P1008-E1003	G399-E2058	f76r	f76r	BIOLOGICAL	f76r.53	2653	P1009-S292	unbebilderter Textabschnitt D	ol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2359	G407-E2359	ORIGINAL22_RUNNING	P1008-E1004	G399-E2059	f76r	f76r	BIOLOGICAL	f76r.53	2654	P1009-S292	unbebilderter Textabschnitt D	chedor	CHD+OR	UMSETZEN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2360	G407-E2360	ORIGINAL22_RUNNING	P1008-E1005	G399-E2060	f76r	f76r	BIOLOGICAL	f76r.53	2655	P1009-S292	unbebilderter Textabschnitt D	chal	CH+AL	NEHMEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2361	G407-E2361	ORIGINAL22_RUNNING	P1008-E1006	G399-E2061	f76r	f76r	BIOLOGICAL	f76r.53	2656	P1009-S292	unbebilderter Textabschnitt D	shed	SH+E+D_ADDR	HALTEN · GRAD I · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2362	G407-E2362	ORIGINAL22_RUNNING	P1008-E1007	G399-E2062	f76r	f76r	BIOLOGICAL	f76r.53	2657	P1009-S293	unbebilderter Textabschnitt D	qoteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2363	G407-E2363	ORIGINAL22_RUNNING	P1008-E1008	G399-E2063	f76r	f76r	BIOLOGICAL	f76r.53	2658	P1009-S294	unbebilderter Textabschnitt D	dshdy	SH+DY	HALTEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2364	G407-E2364	ORIGINAL22_RUNNING	P1008-E1009	G399-E2064	f76r	f76r	BIOLOGICAL	f76r.53	2659	P1009-S295	unbebilderter Textabschnitt D	okal	OK+AL	SETZEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2365	G407-E2365	ORIGINAL22_RUNNING	P1008-E1010	G399-E2065	f76r	f76r	BIOLOGICAL	f76r.53	2660	P1009-S295	unbebilderter Textabschnitt D	chedyl	CHD+Y+L	UMSETZEN · AKTIVER POSTEN · VERBINDUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2366	G407-E2366	ORIGINAL22_RUNNING	P1008-E1011	G399-E2066	f76r	f76r	BIOLOGICAL	f76r.54	2661	P1009-S295	unbebilderter Textabschnitt D	dal	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2367	G407-E2367	ORIGINAL22_RUNNING	P1008-E1012	G399-E2067	f76r	f76r	BIOLOGICAL	f76r.54	2662	P1009-S295	unbebilderter Textabschnitt D	or	OR	EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2368	G407-E2368	ORIGINAL22_RUNNING	P1008-E1013	G399-E2068	f76r	f76r	BIOLOGICAL	f76r.54	2663	P1009-S295	unbebilderter Textabschnitt D	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2369	G407-E2369	ORIGINAL22_RUNNING	P1008-E1014	G399-E2069	f76r	f76r	BIOLOGICAL	f76r.54	2664	P1009-S295	unbebilderter Textabschnitt D	qolaiin	OL+AIIN	FORTSETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2370	G407-E2370	ORIGINAL22_RUNNING	P1008-E1015	G399-E2070	f76r	f76r	BIOLOGICAL	f76r.54	2665	P1009-S295	unbebilderter Textabschnitt D	okedal	OK+AL	SETZEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2371	G407-E2371	ORIGINAL22_RUNNING	P1008-E1016	G399-E2071	f76r	f76r	BIOLOGICAL	f76r.54	2666	P1009-S295	unbebilderter Textabschnitt D	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2372	G407-E2372	ORIGINAL22_RUNNING	P1008-E1017	G399-E2072	f76r	f76r	BIOLOGICAL	f76r.54	2667	P1009-S296	unbebilderter Textabschnitt D	chdol	CHD+OL	UMSETZEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2373	G407-E2373	ORIGINAL22_RUNNING	P1008-E1018	G399-E2073	f76r	f76r	BIOLOGICAL	f76r.54	2668	P1009-S296	unbebilderter Textabschnitt D	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2374	G407-E2374	ORIGINAL22_RUNNING	P1008-E1019	G399-E2074	f76r	f76r	BIOLOGICAL	f76r.54	2669	P1009-S297	unbebilderter Textabschnitt D	choly	OL+Y	FORTSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2375	G407-E2375	ORIGINAL22_RUNNING	P1008-E1020	G399-E2075	f76r	f76r	BIOLOGICAL	f76r.54	2670	P1009-S297	unbebilderter Textabschnitt D	aiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2376	G407-E2376	ORIGINAL22_RUNNING	P1008-E1021	G399-E2076	f76r	f76r	BIOLOGICAL	f76r.54	2671	P1009-S297	unbebilderter Textabschnitt D	y	Y	AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2377	G407-E2377	ORIGINAL22_RUNNING	P1008-E1022	G399-E2077	f76r	f76r	BIOLOGICAL	f76r.55	2672	P1009-S297	unbebilderter Textabschnitt D	sain	S+AIN	WÄHLEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2378	G407-E2378	ORIGINAL22_RUNNING	P1008-E1023	G399-E2078	f76r	f76r	BIOLOGICAL	f76r.55	2673	P1009-S297	unbebilderter Textabschnitt D	sheey	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2379	G407-E2379	ORIGINAL22_RUNNING	P1008-E1024	G399-E2079	f76r	f76r	BIOLOGICAL	f76r.55	2674	P1009-S297	unbebilderter Textabschnitt D	or	OR	EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2380	G407-E2380	ORIGINAL22_RUNNING	P1008-E1025	G399-E2080	f76r	f76r	BIOLOGICAL	f76r.55	2675	P1009-S297	unbebilderter Textabschnitt D	ar	AR	AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2381	G407-E2381	ORIGINAL22_RUNNING	P1008-E1026	G399-E2081	f76r	f76r	BIOLOGICAL	f76r.55	2676	P1009-S297	unbebilderter Textabschnitt D	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2382	G407-E2382	ORIGINAL22_RUNNING	P1008-E1027	G399-E2082	f76r	f76r	BIOLOGICAL	f76r.55	2677	P1009-S297	unbebilderter Textabschnitt D	solshey	OL+SH+E+Y	FORTSETZEN · HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2383	G407-E2383	ORIGINAL22_RUNNING	P1008-E1028	G399-E2083	f76r	f76r	BIOLOGICAL	f76r.55	2678	P1009-S298	unbebilderter Textabschnitt D	okeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2384	G407-E2384	ORIGINAL22_RUNNING	P1008-E1029	G399-E2084	f76r	f76r	BIOLOGICAL	f76r.55	2679	P1009-S299	unbebilderter Textabschnitt D	ldaiin	L+AIIN	VERBINDUNG · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2385	G407-E2385	ORIGINAL22_RUNNING	P1008-E1030	G399-E2085	f76r	f76r	BIOLOGICAL	f76r.55	2680	P1009-S299	unbebilderter Textabschnitt D	checkhey	CH+E+CH+K+E+Y	NEHMEN · GRAD I · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2386	G407-E2386	ORIGINAL22_RUNNING	P1008-E1031	G399-E2086	f76r	f76r	BIOLOGICAL	f76r.55	2681	P1009-S299	unbebilderter Textabschnitt D	okedalor	OK+E+D_ADDR+AL+OR	SETZEN · GRAD I · HIER · ZIELORT · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2387	G407-E2387	ORIGINAL22_RUNNING	P1008-E1032	G399-E2087	f76r	f76r	BIOLOGICAL	f76r.56	2682	P1009-S299	unbebilderter Textabschnitt D	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2388	G407-E2388	ORIGINAL22_RUNNING	P1008-E1033	G399-E2088	f76r	f76r	BIOLOGICAL	f76r.56	2683	P1009-S299	unbebilderter Textabschnitt D	ol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2389	G407-E2389	ORIGINAL22_RUNNING	P1008-E1034	G399-E2089	f76r	f76r	BIOLOGICAL	f76r.56	2684	P1009-S299	unbebilderter Textabschnitt D	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2390	G407-E2390	ORIGINAL22_RUNNING	P1008-E1035	G399-E2090	f76r	f76r	BIOLOGICAL	f76r.56	2685	P1009-S300	unbebilderter Textabschnitt D	qokeey	OK+EE+Y	SETZEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2391	G407-E2391	ORIGINAL22_RUNNING	P1008-E1036	G399-E2091	f76r	f76r	BIOLOGICAL	f76r.56	2686	P1009-S300	unbebilderter Textabschnitt D	or	OR	EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2392	G407-E2392	ORIGINAL22_RUNNING	P1008-E1037	G399-E2092	f76r	f76r	BIOLOGICAL	f76r.56	2687	P1009-S300	unbebilderter Textabschnitt D	shdy	SH+D_ADDR+Y	HALTEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2393	G407-E2393	ORIGINAL22_RUNNING	P1003-E0089	G399-E2093	f77r	f77r	BIOLOGICAL	f77r.9	2696	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	EINSETZEN · FORTSETZEN · HIER · AUSGANG · HIER · STUFE · WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2394	G407-E2394	ORIGINAL22_RUNNING	P1003-E0090	G399-E2094	f77r	f77r	BIOLOGICAL	f77r.9	2697	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2395	G407-E2395	ORIGINAL22_RUNNING	P1003-E0091	G399-E2095	f77r	f77r	BIOLOGICAL	f77r.9	2698	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokol	OK+OL	SETZEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2396	G407-E2396	ORIGINAL22_RUNNING	P1003-E0092	G399-E2096	f77r	f77r	BIOLOGICAL	f77r.9	2699	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chey	Y	AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2397	G407-E2397	ORIGINAL22_RUNNING	P1003-E0093	G399-E2097	f77r	f77r	BIOLOGICAL	f77r.9	2700	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2398	G407-E2398	ORIGINAL22_RUNNING	P1003-E0094	G399-E2098	f77r	f77r	BIOLOGICAL	f77r.9	2701	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2399	G407-E2399	ORIGINAL22_RUNNING	P1003-E0095	G399-E2099	f77r	f77r	BIOLOGICAL	f77r.9	2702	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dylches	D_ADDR+Y+L+CH+E+S	HIER · AKTIVER POSTEN · VERBINDUNG · NEHMEN · GRAD I · WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2400	G407-E2400	ORIGINAL22_RUNNING	P1003-E0096	G399-E2100	f77r	f77r	BIOLOGICAL	f77r.9	2703	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olkedy	OL+K+E+DY	FORTSETZEN · GEBEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2401	G407-E2401	ORIGINAL22_RUNNING	P1003-E0097	G399-E2101	f77r	f77r	BIOLOGICAL	f77r.9	2704	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	loly	L+OL+Y	VERBINDUNG · FORTSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2402	G407-E2402	ORIGINAL22_RUNNING	P1003-E0098	G399-E2102	f77r	f77r	BIOLOGICAL	f77r.10	2705	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tolchd	T+OL+CHD	EINSTELLEN · FORTSETZEN · UMSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2403	G407-E2403	ORIGINAL22_RUNNING	P1003-E0099	G399-E2103	f77r	f77r	BIOLOGICAL	f77r.10	2706	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ar	AR	AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2404	G407-E2404	ORIGINAL22_RUNNING	P1003-E0100	G399-E2104	f77r	f77r	BIOLOGICAL	f77r.10	2707	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shey	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2405	G407-E2405	ORIGINAL22_RUNNING	P1003-E0101	G399-E2105	f77r	f77r	BIOLOGICAL	f77r.10	2708	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	DANACH · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2406	G407-E2406	ORIGINAL22_RUNNING	P1003-E0102	G399-E2106	f77r	f77r	BIOLOGICAL	f77r.10	2709	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2407	G407-E2407	ORIGINAL22_RUNNING	P1003-E0103	G399-E2107	f77r	f77r	BIOLOGICAL	f77r.10	2710	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokol	OK+OL	SETZEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2408	G407-E2408	ORIGINAL22_RUNNING	P1003-E0104	G399-E2108	f77r	f77r	BIOLOGICAL	f77r.10	2711	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chdy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
