global_attachment_ordinal	global_attachment_id	source_layer	source_factorized_id	source_attachment_id	physical_page	register	source_statement_id	global_statement_id	source_event_id	global_running_event_id	surface	focus_core	focus_value_de	focus_family	focus_atom_ordinal	selector_rule	attachment_geometry	selected_action_source_event_id	resolved_action_source_event_id	selected_action_global_event_id	selected_action_atom_ordinal	action_core	action_value_de	head_kind	r_topology	duplicate_mode	duplicate_role	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	factorized_result
2670	G407-A02670	ORIGINAL22_GDT402	G402-A02400	G399-A02400	f77r	BIOLOGICAL	P1009-S335	G407-S345	P1003-E0189	G407-E2493	chey	Y	AKTIVER POSTEN	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	P1003-E0187	P1003-E0187	G407-E2491	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2671	G407-A02671	ORIGINAL22_GDT402	G402-A02401	G399-A02401	f77r	BIOLOGICAL	P1009-S335	G407-S345	P1003-E0190	G407-E2494	qotain	AIN	ANTEIL	ARGUMENT	2	INHERITED_ACTION_STACK	INHERITED_ACTION	P1003-E0187	P1003-E0187	G407-E2491	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2672	G407-A02672	ORIGINAL22_GDT402	G402-A02402	G399-A02402	f77r	BIOLOGICAL	P1009-S335	G407-S345	P1003-E0191	G407-E2495	sheal	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0191	P1003-E0191	G407-E2495	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2673	G407-A02673	ORIGINAL22_GDT402	G402-A02403	G399-A02403	f77r	BIOLOGICAL	P1009-S335	G407-S345	P1003-E0191	G407-E2495	sheal	AL	ZIELORT	RELATION	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0191	P1003-E0191	G407-E2495	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2674	G407-A02674	ORIGINAL22_GDT402	G402-A02404	G399-A02404	f77r	BIOLOGICAL	P1009-S335	G407-S345	P1003-E0192	G407-E2496	qokeedy	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0192	P1003-E0192	G407-E2496	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2675	G407-A02675	ORIGINAL22_GDT402	G402-A02405	G399-A02405	f77r	BIOLOGICAL	P1009-S336	G407-S346	P1003-E0193	G407-E2497	qoteey	EE	GRAD II	GRADE	2	Q_OT_PACKAGE_FORWARD	BOUNDED_NEXT_CARD_ACTION	P1003-E0194	P1003-E0194	G407-E2498	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	1	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2676	G407-A02676	ORIGINAL22_GDT402	G402-A02406	G399-A02406	f77r	BIOLOGICAL	P1009-S336	G407-S346	P1003-E0193	G407-E2497	qoteey	Y	AKTIVER POSTEN	ARGUMENT	3	Q_OT_PACKAGE_FORWARD	BOUNDED_NEXT_CARD_ACTION	P1003-E0194	P1003-E0194	G407-E2498	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	1	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2677	G407-A02677	ORIGINAL22_GDT402	G402-A02407	G399-A02407	f77r	BIOLOGICAL	P1009-S336	G407-S346	P1003-E0194	G407-E2498	qokain	AIN	ANTEIL	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0194	P1003-E0194	G407-E2498	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2678	G407-A02678	ORIGINAL22_GDT402	G402-A02408	G399-A02408	f77r	BIOLOGICAL	P1009-S336	G407-S346	P1003-E0195	G407-E2499	sheey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0195	P1003-E0195	G407-E2499	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2679	G407-A02679	ORIGINAL22_GDT402	G402-A02409	G399-A02409	f77r	BIOLOGICAL	P1009-S336	G407-S346	P1003-E0195	G407-E2499	sheey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0195	P1003-E0195	G407-E2499	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2680	G407-A02680	ORIGINAL22_GDT402	G402-A02410	G399-A02410	f77r	BIOLOGICAL	P1009-S336	G407-S346	P1003-E0196	G407-E2500	qotedy	E	GRAD I	GRADE	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0195	P1003-E0195	G407-E2499	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2681	G407-A02681	ORIGINAL22_GDT402	G402-A02411	G399-A02411	f77r	BIOLOGICAL	P1009-S337	G407-S347	P1003-E0197	G407-E2501	dalchedy	AL	ZIELORT	RELATION	1	AL_AR_ORDERED_FALLBACK	SAME_CARD_RIGHT_ACTION	P1003-E0197	P1003-E0197	G407-E2501	2	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2682	G407-A02682	ORIGINAL22_GDT402	G402-A02412	G399-A02412	f77r	BIOLOGICAL	P1009-S338	G407-S348	P1003-E0198	G407-E2502	chedaiin	AIIN	WERT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0198	P1003-E0198	G407-E2502	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2683	G407-A02683	ORIGINAL22_GDT402	G402-A02413	G399-A02413	f77r	BIOLOGICAL	P1009-S338	G407-S348	P1003-E0199	G407-E2503	shedy	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0199	P1003-E0199	G407-E2503	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2684	G407-A02684	ORIGINAL22_GDT402	G402-A02414	G399-A02414	f77r	BIOLOGICAL	P1009-S339	G407-S349	P1003-E0200	G407-E2504	qokeedy	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0200	P1003-E0200	G407-E2504	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2685	G407-A02685	ORIGINAL22_GDT402	G402-A02415	G399-A02415	f77r	BIOLOGICAL	P1009-S340	G407-S350	P1003-E0201	G407-E2505	qokedy	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0201	P1003-E0201	G407-E2505	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2686	G407-A02686	ORIGINAL22_GDT402	G402-A02416	G399-A02416	f77r	BIOLOGICAL	P1009-S341	G407-S351	P1003-E0202	G407-E2506	qokeey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0202	P1003-E0202	G407-E2506	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2687	G407-A02687	ORIGINAL22_GDT402	G402-A02417	G399-A02417	f77r	BIOLOGICAL	P1009-S341	G407-S351	P1003-E0202	G407-E2506	qokeey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0202	P1003-E0202	G407-E2506	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2688	G407-A02688	ORIGINAL22_GDT402	G402-A02418	G399-A02418	f77r	BIOLOGICAL	P1009-S341	G407-S351	P1003-E0203	G407-E2507	chedy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0203	P1003-E0203	G407-E2507	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2689	G407-A02689	ORIGINAL22_GDT402	G402-A02419	G399-A02419	f77r	BIOLOGICAL	P1009-S341	G407-S351	P1003-E0204	G407-E2508	shear	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0204	P1003-E0204	G407-E2508	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2690	G407-A02690	ORIGINAL22_GDT402	G402-A02420	G399-A02420	f77r	BIOLOGICAL	P1009-S341	G407-S351	P1003-E0204	G407-E2508	shear	AR	AUSGANG	RELATION	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0204	P1003-E0204	G407-E2508	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2691	G407-A02691	ORIGINAL22_GDT402	G402-A02421	G399-A02421	f77r	BIOLOGICAL	P1009-S341	G407-S351	P1003-E0205	G407-E2509	olaiiny	AIIN	WERT	ARGUMENT	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0204	P1003-E0204	G407-E2508	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2692	G407-A02692	ORIGINAL22_GDT402	G402-A02422	G399-A02422	f77r	BIOLOGICAL	P1009-S341	G407-S351	P1003-E0205	G407-E2509	olaiiny	Y	AKTIVER POSTEN	ARGUMENT	3	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0204	P1003-E0204	G407-E2508	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2693	G407-A02693	ORIGINAL22_GDT402	G402-A02423	G399-A02423	f77r	BIOLOGICAL	P1009-S341	G407-S351	P1003-E0206	G407-E2510	qoteedy	EE	GRAD II	GRADE	2	INHERITED_ACTION_STACK	INHERITED_ACTION	P1003-E0204	P1003-E0204	G407-E2508	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2694	G407-A02694	ORIGINAL22_GDT402	G402-A02424	G399-A02424	f77r	BIOLOGICAL	P1009-S342	G407-S352	P1003-E0207	G407-E2511	al	AL	ZIELORT	RELATION	1	AL_AR_ORDERED_FALLBACK	OWNER_ONLY	OWNER	OWNER	OWNER::G407-S352	0	OWNER	BESITZER	VISIBLE_OWNER	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2695	G407-A02695	ORIGINAL22_GDT402	G402-A02425	G399-A02425	f77r	BIOLOGICAL	P1009-S342	G407-S352	P1003-E0208	G407-E2512	lchedy	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	P1003-E0208	P1003-E0208	G407-E2512	2	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2696	G407-A02696	ORIGINAL22_GDT402	G402-A02426	G399-A02426	f77r	BIOLOGICAL	P1009-S343	G407-S353	P1003-E0211	G407-E2515	chy	Y	AKTIVER POSTEN	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	P1003-E0209	P1003-E0209	G407-E2513	1	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2697	G407-A02697	ORIGINAL22_GDT402	G402-A02427	G399-A02427	f77r	BIOLOGICAL	P1009-S343	G407-S353	P1003-E0212	G407-E2516	chedaiin	AIIN	WERT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0212	P1003-E0212	G407-E2516	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2698	G407-A02698	ORIGINAL22_GDT402	G402-A02428	G399-A02428	f77r	BIOLOGICAL	P1009-S343	G407-S353	P1003-E0213	G407-E2517	cheey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0213	P1003-E0213	G407-E2517	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2699	G407-A02699	ORIGINAL22_GDT402	G402-A02429	G399-A02429	f77r	BIOLOGICAL	P1009-S343	G407-S353	P1003-E0213	G407-E2517	cheey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0213	P1003-E0213	G407-E2517	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2700	G407-A02700	ORIGINAL22_GDT402	G402-A02430	G399-A02430	f77r	BIOLOGICAL	P1009-S343	G407-S353	P1003-E0214	G407-E2518	okedy	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0214	P1003-E0214	G407-E2518	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2701	G407-A02701	ORIGINAL22_GDT402	G402-A02431	G399-A02431	f77r	BIOLOGICAL	P1009-S344	G407-S354	P1003-E0215	G407-E2519	qoky	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0215	P1003-E0215	G407-E2519	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2702	G407-A02702	ORIGINAL22_GDT402	G402-A02432	G399-A02432	f77r	BIOLOGICAL	P1009-S344	G407-S354	P1003-E0216	G407-E2520	sheoky	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0216	P1003-E0216	G407-E2520	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2703	G407-A02703	ORIGINAL22_GDT402	G402-A02433	G399-A02433	f77r	BIOLOGICAL	P1009-S344	G407-S354	P1003-E0216	G407-E2520	sheoky	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0216	P1003-E0216	G407-E2520	3	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2704	G407-A02704	ORIGINAL22_GDT402	G402-A02434	G399-A02434	f77r	BIOLOGICAL	P1009-S344	G407-S354	P1003-E0217	G407-E2521	qokaiin	AIIN	WERT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0217	P1003-E0217	G407-E2521	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2705	G407-A02705	ORIGINAL22_GDT402	G402-A02435	G399-A02435	f77r	BIOLOGICAL	P1009-S344	G407-S354	P1003-E0218	G407-E2522	chedy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0218	P1003-E0218	G407-E2522	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2706	G407-A02706	ORIGINAL22_GDT402	G402-A02436	G399-A02436	f77r	BIOLOGICAL	P1009-S344	G407-S354	P1003-E0219	G407-E2523	lchedy	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	P1003-E0219	P1003-E0219	G407-E2523	2	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2707	G407-A02707	ORIGINAL22_GDT402	G402-A02437	G399-A02437	f77r	BIOLOGICAL	P1009-S345	G407-S355	P1003-E0220	G407-E2524	olshedy	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0220	P1003-E0220	G407-E2524	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2708	G407-A02708	ORIGINAL22_GDT402	G402-A02438	G399-A02438	f77r	BIOLOGICAL	P1009-S346	G407-S356	P1003-E0221	G407-E2525	qokeedy	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0221	P1003-E0221	G407-E2525	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2709	G407-A02709	ORIGINAL22_GDT402	G402-A02439	G399-A02439	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0222	G407-E2526	chedy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0222	P1003-E0222	G407-E2526	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2710	G407-A02710	ORIGINAL22_GDT402	G402-A02440	G399-A02440	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0223	G407-E2527	qokal	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0223	P1003-E0223	G407-E2527	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2711	G407-A02711	ORIGINAL22_GDT402	G402-A02441	G399-A02441	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0224	G407-E2528	daiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0223	P1003-E0223	G407-E2527	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2712	G407-A02712	ORIGINAL22_GDT402	G402-A02442	G399-A02442	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0226	G407-E2530	shor	OR	EINHEIT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0226	P1003-E0226	G407-E2530	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2713	G407-A02713	ORIGINAL22_GDT402	G402-A02443	G399-A02443	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0227	G407-E2531	cphey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0227	P1003-E0227	G407-E2531	2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2714	G407-A02714	ORIGINAL22_GDT402	G402-A02444	G399-A02444	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0227	G407-E2531	cphey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0227	P1003-E0227	G407-E2531	2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2715	G407-A02715	ORIGINAL22_GDT402	G402-A02445	G399-A02445	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0228	G407-E2532	lfcheal	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	P1003-E0228	P1003-E0228	G407-E2532	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2716	G407-A02716	ORIGINAL22_GDT402	G402-A02446	G399-A02446	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0228	G407-E2532	lfcheal	E	GRAD I	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0228	P1003-E0228	G407-E2532	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2717	G407-A02717	ORIGINAL22_GDT402	G402-A02447	G399-A02447	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0228	G407-E2532	lfcheal	AL	ZIELORT	RELATION	5	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0228	P1003-E0228	G407-E2532	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2718	G407-A02718	ORIGINAL22_GDT402	G402-A02448	G399-A02448	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0229	G407-E2533	shear	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0229	P1003-E0229	G407-E2533	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2719	G407-A02719	ORIGINAL22_GDT402	G402-A02449	G399-A02449	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0229	G407-E2533	shear	AR	AUSGANG	RELATION	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0229	P1003-E0229	G407-E2533	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2720	G407-A02720	ORIGINAL22_GDT402	G402-A02450	G399-A02450	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0230	G407-E2534	qolchy	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0230	P1003-E0230	G407-E2534	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2721	G407-A02721	ORIGINAL22_GDT402	G402-A02451	G399-A02451	f77r	BIOLOGICAL	P1009-S347	G407-S357	P1003-E0231	G407-E2535	otedy	E	GRAD I	GRADE	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0230	P1003-E0230	G407-E2534	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2722	G407-A02722	ORIGINAL22_GDT402	G402-A02452	G399-A02452	f77r	BIOLOGICAL	P1009-S348	G407-S358	P1003-E0232	G407-E2536	qokar	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0232	P1003-E0232	G407-E2536	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2723	G407-A02723	ORIGINAL22_GDT402	G402-A02453	G399-A02453	f77r	BIOLOGICAL	P1009-S348	G407-S358	P1003-E0233	G407-E2537	shedy	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0233	P1003-E0233	G407-E2537	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2724	G407-A02724	ORIGINAL22_GDT402	G402-A02454	G399-A02454	f77r	BIOLOGICAL	P1009-S349	G407-S359	P1003-E0234	G407-E2538	qokal	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0234	P1003-E0234	G407-E2538	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2725	G407-A02725	ORIGINAL22_GDT402	G402-A02455	G399-A02455	f77r	BIOLOGICAL	P1009-S349	G407-S359	P1003-E0235	G407-E2539	shedar	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0235	P1003-E0235	G407-E2539	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
