local_card_ordinal	source_event_id	physical_page	register	owner_de	surface	complete_slot_count	target_slot_count	host_count	gdt584_rule_ids	gdt584_polished_local_clause_de	gdt584_exact_slot_trace_de	gdt584_guard
77	P912-E2194	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	otshshdy	4	2	4	SH_CELESTIAL_FIX	Beginne danach den nächsten Arbeitsgang. Halte die Position fest. Halte die Position fest. Schließe den Arbeitsgang.	[LOCAL_COMPONENT:P912-E2194@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2194@1:OT] [LOCAL_COMPONENT:P912-E2194@2=SH:Halte die Position fest|LOCAL_ACTION:P912-E2194@2:SH] [LOCAL_COMPONENT:P912-E2194@3=SH:Halte die Position fest|LOCAL_ACTION:P912-E2194@3:SH] [LOCAL_COMPONENT:P912-E2194@4=DY:Arbeitsgang abschließen|LOCAL_CONTROL:P912-E2194@4:DY]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
78	P912-E2196	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	ypsharal	5	1	2	SH_CELESTIAL_FIX	Setze die Ringposition ein. Halte die Position zur Zielposition und von der Ausgangsposition fest.	[LOCAL_COMPONENT:P912-E2196@1=Y:Ringposition|LOCAL_ACTION:P912-E2196@2:P] [LOCAL_COMPONENT:P912-E2196@2=P:Setze ein|LOCAL_ACTION:P912-E2196@2:P] [LOCAL_COMPONENT:P912-E2196@3=SH:Halte die Position fest|LOCAL_ACTION:P912-E2196@3:SH] [LOCAL_COMPONENT:P912-E2196@4=AR:von der Ausgangsposition|LOCAL_ACTION:P912-E2196@3:SH] [LOCAL_COMPONENT:P912-E2196@5=AL:zur Zielposition|LOCAL_ACTION:P912-E2196@3:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
79	P912-E2202	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	shol	2	1	2	SH_CELESTIAL_FIX	Halte die Position fest. Fahre im selben Arbeitsgang fort.	[LOCAL_COMPONENT:P912-E2202@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2202@1:SH] [LOCAL_COMPONENT:P912-E2202@2=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E2202@2:OL]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
80	P912-E2204	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	saiin	2	1	1	S_CELESTIAL_SELECT	Wähle den Positionswert aus.	[LOCAL_COMPONENT:P912-E2204@1=S:Wähle aus|LOCAL_ACTION:P912-E2204@1:S] [LOCAL_COMPONENT:P912-E2204@2=AIIN:Positionswert|LOCAL_ACTION:P912-E2204@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
81	P912-E2205	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	sheo	3	1	1	SH_CELESTIAL_FIX	Halte die Position in Eintragsform und auf Ringstufe I fest.	[LOCAL_COMPONENT:P912-E2205@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2205@1:SH] [LOCAL_COMPONENT:P912-E2205@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2205@1:SH] [LOCAL_COMPONENT:P912-E2205@3=O:in Eintragsform|LOCAL_ACTION:P912-E2205@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
82	P912-E2212	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	chees	3	1	1	SH_CELESTIAL_FIX	Halte die Position auf Ringstufe II und an der seitlichen Ringstelle fest.	[LOCAL_COMPONENT:P912-E2212@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2212@1:SH] [LOCAL_COMPONENT:P912-E2212@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2212@1:SH] [LOCAL_COMPONENT:P912-E2212@3=S_ADDR:an der seitlichen Ringstelle|LOCAL_ACTION:P912-E2212@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
83	P912-E2214	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	opotey	6	1	2	T_CELESTIAL_SET	Setze in Eintragsform ein. Stelle die Ringposition auf Ringstufe I ein.	[LOCAL_COMPONENT:P912-E2214@1=O:in Eintragsform|LOCAL_ACTION:P912-E2214@2:P] [LOCAL_COMPONENT:P912-E2214@2=P:Setze ein|LOCAL_ACTION:P912-E2214@2:P] [LOCAL_COMPONENT:P912-E2214@3=O:in Eintragsform|LOCAL_ACTION:P912-E2214@2:P] [LOCAL_COMPONENT:P912-E2214@4=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2214@4:T] [LOCAL_COMPONENT:P912-E2214@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2214@4:T] [LOCAL_COMPONENT:P912-E2214@6=Y:Ringposition|LOCAL_ACTION:P912-E2214@4:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
84	P912-E2217	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	s	1	1	1	S_CELESTIAL_SELECT	Wähle die Einheit aus.	[LOCAL_COMPONENT:P912-E2217@1=S:Wähle aus|LOCAL_ACTION:P912-E2217@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
85	P912-E2234	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	tchy	2	1	1	T_CELESTIAL_SET	Stelle die Ringposition ein.	[LOCAL_COMPONENT:P912-E2234@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2234@1:T] [LOCAL_COMPONENT:P912-E2234@2=Y:Ringposition|LOCAL_ACTION:P912-E2234@1:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
86	P912-E2235	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	otsheo	4	1	2	SH_CELESTIAL_FIX	Beginne danach den nächsten Arbeitsgang. Halte die Position in Eintragsform und auf Ringstufe I fest.	[LOCAL_COMPONENT:P912-E2235@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2235@1:OT] [LOCAL_COMPONENT:P912-E2235@2=SH:Halte die Position fest|LOCAL_ACTION:P912-E2235@2:SH] [LOCAL_COMPONENT:P912-E2235@3=E:auf Ringstufe I|LOCAL_ACTION:P912-E2235@2:SH] [LOCAL_COMPONENT:P912-E2235@4=O:in Eintragsform|LOCAL_ACTION:P912-E2235@2:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
87	P912-E2236	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	oteotey	6	1	2	T_CELESTIAL_SET	Beginne danach den nächsten Arbeitsgang. Stelle die Ringposition in Eintragsform und auf Ringstufe I ein.	[LOCAL_COMPONENT:P912-E2236@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2236@1:OT] [LOCAL_COMPONENT:P912-E2236@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2236@4:T] [LOCAL_COMPONENT:P912-E2236@3=O:in Eintragsform|LOCAL_ACTION:P912-E2236@4:T] [LOCAL_COMPONENT:P912-E2236@4=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2236@4:T] [LOCAL_COMPONENT:P912-E2236@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2236@4:T] [LOCAL_COMPONENT:P912-E2236@6=Y:Ringposition|LOCAL_ACTION:P912-E2236@4:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
88	P912-E2237	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shey	3	1	1	SH_CELESTIAL_FIX	Halte die Ringposition auf Ringstufe I fest.	[LOCAL_COMPONENT:P912-E2237@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2237@1:SH] [LOCAL_COMPONENT:P912-E2237@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2237@1:SH] [LOCAL_COMPONENT:P912-E2237@3=Y:Ringposition|LOCAL_ACTION:P912-E2237@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
89	P912-E2238	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shecth	3	1	2	SH_CELESTIAL_FIX	Halte die Position auf Ringstufe I fest. Verwende für den vorangehenden Arbeitsschritt lokale CTH-Karte.	[LOCAL_COMPONENT:P912-E2238@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2238@1:SH] [LOCAL_COMPONENT:P912-E2238@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2238@1:SH] [LOCAL_COMPONENT:P912-E2238@3=CTH:lokale CTH-Karte|LOCAL_CONTROL:P912-E2238@3:CTH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
90	P912-E2240	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	dateey	4	1	1	T_CELESTIAL_SET	Stelle die Ringposition im zweiten Durchgang und auf Ringstufe II ein.	[LOCAL_COMPONENT:P912-E2240@1=DA:im zweiten Durchgang|LOCAL_ACTION:P912-E2240@2:T] [LOCAL_COMPONENT:P912-E2240@2=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2240@2:T] [LOCAL_COMPONENT:P912-E2240@3=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2240@2:T] [LOCAL_COMPONENT:P912-E2240@4=Y:Ringposition|LOCAL_ACTION:P912-E2240@2:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
91	P912-E2241	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	sal	2	1	1	S_CELESTIAL_SELECT	Wähle die Einheit zur Zielposition aus.	[LOCAL_COMPONENT:P912-E2241@1=S:Wähle aus|LOCAL_ACTION:P912-E2241@1:S] [LOCAL_COMPONENT:P912-E2241@2=AL:zur Zielposition|LOCAL_ACTION:P912-E2241@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
92	P912-E2244	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	choeteedy	5	1	2	T_CELESTIAL_SET	Stelle die Position auf Ringstufe I, auf Ringstufe II und an der oberen Marke ein. Schließe den Arbeitsgang.	[LOCAL_COMPONENT:P912-E2244@1=HO:an der oberen Marke|LOCAL_ACTION:P912-E2244@3:T] [LOCAL_COMPONENT:P912-E2244@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2244@3:T] [LOCAL_COMPONENT:P912-E2244@3=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2244@3:T] [LOCAL_COMPONENT:P912-E2244@4=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2244@3:T] [LOCAL_COMPONENT:P912-E2244@5=DY:Arbeitsgang abschließen|LOCAL_CONTROL:P912-E2244@5:DY]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
93	P912-E2245	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	oteoteotsho	9	3	4	SH_CELESTIAL_FIX|T_CELESTIAL_SET	Beginne danach den nächsten Arbeitsgang. Stelle die Position in Eintragsform und auf Ringstufe I ein. Stelle die Position in Eintragsform ein. Halte die Position in Eintragsform fest.	[LOCAL_COMPONENT:P912-E2245@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2245@1:OT] [LOCAL_COMPONENT:P912-E2245@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2245@4:T] [LOCAL_COMPONENT:P912-E2245@3=O:in Eintragsform|LOCAL_ACTION:P912-E2245@4:T] [LOCAL_COMPONENT:P912-E2245@4=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2245@4:T] [LOCAL_COMPONENT:P912-E2245@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2245@4:T] [LOCAL_COMPONENT:P912-E2245@6=O:in Eintragsform|LOCAL_ACTION:P912-E2245@7:T] [LOCAL_COMPONENT:P912-E2245@7=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2245@7:T] [LOCAL_COMPONENT:P912-E2245@8=SH:Halte die Position fest|LOCAL_ACTION:P912-E2245@8:SH] [LOCAL_COMPONENT:P912-E2245@9=O:in Eintragsform|LOCAL_ACTION:P912-E2245@8:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
94	P912-E2246	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	yteos	5	1	1	T_CELESTIAL_SET	Stelle die Ringposition in Eintragsform, auf Ringstufe I und an der seitlichen Ringstelle ein.	[LOCAL_COMPONENT:P912-E2246@1=Y:Ringposition|LOCAL_ACTION:P912-E2246@2:T] [LOCAL_COMPONENT:P912-E2246@2=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2246@2:T] [LOCAL_COMPONENT:P912-E2246@3=E:auf Ringstufe I|LOCAL_ACTION:P912-E2246@2:T] [LOCAL_COMPONENT:P912-E2246@4=O:in Eintragsform|LOCAL_ACTION:P912-E2246@2:T] [LOCAL_COMPONENT:P912-E2246@5=S_ADDR:an der seitlichen Ringstelle|LOCAL_ACTION:P912-E2246@2:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
95	P912-E2248	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	sheodaly	5	1	1	SH_CELESTIAL_FIX	Halte die Ringposition in Eintragsform, auf Ringstufe I und zur Zielposition fest.	[LOCAL_COMPONENT:P912-E2248@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2248@1:SH] [LOCAL_COMPONENT:P912-E2248@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2248@1:SH] [LOCAL_COMPONENT:P912-E2248@3=O:in Eintragsform|LOCAL_ACTION:P912-E2248@1:SH] [LOCAL_COMPONENT:P912-E2248@4=AL:zur Zielposition|LOCAL_ACTION:P912-E2248@1:SH] [LOCAL_COMPONENT:P912-E2248@5=Y:Ringposition|LOCAL_ACTION:P912-E2248@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
96	P912-E2257	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	sheeos	4	1	1	SH_CELESTIAL_FIX	Halte die Position in Eintragsform, auf Ringstufe II und an der seitlichen Ringstelle fest.	[LOCAL_COMPONENT:P912-E2257@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2257@1:SH] [LOCAL_COMPONENT:P912-E2257@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2257@1:SH] [LOCAL_COMPONENT:P912-E2257@3=O:in Eintragsform|LOCAL_ACTION:P912-E2257@1:SH] [LOCAL_COMPONENT:P912-E2257@4=S_ADDR:an der seitlichen Ringstelle|LOCAL_ACTION:P912-E2257@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
97	P912-E2263	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	s	1	1	1	S_CELESTIAL_SELECT	Wähle die Einheit aus.	[LOCAL_COMPONENT:P912-E2263@1=S:Wähle aus|LOCAL_ACTION:P912-E2263@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
98	P912-E2268	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	todaiin	3	1	1	T_CELESTIAL_SET	Stelle den Positionswert in Eintragsform ein.	[LOCAL_COMPONENT:P912-E2268@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2268@1:T] [LOCAL_COMPONENT:P912-E2268@2=O:in Eintragsform|LOCAL_ACTION:P912-E2268@1:T] [LOCAL_COMPONENT:P912-E2268@3=AIIN:Positionswert|LOCAL_ACTION:P912-E2268@1:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
99	P912-E2300	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	chedaiin	2	1	1	CHD_CELESTIAL_CALCULATE	Berechne den Positionswert.	[LOCAL_COMPONENT:P912-E2300@1=CHD:Berechne|LOCAL_ACTION:P912-E2300@1:CHD] [LOCAL_COMPONENT:P912-E2300@2=AIIN:Positionswert|LOCAL_ACTION:P912-E2300@1:CHD]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
100	P912-E2303	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shchey	2	1	1	SH_CELESTIAL_FIX	Halte die Ringposition fest.	[LOCAL_COMPONENT:P912-E2303@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2303@1:SH] [LOCAL_COMPONENT:P912-E2303@2=Y:Ringposition|LOCAL_ACTION:P912-E2303@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
101	P912-E2308	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	chedy	2	1	1	CHD_CELESTIAL_CALCULATE	Berechne die Ringposition.	[LOCAL_COMPONENT:P912-E2308@1=CHD:Berechne|LOCAL_ACTION:P912-E2308@1:CHD] [LOCAL_COMPONENT:P912-E2308@2=Y:Ringposition|LOCAL_ACTION:P912-E2308@1:CHD]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
102	P912-E2309	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	oteotey	6	1	2	T_CELESTIAL_SET	Beginne danach den nächsten Arbeitsgang. Stelle die Ringposition in Eintragsform und auf Ringstufe I ein.	[LOCAL_COMPONENT:P912-E2309@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2309@1:OT] [LOCAL_COMPONENT:P912-E2309@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2309@4:T] [LOCAL_COMPONENT:P912-E2309@3=O:in Eintragsform|LOCAL_ACTION:P912-E2309@4:T] [LOCAL_COMPONENT:P912-E2309@4=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2309@4:T] [LOCAL_COMPONENT:P912-E2309@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2309@4:T] [LOCAL_COMPONENT:P912-E2309@6=Y:Ringposition|LOCAL_ACTION:P912-E2309@4:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
103	P912-E2316	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	teey	3	1	1	T_CELESTIAL_SET	Stelle die Ringposition auf Ringstufe II ein.	[LOCAL_COMPONENT:P912-E2316@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2316@1:T] [LOCAL_COMPONENT:P912-E2316@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2316@1:T] [LOCAL_COMPONENT:P912-E2316@3=Y:Ringposition|LOCAL_ACTION:P912-E2316@1:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
104	P912-E2318	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	cheoltey	6	1	3	T_CELESTIAL_SET	Lies auf Ringstufe I ab. Fahre im selben Arbeitsgang fort. Stelle die Ringposition auf Ringstufe I ein.	[LOCAL_COMPONENT:P912-E2318@1=CH:Lies ab|LOCAL_ACTION:P912-E2318@1:CH] [LOCAL_COMPONENT:P912-E2318@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2318@1:CH] [LOCAL_COMPONENT:P912-E2318@3=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E2318@3:OL] [LOCAL_COMPONENT:P912-E2318@4=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2318@4:T] [LOCAL_COMPONENT:P912-E2318@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2318@4:T] [LOCAL_COMPONENT:P912-E2318@6=Y:Ringposition|LOCAL_ACTION:P912-E2318@4:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
105	P912-E2320	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	sheeteey	5	2	2	SH_CELESTIAL_FIX|T_CELESTIAL_SET	Halte die Position auf Ringstufe II fest. Stelle die Ringposition auf Ringstufe II ein.	[LOCAL_COMPONENT:P912-E2320@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2320@1:SH] [LOCAL_COMPONENT:P912-E2320@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2320@1:SH] [LOCAL_COMPONENT:P912-E2320@3=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2320@3:T] [LOCAL_COMPONENT:P912-E2320@4=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2320@3:T] [LOCAL_COMPONENT:P912-E2320@5=Y:Ringposition|LOCAL_ACTION:P912-E2320@3:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
106	P912-E2323	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shey	3	1	1	SH_CELESTIAL_FIX	Halte die Ringposition auf Ringstufe I fest.	[LOCAL_COMPONENT:P912-E2323@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2323@1:SH] [LOCAL_COMPONENT:P912-E2323@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2323@1:SH] [LOCAL_COMPONENT:P912-E2323@3=Y:Ringposition|LOCAL_ACTION:P912-E2323@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
107	P912-E2347	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shal	2	1	1	SH_CELESTIAL_FIX	Halte die Position zur Zielposition fest.	[LOCAL_COMPONENT:P912-E2347@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2347@1:SH] [LOCAL_COMPONENT:P912-E2347@2=AL:zur Zielposition|LOCAL_ACTION:P912-E2347@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
108	P912-E2354	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	teodaiin	4	1	1	T_CELESTIAL_SET	Stelle den Positionswert in Eintragsform und auf Ringstufe I ein.	[LOCAL_COMPONENT:P912-E2354@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2354@1:T] [LOCAL_COMPONENT:P912-E2354@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2354@1:T] [LOCAL_COMPONENT:P912-E2354@3=O:in Eintragsform|LOCAL_ACTION:P912-E2354@1:T] [LOCAL_COMPONENT:P912-E2354@4=AIIN:Positionswert|LOCAL_ACTION:P912-E2354@1:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
109	P1003-E0645	f71v	CELESTIAL	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	shar	2	1	1	SH_CELESTIAL_FIX	Halte die Position von der Ausgangsposition fest.	[LOCAL_COMPONENT:P1003-E0645@1=SH:Halte die Position fest|LOCAL_ACTION:P1003-E0645@1:SH] [LOCAL_COMPONENT:P1003-E0645@2=AR:von der Ausgangsposition|LOCAL_ACTION:P1003-E0645@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
110	P1003-E0646	f71v	CELESTIAL	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	sholshdy	4	2	4	SH_CELESTIAL_FIX	Halte die Position fest. Verwende für den vorangehenden Arbeitsschritt Sternringstelle 07. Fahre im selben Arbeitsgang fort. Halte die Position fest.	[LOCAL_COMPONENT:P1003-E0646@1=SH:Halte die Position fest|LOCAL_ACTION:P1003-E0646@1:SH] [LOCAL_NAME:P1003-E0646:NAME_1=dy:Sternringstelle 07|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0646] [LOCAL_COMPONENT:P1003-E0646@2=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P1003-E0646@2:OL] [LOCAL_COMPONENT:P1003-E0646@3=SH:Halte die Position fest|LOCAL_ACTION:P1003-E0646@3:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
111	P1008-E0127	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe A	oshodady	3	1	2	SH_CELESTIAL_FIX	Halte die Position fest. Verwende für den vorangehenden Arbeitsschritt Sternringstelle 08 und Sternringstelle 09.	[LOCAL_COMPONENT:P1008-E0127@1=SH:Halte die Position fest|LOCAL_ACTION:P1008-E0127@1:SH] [LOCAL_NAME:P1008-E0127:NAME_1=o:Sternringstelle 08|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0127] [LOCAL_NAME:P1008-E0127:NAME_2=odady:Sternringstelle 09|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0127]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
112	P1008-E0133	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe A	ytalshdy	4	1	2	SH_CELESTIAL_FIX	Halte die Position zur Zielposition fest. Verwende für den vorangehenden Arbeitsschritt Sternringstelle 11 und Sternringstelle 07.	[LOCAL_COMPONENT:P1008-E0133@1=AL:zur Zielposition|LOCAL_ACTION:P1008-E0133@2:SH] [LOCAL_NAME:P1008-E0133:NAME_1=yt:Sternringstelle 11|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0133] [LOCAL_COMPONENT:P1008-E0133@2=SH:Halte die Position fest|LOCAL_ACTION:P1008-E0133@2:SH] [LOCAL_NAME:P1008-E0133:NAME_2=dy:Sternringstelle 07|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0133]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
113	P1008-E0140	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe A	ys	2	1	1	S_CELESTIAL_SELECT	Wähle die Ringposition aus.	[LOCAL_COMPONENT:P1008-E0140@1=Y:Ringposition|LOCAL_ACTION:P1008-E0140@2:S] [LOCAL_COMPONENT:P1008-E0140@2=S:Wähle aus|LOCAL_ACTION:P1008-E0140@2:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
114	P1008-E0143	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe A	sharam	3	1	1	SH_CELESTIAL_FIX	Halte die Position an der mittleren Ringstelle und von der Ausgangsposition fest.	[LOCAL_COMPONENT:P1008-E0143@1=SH:Halte die Position fest|LOCAL_ACTION:P1008-E0143@1:SH] [LOCAL_COMPONENT:P1008-E0143@2=AR:von der Ausgangsposition|LOCAL_ACTION:P1008-E0143@1:SH] [LOCAL_COMPONENT:P1008-E0143@3=AM_ADDR:an der mittleren Ringstelle|LOCAL_ACTION:P1008-E0143@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
