assignment_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	root	primary_governor_key	direct_governor_tokens	governor_group_tokens	governor_object_scope	previous_visible_action	next_visible_action	gdt583_rule_id	gdt583_working_default_de	gdt584_rule_id	gdt584_working_default_de	gdt584_concrete_sense_de	gdt584_disposition	gdt584_rationale	gdt584_remote_fine_argument	gdt584_remote_fine_stitch_status	gdt584_guard
1100	RUNNING:G407-E3352@1	RUNNING_ATOM	G407-E3352	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shckhey	1	SH	ACTION:G407-E3352@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	NONE	CH	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1101	RUNNING:G407-E3356@3	RUNNING_ATOM	G407-E3356	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	rasy	3	S	ACTION:G407-E3356@3:S	S|Y	S|Y	SAME_CARD_DIRECT_HOST	R	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1102	RUNNING:G407-E3357@1	RUNNING_ATOM	G407-E3357	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cheey	1	SH	ACTION:G407-E3357@1:SH	EE|SH|Y	EE|SH|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1103	RUNNING:G407-E3358@2	RUNNING_ATOM	G407-E3358	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qcthey	2	T	ACTION:G407-E3358@2:T	E|T|Y	E|T|Y	SAME_CARD_DIRECT_HOST	CH	NONE	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	T_PHYSICAL_GRADE_TEMPER	Temperiere	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	REPHRASED	der geschriebene Grad wird vom Argument und nicht doppelt im Verb realisiert	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1104	RUNNING:G407-E3364@2	RUNNING_ATOM	G407-E3364	G407-S532	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	2	CHD	ACTION:G407-E3364@2:CHD	CHD|L	CHD|L	SAME_CARD_DIRECT_HOST	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1105	RUNNING:G407-E3369@1	RUNNING_ATOM	G407-E3369	G407-S534	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sal	1	S	ACTION:G407-E3369@1:S	AL|S	AL|S	SAME_CARD_DIRECT_HOST	NONE	NONE	S_BIO_DIVERT	Leite um	S_BIO_DIVERT	Leite um	Fluss oder Anwendung zwischen Stationen umleiten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1106	RUNNING:G407-E3377@4	RUNNING_ATOM	G407-E3377	G407-S535	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoesedy	4	S	ACTION:G407-E3377@4:S	CARRIER_Q|E|O|S	CARRIER_Q|E|O|S	SAME_CARD_DIRECT_HOST	NONE	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1107	RUNNING:G407-E3378@1	RUNNING_ATOM	G407-E3378	G407-S536	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheeal	1	SH	ACTION:G407-E3378@1:SH	AL|EE|SH	AL|EE|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1108	RUNNING:G407-E3379@1	RUNNING_ATOM	G407-E3379	G407-S536	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheedy	1	SH	ACTION:G407-E3379@1:SH	EE|SH	EE|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1109	RUNNING:G407-E3380@2	RUNNING_ATOM	G407-E3380	G407-S537	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lshed	2	SH	ACTION:G407-E3380@2:SH	E|L|SH	E|L|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1110	RUNNING:G407-E3382@2	RUNNING_ATOM	G407-E3382	G407-S537	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	2	CHD	ACTION:G407-E3382@2:CHD	CHD|L	CHD|L	SAME_CARD_DIRECT_HOST	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1111	RUNNING:G407-E3384@1	RUNNING_ATOM	G407-E3384	G407-S538	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheey	1	SH	ACTION:G407-E3384@1:SH	EE|SH|Y	AR|EE|L|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1112	RUNNING:G407-E3386@1	RUNNING_ATOM	G407-E3386	G407-S538	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	tshey	1	SH	ACTION:G407-E3386@1:SH	E|SH|Y	E|SH|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1113	RUNNING:G407-E3389@2	RUNNING_ATOM	G407-E3389	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedar	2	CHD	ACTION:G407-E3389@2:CHD	AR|CHD|L	AR|CHD|L	SAME_CARD_DIRECT_HOST	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1114	RUNNING:G407-E3390@3	RUNNING_ATOM	G407-E3390	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ches	3	S	ACTION:G407-E3390@3:S	S	AIIN|S|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CH	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1115	RUNNING:G407-E3395@2	RUNNING_ATOM	G407-E3395	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	pchedy	2	CHD	ACTION:G407-E3395@2:CHD	CHD	CHD	SAME_CARD_DIRECT_HOST	P	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1116	RUNNING:G407-E3396@2	RUNNING_ATOM	G407-E3396	G407-S540	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	rsheal	2	SH	ACTION:G407-E3396@2:SH	AL|E|SH	AL|E|SH	SAME_CARD_DIRECT_HOST	R	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1117	RUNNING:G407-E3399@2	RUNNING_ATOM	G407-E3399	G407-S542	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	rshedy	2	SH	ACTION:G407-E3399@2:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	R	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1118	RUNNING:G407-E3402@3	RUNNING_ATOM	G407-E3402	G407-S545	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lochedy	3	CHD	ACTION:G407-E3402@3:CHD	CHD|L|O	CHD|L|O	SAME_CARD_DIRECT_HOST	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1119	RUNNING:G407-E3404@1	RUNNING_ATOM	G407-E3404	G407-S546	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedy	1	SH	ACTION:G407-E3404@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1120	RUNNING:G407-E3407@3	RUNNING_ATOM	G407-E3407	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	chcthey	3	T	ACTION:G407-E3407@3:T	E|T|Y	E|T|Y	SAME_CARD_DIRECT_HOST	CH	NONE	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	T_PHYSICAL_GRADE_TEMPER	Temperiere	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	REPHRASED	der geschriebene Grad wird vom Argument und nicht doppelt im Verb realisiert	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1121	RUNNING:G407-E3413@1	RUNNING_ATOM	G407-E3413	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cheey	1	SH	ACTION:G407-E3413@1:SH	EE|SH|Y	EE|SH|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1122	RUNNING:G407-E3414@2	RUNNING_ATOM	G407-E3414	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	2	CHD	ACTION:G407-E3414@2:CHD	CHD|L	CHD|L	SAME_CARD_DIRECT_HOST	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1123	RUNNING:G407-E3416@2	RUNNING_ATOM	G407-E3416	G407-S550	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	2	CHD	ACTION:G407-E3416@2:CHD	CHD|L	CHD|L	SAME_CARD_DIRECT_HOST	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1124	RUNNING:G407-E3417@2	RUNNING_ATOM	G407-E3417	G407-S551	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	rchedy	2	CHD	ACTION:G407-E3417@2:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	R	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1125	RUNNING:G407-E3426@1	RUNNING_ATOM	G407-E3426	G407-S552	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedy	1	SH	ACTION:G407-E3426@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1126	RUNNING:G407-E3428@2	RUNNING_ATOM	G407-E3428	G407-S553	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lshedy	2	SH	ACTION:G407-E3428@2:SH	E|L|SH	E|L|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1127	RUNNING:G407-E3433@2	RUNNING_ATOM	G407-E3433	G407-S555	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	rsheedy	2	SH	ACTION:G407-E3433@2:SH	D_ADDR|EE|SH|Y	D_ADDR|EE|SH|Y	SAME_CARD_DIRECT_HOST	R	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1128	RUNNING:G407-E3434@2	RUNNING_ATOM	G407-E3434	G407-S555	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	2	CHD	ACTION:G407-E3434@2:CHD	CHD|L	CHD|L	SAME_CARD_DIRECT_HOST	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1129	RUNNING:G407-E3439@2	RUNNING_ATOM	G407-E3439	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lched	2	CHD	ACTION:G407-E3439@2:CHD	CHD|L	CHD|L	SAME_CARD_DIRECT_HOST	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1130	RUNNING:G407-E3440@1	RUNNING_ATOM	G407-E3440	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	taiin	1	T	ACTION:G407-E3440@1:T	AIIN|T	AIIN|T	SAME_CARD_DIRECT_HOST	NONE	NONE	T_BIO_STATION_REGULATE	Reguliere die Station	T_BIO_STATION_REGULATE	Reguliere	Bad-, Becken- oder Stationsbedingung regulieren	REPHRASED	eingebautes Stationsnomen entfernt; der Host liefert Ort oder Objekt	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1131	RUNNING:G407-E3441@1	RUNNING_ATOM	G407-E3441	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedaiin	1	SH	ACTION:G407-E3441@1:SH	AIIN|E|SH	AIIN|E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1132	RUNNING:G407-E3445@1	RUNNING_ATOM	G407-E3445	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheey	1	SH	ACTION:G407-E3445@1:SH	EE|SH|Y	EE|SH|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1133	RUNNING:G407-E3449@1	RUNNING_ATOM	G407-E3449	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sain	1	S	ACTION:G407-E3449@1:S	AIN|S	AIN|S	SAME_CARD_DIRECT_HOST	NONE	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1134	RUNNING:G407-E3455@1	RUNNING_ATOM	G407-E3455	G407-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	tchedy	1	T	ACTION:G407-E3455@1:T	T	T	SAME_CARD_DIRECT_HOST	NONE	CHD	T_BIO_STATION_REGULATE	Reguliere die Station	T_BIO_STATION_REGULATE	Reguliere	Bad-, Becken- oder Stationsbedingung regulieren	REPHRASED	eingebautes Stationsnomen entfernt; der Host liefert Ort oder Objekt	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1135	RUNNING:G407-E3455@2	RUNNING_ATOM	G407-E3455	G407-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	tchedy	2	CHD	ACTION:G407-E3455@2:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	T	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1136	RUNNING:G407-E3456@3	RUNNING_ATOM	G407-E3456	G407-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lpchedy	3	CHD	ACTION:G407-E3456@3:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	P	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1137	RUNNING:G407-E3459@2	RUNNING_ATOM	G407-E3459	G407-S558	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	pchedar	2	CHD	ACTION:G407-E3459@2:CHD	AR|CHD	AR|CHD	SAME_CARD_DIRECT_HOST	P	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1138	RUNNING:G407-E3460@1	RUNNING_ATOM	G407-E3460	G407-S558	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedy	1	SH	ACTION:G407-E3460@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1139	RUNNING:G407-E3461@4	RUNNING_ATOM	G407-E3461	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qopchedy	4	CHD	ACTION:G407-E3461@4:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	P	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1140	RUNNING:G407-E3463@1	RUNNING_ATOM	G407-E3463	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheey	1	SH	ACTION:G407-E3463@1:SH	EE|SH|Y	EE|SH|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1141	RUNNING:G407-E3465@1	RUNNING_ATOM	G407-E3465	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shol	1	SH	ACTION:G407-E3465@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
1142	RUNNING:G407-E3466@3	RUNNING_ATOM	G407-E3466	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchs	3	S	ACTION:G407-E3466@3:S	S	S	SAME_CARD_DIRECT_HOST	CH	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
