event_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	written_slot_count	target_slot_count	target_roots	gdt584_rule_ids	anchored_host_count	packet_membership_host_count	gdt584_polished_event_clause_de	gdt584_local_written_slot_ids	gdt584_guard
699	G407-E2392	G407-S310	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	shdy	3	1	SH	SH_REST_HOLD	1	1	Halte den Stationsansatz an der Stations-Arbeitsstelle.	RUNNING:G407-E2392@1|RUNNING:G407-E2392@2|RUNNING:G407-E2392@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
700	G407-E2393	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais	7	1	S	S_REST_SELECT	3	3	Wende an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken an. Fahre im selben Arbeitsgang fort. Wähle die Einheit auf der Anwendungsstufe und an der Stations-Hauptstelle aus.	RUNNING:G407-E2393@1|RUNNING:G407-E2393@2|RUNNING:G407-E2393@3|RUNNING:G407-E2393@4|RUNNING:G407-E2393@5|RUNNING:G407-E2393@6|RUNNING:G407-E2393@7	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
701	G407-E2397	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	5	1	CHD	CHD_BIO_TREAT	2	2	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Behandle den Stationsansatz.	RUNNING:G407-E2397@1|RUNNING:G407-E2397@2|RUNNING:G407-E2397@3|RUNNING:G407-E2397@4|RUNNING:G407-E2397@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
702	G407-E2398	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	5	1	CHD	CHD_BIO_TREAT	2	2	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Behandle den Stationsansatz.	RUNNING:G407-E2398@1|RUNNING:G407-E2398@2|RUNNING:G407-E2398@3|RUNNING:G407-E2398@4|RUNNING:G407-E2398@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
703	G407-E2399	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dylches	6	1	S	S_REST_SELECT	2	2	Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab. Wähle die Einheit aus.	RUNNING:G407-E2399@1|RUNNING:G407-E2399@2|RUNNING:G407-E2399@3|RUNNING:G407-E2399@4|RUNNING:G407-E2399@5|RUNNING:G407-E2399@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
704	G407-E2402	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tolchd	3	2	CHD|T	CHD_BIO_TREAT|T_BIO_STATION_REGULATE	3	3	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken.	RUNNING:G407-E2402@1|RUNNING:G407-E2402@2|RUNNING:G407-E2402@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
705	G407-E2404	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz und das Stations- oder Badmaß im Bad auf Grad I.	RUNNING:G407-E2404@1|RUNNING:G407-E2404@2|RUNNING:G407-E2404@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
706	G407-E2408	G407-S313	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chdy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E2408@1|RUNNING:G407-E2408@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
707	G407-E2410	G407-S313	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chetey	5	1	T	T_PHYSICAL_GRADE_TEMPER	2	2	Entnimm oder lass auf Grad I ab. Temperiere den Stationsansatz auf Grad I.	RUNNING:G407-E2410@1|RUNNING:G407-E2410@2|RUNNING:G407-E2410@3|RUNNING:G407-E2410@4|RUNNING:G407-E2410@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
708	G407-E2411	G407-S313	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sal	2	1	S	S_BIO_DIVERT	1	1	Leite den Strom zur Zielstation oder ins Zielbecken um.	RUNNING:G407-E2411@1|RUNNING:G407-E2411@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
709	G407-E2414	G407-S314	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E2414@1|RUNNING:G407-E2414@2|RUNNING:G407-E2414@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
710	G407-E2416	G407-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E2416@1|RUNNING:G407-E2416@2|RUNNING:G407-E2416@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
711	G407-E2417	G407-S316	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shcthey	5	2	SH|T	SH_REST_HOLD|T_PHYSICAL_GRADE_TEMPER	3	3	Halte den Zustand. Entnimm oder lass ab. Temperiere den Stationsansatz auf Grad I.	RUNNING:G407-E2417@1|RUNNING:G407-E2417@2|RUNNING:G407-E2417@3|RUNNING:G407-E2417@4|RUNNING:G407-E2417@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
712	G407-E2421	G407-S318	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solteedy	4	1	T	T_PHYSICAL_GRADE_TEMPER	4	4	Fahre im selben Arbeitsgang fort. Temperiere. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	RUNNING:G407-E2421@1|RUNNING:G407-E2421@2|RUNNING:G407-E2421@3|RUNNING:G407-E2421@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
713	G407-E2424	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle das Stations- oder Badmaß.	RUNNING:G407-E2424@1|RUNNING:G407-E2424@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
714	G407-E2425	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E2425@1|RUNNING:G407-E2425@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
715	G407-E2426	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedaiin	3	1	SH	SH_BIO_BATHE	1	1	Halte das Stations- oder Badmaß im Bad auf Grad I.	RUNNING:G407-E2426@1|RUNNING:G407-E2426@2|RUNNING:G407-E2426@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
716	G407-E2427	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shealol	4	1	SH	SH_REST_HOLD	3	3	Halte den Zustand zur Zielstation oder ins Zielbecken. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E2427@1|RUNNING:G407-E2427@2|RUNNING:G407-E2427@3|RUNNING:G407-E2427@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
717	G407-E2428	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ched	1	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Ansatz.	RUNNING:G407-E2428@1	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
718	G407-E2431	G407-S322	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad II. Schließe den Arbeitsgang.	RUNNING:G407-E2431@1|RUNNING:G407-E2431@2|RUNNING:G407-E2431@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
719	G407-E2432	G407-S323	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shol	2	1	SH	SH_REST_HOLD	2	2	Halte den Zustand. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E2432@1|RUNNING:G407-E2432@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
720	G407-E2433	G407-S323	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tedy	3	1	T	T_PHYSICAL_GRADE_TEMPER	2	2	Temperiere auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E2433@1|RUNNING:G407-E2433@2|RUNNING:G407-E2433@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
721	G407-E2434	G407-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E2434@1|RUNNING:G407-E2434@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
722	G407-E2435	G407-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheedy	5	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung.	RUNNING:G407-E2435@1|RUNNING:G407-E2435@2|RUNNING:G407-E2435@3|RUNNING:G407-E2435@4|RUNNING:G407-E2435@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
723	G407-E2438	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E2438@1|RUNNING:G407-E2438@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
724	G407-E2439	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sokcheey	5	1	S	S_REST_SELECT	3	3	Wähle die Einheit aus. Beschicke oder bereite vor. Entnimm oder lass den Stationsansatz auf Grad II ab.	RUNNING:G407-E2439@1|RUNNING:G407-E2439@2|RUNNING:G407-E2439@3|RUNNING:G407-E2439@4|RUNNING:G407-E2439@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
725	G407-E2440	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sain	2	1	S	S_REST_SELECT	1	1	Wähle die Anwendungsportion aus.	RUNNING:G407-E2440@1|RUNNING:G407-E2440@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
726	G407-E2441	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheeol	3	1	SH	SH_REST_HOLD	3	3	Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E2441@1|RUNNING:G407-E2441@2|RUNNING:G407-E2441@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
727	G407-E2444	G407-S326	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E2444@1|RUNNING:G407-E2444@2|RUNNING:G407-E2444@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
728	G407-E2448	G407-S330	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E2448@1|RUNNING:G407-E2448@2|RUNNING:G407-E2448@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
729	G407-E2450	G407-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E2450@1|RUNNING:G407-E2450@2|RUNNING:G407-E2450@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
730	G407-E2452	G407-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	4	2	SH|T	SH_BIO_BATHE|T_AFTER_SH_COOL	2	2	Halte im Bad auf Grad II. Lass den Stationsansatz anschließend abkühlen.	RUNNING:G407-E2452@1|RUNNING:G407-E2452@2|RUNNING:G407-E2452@3|RUNNING:G407-E2452@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
731	G407-E2455	G407-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	3	1	CHD	CHD_BIO_TREAT	2	2	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	RUNNING:G407-E2455@1|RUNNING:G407-E2455@2|RUNNING:G407-E2455@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
732	G407-E2457	G407-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sshedy	4	2	S|SH	SH_BIO_BATHE|S_BIO_DIVERT	3	3	Leite den Strom über den Stationskontakt oder die Leitung um. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E2457@1|RUNNING:G407-E2457@2|RUNNING:G407-E2457@3|RUNNING:G407-E2457@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
733	G407-E2459	G407-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle das Stations- oder Badmaß und den Stationsansatz.	RUNNING:G407-E2459@1|RUNNING:G407-E2459@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
734	G407-E2461	G407-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E2461@1|RUNNING:G407-E2461@2|RUNNING:G407-E2461@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
735	G407-E2462	G407-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qolcheedy	4	1	SH	SH_REST_HOLD	4	4	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	RUNNING:G407-E2462@1|RUNNING:G407-E2462@2|RUNNING:G407-E2462@3|RUNNING:G407-E2462@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
736	G407-E2468	G407-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheed	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle.	RUNNING:G407-E2468@1|RUNNING:G407-E2468@2|RUNNING:G407-E2468@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
737	G407-E2470	G407-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	saiin	2	1	S	S_REST_SELECT	1	1	Wähle das Stations- oder Badmaß aus.	RUNNING:G407-E2470@1|RUNNING:G407-E2470@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
738	G407-E2471	G407-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	4	2	SH|T	SH_BIO_BATHE|T_AFTER_SH_COOL	2	2	Halte im Bad auf Grad II. Lass den Stationsansatz anschließend abkühlen.	RUNNING:G407-E2471@1|RUNNING:G407-E2471@2|RUNNING:G407-E2471@3|RUNNING:G407-E2471@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
739	G407-E2476	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lshey	4	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz und die Becken- oder Körpereinheit im Bad auf Grad I und über den Stationskontakt oder die Leitung.	RUNNING:G407-E2476@1|RUNNING:G407-E2476@2|RUNNING:G407-E2476@3|RUNNING:G407-E2476@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
740	G407-E2480	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chees	3	1	SH	SH_BIO_BATHE	1	1	Halte im Bad auf Grad II und an der Stations-Endstelle.	RUNNING:G407-E2480@1|RUNNING:G407-E2480@2|RUNNING:G407-E2480@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
741	G407-E2481	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheckhedy	6	1	SH	SH_BIO_BATHE	4	4	Halte im Bad auf Grad I. Entnimm oder lass ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	RUNNING:G407-E2481@1|RUNNING:G407-E2481@2|RUNNING:G407-E2481@3|RUNNING:G407-E2481@4|RUNNING:G407-E2481@5|RUNNING:G407-E2481@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
742	G407-E2487	G407-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheey	4	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung.	RUNNING:G407-E2487@1|RUNNING:G407-E2487@2|RUNNING:G407-E2487@3|RUNNING:G407-E2487@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
743	G407-E2495	G407-S345	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheal	3	1	SH	SH_BIO_BATHE	1	1	Halte im Bad auf Grad I und zur Zielstation oder ins Zielbecken.	RUNNING:G407-E2495@1|RUNNING:G407-E2495@2|RUNNING:G407-E2495@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
744	G407-E2499	G407-S346	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad II.	RUNNING:G407-E2499@1|RUNNING:G407-E2499@2|RUNNING:G407-E2499@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
745	G407-E2501	G407-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dalchedy	3	1	CHD	CHD_BIO_TREAT	2	2	Behandle den Ansatz zur Zielstation oder ins Zielbecken. Schließe den Arbeitsgang.	RUNNING:G407-E2501@1|RUNNING:G407-E2501@2|RUNNING:G407-E2501@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
746	G407-E2502	G407-S348	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle das Stations- oder Badmaß.	RUNNING:G407-E2502@1|RUNNING:G407-E2502@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
747	G407-E2503	G407-S348	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E2503@1|RUNNING:G407-E2503@2|RUNNING:G407-E2503@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
748	G407-E2507	G407-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E2507@1|RUNNING:G407-E2507@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
749	G407-E2508	G407-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shear	3	1	SH	SH_BIO_BATHE	1	1	Halte das Stations- oder Badmaß und den Stationsansatz im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken.	RUNNING:G407-E2508@1|RUNNING:G407-E2508@2|RUNNING:G407-E2508@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
750	G407-E2512	G407-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	3	1	CHD	CHD_BIO_TREAT	2	2	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	RUNNING:G407-E2512@1|RUNNING:G407-E2512@2|RUNNING:G407-E2512@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
751	G407-E2516	G407-S353	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle das Stations- oder Badmaß.	RUNNING:G407-E2516@1|RUNNING:G407-E2516@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
