event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_previous_context_de	direction_revision_source	direction_revision_strength	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_previous_context_de	quantity_revision_source	quantity_revision_strength	workshop_slots	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_previous_context_de	state_endpoint_revision_family	state_endpoint_revision_strength	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_previous_context_de	filtration_revision_family	filtration_revision_strength	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_previous_context_de	application_revision_family	application_revision_strength	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_previous_context_de	r3_revision_family	r3_revision_strength	r3_revision_note
199	E199	B2	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	char	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	Aus demselben Vorrat	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ar=aus	aus	aus demselben Ansatz	Daraus, aus demselben Ansatz	DIRECTION_WORKSHOP	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	SOURCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	Aus demselben Vorrat	UNCHANGED	UNCHANGED	NOT_APPLICABLE
200	E200	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	okain	OK+AIN_PORTION	OK=in Arbeit setzen; AIN=Portion	eine Portion zugeben	Eine Portion zugeben	CONTINUES_ACROSS_LINE	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIN	OK=in den laufenden Arbeitsgang setzen; abgegrenzte Portion	eine Portion einsetzen oder zugeben	Eine Portion einsetzen oder zugeben	QUANTITY_COMPOSITION	SELECTED_PRODUCTIVE	QUANTITY+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIN_PORTION	OK=in Arbeit setzen; AIN=Portion	eine Portion zugeben	Eine Portion zugeben	UNCHANGED	UNCHANGED	NOT_APPLICABLE
201	E201	B2	f82r	f82r.19	F057	B2-S011	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+DY_CLOSE	OK=einsetzen; EE=anhaltend; Endkarte=Schluss	länger einweichen; Schluss	Länger einweichen; Schluss	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
202	E202	B2	f82r	f82r.19	F058	B2-S012	0ab57b7166de99db3a55	lchy	LCH_WITHDRAW+Y_REFERENT	LCH=abziehen; Y=laufender Posten	den laufenden Posten abziehen	Ziehe den laufenden Flüssigkeitsposten ab	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	lch=ablassen + y=Ansatz	ablassen + Ansatz	klare Flüssigkeit abziehen	Ziehe die klare Flüssigkeit ab	Y_CHY	SELECTED_THIN					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+FLOW_TRANSFER					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	LCH+Y_REFERENT	LCH=abziehen; Y=laufender Posten	den flüssigen Anteil des laufenden Postens abziehen	Den flüssigen Anteil des laufenden Postens abziehen	WITHDRAW_NOT_PRODUCT	SELECTED_SINGLETON_COMPOSITION	The following SHEY supplies clear extract; liquid is local context, not part of LCHY.
203	E203	B2	f82r	f82r.23	F059	B2-S012	b5df9126607030b95175	cheey	SHEY_CLEAR_EXTRACT_WHOLE_CARD	CHEEY|SHEY=Klarauszug	Klarauszug	Klarauszug	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	PREPARATION					UNCHANGED	UNCHANGED	sh-/ch-=klar + ey=Wasser	klar + Wasser	klare Flüssigkeit	Den örtlichen Prüfzustand der Charge feststellen	CLEAR_EXTRACT	SELECTED_RECURRENT_WHOLE_CARD					UNCHANGED	UNCHANGED	SHEY_CLEAR_EXTRACT_WHOLE_CARD	CHEEY|SHEY=Klarauszug	Klarauszug	Klarauszug	UNCHANGED	UNCHANGED	NOT_APPLICABLE
204	E204	B2	f82r	f82r.23	F059	B2-S012	6b89d6dd70635bc60fe0	qcthey	CTH_READY+GRADE_1+Y_CURRENT_ITEM	CTH=gebrauchsfertig; E=kurz halten; Y=aktueller Posten	den laufenden Posten gebrauchsfertig halten	Den laufenden Posten gebrauchsfertig halten	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	cthey=bei gleicher Einstellung	bei gleicher Einstellung	bei gleicher Einstellung	Unter derselben Einstellung	RECURRENT_COMPOSITION	SELECTED_PROVISIONAL_COMPOSITION					UNCHANGED	UNCHANGED	OWNER_ITEM+STATE_GRADE	Q_S_RENDERER+CTH_READY+E_HOLD+Y_REFERENT	CTH=bereit; E=halten; Y=laufender Posten	den laufenden Posten bereit halten	Den laufenden Posten bereit halten	CTH_READY_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CTH_READY+GRADE_1+Y_CURRENT_ITEM	CTH=gebrauchsfertig; E=kurz halten; Y=aktueller Posten	den laufenden Posten gebrauchsfertig halten	Den laufenden Posten gebrauchsfertig halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
205	E205	B2	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	CONTINUES_ACROSS_LINE	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+EE+Y	E-Grad=SUSTAINED_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz anhaltend in Kontakt halten	Aktiven Ansatz anhaltend in Kontakt halten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+STATE_GRADE	OK+E_GRADE_2+Y_REFERENT	OK=in Arbeit setzen; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten anhaltend in Kontakt halten	Den laufenden Posten anhaltend in Kontakt halten	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+Y_CURRENT_ITEM	OK=einsetzen; EE=anhaltend; Y=aktueller Posten	den laufenden Posten länger einwirken lassen	Den laufenden Posten länger einwirken lassen	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
206	E206	B2	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	lcheey	LCHEEY_WET_SITE_WHOLE_CARD	LCHEEY=benetzte Stelle	benetzte Stelle	Benetzte Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	lcheey=benetzte Körperstelle	benetzte Körperstelle	benetzte Körperstelle	Der benetzte Körperbereich	APPLICATION_SITE_DECK	SELECTED_SINGLETON_WHOLE_CARD	LCHEEY_WET_SITE_WHOLE_CARD	LCHEEY=benetzte Stelle	benetzte Stelle	Benetzte Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
207	E207	B2	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	daiin	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
208	E208	B2	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	chey	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	Y_REFERENT	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
209	E209	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	qokeeedy	OK+GRADE_3+DY_CLOSE	OK=einsetzen; EEE=vollständig; Endkarte=Schluss	vollständig durchtränken; Schluss	Vollständig durchtränken; Schluss	CONTINUES_ACROSS_LINE	okeee=durchtränken + dy=Ende	durchtränken + Ende	vollständig benetzen; Ende	Benetze den bezeichneten Körperbereich vollständig und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE_WEAK_TOP_GRADE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE	OK+EEE+DY	E-Grad=THOROUGH_COMPLETE_CONTACT; Zustand=CLOSED	vollständig durchtränken und den Schritt abschließen	Vollständig durchtränken und den Schritt abschließen	OK_STATE_GRID	SELECTED_THIN_TOP_GRADE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+GRADE_3+DY_CLOSE	OK=einsetzen; EEE=vollständig; Endkarte=Schluss	vollständig durchtränken; Schluss	Vollständig durchtränken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
210	E210	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	DIRECTION_WORKSHOP	SELECTED_STRONG					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
211	E211	B2	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	lar	lar=unterer Ablauf	unterer Ablauf	unterer Ablauf	Schließe den unteren Ablauf	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	lar=unterer Ablauf	unterer Ablauf	unterer Ablauf	Schließe den unteren Ablauf	UNCHANGED	UNCHANGED	NOT_APPLICABLE
212	E212	B2	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	tshey	TSHEY_RINSE_LIQUID_WHOLE_CARD	TSHEY=Spülflüssigkeit	Spülflüssigkeit	Spülflüssigkeit	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	PREPARATION					UNCHANGED	UNCHANGED	tshey=Spülung beginnen	Spülung beginnen	Spülung beginnen	Beginne die Spülung	RINSE_NOMENCLATOR	SELECTED_SINGLETON_WHOLE_CARD					UNCHANGED	UNCHANGED	TSHEY_RINSE_LIQUID_WHOLE_CARD	TSHEY=Spülflüssigkeit	Spülflüssigkeit	Spülflüssigkeit	UNCHANGED	UNCHANGED	NOT_APPLICABLE
213	E213	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+DY_CLOSE	OK=einsetzen; EE=anhaltend; Endkarte=Schluss	länger einweichen; Schluss	Länger einweichen; Schluss	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
214	E214	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	AL_SITE	AL=Stelle	Stelle	Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	DIRECTION_WORKSHOP	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AL_TARGET	AL=Ziel- oder Arbeitsstelle; an/zu	Zielstelle	Zielstelle	AL_SITE	SELECTED_RECURRENT_CORE	AL_SITE	AL=Stelle	Stelle	Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
215	E215	B2	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	lchedar	L+CHED+AR_SOURCE	L+CHED=hinausführen; AR=Quelle	aus der Quelle hinausführen	Aus der Quelle hinausführen	CONTINUES_ACROSS_LINE	lchedar=kühles Wasser	kühles Wasser	kühles Wasser	Kühles Wasser	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED	L+CHED+AR	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; AR=aus oder von	aus einer Quelle oder Station abführen	Aus einer Quelle oder Station abführen	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL					UNCHANGED	UNCHANGED	SOURCE+OPERATION+FLOW_TRANSFER					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	L+CHED+AR_SOURCE	L+CHED=hinausführen; AR=Quelle	aus der Quelle hinausführen	Aus der Quelle hinausführen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
216	E216	B2	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	ches	ches=gleiche Anteile	gleiche Anteile	gleiche Anteile	Zu gleichen Anteilen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ches=gleiche Anteile	gleiche Anteile	gleiche Anteile	Zu gleichen Anteilen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
217	E217	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	aiin	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
218	E218	B2	f82r	f82r.26	F063	B2-S016	5d5e0b288cf36864ed9d	oteey	OT_NEXT+GRADE_2+Y_CURRENT_ITEM	OT=danach; EE=anhaltend; Y=aktueller Posten	den nächsten Posten länger einwirken lassen	Den nächsten Posten länger einwirken lassen	CONTINUES_ACROSS_LINE	oteey=Badezusatz	Badezusatz	Badezusatz	Der vorbereitete Bade- oder Waschzusatz	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION	OT+EE+Y	E-Grad=SUSTAINED_HOLD; Zustand=OPEN_ACTIVE	danach anhaltend einwirken lassen; Arbeitszustand offen	Danach anhaltend einwirken lassen; Arbeitszustand offen	Y_CHY	SELECTED_CONTEXT_BOUND					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+STATE_GRADE	OT+E_GRADE_2+Y_REFERENT	OT=danach; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten danach anhaltend einwirken lassen	Den laufenden Posten danach anhaltend einwirken lassen	OT_STATE_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT_NEXT+GRADE_2+Y_CURRENT_ITEM	OT=danach; EE=anhaltend; Y=aktueller Posten	den nächsten Posten länger einwirken lassen	Den nächsten Posten länger einwirken lassen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
219	E219	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	MEASURE_COMPOSITION	SELECTED_PRODUCTIVE	QUANTITY+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
220	E220	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	okey	OK+GRADE_1+Y_REFERENT	OK=ansetzen; E=kurz; Y=laufender Posten	kurz anlegen	Kurz anlegen	CONTINUES_ACROSS_LINE	ok=geben + ey=Wasser	geben + Wasser	Wasser zugeben	warmes Wasser	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+E+Y	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz kurz anlegen oder benetzen	Aktiven Ansatz kurz anlegen oder benetzen	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+STATE_GRADE	OK+E_GRADE_1+Y_REFERENT	OK=in Arbeit setzen; E=kurzer Kontakt; Y=laufender Posten	den laufenden Posten kurz anlegen oder benetzen	Den laufenden Posten kurz anlegen oder benetzen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_1+Y_CURRENT_ITEM	OK=einsetzen; E=kurz; Y=aktueller Posten	den laufenden Posten kurz anlegen	Den laufenden Posten kurz anlegen	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_1+Y_REFERENT	OK=ansetzen; E=kurz; Y=laufender Posten	kurz anlegen	Kurz anlegen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
221	E221	B2	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	pchedy	P+CHED+DY_TERMINAL	P=hinein; CHED=führen; DY=Schluss	hineinführen; Schluss	Hineinführen; Schluss	CONTINUES_ACROSS_LINE	pche=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	CHED_PARADIGM	LOW	P+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; P=ein oder zum Empfänger; provisorisch; umhüllte DY-Abschlusskonstruktion	in den Empfänger überführen; Schluss	In den Empfänger überführen; Schluss	TRANSFER_ORDER	SELECTED_CONTEXT_BOUND	P+CHED+DY_TERMINAL	P+CHED=in oder zum Empfänger führen; DY=Schlusskonstruktion	in den Empfänger einführen; Schluss	In den Empfänger einführen; Schluss	DIRECTION_WORKSHOP	SELECTED_THIN_CONTRAST					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	P+CHED+DY_TERMINAL	P=hinein; CHED=führen; DY=Schluss	hineinführen; Schluss	Hineinführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
222	E222	B2	f82r	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	rsheal	RSHEAL_WARM_BATH_WATER_WHOLE_CARD	RSHEAL=warmes Badwasser	warmes Badwasser	Gieße warmes Badwasser ein	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	PREPARATION+STATE_GRADE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	rsheal=warmes Wasser	warmes Wasser	warmes Wasser	Gieße das erwärmte Wasser ein	WATER_MEDIUM	SELECTED_SINGLETON_WHOLE_CARD	The lower-pool owner and following second opening make bathwater the concrete local choice.
223	E223	B2	f82r	f82r.27	F065	B2-S017	78b3b3140714da19090d	daldy	dal=zweite Öffnung + dy=Ende	zweite Öffnung + Ende	zweite Öffnung; Ende	Wiederhole es an der zweiten Öffnung und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	dal=zweite Öffnung + dy=Ende	zweite Öffnung + Ende	zweite Öffnung; Ende	Wiederhole es an der zweiten Öffnung und beende den Schritt	UNCHANGED	UNCHANGED	NOT_APPLICABLE
224	E224	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+DY_CLOSE	OK=einsetzen; EE=anhaltend; Endkarte=Schluss	länger einweichen; Schluss	Länger einweichen; Schluss	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
225	E225	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	rshedy	RSHE_WASH_WHOLE_CARD+DY_CLOSE	RSHE=Waschung; Endkarte=Schluss	Waschung; Schluss	Führe die Waschung aus; Schluss	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	rshe=Teil als Waschung + dy=Ende	Teil als Waschung + Ende	Teil als Waschung	Verwende den Anteil als örtliche Waschung und beende den Schritt	SENTENCE_CLOSE_REPAIR	SELECTED_EXISTING_COMPONENT	OPERATION+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	RSHE_WASH_PART+DY_TERMINAL	RSHE=Teil als Waschung; DY=Schluss	Teil als Waschung; Schluss	Teil als Waschung; Schluss	APPLICATION_ACTION_DECK	SELECTED_SINGLETON_WHOLE_CARD	RSHE_WASH_WHOLE_CARD+DY_CLOSE	RSHE=Waschung; Endkarte=Schluss	Waschung; Schluss	Führe die Waschung aus; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
