statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	application_revised_event_count	surface_sequence	card_sequence_de	event_slot_trace	canonical_slots_present	workshop_sentence_de	physical_line_note	r3_medium_revised_event_count	r3_revision_families	r3_previous_card_sequence_de	r3_previous_workshop_sentence_de	selected_medium_revised_event_count	selected_medium_families	selected_previous_card_sequence_de	selected_previous_workshop_sentence_de
B2-S012	B2	f82r	f82r.19|f82r.23	F058|F059	E202|E203|E204|E205|E206|E207|E208|E209	8	2	lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy	den laufenden Posten abziehen · Klarauszug · den laufenden Posten gebrauchsfertig halten · länger halten · benetzte Stelle · vorgeschriebenes Maß · dieser Arbeitsposten · vollständig durchtränken; Schluss	E202[OWNER_ITEM+OPERATION+FLOW_TRANSFER] | E203[PREPARATION+STATE_GRADE] | E204[OWNER_ITEM+STATE_GRADE] | E205[OWNER_ITEM+OPERATION+STATE_GRADE] | E206[TARGET] | E207[QUANTITY] | E208[OWNER_ITEM] | E209[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OWNER_ITEM>OPERATION>FLOW_TRANSFER>PREPARATION>STATE_GRADE>TARGET>QUANTITY>CLOSE	Ziehe den laufenden Flüssigkeitsposten ab; Klarauszug; Den laufenden Posten gebrauchsfertig halten; Länger halten; Benetzte Stelle; Vorgeschriebenes Maß; Dieser Arbeitsposten; Vollständig durchtränken; Schluss	CONTINUES_ACROSS_LINE	1	WITHDRAW_NOT_PRODUCT	den flüssigen Anteil des laufenden Postens abziehen · Klarauszug · den laufenden Posten gebrauchsfertig halten · länger halten · benetzte Stelle · vorgeschriebenes Maß · dieser Arbeitsposten · vollständig durchtränken; Schluss	Den flüssigen Anteil des laufenden Postens abziehen; Klarauszug; Den laufenden Posten gebrauchsfertig halten; Länger halten; Benetzte Stelle; Vorgeschriebenes Maß; Dieser Arbeitsposten; Vollständig durchtränken; Schluss	1	PRODUCT_WHOLE_CARD	den laufenden Posten abziehen · Klarauszug · den laufenden Posten gebrauchsfertig halten · länger halten · benetzte Stelle · vorgeschriebenes Maß · dieser Arbeitsposten · vollständig durchtränken; Schluss	Ziehe den laufenden Flüssigkeitsposten ab; Klarauszug; Den laufenden Posten gebrauchsfertig halten; Länger halten; Benetzte Stelle; Vorgeschriebenes Maß; Dieser Arbeitsposten; Vollständig durchtränken; Schluss
B2-S013	B2	f82r	f82r.23	F060	E210	1	0	lchedy	hinausführen; Schluss	E210[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	hinausführen; Schluss	Hinausführen; Schluss	0	R3_ACCEPTED	hinausführen; Schluss	Hinausführen; Schluss
B2-S014	B2	f82r	f82r.23	F061	E211	1	0	lar	unterer Ablauf	E211[OPERATION]	OPERATION	Schließe den unteren Ablauf	CONTINUES_ACROSS_LINE	0	UNCHANGED	unterer Ablauf	Schließe den unteren Ablauf	0	R3_ACCEPTED	unterer Ablauf	Schließe den unteren Ablauf
B2-S015	B2	f82r	f82r.26	F062	E212|E213	2	1	tshey · qokeedy	Spülwasser · länger einwirken; Schluss	E212[MEDIUM] | E213[OPERATION+STATE_GRADE+CLOSE]	MEDIUM>OPERATION>STATE_GRADE>CLOSE	Spülwasser; Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Spülflüssigkeit · länger einwirken; Schluss	Spülflüssigkeit; Länger einwirken; Schluss	1	WATER_WHOLE_CARD	Spülflüssigkeit · länger einwirken; Schluss	Spülflüssigkeit; Länger einwirken; Schluss
B2-S016	B2	f82r	f82r.26|f82r.27	F063|F064	E214|E215|E216|E217|E218|E219|E220|E221	8	2	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	Stelle · aus der Quelle hinausführen · gleiche Anteile · vorgeschriebenes Maß · den nächsten Posten länger einwirken lassen · auf das vorgeschriebene Maß einstellen · kurz anlegen · hineinführen; Schluss	E214[TARGET] | E215[SOURCE+OPERATION+FLOW_TRANSFER] | E216[OWNER_ITEM] | E217[QUANTITY] | E218[OWNER_ITEM+STATE_GRADE] | E219[QUANTITY+OPERATION] | E220[OWNER_ITEM+OPERATION+STATE_GRADE] | E221[OPERATION+FLOW_TRANSFER+CLOSE]	TARGET>SOURCE>OPERATION>FLOW_TRANSFER>OWNER_ITEM>QUANTITY>STATE_GRADE>CLOSE	Stelle; Aus der Quelle hinausführen; Zu gleichen Anteilen; Vorgeschriebenes Maß; Den nächsten Posten länger einwirken lassen; Auf das vorgeschriebene Maß einstellen; Kurz anlegen; Hineinführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Stelle · aus der Quelle hinausführen · gleiche Anteile · vorgeschriebenes Maß · den nächsten Posten länger einwirken lassen · auf das vorgeschriebene Maß einstellen · kurz anlegen · hineinführen; Schluss	Stelle; Aus der Quelle hinausführen; Zu gleichen Anteilen; Vorgeschriebenes Maß; Den nächsten Posten länger einwirken lassen; Auf das vorgeschriebene Maß einstellen; Kurz anlegen; Hineinführen; Schluss	0	R3_ACCEPTED	Stelle · aus der Quelle hinausführen · gleiche Anteile · vorgeschriebenes Maß · den nächsten Posten länger einwirken lassen · auf das vorgeschriebene Maß einstellen · kurz anlegen · hineinführen; Schluss	Stelle; Aus der Quelle hinausführen; Zu gleichen Anteilen; Vorgeschriebenes Maß; Den nächsten Posten länger einwirken lassen; Auf das vorgeschriebene Maß einstellen; Kurz anlegen; Hineinführen; Schluss
B2-S017	B2	f82r	f82r.27	F065	E222|E223	2	0	rsheal · daldy	Warmwasser · zweite Öffnung; Ende	E222[MEDIUM] | E223[CLOSE]	MEDIUM>CLOSE	Warmwasser einlassen; Wiederhole es an der zweiten Öffnung und beende den Schritt	CONTINUES_ACROSS_LINE	1	WATER_MEDIUM	warmes Wasser · zweite Öffnung; Ende	Gieße das erwärmte Wasser ein; Wiederhole es an der zweiten Öffnung und beende den Schritt	1	WATER_WHOLE_CARD	warmes Badwasser · zweite Öffnung; Ende	Gieße warmes Badwasser ein; Wiederhole es an der zweiten Öffnung und beende den Schritt
B2-S018	B2	f82r	f82r.27	F066	E224	1	1	qokeedy	länger einwirken; Schluss	E224[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	länger einwirken; Schluss	Länger einwirken; Schluss	0	R3_ACCEPTED	länger einwirken; Schluss	Länger einwirken; Schluss
B2-S019	B2	f82r	f82r.27	F067	E225	1	1	rshedy	Waschung; Schluss	E225[OPERATION+CLOSE]	OPERATION>CLOSE	Führe die Waschung aus; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Waschung; Schluss	Führe die Waschung aus; Schluss	0	R3_ACCEPTED	Waschung; Schluss	Führe die Waschung aus; Schluss
B2-S020	B2	f82r	f82r.27	F068	E226	1	0	qoteedy	danach länger einwirken lassen; Schluss	E226[CLOSE+STATE_GRADE]	CLOSE>STATE_GRADE	Danach länger einwirken lassen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss	0	R3_ACCEPTED	danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss
B2-S021	B2	f82r	f82r.27	F069	E227	1	1	qokeedy	länger einwirken; Schluss	E227[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	länger einwirken; Schluss	Länger einwirken; Schluss	0	R3_ACCEPTED	länger einwirken; Schluss	Länger einwirken; Schluss
B2-S022	B2	f82r	f82r.27	F070	E228	1	0	lochedy	den Rest hinausführen; Schluss	E228[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Den Rest hinausführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	den Rest hinausführen; Schluss	Den Rest hinausführen; Schluss	0	R3_ACCEPTED	den Rest hinausführen; Schluss	Den Rest hinausführen; Schluss
B3-S001	B3	f83r	f83r.3	F071	E229	1	0	olkeedy	länger auffangen; Schluss	E229[TARGET+STATE_GRADE+CLOSE]	TARGET>STATE_GRADE>CLOSE	Länger auffangen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	länger auffangen; Schluss	Länger auffangen; Schluss	0	R3_ACCEPTED	länger auffangen; Schluss	Länger auffangen; Schluss
B3-S002	B3	f83r	f83r.3	F072	E230|E231	2	1	qotal · chkeedy	danach zur Stelle · länger warm halten; Schluss	E230[TARGET] | E231[CLOSE+STATE_GRADE]	TARGET>CLOSE>STATE_GRADE	Danach zur Stelle; Länger warm halten; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	danach zur Stelle · länger warm halten; Schluss	Danach zur Stelle; Länger warm halten; Schluss	0	R3_ACCEPTED	danach zur Stelle · länger warm halten; Schluss	Danach zur Stelle; Länger warm halten; Schluss
B3-S003	B3	f83r	f83r.3	F073	E232|E233|E234|E235	4	0	chey · daiin · chey · lchedy	dieser Arbeitsposten · vorgeschriebenes Maß · dieser Arbeitsposten · hinausführen; Schluss	E232[OWNER_ITEM] | E233[QUANTITY] | E234[OWNER_ITEM] | E235[OPERATION+FLOW_TRANSFER+CLOSE]	OWNER_ITEM>QUANTITY>OPERATION>FLOW_TRANSFER>CLOSE	Dieser Arbeitsposten; Vorgeschriebenes Maß; Dieser Arbeitsposten; Hinausführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	dieser Arbeitsposten · vorgeschriebenes Maß · dieser Arbeitsposten · hinausführen; Schluss	Dieser Arbeitsposten; Vorgeschriebenes Maß; Dieser Arbeitsposten; Hinausführen; Schluss	0	R3_ACCEPTED	dieser Arbeitsposten · vorgeschriebenes Maß · dieser Arbeitsposten · hinausführen; Schluss	Dieser Arbeitsposten; Vorgeschriebenes Maß; Dieser Arbeitsposten; Hinausführen; Schluss
B3-S004	B3	f83r	f83r.3	F074	E236|E237|E238	3	1	qokaiin · qotal · dar	auf das vorgeschriebene Maß einstellen · danach zur Stelle · aus demselben Vorrat	E236[QUANTITY+OPERATION] | E237[TARGET] | E238[SOURCE]	QUANTITY>OPERATION>TARGET>SOURCE	Auf das vorgeschriebene Maß einstellen; Danach zur Stelle; Aus demselben Vorrat	CONTINUES_ACROSS_LINE	0	UNCHANGED	auf das vorgeschriebene Maß einstellen · danach zur Stelle · aus demselben Vorrat	Auf das vorgeschriebene Maß einstellen; Danach zur Stelle; Aus demselben Vorrat	0	R3_ACCEPTED	auf das vorgeschriebene Maß einstellen · danach zur Stelle · aus demselben Vorrat	Auf das vorgeschriebene Maß einstellen; Danach zur Stelle; Aus demselben Vorrat
B3-S005	B3	f83r	f83r.6	F075	E239	1	0	schedy	Arbeitsbewegung abschließen	E239[OPERATION+CLOSE]	OPERATION>CLOSE	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	0	UNCHANGED	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	0	R3_ACCEPTED	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen
B3-S006	B3	f83r	f83r.6	F076	E240|E241|E242	3	1	chedchy · qokal · olchedy	den laufenden Posten zuführen oder umsetzen · an die Stelle setzen · weiterführen; Schluss	E240[OWNER_ITEM+OPERATION] | E241[TARGET+OPERATION] | E242[OPERATION+FLOW_TRANSFER+CLOSE]	OWNER_ITEM>OPERATION>TARGET>FLOW_TRANSFER>CLOSE	Den laufenden Posten zuführen oder umsetzen; An die Stelle setzen; Weiterführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	den laufenden Posten zuführen oder umsetzen · an die Stelle setzen · weiterführen; Schluss	Den laufenden Posten zuführen oder umsetzen; An die Stelle setzen; Weiterführen; Schluss	0	R3_ACCEPTED	den laufenden Posten zuführen oder umsetzen · an die Stelle setzen · weiterführen; Schluss	Den laufenden Posten zuführen oder umsetzen; An die Stelle setzen; Weiterführen; Schluss
B3-S007	B3	f83r	f83r.6	F077	E243|E244|E245	3	1	qokaiin · chedy · qokeedy	auf das vorgeschriebene Maß einstellen · den laufenden Posten umsetzen oder durcharbeiten · länger einwirken; Schluss	E243[QUANTITY+OPERATION] | E244[OWNER_ITEM+OPERATION] | E245[OPERATION+STATE_GRADE+CLOSE]	QUANTITY>OPERATION>OWNER_ITEM>STATE_GRADE>CLOSE	Auf das vorgeschriebene Maß einstellen; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	auf das vorgeschriebene Maß einstellen · den laufenden Posten umsetzen oder durcharbeiten · länger einwirken; Schluss	Auf das vorgeschriebene Maß einstellen; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	0	R3_ACCEPTED	auf das vorgeschriebene Maß einstellen · den laufenden Posten umsetzen oder durcharbeiten · länger einwirken; Schluss	Auf das vorgeschriebene Maß einstellen; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss
B3-S008	B3	f83r	f83r.6	F078	E246	1	0	lchedy	hinausführen; Schluss	E246[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	hinausführen; Schluss	Hinausführen; Schluss	0	R3_ACCEPTED	hinausführen; Schluss	Hinausführen; Schluss
B3-S009	B3	f83r	f83r.6	F079	E247	1	0	qoky	den laufenden Posten einsetzen	E247[OWNER_ITEM+OPERATION]	OWNER_ITEM>OPERATION	Den laufenden Posten einsetzen	CONTINUES_ACROSS_LINE	0	UNCHANGED	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	0	R3_ACCEPTED	den laufenden Posten einsetzen	Den laufenden Posten einsetzen
B3-S010	B3	f83r	f83r.8	F080	E248|E249	2	1	pchedal · otedy	Einfüllstelle · danach kurz einwirken lassen; Schluss	E248[TARGET] | E249[CLOSE+STATE_GRADE]	TARGET>CLOSE>STATE_GRADE	Einfüllstelle; Danach kurz einwirken lassen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Einfüllstelle · danach kurz einwirken lassen; Schluss	Einfüllstelle; Danach kurz einwirken lassen; Schluss	0	R3_ACCEPTED	Einfüllstelle · danach kurz einwirken lassen; Schluss	Einfüllstelle; Danach kurz einwirken lassen; Schluss
B3-S011	B3	f83r	f83r.8	F081	E250|E251|E252|E253	4	1	shecthedchy · qoky · chedy · chary	aufstreichen · den laufenden Posten einsetzen · den laufenden Posten umsetzen oder durcharbeiten · abkühlen	E250[OPERATION] | E251[OWNER_ITEM+OPERATION] | E252[OWNER_ITEM+OPERATION] | E253[OPERATION]	OPERATION>OWNER_ITEM	Streiche den Posten auf; Den laufenden Posten einsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Und lasse es abkühlen	CONTINUES_ACROSS_LINE	0	UNCHANGED	aufstreichen · den laufenden Posten einsetzen · den laufenden Posten umsetzen oder durcharbeiten · abkühlen	Streiche den Posten auf; Den laufenden Posten einsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Und lasse es abkühlen	0	R3_ACCEPTED	aufstreichen · den laufenden Posten einsetzen · den laufenden Posten umsetzen oder durcharbeiten · abkühlen	Streiche den Posten auf; Den laufenden Posten einsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Und lasse es abkühlen
B3-S012	B3	f83r	f83r.11	F082	E254|E255	2	0	sor · shedy	Ansatz · ruhen oder absetzen; Schluss	E254[PREPARATION] | E255[STATE_GRADE+CLOSE]	PREPARATION>STATE_GRADE>CLOSE	Ansatz; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	1	OR_BATCH	Zubereitung · ruhen oder absetzen; Schluss	Zubereitung; Ruhen oder absetzen; Schluss	1	OR_BATCH	Ansatz · ruhen oder absetzen; Schluss	Ansatz; Ruhen oder absetzen; Schluss
B3-S013	B3	f83r	f83r.11	F083	E256|E257|E258|E259	4	0	qokaiin · chkain · shcthey · qokedy	auf das vorgeschriebene Maß einstellen · eine Portion · den laufenden Posten gebrauchsfertig halten · kurz benetzen; Schluss	E256[QUANTITY+OPERATION] | E257[QUANTITY] | E258[OWNER_ITEM+STATE_GRADE] | E259[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	QUANTITY>OPERATION>OWNER_ITEM>STATE_GRADE>FLOW_TRANSFER>CLOSE	Auf das vorgeschriebene Maß einstellen; Eine Portion; Den laufenden Posten gebrauchsfertig halten; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	auf das vorgeschriebene Maß einstellen · eine Portion · den laufenden Posten gebrauchsfertig halten · kurz benetzen; Schluss	Auf das vorgeschriebene Maß einstellen; Eine Portion; Den laufenden Posten gebrauchsfertig halten; Kurz benetzen; Schluss	0	R3_ACCEPTED	auf das vorgeschriebene Maß einstellen · eine Portion · den laufenden Posten gebrauchsfertig halten · kurz benetzen; Schluss	Auf das vorgeschriebene Maß einstellen; Eine Portion; Den laufenden Posten gebrauchsfertig halten; Kurz benetzen; Schluss
B3-S014	B3	f83r	f83r.11	F084	E260|E261	2	0	okair · sheedy	Wasser in Gang setzen · länger ruhen oder absetzen; Schluss	E260[MEDIUM+OPERATION+FLOW_TRANSFER] | E261[STATE_GRADE+CLOSE]	MEDIUM>OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Wasser in Gang setzen; Länger ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	1	AIR_WATER	Flüssigkeit in den Lauf bringen · länger ruhen oder absetzen; Schluss	Flüssigkeit in den Lauf bringen; Länger ruhen oder absetzen; Schluss	1	AIR_WATER	Wasser einströmen lassen · länger ruhen oder absetzen; Schluss	Lass Wasser einströmen; Länger ruhen oder absetzen; Schluss
B3-S015	B3	f83r	f83r.11	F085	E262	1	0	lchedy	hinausführen; Schluss	E262[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	hinausführen; Schluss	Hinausführen; Schluss	0	R3_ACCEPTED	hinausführen; Schluss	Hinausführen; Schluss
B3-S016	B3	f83r	f83r.11|f83r.14	F086|F087	E263|E264	2	0	lo · qokchedy	unterer Ablauf · Ansatz umsetzen; Schluss	E263[OPERATION] | E264[PREPARATION+OPERATION+CLOSE]	OPERATION>PREPARATION>CLOSE	Schließe den unteren Ablauf; Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	unterer Ablauf · Ansatz umsetzen; Schluss	Schließe den unteren Ablauf; Ansatz umsetzen; Schluss	0	R3_ACCEPTED	unterer Ablauf · Ansatz umsetzen; Schluss	Schließe den unteren Ablauf; Ansatz umsetzen; Schluss
B3-S017	B3	f83r	f83r.14	F088	E265	1	1	qokeedy	länger einwirken; Schluss	E265[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	länger einwirken; Schluss	Länger einwirken; Schluss	0	R3_ACCEPTED	länger einwirken; Schluss	Länger einwirken; Schluss
B3-S018	B3	f83r	f83r.14	F089	E266	1	0	shedy	ruhen oder absetzen; Schluss	E266[STATE_GRADE+CLOSE]	STATE_GRADE>CLOSE	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss
B3-S019	B3	f83r	f83r.14	F090	E267	1	0	qokshedy	zur Ruhe setzen; Schluss	E267[PREPARATION+OPERATION+STATE_GRADE+CLOSE]	PREPARATION>OPERATION>STATE_GRADE>CLOSE	Zur Ruhe setzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	zur Ruhe setzen; Schluss	Zur Ruhe setzen; Schluss	0	R3_ACCEPTED	zur Ruhe setzen; Schluss	Zur Ruhe setzen; Schluss
B3-S020	B3	f83r	f83r.14	F091	E268|E269	2	1	dal · lchedy	Stelle · hinausführen; Schluss	E268[TARGET] | E269[OPERATION+FLOW_TRANSFER+CLOSE]	TARGET>OPERATION>FLOW_TRANSFER>CLOSE	Stelle; Hinausführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Stelle · hinausführen; Schluss	Stelle; Hinausführen; Schluss	0	R3_ACCEPTED	Stelle · hinausführen; Schluss	Stelle; Hinausführen; Schluss
B3-S021	B3	f83r	f83r.14|f83r.15	F092|F093	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	11	3	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	auf das vorgeschriebene Maß einstellen · gebrauchsfertig · Stelle · dieser Arbeitsposten · vorgeschriebenes Maß · Ruhe-/Absetzstelle · temperiert · dieser Arbeitsposten · Stelle · gebrauchsfertig · lokal umsetzen; Schluss	E270[QUANTITY+OPERATION] | E271[STATE_GRADE] | E272[TARGET] | E273[OWNER_ITEM] | E274[QUANTITY] | E275[TARGET+STATE_GRADE] | E276[STATE_GRADE] | E277[OWNER_ITEM] | E278[TARGET] | E279[STATE_GRADE] | E280[OPERATION+CLOSE]	QUANTITY>OPERATION>STATE_GRADE>TARGET>OWNER_ITEM>CLOSE	Auf das vorgeschriebene Maß einstellen; Gebrauchsfertig; Stelle; Dieser Arbeitsposten; Vorgeschriebenes Maß; Ruhe-/Absetzstelle; Temperiert; Dieser Arbeitsposten; Stelle; Gebrauchsfertig; Lokal umsetzen; Schluss	CONTINUES_ACROSS_LINE	1	TEMPERED_STATE	auf das vorgeschriebene Maß einstellen · gebrauchsfertig · Stelle · dieser Arbeitsposten · vorgeschriebenes Maß · Ruhe-/Absetzstelle · warmes Wasser · dieser Arbeitsposten · Stelle · gebrauchsfertig · lokal umsetzen; Schluss	Auf das vorgeschriebene Maß einstellen; Gebrauchsfertig; Stelle; Dieser Arbeitsposten; Vorgeschriebenes Maß; Ruhe-/Absetzstelle; Warmes Wasser; Dieser Arbeitsposten; Stelle; Gebrauchsfertig; Lokal umsetzen; Schluss	1	STATE_WHOLE_CARD	auf das vorgeschriebene Maß einstellen · gebrauchsfertig · Stelle · dieser Arbeitsposten · vorgeschriebenes Maß · Ruhe-/Absetzstelle · temperiert · dieser Arbeitsposten · Stelle · gebrauchsfertig · lokal umsetzen; Schluss	Auf das vorgeschriebene Maß einstellen; Gebrauchsfertig; Stelle; Dieser Arbeitsposten; Vorgeschriebenes Maß; Ruhe-/Absetzstelle; Temperiert; Dieser Arbeitsposten; Stelle; Gebrauchsfertig; Lokal umsetzen; Schluss
B3-S022	B3	f83r	f83r.15	F094	E281	1	0	qotchedy	danach oder erneut umsetzen; Schluss	E281[OPERATION+CLOSE]	OPERATION>CLOSE	Danach oder erneut umsetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	danach oder erneut umsetzen; Schluss	Danach oder erneut umsetzen; Schluss	0	R3_ACCEPTED	danach oder erneut umsetzen; Schluss	Danach oder erneut umsetzen; Schluss
B3-S023	B3	f83r	f83r.15	F095	E282	1	0	lchedy	hinausführen; Schluss	E282[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	hinausführen; Schluss	Hinausführen; Schluss	0	R3_ACCEPTED	hinausführen; Schluss	Hinausführen; Schluss
B3-S024	B3	f83r	f83r.16	F096	E283	1	0	tchedy	Arbeitsbewegung abschließen	E283[OPERATION+CLOSE]	OPERATION>CLOSE	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	0	UNCHANGED	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	0	R3_ACCEPTED	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen
B3-S025	B3	f83r	f83r.16	F097	E284	1	0	qokchdy	Ansatz umsetzen; Schluss	E284[PREPARATION+OPERATION+CLOSE]	PREPARATION>OPERATION>CLOSE	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	0	R3_ACCEPTED	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss
B3-S026	B3	f83r	f83r.16|f83r.20	F098|F099	E285|E286|E287|E288|E289|E290|E291	7	0	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	Beckenstation · bis zum vorgeschriebenen Stand absetzen lassen · den laufenden Posten umsetzen oder durcharbeiten · eine Portion zugeben · gebrauchsfertig · bis klar · länger auffangen; Schluss	E285[OPERATION] | E286[QUANTITY+STATE_GRADE] | E287[OWNER_ITEM+OPERATION] | E288[QUANTITY+OPERATION] | E289[STATE_GRADE] | E290[STATE_GRADE] | E291[TARGET+STATE_GRADE+CLOSE]	OPERATION>QUANTITY>STATE_GRADE>OWNER_ITEM>TARGET>CLOSE	Richte die bezeichnete Beckenstation ein; Bis zum vorgeschriebenen Stand absetzen lassen; Den laufenden Posten umsetzen oder durcharbeiten; Eine Portion zugeben; Gebrauchsfertig; Bis der Strom klar wird; Länger auffangen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Beckenstation · bis zum vorgeschriebenen Stand absetzen lassen · den laufenden Posten umsetzen oder durcharbeiten · eine Portion zugeben · gebrauchsfertig · bis klar · länger auffangen; Schluss	Richte die bezeichnete Beckenstation ein; Bis zum vorgeschriebenen Stand absetzen lassen; Den laufenden Posten umsetzen oder durcharbeiten; Eine Portion zugeben; Gebrauchsfertig; Bis der Strom klar wird; Länger auffangen; Schluss	0	R3_ACCEPTED	Beckenstation · bis zum vorgeschriebenen Stand absetzen lassen · den laufenden Posten umsetzen oder durcharbeiten · eine Portion zugeben · gebrauchsfertig · bis klar · länger auffangen; Schluss	Richte die bezeichnete Beckenstation ein; Bis zum vorgeschriebenen Stand absetzen lassen; Den laufenden Posten umsetzen oder durcharbeiten; Eine Portion zugeben; Gebrauchsfertig; Bis der Strom klar wird; Länger auffangen; Schluss
B3-S027	B3	f83r	f83r.20	F100	E292	1	0	qoteedy	danach länger einwirken lassen; Schluss	E292[CLOSE+STATE_GRADE]	CLOSE>STATE_GRADE	Danach länger einwirken lassen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss	0	R3_ACCEPTED	danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss
B3-S028	B3	f83r	f83r.20	F101	E293|E294	2	1	qokeey · qokedy	länger halten · kurz benetzen; Schluss	E293[OWNER_ITEM+OPERATION+STATE_GRADE] | E294[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OWNER_ITEM>OPERATION>STATE_GRADE>FLOW_TRANSFER>CLOSE	Länger halten; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	länger halten · kurz benetzen; Schluss	Länger halten; Kurz benetzen; Schluss	0	R3_ACCEPTED	länger halten · kurz benetzen; Schluss	Länger halten; Kurz benetzen; Schluss
