group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution
123	A1	f67r2	f67r2.49	2	A1:G123	choer	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+E+R	Zutat + kurz + abkuehlen	NONE	YES	NONE	Zutat + kurz + abkuehlen	Gabe + kurz + abkuehlen	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
124	A1	f67r2	f67r2.49	3	A1:G124	aiin	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
125	A1	f67r2	f67r2.50	1	A1:G125	choeea	A1_LEFT_LOCAL_FIELD_50	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	HO+EE+A_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + laenger + Nebenadresse	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
126	A1	f67r2	f67r2.50	2	A1:G126	sal	A1_LEFT_LOCAL_FIELD_50	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
127	A1	f67r2	f67r2.51	1	A1:G127	dadaiin	A1_LEFT_LOCAL_FIELD_51	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+A_ADDR+AIIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Nebenadresse + Mass	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
128	A1	f67r2	f67r2.52	1	A1:G128	qotoear	A1_LEFT_OUTER_STAR_STATION_01	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+O+E+AR	danach + Arbeitsgang + kurz + von dort	NONE	YES	NONE	danach + Arbeitsgang + kurz + von dort	danach + Arbeitsgang + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
129	A1	f67r2	f67r2.53	1	A1:G129	dchdar	A1_LEFT_OUTER_STAR_STATION_02	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+CHD+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + umsetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	KNOWN_CHD_MACRO_PRIORITY	NOT_REQUIRED
130	A1	f67r2	f67r2.54	1	A1:G130	y	A1_LEFT_OUTER_STAR_STATION_03	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
131	A1	f67r2	f67r2.54	2	A1:G131	saldal	A1_LEFT_OUTER_STAR_STATION_03	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AL+AL	Stelle + Stelle	NONE	YES	NONE	Stelle + Stelle	Stelle + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
132	A1	f67r2	f67r2.55	1	A1:G132	ytodal	A1_LEFT_OUTER_STAR_STATION_04	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O+AL	dies + fuellen + Arbeitsgang + Stelle	NONE	YES	NONE	dies + fuellen + Arbeitsgang + Stelle	dies + eintragen + Arbeitsgang + Stelle	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
133	A1	f67r2	f67r2.56	1	A1:G133	tol	A1_LEFT_OUTER_STAR_STATION_05	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
134	A1	f67r2	f67r2.56	2	A1:G134	daiin	A1_LEFT_OUTER_STAR_STATION_05	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
135	A1	f67r2	f67r2.57	1	A1:G135	otar	A1_LEFT_OUTER_STAR_STATION_06	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b6b654722e55729cc947	OT+AR	danach von dort	NONE	YES	NONE	danach von dort	danach von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
136	A1	f67r2	f67r2.57	2	A1:G136	dy	A1_LEFT_OUTER_STAR_STATION_06	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
137	A1	f67r2	f67r2.58	1	A1:G137	cho	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2cc054357a929df85f64	HO	Zutat	NONE	YES	NONE	Zutat	Gabe	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
138	A1	f67r2	f67r2.58	2	A1:G138	dal	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
139	A1	f67r2	f67r2.58	3	A1:G139	g	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	G_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Strahlmarke	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
140	A1	f67r2	f67r2.59	1	A1:G140	ytchodly	A1_LEFT_OUTER_STAR_STATION_08	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+HO+L+Y	dies + fuellen + Zutat + fuehren + dies	NONE	YES	NONE	dies + fuellen + Zutat + fuehren + dies	dies + eintragen + Gabe + fuehren + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
141	A1	f67r2	f67r2.60	1	A1:G141	octhys	A1_LEFT_OUTER_STAR_STATION_09	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	O+CTH+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + bereit + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
142	A1	f67r2	f67r2.61	1	A1:G142	ytokar	A1_LEFT_OUTER_STAR_STATION_10	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+OK+AR	dies + fuellen + ansetzen + von dort	NONE	YES	NONE	dies + fuellen + ansetzen + von dort	dies + eintragen + ansetzen + von dort	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
143	A1	f67r2	f67r2.62	1	A1:G143	otolor	A1_LEFT_OUTER_STAR_STATION_11	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+OL+OR	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+OL+OR || OT+OL+OR	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + fortsetzen + Ansatz	NO	KNOWN_OT_SEQUENCE_MARKER_BEATS_O_SPLIT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
144	A1	f67r2	f67r2.63	1	A1:G144	okodar	A1_LEFT_OUTER_STAR_STATION_12	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AR	ansetzen + Arbeitsgang + von dort	NONE	YES	NONE	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
145	A1	f67r2	f67r2.64	1	A1:G145	s	A1_RIGHT_PHASE_STATION_01	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
146	A1	f67r2	f67r2.64	2	A1:G146	air	A1_RIGHT_PHASE_STATION_01	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
147	A1	f67r2	f67r2.65	1	A1:G147	soear	A1_RIGHT_PHASE_STATION_02	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+O+E+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Arbeitsgang + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
148	A1	f67r2	f67r2.66	1	A1:G148	cpheey	A1_RIGHT_PHASE_STATION_03	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CPH_CLASS+EE+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternfigur + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
149	A1	f67r2	f67r2.67	1	A1:G149	okodar	A1_RIGHT_PHASE_STATION_04	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AR	ansetzen + Arbeitsgang + von dort	NONE	YES	NONE	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
150	A1	f67r2	f67r2.68	1	A1:G150	oepchod	A1_RIGHT_PHASE_STATION_05	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	O+E+P+HO+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + kurz + hinein + Gabe + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
151	A1	f67r2	f67r2.69	1	A1:G151	s	A1_RIGHT_PHASE_STATION_06	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
152	A1	f67r2	f67r2.69	2	A1:G152	ay	A1_RIGHT_PHASE_STATION_06	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	A_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Nebenadresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
153	A1	f67r2	f67r2.70	1	A1:G153	osar	A1_RIGHT_PHASE_STATION_07	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AR	Arbeitsgang + von dort	NONE	YES	NONE	Arbeitsgang + von dort	Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
154	A1	f67r2	f67r2.71	1	A1:G154	oran	A1_RIGHT_PHASE_STATION_08	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	OR+AN_SECTION	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Ansatz + Abschnitt	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE
155	A1	f67r2	f67r2.72	1	A1:G155	dar	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
156	A1	f67r2	f67r2.72	2	A1:G156	aldaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AL+AIIN	Stelle + Mass	NONE	YES	NONE	Stelle + Mass	Stelle + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
157	A1	f67r2	f67r2.72	3	A1:G157	ydaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+AIIN	dies + Mass	NONE	YES	NONE	dies + Mass	dies + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
158	A1	f67r2	f67r2.72	4	A1:G158	qkoy	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	K+O+Y	zufuehren + Arbeitsgang + dies	NONE	YES	NONE	zufuehren + Arbeitsgang + dies	zufuehren + Arbeitsgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
159	A1	f67r2	f67r2.72	5	A1:G159	ydaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+AIIN	dies + Mass	NONE	YES	NONE	dies + Mass	dies + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
160	A1	f67r2	f67r2.72	6	A1:G160	qofair	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+F_ADDR+AIR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Aussenbezug + Lauf	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
161	A1	f67r2	f67r2.72	7	A1:G161	ypair	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+P+AIR	dies + hinein + Wasser	NONE	YES	NONE	dies + hinein + Wasser	dies + hinein + Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
162	A1	f67r2	f67r2.72	8	A1:G162	ykoaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+O+AIIN	dies + zufuehren + Arbeitsgang + Mass	NONE	YES	NONE	dies + zufuehren + Arbeitsgang + Mass	dies + zufuehren + Arbeitsgang + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
163	A1	f67r2	f67r2.72	9	A1:G163	ydoly	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	Y+D_ADDR+OL+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + Teiladresse + fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
164	A1	f67r2	f67r2.72	10	A1:G164	ytalchos	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+AL+HO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + Stelle + Gabe + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
165	A1	f67r2	f67r2.72	11	A1:G165	oly	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+Y	fortsetzen + dies	NONE	YES	NONE	fortsetzen + dies	fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
166	A1	f67r2	f67r2.72	12	A1:G166	okey	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	08bd5ca0c2ad137a056d	OK+E+Y	kurz ansetzen	NONE	YES	NONE	kurz ansetzen	kurz ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
167	A1	f67r2	f67r2.73	1	A1:G167	sshey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+SH+E+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + halten + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
168	A1	f67r2	f67r2.73	2	A1:G168	sy	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
169	A1	f67r2	f67r2.73	3	A1:G169	shees	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	SH+EE+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	halten + laenger + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
170	A1	f67r2	f67r2.73	4	A1:G170	qeykeey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	E+Y+K+EE+Y	kurz + dies + zufuehren + laenger + dies	NONE	YES	NONE	kurz + dies + zufuehren + laenger + dies	kurz + dies + zufuehren + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
171	A1	f67r2	f67r2.73	5	A1:G171	ykchey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
172	A1	f67r2	f67r2.73	6	A1:G172	ykchey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
173	A1	f67r2	f67r2.73	7	A1:G173	qokeochy	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+O+Y	ansetzen + kurz + Arbeitsgang + dies	NONE	YES	NONE	ansetzen + kurz + Arbeitsgang + dies	ansetzen + kurz + Arbeitsgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
174	A1	f67r2	f67r2.73	8	A1:G174	oaiin	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AIIN	Arbeitsgang + Mass	NONE	YES	NONE	Arbeitsgang + Mass	Arbeitsgang + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
175	A1	f67r2	f67r2.73	9	A1:G175	okol	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OL	ansetzen + fortsetzen	NONE	YES	NONE	ansetzen + fortsetzen	ansetzen + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
176	A1	f67r2	f67r2.73	10	A1:G176	ar	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
177	A1	f67r2	f67r2.73	11	A1:G177	olar	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+AR	fortsetzen + von dort	NONE	YES	NONE	fortsetzen + von dort	fortsetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
178	A1	f67r2	f67r2.74	1	A1:G178	yshey	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+SH+E+Y	dies + halten + kurz + dies	NONE	YES	NONE	dies + halten + kurz + dies	dies + halten + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
179	A1	f67r2	f67r2.74	2	A1:G179	qokeeody	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + laenger + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
180	A1	f67r2	f67r2.74	3	A1:G180	cheos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	CHEO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Auszug + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
181	A1	f67r2	f67r2.74	4	A1:G181	oeeos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	O+EE+O+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + laenger + Arbeitsgang + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
182	A1	f67r2	f67r2.74	5	A1:G182	qockhy	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
183	A1	f67r2	f67r2.74	6	A1:G183	chos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
184	A1	f67r2	f67r2.74	7	A1:G184	aiin	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
