admitted_slot_ordinal	array_index	array_id	array_class	physical_folio	source_selector	unit	locus	complete_label_surface	label_token_count	surface_family	slot_index	slot_count	source_slot_fraction	visible_clock_hour	axis_folded_clock_hour	kluge_a_member	grove_member	unit_description	local_comment	coordinate_semantics	component_export_credit
137	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.11	opalor ar	2	OTHER_O_PREFIX	10	10	0.900000	9.500000	3.500000	15	1	Labels in star/nymph band 1 (outer).	Label at 09:30. Grove's #1. Kluge's 15A. Star/nymph at 09:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
138	25	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S2	f71v.13	ofaom	1	OTHER_O_PREFIX	1	5	0.000000	11.250000	5.250000	1	2	Labels in star/nymph band 2 (inner).	Label at 11:15. Grove's #2. Kluge's 01A. Star/nymph at 10:30? &Cf; chould be a @C ligd to a NON-platf gallows @f. &Iz; = an @i with a lig stroke that touches the leg of a NON-platf gallows @z. &Ip; = an @i with a lig stroke that touches the leg of a NON-platf gallows @p. &I-z; = an @i with a longer lig stroke that touches the leg of a NON-platf gallows @z.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
139	25	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S2	f71v.14	otalody	1	OTAL_PREFIX	2	5	0.200000	1.000000	1.000000	2	3	Labels in star/nymph band 2 (inner).	Label at 01:00. Grove's #3. Kluge's 02A. Star/nymph at 00:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
140	25	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S2	f71v.15	otalaiin	1	OTAL_PREFIX	3	5	0.400000	3.500000	3.500000	3	4	Labels in star/nymph band 2 (inner).	Label at 03:30. Grove's #4. Kluge's 03A. Star/nymph at 03:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
141	25	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S2	f71v.16	otar shar	2	OTHER_OT_PREFIX	4	5	0.600000	6.500000	0.500000	4	5	Labels in star/nymph band 2 (inner).	Label at 06:30. Grove's #5. Kluge's 04A. Star/nymph at 05:45?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
142	25	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S2	f71v.17	sholshdy	1	OTHER_INITIAL	5	5	0.800000	9.250000	3.250000	5	1	Labels in star/nymph band 2 (inner).	Label at 09:15. Grove's #1. Kluge's 05A. Star/nymph at 08:45?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
143	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.2	oshodady	1	OTHER_O_PREFIX	1	10	0.000000	9.750000	3.750000	6	1	Labels in star/nymph band 1 (outer).	Label at 09:45. Kluge's 06A. Grove's #1. Star/nymph at 09:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
144	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.3	chdaiirdainy	1	OTHER_INITIAL	2	10	0.100000	10.750000	4.750000	7	2	Labels in star/nymph band 1 (outer).	Label at 10:45. Grove's #2. Kluge's 07A. Star/nymph at 10:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
145	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.4	oaiin ar ary	3	OTHER_O_PREFIX	3	10	0.200000	0.250000	0.250000	8	3	Labels in star/nymph band 1 (outer).	Label at 00:15. Grove's #3. Kluge's 08A. Star/nymph at 00:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
146	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.5	okalam	1	OKAL_PREFIX	4	10	0.300000	1.500000	1.500000	9	4	Labels in star/nymph band 1 (outer).	Label at 01:30. Grove's #4. Kluge's 09A. Star/nymph at 01:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
147	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.6	ytalshdy	1	OTHER_INITIAL	5	10	0.400000	2.500000	2.500000	10	5	Labels in star/nymph band 1 (outer).	Label at 02:30. Grove's #5. Kluge's 10A. Star/nymph at 02:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
148	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.7	char alif	2	OTHER_INITIAL	6	10	0.500000	3.250000	3.250000	11	6	Labels in star/nymph band 1 (outer).	Label at 03:15. Grove's #6. Kluge's 11A. Star/nymph at 03:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
149	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.8	otaraldy	1	OTHER_OT_PREFIX	7	10	0.600000	4.500000	4.500000	12	7	Labels in star/nymph band 1 (outer).	Label at 04:30. Grove's #7. Kluge's 12A. Star/nymph at 04:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
150	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.9	otaiin otain	2	OTHER_OT_PREFIX	8	10	0.700000	6.000000	0.000000	13	8	Labels in star/nymph band 1 (outer).	Label at 06:00. Grove's #8. Kluge's 13A. Star/nymph at 05:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
151	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.10	otalef ys ainam	3	OTAL_PREFIX	9	10	0.800000	7.500000	1.500000	NA	9	Labels in star/nymph band 1 (outer).	Label at 07:30. Was <f72r1.14A;K>. Grove's #9. Star/nymph at 07:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
152	26	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S1	f72r1.11	ochol sharam	2	OTHER_O_PREFIX	10	10	0.900000	9.000000	3.000000	15	10	Labels in star/nymph band 1 (outer).	Label at 09:00. Grove's #10. Kluge's 15A. Star/nymph at 08:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
153	27	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S2	f72r1.13	ofaralar	1	OTHER_O_PREFIX	1	5	0.000000	10.500000	4.500000	1	1	Labels on star/nymph band 2 (inner).	Label at 10:30. Grove's #1. Kluge's 01A. Star/nymph at 08:45?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
154	27	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S2	f72r1.14	otchoshy	1	OTHER_OT_PREFIX	2	5	0.200000	1.000000	1.000000	2	2	Labels on star/nymph band 2 (inner).	Label at 01:00. Kluge's 02A. Grove's #2. Star/nymph at 00:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
155	27	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S2	f72r1.15	otchdal	1	OTHER_OT_PREFIX	3	5	0.400000	3.000000	3.000000	3	3	Labels on star/nymph band 2 (inner).	Label at 03:00. Kluge's 03A. Grove's #3. Star/nymph at 02:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
156	27	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S2	f72r1.16	okeey ary	2	OTHER_OK_PREFIX	4	5	0.600000	6.000000	0.000000	4	4	Labels on star/nymph band 2 (inner).	Label at 06:00. Kluge's 04A. Grove's #4. Star/nymph at 05:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
157	27	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r1	S2	f72r1.17	otainy	1	OTHER_OT_PREFIX	5	5	0.800000	7.250000	1.250000	5	5	Labels on star/nymph band 2 (inner).	Label at 07:15. Kluge's 05A. Grove's #5. Star/nymph at 07:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
158	28	SCARR028|f72r2|S0	STAR_OR_CENTRAL_RING	f72	f72r2	S0	f72r2.1	ofchdamy	1	OTHER_O_PREFIX	1	5	0.000000	10.750000	4.750000	26	1	Labels on stars/nymphs outside diagram.	Transcribed clockwise left to right Label at 10:45. Grove's #1. Kluge's 26A. Star/nymph at 10:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
159	28	SCARR028|f72r2|S0	STAR_OR_CENTRAL_RING	f72	f72r2	S0	f72r2.2	oklairdy	1	OTHER_OK_PREFIX	2	5	0.200000	11.000000	5.000000	27	2	Labels on stars/nymphs outside diagram.	Label at 11:00. Grove's #2. Kluge's 27A. Star/nymph at 11:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
160	28	SCARR028|f72r2|S0	STAR_OR_CENTRAL_RING	f72	f72r2	S0	f72r2.3	okaram	1	OTHER_OK_PREFIX	3	5	0.400000	11.750000	5.750000	28	3	Labels on stars/nymphs outside diagram.	Label at 11:45. Grove's #3. Kluge's 28A. Star/nymph at 00:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
161	28	SCARR028|f72r2|S0	STAR_OR_CENTRAL_RING	f72	f72r2	S0	f72r2.4	okairy	1	OTHER_OK_PREFIX	4	5	0.600000	0.250000	0.250000	29	4	Labels on stars/nymphs outside diagram.	Label at 00:15. Grove's #4. Kluge's 29A. Star/nymph at 00:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
162	28	SCARR028|f72r2|S0	STAR_OR_CENTRAL_RING	f72	f72r2	S0	f72r2.5	okealar	1	OTHER_OK_PREFIX	5	5	0.800000	1.000000	1.000000	30	5	Labels on stars/nymphs outside diagram.	Label at 01:00. Grove's #5. Kluge's 30A. Star/nymph at 01:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
163	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.7	otaraldy	1	OTHER_OT_PREFIX	1	16	0.000000	10.500000	4.500000	10	1	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 10:30. Grove's #1. Kluge's 10A. Star/nymph at 10:00.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
164	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.8	okalar	1	OKAL_PREFIX	2	16	0.062500	11.000000	5.000000	11	2	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 11:00. Grove's #2. Kluge's 11A. Star/nymph at 11:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
165	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.9	okal	1	OKAL_PREFIX	3	16	0.125000	0.000000	0.000000	12	3	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 00:00. Grove's #3. Kluge's 12A. Star/nymph at 11:45?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
166	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.10	okaly	1	OKAL_PREFIX	4	16	0.187500	0.750000	0.750000	13	4	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 00:45. Grove's #4. Kluge's 13A. Star/nymph at 00:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
167	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.11	okal	1	OKAL_PREFIX	5	16	0.250000	1.250000	1.250000	14	5	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 01:15. Grove's #5. Kluge's 14A. Star/nymph at 01:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
168	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.12	okeey ary	2	OTHER_OK_PREFIX	6	16	0.312500	2.000000	2.000000	15	6	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 02:00. Grove's #6. Kluge's 15A. Star/nymph at 02:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
169	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.13	oteeary	1	OTHER_OT_PREFIX	7	16	0.375000	3.000000	3.000000	16	7	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 03:00. Grove's #7. Kluge's 16A. Star/nymph at 03:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
170	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.14	otair dy	2	OTHER_OT_PREFIX	8	16	0.437500	4.000000	4.000000	17	8	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 04:00. Grove's #8. Kluge's 17A. Star/nymph at 04:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
171	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.15	okaircham	1	OTHER_OK_PREFIX	9	16	0.500000	5.250000	5.250000	18	9	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 05:15. Grove's #9. Kluge's 18A. Star/nymph at 05:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
172	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.16	okeal	1	OTHER_OK_PREFIX	10	16	0.562500	6.250000	0.250000	19	10	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 06:15. Grove's #10. Kluge's 19A. Star/nymph at 06:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
173	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.17	otar	1	OTHER_OT_PREFIX	11	16	0.625000	6.750000	0.750000	20	11	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 06:45. Grove's #11. Kluge's 20A. Star/nymph at 06:30? &an; = @a and @n run together. &A~; = @a with an @s-plume. &er; = an @e glued to an @r at the top.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
174	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.18	okaly	1	OKAL_PREFIX	12	16	0.687500	7.250000	1.250000	21	12	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 07:15. Grove's #12. Kluge's 21A. Star/nymph at 07:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
175	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.19	orary	1	OTHER_O_PREFIX	13	16	0.750000	8.000000	2.000000	22	13	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 08:00. Grove's #13. Kluge's 22A. Star/nymph at 08:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
176	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.20	okyd	1	OTHER_OK_PREFIX	15	16	0.875000	9.000000	3.000000	24	15	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 09:00. Grove's #15. Kluge's 24A. Star/nymph at 09:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
177	29	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S1	f72r2.21	otolam	1	OTHER_OT_PREFIX	16	16	0.937500	9.500000	3.500000	25	16	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 09:30. Grove's #16. Kluge's 25A. Star/nymph at 09:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
178	30	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S2	f72r2.23	otal	1	OTAL_PREFIX	1	9	0.000000	11.000000	5.000000	1	1	Labels in star/nymph band 1 (inner).	Label at 11:00. Kluge's 01A. Grove's #1. Star/nymph at 10:30.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
179	30	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S2	f72r2.24	ralal	1	OTHER_INITIAL	2	9	0.111111	0.000000	0.000000	2	2	Labels in star/nymph band 1 (inner).	Label at 00:00. Grove's #2. Kluge's 02A. Star/nymph at 11:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
180	30	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S2	f72r2.25	okam	1	OTHER_OK_PREFIX	3	9	0.222222	0.750000	0.750000	3	3	Labels in star/nymph band 1 (inner).	Label at 00:45. Grove's #3. Kluge's 03A. Star/nymph at 00:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
181	30	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S2	f72r2.26	otalshy	1	OTAL_PREFIX	4	9	0.333333	1.750000	1.750000	4	4	Labels in star/nymph band 1 (inner).	Label at 01:45. Grove's #4. Kluge's 04A. Star/nymph at 02:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
182	30	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S2	f72r2.27	okaldy	1	OKAL_PREFIX	5	9	0.444444	3.500000	3.500000	5	5	Labels in star/nymph band 1 (inner).	Label at 03:30. Grove's #5. Kluge's 05A. Star/nymph at 03:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
183	30	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S2	f72r2.28	chosar	1	OTHER_INITIAL	6	9	0.555556	5.500000	5.500000	6	6	Labels in star/nymph band 1 (inner).	Label at 05:30. Grove's #6. Kluge's 06A. Star/nymph at 05:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
184	30	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S2	f72r2.29	otam	1	OTHER_OT_PREFIX	7	9	0.666667	6.500000	0.500000	7	7	Labels in star/nymph band 1 (inner).	Label at 06:30. Grove's #7. Kluge's 07A. Star/nymph at 06:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
185	30	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S2	f72r2.30	ainaly	1	OTHER_INITIAL	8	9	0.777778	7.250000	1.250000	8	8	Labels in star/nymph band 1 (inner).	Label at 07:15. Grove's #8. Kluge's 08A. Star/nymph at 08:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
186	30	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r2	S2	f72r2.31	okarcham	1	OTHER_OK_PREFIX	9	9	0.888889	8.750000	2.750000	9	9	Labels in star/nymph band 1 (inner).	Label at 08:45. Grove's #9. Kluge's 09A. Star/nymph at 09:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
187	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.13	ykolairol	1	OTHER_INITIAL	1	12	0.000000	10.000000	4.000000	NA	1	Labels in star/nymph band 1 (outermost)	Label at 10:00. Grove's #1. Star/nymph at 10:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
188	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.2	olkalaiin	1	OTHER_O_PREFIX	2	12	0.083333	10.500000	4.500000	NA	2	Labels in star/nymph band 1 (outermost)	Label at 10:30. Grove's #2. Star/nymph at 10:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
189	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.3	olalsy	1	OTHER_O_PREFIX	3	12	0.166667	11.000000	5.000000	NA	3	Labels in star/nymph band 1 (outermost)	Label at 11:00. Grove's #3. Star/nymph at 11:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
190	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.4	oraiinam	1	OTHER_O_PREFIX	4	12	0.250000	0.000000	0.000000	NA	4	Labels in star/nymph band 1 (outermost)	Label at 00:00. Grove's #4. Star/nymph at 00:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
191	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.5	osarsheeeo	1	OTHER_O_PREFIX	5	12	0.333333	0.750000	0.750000	NA	5	Labels in star/nymph band 1 (outermost)	Label at 00:45. Grove's #5. Star/nymph at 01:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
192	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.6	oto aiin	2	OTHER_OT_PREFIX	6	12	0.416667	1.500000	1.500000	NA	6	Labels in star/nymph band 1 (outermost)	Label at 01:30. Grove's #6. Star/nymph at 02:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
193	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.7	opoiiinoin al ches	3	OTHER_O_PREFIX	7	12	0.500000	2.250000	2.250000	NA	7	Labels in star/nymph band 1 (outermost)	Label at 02:15. Grove's #7. Star/nymph at 02:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
194	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.8	ypaiin alaly	2	OTHER_INITIAL	8	12	0.583333	3.750000	3.750000	NA	8	Labels in star/nymph band 1 (outermost)	Label at 03:45. Grove's #8. Star/nymph at 04:00? The @y is nested under the arm of the hooked one-leg two-loop gallows &246;, AFTER the hook.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
195	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.9	oteey daiin	2	OTHER_OT_PREFIX	9	12	0.666667	5.000000	5.000000	NA	9	Labels in star/nymph band 1 (outermost)	Label at 05:00. Grove's #9. Star/nymph at 05:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
196	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.10	oeeodaiin	1	OTHER_O_PREFIX	10	12	0.750000	6.250000	0.250000	NA	10	Labels in star/nymph band 1 (outermost)	Label at 06:15. Grove's #10. Star/nymph at 06:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
197	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.11	ofsholdy	1	OTHER_O_PREFIX	11	12	0.833333	7.000000	1.000000	NA	11	Labels in star/nymph band 1 (outermost)	Label at 07:00. Grove's #11. Star/nymph at 07:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
198	31	SCARR031|f72r3|S1	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S1	f72r3.12	opoeey okaiin	2	OTHER_O_PREFIX	12	12	0.916667	8.000000	2.000000	NA	12	Labels in star/nymph band 1 (outermost)	Label at 08:00. Grove's #12. Star/nymph at 08:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
199	32	SCARR032|f72r3|S2	ZODIAC_STAR_NYMPH_BAND	f72	f72r3	S2	f72r3.25	olfsheoral	1	OTHER_O_PREFIX	1	11	0.000000	10.000000	4.000000	NA	1	Labels in star/nymph band 2 (middle).	Label at 10:00. Grove's #1. Star/nymph at 10:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
