admitted_slot_ordinal	array_id	physical_folio	source_selector	locus	complete_label_surface	label_token_count	sequence_default_de	sequence_working_display	default_source	suppressed_unconditional_token_default_count	suppressed_unconditional_token_defaults	tokenwise_pharmaceutical_composition_allowed	renderer_precedence	semantic_confidence	component_export_credit
110	SCARR019|f70v2|S1	f70	f70v2	f70v2.30	okaldal	1	individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)	⟦okaldal:individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
111	SCARR019|f70v2|S1	f70	f70v2	f70v2.31	ykolaiin	1	individuelle Kreisbezeichnung an Kluge 10A (Bedeutung offen)	⟦ykolaiin:individuelle Kreisbezeichnung an Kluge 10A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
112	SCARR019|f70v2|S1	f70	f70v2	f70v2.22	otar am	2	individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)	⟦otar am:individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	2	otar=kalter Zubereitungsanteil I|am=Maß I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
113	SCARR020|f70v1|S2	f70	f70v1	f70v1.2	otalchy tar am dy	4	individuelle Kreisbezeichnung an Kluge 6A (Bedeutung offen)	⟦otalchy tar am dy:individuelle Kreisbezeichnung an Kluge 6A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	2	tar=kalter Drogenanteil I|am=Maß I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
114	SCARR020|f70v1|S2	f70	f70v1	f70v1.3	opchey sal	2	individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)	⟦opchey sal:individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	2	opchey=Trockenpulver, Form I|sal=Saat-Rohstoff I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
115	SCARR020|f70v1|S2	f70	f70v1	f70v1.4	otakaizan	1	individuelle Kreisbezeichnung an Kluge 8A (Bedeutung offen)	⟦otakaizan:individuelle Kreisbezeichnung an Kluge 8A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
116	SCARR020|f70v1|S2	f70	f70v1	f70v1.5	okalal	1	individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)	⟦okalal:individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
117	SCARR020|f70v1|S2	f70	f70v1	f70v1.6	otaly	1	lokaler Kreiseintrag über mehrere Ringe; Transfer offen	⟦otaly:lokaler Kreiseintrag über mehrere Ringe; Transfer offen⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	otaly=Rohstoff-I-Ansatz leicht kühlen und abschließen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
118	SCARR020|f70v1|S2	f70	f70v1	f70v1.7	oalcheg	1	individuelle Kreisbezeichnung an Kluge 11A (Bedeutung offen)	⟦oalcheg:individuelle Kreisbezeichnung an Kluge 11A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
119	SCARR020|f70v1|S2	f70	f70v1	f70v1.8	otchodals	1	individuelle Kreisbezeichnung an Kluge 12A (Bedeutung offen)	⟦otchodals:individuelle Kreisbezeichnung an Kluge 12A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
120	SCARR020|f70v1|S2	f70	f70v1	f70v1.9	okolshy	1	individuelle Kreisbezeichnung an Kluge 13A (Bedeutung offen)	⟦okolshy:individuelle Kreisbezeichnung an Kluge 13A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
121	SCARR020|f70v1|S2	f70	f70v1	f70v1.10	otshshdy	1	individuelle Kreisbezeichnung bei sichtbarer Lage 8.500000 Uhr (Bedeutung offen)	⟦otshshdy:individuelle Kreisbezeichnung bei sichtbarer Lage 8.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
122	SCARR020|f70v1|S2	f70	f70v1	f70v1.11	otal ypsharal	2	individuelle Kreisbezeichnung an Kluge 15A (Bedeutung offen)	⟦otal ypsharal:individuelle Kreisbezeichnung an Kluge 15A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	otal=Material I im kalten Anfangsansatz	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
123	SCARR021|f70v1|S1	f70	f70v1	f70v1.13	okoly	1	individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)	⟦okoly:individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
124	SCARR021|f70v1|S1	f70	f70v1	f70v1.14	otalaiin	1	früher innerer Fünfer-Zyklusplatz (sichtbar Stelle 2–3)	⟦otalaiin:früher innerer Fünfer-Zyklusplatz (sichtbar Stelle 2–3)⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
125	SCARR021|f70v1|S1	f70	f70v1	f70v1.15	oteo alals araly	3	individuelle Kreisbezeichnung an Kluge 3A (Bedeutung offen)	⟦oteo alals araly:individuelle Kreisbezeichnung an Kluge 3A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
126	SCARR021|f70v1|S1	f70	f70v1	f70v1.16	oteoeey otal okealar	3	individuelle Kreisbezeichnung an Kluge 4A (Bedeutung offen)	⟦oteoeey otal okealar:individuelle Kreisbezeichnung an Kluge 4A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	otal=Material I im kalten Anfangsansatz	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
127	SCARR021|f70v1|S1	f70	f70v1	f70v1.17	otear araydy	2	individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)	⟦otear araydy:individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
128	SCARR024|f71v|S1	f71	f71v	f71v.2	char arom	2	individuelle Kreisbezeichnung an Kluge 6A (Bedeutung offen)	⟦char arom:individuelle Kreisbezeichnung an Kluge 6A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	char=trockener Anteil I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
129	SCARR024|f71v|S1	f71	f71v	f71v.3	chfaly	1	individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)	⟦chfaly:individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
130	SCARR024|f71v|S1	f71	f71v	f71v.4	okolar	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦okolar:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
131	SCARR024|f71v|S1	f71	f71v	f71v.5	otchody	1	individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)	⟦otchody:individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
132	SCARR024|f71v|S1	f71	f71v	f71v.6	alcphy	1	individuelle Kreisbezeichnung an Kluge 10A (Bedeutung offen)	⟦alcphy:individuelle Kreisbezeichnung an Kluge 10A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
133	SCARR024|f71v|S1	f71	f71v	f71v.7	otaiin	1	individuelle Kreisbezeichnung an Kluge 11A (Bedeutung offen)	⟦otaiin:individuelle Kreisbezeichnung an Kluge 11A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	otaiin=kalter Ansatz, Grad III	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
134	SCARR024|f71v|S1	f71	f71v	f71v.8	okaraiin	1	individuelle Kreisbezeichnung an Kluge 12A (Bedeutung offen)	⟦okaraiin:individuelle Kreisbezeichnung an Kluge 12A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
135	SCARR024|f71v|S1	f71	f71v	f71v.9	otar ar aly	3	individuelle Kreisbezeichnung an Kluge 13A (Bedeutung offen)	⟦otar ar aly:individuelle Kreisbezeichnung an Kluge 13A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	3	otar=kalter Zubereitungsanteil I|ar=Drogenanteil I|aly=Rohstoffklasse I, Grundform	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
136	SCARR024|f71v|S1	f71	f71v	f71v.10	opalar am dan	3	individuelle Kreisbezeichnung an Kluge 14A (Bedeutung offen)	⟦opalar am dan:individuelle Kreisbezeichnung an Kluge 14A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	am=Maß I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
137	SCARR024|f71v|S1	f71	f71v	f71v.11	opalor ar	2	individuelle Kreisbezeichnung an Kluge 15A (Bedeutung offen)	⟦opalor ar:individuelle Kreisbezeichnung an Kluge 15A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	ar=Drogenanteil I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
138	SCARR025|f71v|S2	f71	f71v	f71v.13	ofaom	1	individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)	⟦ofaom:individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
139	SCARR025|f71v|S2	f71	f71v	f71v.14	otalody	1	individuelle Kreisbezeichnung an Kluge 2A (Bedeutung offen)	⟦otalody:individuelle Kreisbezeichnung an Kluge 2A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
140	SCARR025|f71v|S2	f71	f71v	f71v.15	otalaiin	1	früher innerer Fünfer-Zyklusplatz (sichtbar Stelle 2–3)	⟦otalaiin:früher innerer Fünfer-Zyklusplatz (sichtbar Stelle 2–3)⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
141	SCARR025|f71v|S2	f71	f71v	f71v.16	otar shar	2	individuelle Kreisbezeichnung an Kluge 4A (Bedeutung offen)	⟦otar shar:individuelle Kreisbezeichnung an Kluge 4A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	2	otar=kalter Zubereitungsanteil I|shar=angefeuchtete Drogenfraktion I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
142	SCARR025|f71v|S2	f71	f71v	f71v.17	sholshdy	1	individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)	⟦sholshdy:individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
143	SCARR026|f72r1|S1	f72	f72r1	f72r1.2	oshodady	1	individuelle Kreisbezeichnung an Kluge 6A (Bedeutung offen)	⟦oshodady:individuelle Kreisbezeichnung an Kluge 6A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
144	SCARR026|f72r1|S1	f72	f72r1	f72r1.3	chdaiirdainy	1	individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)	⟦chdaiirdainy:individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
145	SCARR026|f72r1|S1	f72	f72r1	f72r1.4	oaiin ar ary	3	individuelle Kreisbezeichnung an Kluge 8A (Bedeutung offen)	⟦oaiin ar ary:individuelle Kreisbezeichnung an Kluge 8A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	3	oaiin=drei Ansatzportionen|ar=Drogenanteil I|ary=Drogenfraktion I, abgeschlossen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
146	SCARR026|f72r1|S1	f72	f72r1	f72r1.5	okalam	1	individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)	⟦okalam:individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
147	SCARR026|f72r1|S1	f72	f72r1	f72r1.6	ytalshdy	1	individuelle Kreisbezeichnung an Kluge 10A (Bedeutung offen)	⟦ytalshdy:individuelle Kreisbezeichnung an Kluge 10A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
148	SCARR026|f72r1|S1	f72	f72r1	f72r1.7	char alif	2	individuelle Kreisbezeichnung an Kluge 11A (Bedeutung offen)	⟦char alif:individuelle Kreisbezeichnung an Kluge 11A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	char=trockener Anteil I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
149	SCARR026|f72r1|S1	f72	f72r1	f72r1.8	otaraldy	1	lokaler Kreiseintrag über mehrere Ringe; Transfer offen	⟦otaraldy:lokaler Kreiseintrag über mehrere Ringe; Transfer offen⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
150	SCARR026|f72r1|S1	f72	f72r1	f72r1.9	otaiin otain	2	individuelle Kreisbezeichnung an Kluge 13A (Bedeutung offen)	⟦otaiin otain:individuelle Kreisbezeichnung an Kluge 13A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	2	otaiin=kalter Ansatz, Grad III|otain=kalter Ansatz, Grad II	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
151	SCARR026|f72r1|S1	f72	f72r1	f72r1.10	otalef ys ainam	3	individuelle Kreisbezeichnung bei sichtbarer Lage 7.500000 Uhr (Bedeutung offen)	⟦otalef ys ainam:individuelle Kreisbezeichnung bei sichtbarer Lage 7.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
152	SCARR026|f72r1|S1	f72	f72r1	f72r1.11	ochol sharam	2	individuelle Kreisbezeichnung an Kluge 15A (Bedeutung offen)	⟦ochol sharam:individuelle Kreisbezeichnung an Kluge 15A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
153	SCARR027|f72r1|S2	f72	f72r1	f72r1.13	ofaralar	1	individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)	⟦ofaralar:individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
154	SCARR027|f72r1|S2	f72	f72r1	f72r1.14	otchoshy	1	individuelle Kreisbezeichnung an Kluge 2A (Bedeutung offen)	⟦otchoshy:individuelle Kreisbezeichnung an Kluge 2A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
155	SCARR027|f72r1|S2	f72	f72r1	f72r1.15	otchdal	1	individuelle Kreisbezeichnung an Kluge 3A (Bedeutung offen)	⟦otchdal:individuelle Kreisbezeichnung an Kluge 3A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
156	SCARR027|f72r1|S2	f72	f72r1	f72r1.16	okeey ary	2	lokaler Kreiseintrag über mehrere Ringe; Transfer offen	⟦okeey ary:lokaler Kreiseintrag über mehrere Ringe; Transfer offen⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	2	okeey=heißer Ansatz am Ende des Grades|ary=Drogenfraktion I, abgeschlossen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
157	SCARR027|f72r1|S2	f72	f72r1	f72r1.17	otainy	1	individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)	⟦otainy:individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
158	SCARR028|f72r2|S0	f72	f72r2	f72r2.1	ofchdamy	1	individuelle Kreisbezeichnung an Kluge 26A (Bedeutung offen)	⟦ofchdamy:individuelle Kreisbezeichnung an Kluge 26A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
159	SCARR028|f72r2|S0	f72	f72r2	f72r2.2	oklairdy	1	individuelle Kreisbezeichnung an Kluge 27A (Bedeutung offen)	⟦oklairdy:individuelle Kreisbezeichnung an Kluge 27A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
160	SCARR028|f72r2|S0	f72	f72r2	f72r2.3	okaram	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦okaram:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	okaram=ein Maß der ersten erhitzten Ansatzfraktion	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
161	SCARR028|f72r2|S0	f72	f72r2	f72r2.4	okairy	1	individuelle Kreisbezeichnung an Kluge 29A (Bedeutung offen)	⟦okairy:individuelle Kreisbezeichnung an Kluge 29A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	okairy=zweite Fraktion des erhitzten Ansatzes abschließen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
162	SCARR028|f72r2|S0	f72	f72r2	f72r2.5	okealar	1	individuelle Kreisbezeichnung an Kluge 30A (Bedeutung offen)	⟦okealar:individuelle Kreisbezeichnung an Kluge 30A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
163	SCARR029|f72r2|S1	f72	f72r2	f72r2.7	otaraldy	1	lokaler Kreiseintrag über mehrere Ringe; Transfer offen	⟦otaraldy:lokaler Kreiseintrag über mehrere Ringe; Transfer offen⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
164	SCARR029|f72r2|S1	f72	f72r2	f72r2.8	okalar	1	lokaler Kreiseintrag über mehrere Ringe; Transfer offen	⟦okalar:lokaler Kreiseintrag über mehrere Ringe; Transfer offen⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
165	SCARR029|f72r2|S1	f72	f72r2	f72r2.9	okal	1	KENNSTELLEN-/SYSTEMEINTRAGSCODE; oberer Kreissektor als Rival (11:30–1:15)	⟦okal:KENNSTELLEN-/SYSTEMEINTRAGSCODE; oberer Kreissektor als Rival (11:30–1:15)⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	okal=Rohstoffklasse I im heißen Ansatz, Gradanfang	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
166	SCARR029|f72r2|S1	f72	f72r2	f72r2.10	okaly	1	wiederkehrende Kreiseintragsklasse; kein einzelner Platz	⟦okaly:wiederkehrende Kreiseintragsklasse; kein einzelner Platz⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	okaly=Rohstoff-I-Ansatz leicht erhitzen und abschließen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
