surface	component_recipe	portable_core_de	events	physical_pages	registers	layers	cross_layer	cross_register	event_ids
dchy	D_ADDR+Y	TEIL · DIES	3	f10r|f13r|f69v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0053|P912-E0203|P912-E2100
dedy	D_ADDR+E+DY	TEIL · KURZ · SCHLIESSEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1034
deeedy	D_ADDR+EEE+D_ADDR+Y	TEIL · VOLL · TEIL · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1215
deey	D_ADDR+EE+Y	TEIL · LÄNGER · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1441
dkain	D_ADDR+K+AIN	TEIL · GEBEN · EINHEIT	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0935
dky	D_ADDR+K+Y	TEIL · GEBEN · DIES	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0128
dl	L	LEITEN	2	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0880|P912-E1017
dlal	D_ADDR+L+AL	TEIL · LEITEN · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2159
doaiin	D_ADDR+O+AIIN	TEIL · AUSFÜHREN · SOLLWERT	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0211
doair	D_ADDR+O+AIR	TEIL · AUSFÜHREN · LAUF	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2082
dod	D_ADDR+O+D_ADDR	TEIL · AUSFÜHREN · TEIL	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0119
dodyd	D_ADDR+O+DY+D_LABEL	TEIL · AUSFÜHREN · SCHLIESSEN · RAND	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0233
doiin	D_ADDR+O+IIN	TEIL · AUSFÜHREN · STUFE	2	f13r|f67r2	CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0222|P912-E1782
doiir	D_ADDR+O+IIN+R	TEIL · AUSFÜHREN · STUFE · MARKIEREN	2	f10r|f69v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0038|P912-E2019
dokan	D_ADDR+OK+AN	TEIL · SETZEN · ZUSATZ	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1829
dol	D_ADDR+OL	TEIL · FORTSETZEN	4	f13r|f81v|f82r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0163|P912-E1037|P912-E1313|P912-E2509
dolaram	D_ADDR+OL+AR+AM_ADDR	TEIL · FORTSETZEN · QUELLE · INNEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2333
dolchedy	D_ADDR+OL+CHD+Y	TEIL · FORTSETZEN · UMSETZEN · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1998
dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	TEIL · FORTSETZEN · NEHMEN · STERNORT · AUSFÜHREN · SCHLIESSEN	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1784
doleeey	D_ADDR+OL+EEE+Y	TEIL · FORTSETZEN · VOLL · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2404
dolol	D_ADDR+OL+OL	TEIL · FORTSETZEN · FORTSETZEN	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1401
dolshed	D_ADDR+OL+SHED	TEIL · FORTSETZEN · ABSETZEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1672
dor	D_ADDR+OR	TEIL · SATZ	5	f11r|f13r|f75r|f83r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0113|P912-E0195|P912-E0536|P912-E0809|P912-E1421
dorsheoy	D_ADDR+OR+SH+E+O+Y	TEIL · SATZ · HALTEN · KURZ · AUSFÜHREN · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2368
dory	D_ADDR+OR+Y	TEIL · SATZ · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2371
dosar	D_ADDR+O+S+AR	TEIL · AUSFÜHREN · AUSWÄHLEN · QUELLE	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1825
dpchy	D_ADDR+P+Y	TEIL · EINSETZEN · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0190
dsheckhy	D_ADDR+SH+E+CKH+Y	TEIL · HALTEN · KURZ · DURCHLASS · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0504
dshedy	SH+E+DY	HALTEN · KURZ · SCHLIESSEN	6	f75r|f81v|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0578|P912-E0717|P912-E0804|P912-E0983|P912-E1160|P912-E1241
dsheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	2	f81v|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1104|P912-E2436
dsholyd	D_ADDR+SH+OL+Y+D_ADDR	TEIL · HALTEN · FORTSETZEN · DIES · TEIL	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0964
dshor	D_ADDR+SH+OR	TEIL · HALTEN · SATZ	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0518
dy	Y	DIES	37	f10r|f11r|f13r|f56r|f67r2|f69v|f70v|f75r|f81v|f82r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0028|P912-E0029|P912-E0049|P912-E0076|P912-E0123|P912-E0151|P912-E0155|P912-E0206|P912-E0372|P912-E0432|P912-E0469|P912-E0524|P912-E0532|P912-E0546|P912-E0561|P912-E0657|P912-E0678|P912-E0693|P912-E0772|P912-E0801|P912-E0828|P912-E0893|P912-E0897|P912-E1124|P912-E1225|P912-E1228|P912-E1791|P912-E1845|P912-E1869|P912-E1884|P912-E2029|P912-E2065|P912-E2069|P912-E2114|P912-E2135|P912-E2185|P912-E2260
dykain	D_ADDR+Y+K+AIN	TEIL · DIES · GEBEN · EINHEIT	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0885
dypchy	D_ADDR+Y+P+Y	TEIL · DIES · EINSETZEN · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0159
eckhear	E+CKH+E+AR	KURZ · DURCHLASS · KURZ · QUELLE	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1963
eesydy	EE+S+Y+D_ADDR+Y	LÄNGER · AUSWÄHLEN · DIES · TEIL · DIES	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1754
es	E+S	KURZ · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1862
esedy	E+S+E+DY	KURZ · AUSWÄHLEN · KURZ · SCHLIESSEN	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0340
etyd	E+T+Y	KURZ · EINSTELLEN · DIES	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0018
ey	E+Y	KURZ · DIES	3	f67r2|f75r|f82r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0610|P912-E1389|P912-E1755
eykeody	E+Y+K+E+O+DY	KURZ · DIES · GEBEN · KURZ · AUSFÜHREN · SCHLIESSEN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2041
g	G_LABEL	PRÜFEN	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1887
giin	LOCAL_CHAR_G+IIN	EINMAL · STUFE	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1835
iokeeor	OK+EE+OR	SETZEN · LÄNGER · SATZ	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2049
k	K	GEBEN	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0215
kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	GEBEN · ORT · UNTERSTUFE · STUFE	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0075
kaiin	K+AIIN	GEBEN · SOLLWERT	2	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0895|P912-E0940
kain	K+AIN	GEBEN · EINHEIT	4	f75r|f81v|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0459|P912-E0754|P912-E0875|P912-E1696
kair	K+AIR	GEBEN · LAUF	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0871
kal	K+AL	GEBEN · ZIEL	2	f55v|f75r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0313|P912-E0468
kalol	K+AL+OL	GEBEN · ZIEL · FORTSETZEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0713
kam	K+AM_ADDR	GEBEN · INNEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1193
kar	K+AR	GEBEN · QUELLE	4	f55v|f75r|f81v	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0249|P912-E0475|P912-E0636|P912-E0906
kchaiin	K+CH+AIIN	GEBEN · NEHMEN · SOLLWERT	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0056
kchal	K+CH+AL	GEBEN · NEHMEN · ZIEL	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0412
kcharg	K+CH+AR+LOCAL_CHAR_G	GEBEN · NEHMEN · QUELLE · EINMAL	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0426
kchdy	K+CHD+Y	GEBEN · UMSETZEN · DIES	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0278
kchedykary	K+CHD+Y+K+AR+Y	GEBEN · UMSETZEN · DIES · GEBEN · QUELLE · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0440
kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	GEBEN · NEHMEN · LÄNGER · TEIL · UMSETZEN · DIES	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0229
kcheey	K+CH+EE+Y	GEBEN · NEHMEN · LÄNGER · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0401
kchey	K+CH+E+Y	GEBEN · NEHMEN · KURZ · DIES	2	f56r|f67r2	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0408|P912-E1764
kchoar	K+CH+O+AR	GEBEN · NEHMEN · AUSFÜHREN · QUELLE	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0435
kchol	K+OL	GEBEN · FORTSETZEN	4	f11r|f13r|f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0108|P912-E0189|P912-E0378|P912-E0387
kchor	K+CH+OR	GEBEN · NEHMEN · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2496
kchy	K+Y	GEBEN · DIES	4	f11r|f13r|f67r2	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0122|P912-E0181|P912-E0227|P912-E1770
kedy	K+E+DY	GEBEN · KURZ · SCHLIESSEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1219
keedy	K+EE+DY	GEBEN · LÄNGER · SCHLIESSEN	5	f75r|f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0550|P912-E0765|P912-E0795|P912-E0802|P912-E0860
keeedy	K+EEE+D_ADDR+Y	GEBEN · VOLL · TEIL · DIES	2	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1271|P912-E1291
keey	K+EE+Y	GEBEN · LÄNGER · DIES	2	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0355|P912-E0374
keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	GEBEN · LÄNGER · DIES · NEBENWEG · QUELLE	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0254
keishy	K+E+SH+Y	GEBEN · KURZ · HALTEN · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0559
keol	K+E+OL	GEBEN · KURZ · FORTSETZEN	2	f56r|f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0438|P912-E2378
kesd	K+E+S_ADDR+D_ADDR	GEBEN · KURZ · STERNORT · TEIL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1649
koay	K+O+A_ADDR+Y	GEBEN · AUSFÜHREN · ORT · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2421
kol	K+OL	GEBEN · FORTSETZEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0593
kolchdy	K+OL+CHD+Y	GEBEN · FORTSETZEN · UMSETZEN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1186
koldy	K+OL+DY	GEBEN · FORTSETZEN · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0789
kom	K+O+M_LOCAL	GEBEN · AUSFÜHREN · MITTE	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0008
kor	K+OR	GEBEN · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2490
korchy	K+OR+CH+Y	GEBEN · SATZ · NEHMEN · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0348
kshey	K+SH+E+Y	GEBEN · HALTEN · KURZ · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0640
kshy	K+SH+Y	GEBEN · HALTEN · DIES	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0104
ky	K+Y	GEBEN · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0963
l	L	LEITEN	6	f75r|f81v|f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0687|P912-E0737|P912-E0740|P912-E0915|P912-E1257|P912-E1708
lal	L+AL	LEITEN · ZIEL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1496
lar	L+AR	LEITEN · QUELLE	2	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1302|P912-E1320
lch	L+CH	LEITEN · NEHMEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0581
lchcphedy	L+CH+CPH+E+DY	LEITEN · NEHMEN · UMLEITEN · KURZ · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1525
lchdy	L+CHD+Y	LEITEN · UMSETZEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1710
lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLIESSEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1130
lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · DIES	2	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1127|P912-E1381
lched	L+CHD	LEITEN · UMSETZEN	2	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1128|P912-E1376
lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIEL	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1053
lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1326
lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLIESSEN	20	f75r|f81v|f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0527|P912-E0659|P912-E1061|P912-E1220|P912-E1230|P912-E1301|P912-E1319|P912-E1351|P912-E1353|P912-E1371|P912-E1428|P912-E1458|P912-E1506|P912-E1532|P912-E1545|P912-E1579|P912-E1662|P912-E1671|P912-E1687|P912-E1702
lcheedy	L+CH+EE+D_ADDR+Y	LEITEN · NEHMEN · LÄNGER · TEIL · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1304
lcheeor	L+CH+EE+OR	LEITEN · NEHMEN · LÄNGER · SATZ	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1373
lcheey	L+EE+Y	LEITEN · LÄNGER · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1297
lchey	L+Y	LEITEN · DIES	3	f75r|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0617|P912-E1208|P912-E1380
lcho	L+CH+O	LEITEN · NEHMEN · AUSFÜHREN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1172
lchpchdy	L+CH+P+CHD+Y	LEITEN · NEHMEN · EINSETZEN · UMSETZEN · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0990
lchs	L+CH+S	LEITEN · NEHMEN · AUSWÄHLEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1415
lchy	L+CH+Y	LEITEN · NEHMEN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1265
ldalor	L+AL+OR	LEITEN · ZIEL · SATZ	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1745
ldar	L+DA+R	LEITEN · ZWEIT · MARKIEREN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1526
ldy	L+DY	LEITEN · SCHLIESSEN	5	f75r|f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0735|P912-E0783|P912-E1138|P912-E1607|P912-E1659
lkaiin	L+K+AIIN	LEITEN · GEBEN · SOLLWERT	2	f75r|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0695|P912-E1272
lkamo	L+K+AM_ADDR+O	LEITEN · GEBEN · INNEN · AUSFÜHREN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0465
lkchedy	L+K+CHD+Y	LEITEN · GEBEN · UMSETZEN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1144
lkedey	L+K+E+D_ADDR+E+Y	LEITEN · GEBEN · KURZ · TEIL · KURZ · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0972
lkedy	L+K+E+DY	LEITEN · GEBEN · KURZ · SCHLIESSEN	3	f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1277|P912-E1594|P912-E1686
lkeed	L+K+EE+D_ADDR	LEITEN · GEBEN · LÄNGER · TEIL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1555
lkeedy	L+K+EE+D_ADDR+Y	LEITEN · GEBEN · LÄNGER · TEIL · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1223
lkeey	L+K+EE+Y	LEITEN · GEBEN · LÄNGER · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1309
lkshy	L+K+SH+Y	LEITEN · GEBEN · HALTEN · DIES	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1769
lky	L+K+Y	LEITEN · GEBEN · DIES	2	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0914|P912-E0961
lo	L+O	LEITEN · AUSFÜHREN	5	f75r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0511|P912-E0618|P912-E0694|P912-E1450|P912-E1507
lochedy	L+O+CHD+DY	LEITEN · AUSFÜHREN · UMSETZEN · SCHLIESSEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1339
lol	L+OL	LEITEN · FORTSETZEN	3	f75r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0498|P912-E0777|P912-E1725
lolchedy	L+OL+CHD+DY	LEITEN · FORTSETZEN · UMSETZEN · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0690
lolol	L+OL+OL	LEITEN · FORTSETZEN · FORTSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1199
lor	L+OR	LEITEN · SATZ	3	f75r|f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0628|P912-E0651|P912-E1000
lpchedy	L+P+CHD+Y	LEITEN · EINSETZEN · UMSETZEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1405
lr	L+R	LEITEN · MARKIEREN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1383
ls	OL	FORTSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1167
lshed	L+SHED	LEITEN · ABSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1317
lshedary	L+SH+E+D_ADDR+AR+Y	LEITEN · HALTEN · KURZ · TEIL · QUELLE · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0589
lshedy	LSH+E+DY	SPÜLEN · KURZ · SCHLIESSEN	6	f75r|f81v|f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0507|P912-E1006|P912-E1049|P912-E1050|P912-E1365|P912-E1683
lsheedy	LSH+EE+D_ADDR+Y	SPÜLEN · LÄNGER · TEIL · DIES	2	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1461|P912-E1479
lshety	LSH+E+T+Y	SPÜLEN · KURZ · EINSTELLEN · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1043
lshey	L+SH+E+Y	LEITEN · HALTEN · KURZ · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0467
lsho	LSH+O	SPÜLEN · AUSFÜHREN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1047
ltain	L+T+AIN	LEITEN · EINSTELLEN · EINHEIT	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0461
ltary	L+T+AR+Y	LEITEN · EINSTELLEN · QUELLE · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0999
