unit_serial	unit_type	register	page	unit_id	visible_owner	group_count	surface_sequence	speakable_reading_de	ordering_rule
238	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.11	A3_LEFT_RADIAL_SLOT_08	1	okody	left radial slot 08: diesen markierten Posten aktivieren	local owner order only; no global wheel start/direction
239	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.12	A3_LEFT_RADIAL_SLOT_09	1	otody	left radial slot 09: den nächsten Posten markieren	local owner order only; no global wheel start/direction
240	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.13	A3_LEFT_RADIAL_SLOT_10	1	okeal	left radial slot 10: Ziel kurz aktivieren	local owner order only; no global wheel start/direction
241	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.14	A3_LEFT_RADIAL_SLOT_11	1	okeod	left radial slot 11: kurz aktivieren und markieren	local owner order only; no global wheel start/direction
242	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.15	A3_LEFT_RADIAL_SLOT_12	1	oteeys	left radial slot 12: nächste lange Stufe	local owner order only; no global wheel start/direction
243	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.16	A3_LEFT_RADIAL_SLOT_13	1	oteol	left radial slot 13: als nächstes kurz fortsetzen	local owner order only; no global wheel start/direction
244	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.17	A3_LEFT_RADIAL_SLOT_14	1	ykeydy	left radial slot 14: bezeichnete Klasse oder Haus	local owner order only; no global wheel start/direction
245	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.18	A3_LEFT_RADIAL_SLOT_15	1	okeod	left radial slot 15: kurz aktivieren und markieren	local owner order only; no global wheel start/direction
246	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.19	A3_LEFT_RADIAL_SLOT_16	1	saral	left radial slot 16: von Quelle zum Ziel	local owner order only; no global wheel start/direction
247	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.20	A3_LEFT_RADIAL_SLOT_17	1	saiir	left radial slot 17: sekundärer Hauptindex	local owner order only; no global wheel start/direction
248	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.21	A3_LEFT_RADIAL_SLOT_18	1	okolar	left radial slot 18: Aktivieren + Fortsetzen + Quelle	local owner order only; no global wheel start/direction
249	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.22	A3_LEFT_RADIAL_SLOT_19	1	ykeody	left radial slot 19: diesen Klassenposten kurz markieren	local owner order only; no global wheel start/direction
250	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.23	A3_LEFT_RADIAL_SLOT_20	1	sarydy	left radial slot 20: Ausgangssektor, Ursprung oder Bezugswert	local owner order only; no global wheel start/direction
251	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.24	A3_LEFT_RADIAL_SLOT_21	1	otchy	left radial slot 21: naechster Platz oder folgende Bedingung	local owner order only; no global wheel start/direction
252	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.25	A3_LEFT_RADIAL_SLOT_22	2	okeey dy	left radial slot 22: in langer Stufe setzen; dieser lokale Diagrammposten	local owner order only; no global wheel start/direction
253	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.26	A3_LEFT_RADIAL_SLOT_23	2	okey d	left radial slot 23: in kurzer Stufe setzen; Festwert	local owner order only; no global wheel start/direction
254	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.27	A3_LEFT_RADIAL_SLOT_24	1	okeod	left radial slot 24: kurz aktivieren und markieren	local owner order only; no global wheel start/direction
255	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.28	A3_LEFT_RADIAL_SLOT_25	1	okodchy	left radial slot 25: diesen markierten Posten aktivieren	local owner order only; no global wheel start/direction
256	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.29	A3_LEFT_RADIAL_SLOT_26	1	okeody	left radial slot 26: diesen Posten kurz aktivieren und eintragen	local owner order only; no global wheel start/direction
257	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.30	A3_LEFT_RADIAL_SLOT_27	1	okcheys	left radial slot 27: Diagrammplatz berechnen oder bearbeiten	local owner order only; no global wheel start/direction
258	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.31	A3_LEFT_RADIAL_SLOT_28	2	oar alys	left radial slot 28: Quelle; Zielsektor, Zielstern oder Zielfeld	local owner order only; no global wheel start/direction
