surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class
ltary	L+T+AR+Y	VERBINDUNG + EINSTELLUNG + QUELLE + DIES	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Entnahmestelle; dieser Arbeitsgegenstand	Bildverbindung; Platz oder Wert einstellen; Quell- oder Bezugsstelle; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
lteedy	L+T+EE+D_ADDR+Y	VERBINDUNG + EINSTELLUNG + LANG + UNTER + DIES	entlang des Arbeitswegs führen; Arbeitsgang einstellen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Bildverbindung; Platz oder Wert einstellen; zweiter Grad; Unterplatz; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
oain	O+AIN	GANG + EINHEIT	Arbeitsgang ausführen; Portion	Reihe aufrufen; Einheit oder Index	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
oalcheg	O+AL+CH+E+G_LABEL	GANG + ZIEL + AUSWAHL + KURZ + PRUEFMARKE	Arbeitsgang ausführen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; kurz oder direkt; Prüfmarke setzen	Reihe aufrufen; Zielplatz; Klasse oder Figur kennzeichnen; erster Grad; Prüfmarke am Eintrag	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oar	O+AR	GANG + QUELLE	Arbeitsgang ausführen; Entnahmestelle	Reihe aufrufen; Quell- oder Bezugsstelle	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oaram	O+AR+AM_ADDR	GANG + QUELLE + INNEN	Arbeitsgang ausführen; Entnahmestelle; Innenstelle	Reihe aufrufen; Quell- oder Bezugsstelle; Innenplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ochedy	O+CHD+Y	GANG + WECHSEL + DIES	Arbeitsgang ausführen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Reihe aufrufen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
ochol	O+OL	GANG + WEITER	Arbeitsgang ausführen; im selben Arbeitsgang fortfahren	Reihe aufrufen; dieselbe Reihe fortführen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
ochoyk	O+CH+O+Y+K	GANG + AUSWAHL + GANG + DIES + ZUORDNUNG	Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Material zugeben	Reihe aufrufen; Klasse oder Figur kennzeichnen; Reihe aufrufen; dieser Bildplatz; Wert zuordnen	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ochy	O+Y	GANG + DIES	Arbeitsgang ausführen; dieser Arbeitsgegenstand	Reihe aufrufen; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ockhey	O+CKH+E+Y	GANG + DURCHLASS + KURZ + DIES	Arbeitsgang ausführen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Reihe aufrufen; Verbindung oder Durchlass; erster Grad; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ocphy	O+CPH+Y	GANG + GEGENLAUF + DIES	Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand	Reihe aufrufen; Gegenplatz; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
octheol	O+CTH+E+OL	GANG + BEREIT + KURZ + WEITER	Arbeitsgang ausführen; bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren	Reihe aufrufen; Bereitschaftsklasse; erster Grad; dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
octhey	O+CTH+E+Y	GANG + BEREIT + KURZ + DIES	Arbeitsgang ausführen; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	Reihe aufrufen; Bereitschaftsklasse; erster Grad; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
octhody	O+CTH+O+D_ADDR+Y	GANG + BEREIT + GANG + UNTER + DIES	Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Reihe aufrufen; Bereitschaftsklasse; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
octhole	O+CTH+OL+E	GANG + BEREIT + WEITER + KURZ	Arbeitsgang ausführen; bis bereit führen; im selben Arbeitsgang fortfahren; kurz oder direkt	Reihe aufrufen; Bereitschaftsklasse; dieselbe Reihe fortführen; erster Grad	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
octhys	O+CTH+Y+S	GANG + BEREIT + DIES + WAHL	Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand; Arbeitsvariante auswählen	Reihe aufrufen; Bereitschaftsklasse; dieser Bildplatz; Bildklasse auswählen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
odaeiin	O+DA+E+IIN	GANG + ZWEIT + KURZ + STUFE	Arbeitsgang ausführen; zweite Arbeitsstufe; kurz oder direkt; Arbeitsstufe	Reihe aufrufen; zweite Bildstufe; erster Grad; Wertstufe	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
odaiiin	O+DA+LOCAL_CHAR_I+IIN	GANG + ZWEIT + UNTERINDEX + STUFE	Arbeitsgang ausführen; zweite Arbeitsstufe; auf der Unterstufe; Arbeitsstufe	Reihe aufrufen; zweite Bildstufe; Unterindex; Wertstufe	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
odaiin	O+D_ADDR+AIIN	GANG + UNTER + SOLLWERT	Arbeitsgang ausführen; bezeichneter Teil; Sollmaß	Reihe aufrufen; Unterplatz; verzeichneter Sollwert	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
odain	O+D_ADDR+AIN	GANG + UNTER + EINHEIT	Arbeitsgang ausführen; bezeichneter Teil; Portion	Reihe aufrufen; Unterplatz; Einheit oder Index	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
odair	O+D_ADDR+AIR	GANG + UNTER + LAUFWEG	Arbeitsgang ausführen; bezeichneter Teil; Flüssigkeits- oder Stationslauf	Reihe aufrufen; Unterplatz; Ringlauf	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
odal	O+DA+L	GANG + ZWEIT + VERBINDUNG	Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Reihe aufrufen; zweite Bildstufe; Bildverbindung	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
odar	O+D_ADDR+AR	GANG + UNTER + QUELLE	Arbeitsgang ausführen; bezeichneter Teil; Entnahmestelle	Reihe aufrufen; Unterplatz; Quell- oder Bezugsstelle	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
odas	O+DA+S	GANG + ZWEIT + WAHL	Arbeitsgang ausführen; zweite Arbeitsstufe; Arbeitsvariante auswählen	Reihe aufrufen; zweite Bildstufe; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
odchecthy	O+D_ADDR+CH+E+CTH+Y	GANG + UNTER + AUSWAHL + KURZ + BEREIT + DIES	Arbeitsgang ausführen; bezeichneter Teil; bezeichneten Anteil entnehmen; kurz oder direkt; bis bereit führen; dieser Arbeitsgegenstand	Reihe aufrufen; Unterplatz; Klasse oder Figur kennzeichnen; erster Grad; Bereitschaftsklasse; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
odl	O+D_ADDR+L	GANG + UNTER + VERBINDUNG	Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen	Reihe aufrufen; Unterplatz; Bildverbindung	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
oear	O+E+AR	GANG + KURZ + QUELLE	Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
oedain	O+E+D_ADDR+AIN	GANG + KURZ + UNTER + EINHEIT	Arbeitsgang ausführen; kurz oder direkt; bezeichneter Teil; Portion	Reihe aufrufen; erster Grad; Unterplatz; Einheit oder Index	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
oeeed	O+EEE+D_ADDR	GANG + VOLL + UNTER	Arbeitsgang ausführen; vollständig; bezeichneter Teil	Reihe aufrufen; dritter oder voller Grad; Unterplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
oeees	O+EEE+S	GANG + VOLL + WAHL	Arbeitsgang ausführen; vollständig; Arbeitsvariante auswählen	Reihe aufrufen; dritter oder voller Grad; Bildklasse auswählen	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
oeeody	O+EE+O+D_ADDR+Y	GANG + LANG + GANG + UNTER + DIES	Arbeitsgang ausführen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Reihe aufrufen; zweiter Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oeeos	O+EE+O+S	GANG + LANG + GANG + WAHL	Arbeitsgang ausführen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsvariante auswählen	Reihe aufrufen; zweiter Grad; Reihe aufrufen; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
oeesy	O+EE+S+Y	GANG + LANG + WAHL + DIES	Arbeitsgang ausführen; länger oder gehalten; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Reihe aufrufen; zweiter Grad; Bildklasse auswählen; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oeey	O+EE+Y	GANG + LANG + DIES	Arbeitsgang ausführen; länger oder gehalten; dieser Arbeitsgegenstand	Reihe aufrufen; zweiter Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oekain	O+E+K+AIN	GANG + KURZ + ZUORDNUNG + EINHEIT	Arbeitsgang ausführen; kurz oder direkt; Material zugeben; Portion	Reihe aufrufen; erster Grad; Wert zuordnen; Einheit oder Index	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
oeoldan	O+E+OL+D_ADDR+AN	GANG + KURZ + WEITER + UNTER + ZUSATZ	Arbeitsgang ausführen; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; weiteren Posten zugeben	Reihe aufrufen; erster Grad; dieselbe Reihe fortführen; Unterplatz; zusätzlicher Eintrag	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oepchod	O+E+P+CH+O+D_ADDR	GANG + KURZ + EINSATZ + AUSWAHL + GANG + UNTER	Arbeitsgang ausführen; kurz oder direkt; Material einsetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil	Reihe aufrufen; erster Grad; Platz besetzen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ofal	O+LOCAL_CHAR_F+AL	GANG + NEBENPFAD + ZIEL	Arbeitsgang ausführen; über einen Nebenpfad; Ziel- oder Anschlussstelle	Reihe aufrufen; Nebenreihe oder Seitenzweig; Zielplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	GANG + NEBENPFAD + ZIEL + UNTER + GANG	Arbeitsgang ausführen; über einen Nebenpfad; Ziel- oder Anschlussstelle; bezeichneter Teil; Arbeitsgang ausführen	Reihe aufrufen; Nebenreihe oder Seitenzweig; Zielplatz; Unterplatz; Reihe aufrufen	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	GANG + NEBENPFAD + ADRESSE + SPUELEN + KURZ + ZUORDNUNG + DIES	Arbeitsgang ausführen; über einen Nebenpfad; lokale Arbeitsstelle; spülen; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand	Reihe aufrufen; Nebenreihe oder Seitenzweig; lokale Bildadresse; Spülklasse; erster Grad; Wert zuordnen; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ofcheor	O+LOCAL_CHAR_F+CHEO+R	GANG + NEBENPFAD + AUSZUG + MARKE	Arbeitsgang ausführen; über einen Nebenpfad; Auszug; Zustand kennzeichnen	Reihe aufrufen; Nebenreihe oder Seitenzweig; lokaler Eintrag; Zustandsmarke	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ofydy	O+LOCAL_CHAR_F+Y+DY	GANG + NEBENPFAD + DIES + ENDE	Arbeitsgang ausführen; über einen Nebenpfad; dieser Arbeitsgegenstand; Arbeitsschritt schließen	Reihe aufrufen; Nebenreihe oder Seitenzweig; dieser Bildplatz; Bildeintrag schließen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	GANG + NEBENPFAD + DIES + WAHL + ZUORDNUNG + DIES + ZWEIT + VERBINDUNG	Arbeitsgang ausführen; über einen Nebenpfad; dieser Arbeitsgegenstand; Arbeitsvariante auswählen; Material zugeben; dieser Arbeitsgegenstand; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Reihe aufrufen; Nebenreihe oder Seitenzweig; dieser Bildplatz; Bildklasse auswählen; Wert zuordnen; dieser Bildplatz; zweite Bildstufe; Bildverbindung	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
og	O+G_LABEL	GANG + PRUEFMARKE	Arbeitsgang ausführen; Prüfmarke setzen	Reihe aufrufen; Prüfmarke am Eintrag	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
oiiin	O+IIN	GANG + STUFE	Arbeitsgang ausführen; Arbeitsstufe	Reihe aufrufen; Wertstufe	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
oiinar	O+IIN+AR	GANG + STUFE + QUELLE	Arbeitsgang ausführen; Arbeitsstufe; Entnahmestelle	Reihe aufrufen; Wertstufe; Quell- oder Bezugsstelle	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ok	OK	START	Arbeitsgang ansetzen	Bildplatz aktivieren	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	START + ADRESSE + UNTERINDEX + STUFE	Arbeitsgang ansetzen; lokale Arbeitsstelle; auf der Unterstufe; Arbeitsstufe	Bildplatz aktivieren; lokale Bildadresse; Unterindex; Wertstufe	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
okair	OK+AIR	START + LAUFWEG	Arbeitsgang ansetzen; Flüssigkeits- oder Stationslauf	Bildplatz aktivieren; Ringlauf	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
okairady	OK+AIR+A_ADDR+D_ADDR+Y	START + LAUFWEG + ADRESSE + UNTER + DIES	Arbeitsgang ansetzen; Flüssigkeits- oder Stationslauf; lokale Arbeitsstelle; bezeichneter Teil; dieser Arbeitsgegenstand	Bildplatz aktivieren; Ringlauf; lokale Bildadresse; Unterplatz; dieser Bildplatz	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okala	OK+AL+A_ADDR	START + ZIEL + ADRESSE	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; lokale Arbeitsstelle	Bildplatz aktivieren; Zielplatz; lokale Bildadresse	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okalal	OK+AL+AL	START + ZIEL + ZIEL	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle	Bildplatz aktivieren; Zielplatz; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okaldal	OK+AL+AL	START + ZIEL + ZIEL	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle	Bildplatz aktivieren; Zielplatz; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okaram	OK+AR+AM_ADDR	START + QUELLE + INNEN	Arbeitsgang ansetzen; Entnahmestelle; Innenstelle	Bildplatz aktivieren; Quell- oder Bezugsstelle; Innenplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okarchedy	OK+AR+CHD+Y	START + QUELLE + WECHSEL + DIES	Arbeitsgang ansetzen; Entnahmestelle; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; Quell- oder Bezugsstelle; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
okardy	OK+AR+D_ADDR+Y	START + QUELLE + UNTER + DIES	Arbeitsgang ansetzen; Entnahmestelle; bezeichneter Teil; dieser Arbeitsgegenstand	Bildplatz aktivieren; Quell- oder Bezugsstelle; Unterplatz; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okchal	OK+CH+AL	START + AUSWAHL + ZIEL	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; Zielplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
okchd	OK+CHD	START + WECHSEL	Arbeitsgang ansetzen; Arbeitsgut umsetzen	Bildplatz aktivieren; zu Gegen- oder Folgeplatz wechseln	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
okchedy	OK+CHD+DY	START + WECHSEL + ENDE	Arbeitsgang ansetzen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Bildplatz aktivieren; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
okcheo	OK+CHEO	START + AUSZUG	Arbeitsgang ansetzen; Auszug	Bildplatz aktivieren; lokaler Eintrag	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okchey	OK+Y	START + DIES	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
okcheys	OK+CH+E+Y+S	START + AUSWAHL + KURZ + DIES + WAHL	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand; Arbeitsvariante auswählen	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz; Bildklasse auswählen	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okchoal	OK+CH+O+AL	START + AUSWAHL + GANG + ZIEL	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; Reihe aufrufen; Zielplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
okchol	OK+OL	START + WEITER	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
okchoteees	OK+CH+OT+EEE+S_ADDR	START + AUSWAHL + NAECHST + VOLL + STERNORT	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; danach oder nächster Posten; vollständig; bezeichnete s-Stelle	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; nächster Bildplatz; dritter oder voller Grad; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okeal	OK+E+AL	START + KURZ + ZIEL	Arbeitsgang ansetzen; kurz oder direkt; Ziel- oder Anschlussstelle	Bildplatz aktivieren; erster Grad; Zielplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okealar	OK+E+AL+AR	START + KURZ + ZIEL + QUELLE	Arbeitsgang ansetzen; kurz oder direkt; Ziel- oder Anschlussstelle; Entnahmestelle	Bildplatz aktivieren; erster Grad; Zielplatz; Quell- oder Bezugsstelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okear	OK+E+AR	START + KURZ + QUELLE	Arbeitsgang ansetzen; kurz oder direkt; Entnahmestelle	Bildplatz aktivieren; erster Grad; Quell- oder Bezugsstelle	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okeear	OK+EE+AR	START + LANG + QUELLE	Arbeitsgang ansetzen; länger oder gehalten; Entnahmestelle	Bildplatz aktivieren; zweiter Grad; Quell- oder Bezugsstelle	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okeedyqol	OK+EE+DY+OL	START + LANG + ENDE + WEITER	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen; dieselbe Reihe fortführen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
okeeo	OK+EE+O	START + LANG + GANG	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen	Bildplatz aktivieren; zweiter Grad; Reihe aufrufen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okeeodal	OK+EE+O+DA+L	START + LANG + GANG + ZWEIT + VERBINDUNG	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Bildplatz aktivieren; zweiter Grad; Reihe aufrufen; zweite Bildstufe; Bildverbindung	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okeeor	OK+EE+OR	START + LANG + EINTRAG	Arbeitsgang ansetzen; länger oder gehalten; Ansatz oder Zubereitung	Bildplatz aktivieren; zweiter Grad; Eintragsklasse	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
okeeos	OK+EE+O+S	START + LANG + GANG + WAHL	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsvariante auswählen	Bildplatz aktivieren; zweiter Grad; Reihe aufrufen; Bildklasse auswählen	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okees	OK+EE+S_LABEL	START + LANG + RAHMEN	Arbeitsgang ansetzen; länger oder gehalten; im markierten Rahmen	Bildplatz aktivieren; zweiter Grad; Rahmengrenze	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okeol	OK+E+OL	START + KURZ + WEITER	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; erster Grad; dieselbe Reihe fortführen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
okeolol	OK+E+OL+OL	START + KURZ + WEITER + WEITER	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; erster Grad; dieselbe Reihe fortführen; dieselbe Reihe fortführen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okeoly	OK+E+OL+Y	START + KURZ + WEITER + DIES	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Bildplatz aktivieren; erster Grad; dieselbe Reihe fortführen; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okeom	OK+E+O+AM_ADDR	START + KURZ + GANG + INNEN	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	Bildplatz aktivieren; erster Grad; Reihe aufrufen; Innenplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
okoaly	OK+O+AL+Y	START + GANG + ZIEL + DIES	Arbeitsgang ansetzen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Bildplatz aktivieren; Reihe aufrufen; Zielplatz; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okodaly	OK+O+DA+L+Y	START + GANG + ZWEIT + VERBINDUNG + DIES	Arbeitsgang ansetzen; Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	Bildplatz aktivieren; Reihe aufrufen; zweite Bildstufe; Bildverbindung; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okodchy	OK+O+D_ADDR+CH+Y	START + GANG + UNTER + AUSWAHL + DIES	Arbeitsgang ansetzen; Arbeitsgang ausführen; bezeichneter Teil; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bildplatz aktivieren; Reihe aufrufen; Unterplatz; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okoes	OK+O+E+S	START + GANG + KURZ + WAHL	Arbeitsgang ansetzen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsvariante auswählen	Bildplatz aktivieren; Reihe aufrufen; erster Grad; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
okoirsh	OK+O+LOCAL_CHAR_I+R+SH	START + GANG + UNTERINDEX + MARKE + HALT	Arbeitsgang ansetzen; Arbeitsgang ausführen; auf der Unterstufe; Zustand kennzeichnen; Arbeitsgegenstand halten	Bildplatz aktivieren; Reihe aufrufen; Unterindex; Zustandsmarke; Bezug festhalten	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okoksheo	OK+OK+SH+E+O	START + START + HALT + KURZ + GANG	Arbeitsgang ansetzen; Arbeitsgang ansetzen; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen	Bildplatz aktivieren; Bildplatz aktivieren; Bezug festhalten; erster Grad; Reihe aufrufen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
