page	diagram_id	locus	namespace_id	local_image_owner	local_content_class	group_count	surface_sequence	bridge_class_sequence	component_sequence	exact_surface_groups	composed_component_groups	single_component_groups	local_nomenclator_groups	complete_workshop_reading_de	owner_default_de	orientation_status	nomenclator_family_sequence	compact_default_sequence_de	family_resolved_groups	closed_locus_reading_de
f67r2	A1	f67r2.53	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_02	LEFT_WHEEL_OUTER_STAR_POSITION	1	dchdar	COMPOSED_COMPONENT_BRIDGE	B16_TRANSFER|B10_AR_SOURCE	0	1	0	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_02: notiere Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	äußerer Sternplatz 02 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert	0	A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.
f67r2	A1	f67r2.54	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_03	LEFT_WHEEL_OUTER_STAR_POSITION	2	y saldal	EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE	EXACT:dieser Posten || B09_AL_TARGET|B09_AL_TARGET	1	1	0	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: notiere dieser lokale Diagrammposten | Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld.	äußerer Sternplatz 03 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	dieser lokale Diagrammposten | Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	0	A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten | Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld.
f67r2	A1	f67r2.55	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_04	LEFT_WHEEL_OUTER_STAR_POSITION	1	ytodal	SINGLE_COMPONENT_BRIDGE	B09_AL_TARGET	0	0	1	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_04: notiere Zielsektor, Zielstern oder Zielfeld.	äußerer Sternplatz 04 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Zielsektor, Zielstern oder Zielfeld	0	A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld.
f67r2	A1	f67r2.56	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_05	LEFT_WHEEL_OUTER_STAR_POSITION	2	tol daiin	EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	EXACT:fortsetzen || EXACT:Sollmaß	2	0	0	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: notiere im selben Ring oder Band fortsetzen | Sollwert oder Grad des bezeichneten Himmelsplatzes.	äußerer Sternplatz 05 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	im selben Ring oder Band fortsetzen | Sollwert oder Grad des bezeichneten Himmelsplatzes	0	A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen | Sollwert oder Grad des bezeichneten Himmelsplatzes.
f67r2	A1	f67r2.57	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_06	LEFT_WHEEL_OUTER_STAR_POSITION	2	otar dy	EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	EXACT:danach von dort || EXACT:dieser Posten	2	0	0	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: notiere danach vom bezeichneten Ausgangsplatz | dieser lokale Diagrammposten.	äußerer Sternplatz 06 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	danach vom bezeichneten Ausgangsplatz | dieser lokale Diagrammposten	0	A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz | dieser lokale Diagrammposten.
f67r2	A1	f67r2.58	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_07	LEFT_WHEEL_OUTER_STAR_POSITION	3	cho dal g	EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR	EXACT:Zutat || EXACT:dorthin || LOCAL_NAME_OR_VALUE	2	0	0	1	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: notiere Eingangsobjekt oder Eingangsbedingung | zum bezeichneten Zielplatz; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	äußerer Sternplatz 07 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS	Eingangsobjekt oder Eingangsbedingung | zum bezeichneten Zielplatz | Gradwert	1	A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung | zum bezeichneten Zielplatz | Gradwert.
f67r2	A1	f67r2.59	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_08	LEFT_WHEEL_OUTER_STAR_POSITION	1	ytchodly	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	0	0	1	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: notiere Himmelsobjekt oder Eingangsbedingung.	äußerer Sternplatz 08 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Himmelsobjekt oder Eingangsbedingung	0	A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung.
f67r2	A1	f67r2.60	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_09	LEFT_WHEEL_OUTER_STAR_POSITION	1	octhys	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	0	0	0	1	Sternplatz A1_LEFT_OUTER_STAR_STATION_09: kopiere die 1 lokalen Namen-/Wertsegmente als einen Eintrag.	äußerer Sternplatz 09 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N06_CH_CTH_CONDITION	sekundäre Grundbedingung	1	A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.
f67r2	A1	f67r2.61	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_10	LEFT_WHEEL_OUTER_STAR_POSITION	1	ytokar	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	0	1	0	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: notiere Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	äußerer Sternplatz 10 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	0	A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
f67r2	A1	f67r2.62	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_11	LEFT_WHEEL_OUTER_STAR_POSITION	1	otolor	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B07_OL_CONTINUE|B08_OR_WORKSET	0	1	0	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: notiere naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	äußerer Sternplatz 11 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz	0	A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.
f67r2	A1	f67r2.63	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_12	LEFT_WHEEL_OUTER_STAR_POSITION	1	okodar	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	0	1	0	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: notiere Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	äußerer Sternplatz 12 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	0	A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
f67r2	A1	f67r2.64	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_01	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	2	s air	LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE	LOCAL_NAME_OR_VALUE || B02_AIR_COURSE	0	0	1	1	Radstelle A1_RIGHT_PHASE_STATION_01: notiere Himmels-, Ring- oder Zeigerlauf; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	lokaler Scheiben-/Bedingungsplatz 01 des rechten f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N01_VALUE_SIGNS || COMMON_22_COMPONENT_BRIDGE	Nebenwert | Himmels-, Ring- oder Zeigerlauf	1	A1_RIGHT_PHASE_STATION_01: Nebenwert | Himmels-, Ring- oder Zeigerlauf.
f67r2	A1	f67r2.65	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_02	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	1	soear	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	0	0	1	0	Radstelle A1_RIGHT_PHASE_STATION_02: notiere Ausgangssektor, Ursprung oder Bezugswert.	lokaler Scheiben-/Bedingungsplatz 02 des rechten f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Ausgangssektor, Ursprung oder Bezugswert	0	A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert.
f67r2	A1	f67r2.66	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_03	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	1	cpheey	SINGLE_COMPONENT_BRIDGE	B13_GRADE	0	0	1	0	Radstelle A1_RIGHT_PHASE_STATION_03: notiere lange oder volle Diagrammstufe.	lokaler Scheiben-/Bedingungsplatz 03 des rechten f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	lange oder volle Diagrammstufe	0	A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe.
f67r2	A1	f67r2.67	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_04	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	1	okodar	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	0	1	0	0	Radstelle A1_RIGHT_PHASE_STATION_04: notiere Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	lokaler Scheiben-/Bedingungsplatz 04 des rechten f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	0	A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
f67r2	A1	f67r2.68	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_05	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	1	oepchod	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	0	0	1	0	Radstelle A1_RIGHT_PHASE_STATION_05: notiere Himmelsobjekt oder Eingangsbedingung.	lokaler Scheiben-/Bedingungsplatz 05 des rechten f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Himmelsobjekt oder Eingangsbedingung	0	A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung.
f67r2	A1	f67r2.69	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_06	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	2	s ay	LOCAL_ASTRO_NOMENCLATOR LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE || LOCAL_NAME_OR_VALUE	0	0	0	2	Radstelle A1_RIGHT_PHASE_STATION_06: kopiere die 2 lokalen Namen-/Wertsegmente als einen Eintrag.	lokaler Scheiben-/Bedingungsplatz 06 des rechten f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N01_VALUE_SIGNS || N01_VALUE_SIGNS	Nebenwert | aktueller Hauptwert	2	A1_RIGHT_PHASE_STATION_06: Nebenwert | aktueller Hauptwert.
f67r2	A1	f67r2.70	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_07	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	1	osar	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	0	0	1	0	Radstelle A1_RIGHT_PHASE_STATION_07: notiere Ausgangssektor, Ursprung oder Bezugswert.	lokaler Scheiben-/Bedingungsplatz 07 des rechten f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Ausgangssektor, Ursprung oder Bezugswert	0	A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert.
f67r2	A1	f67r2.71	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_08	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	1	oran	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	0	0	1	0	Radstelle A1_RIGHT_PHASE_STATION_08: notiere Bedingungs-, Tabellen- oder Wahlansatz.	lokaler Scheiben-/Bedingungsplatz 08 des rechten f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Bedingungs-, Tabellen- oder Wahlansatz	0	A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz.
f67r2	A1	f67r2.72	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	12	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey	EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	EXACT:daraus || B09_AL_TARGET|B01_AIIN_VALUE || B01_AIIN_VALUE || LOCAL_NAME_OR_VALUE || B01_AIIN_VALUE || B02_AIR_COURSE || B02_AIR_COURSE || B01_AIIN_VALUE || B07_OL_CONTINUE || B09_AL_TARGET|B11_HO_INPUT || B07_OL_CONTINUE || EXACT:kurz ansetzen	2	2	7	1	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: notiere vom bezeichneten Ausgangsplatz | Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes | Sollwert oder Grad eines Diagrammplatzes | Sollwert oder Grad eines Diagrammplatzes | Himmels-, Ring- oder Zeigerlauf | Himmels-, Ring- oder Zeigerlauf | Sollwert oder Grad eines Diagrammplatzes | im selben Ring, Band oder Satz fortsetzen | Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung | im selben Ring, Band oder Satz fortsetzen | in kurzer Stufe setzen; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	äußeres Textband des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N04_K_HOUSE_CLASS || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	vom bezeichneten Ausgangsplatz | Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes | Sollwert oder Grad eines Diagrammplatzes | neue Grundklasse | Sollwert oder Grad eines Diagrammplatzes | Himmels-, Ring- oder Zeigerlauf | Himmels-, Ring- oder Zeigerlauf | Sollwert oder Grad eines Diagrammplatzes | im selben Ring, Band oder Satz fortsetzen | Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung | im selben Ring, Band oder Satz fortsetzen | in kurzer Stufe setzen	1	A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz | Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes | Sollwert oder Grad eines Diagrammplatzes | neue Grundklasse | Sollwert oder Grad eines Diagrammplatzes | Himmels-, Ring- oder Zeigerlauf | Himmels-, Ring- oder Zeigerlauf | Sollwert oder Grad eines Diagrammplatzes | im selben Ring, Band oder Satz fortsetzen | Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung | im selben Ring, Band oder Satz fortsetzen | in kurzer Stufe setzen.
f67r2	A1	f67r2.73	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	11	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE	B14_READOUT || EXACT:dieser Posten || B15_HOLD|B13_GRADE || B13_GRADE || B19_PROCESS || B19_PROCESS || B05_OK_SET || B01_AIIN_VALUE || B05_OK_SET|B07_OL_CONTINUE || B10_AR_SOURCE || B07_OL_CONTINUE|B10_AR_SOURCE	1	3	7	0	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: notiere abgelesener oder freigegebener Wert | dieser lokale Diagrammposten | Position oder Bedingung halten + lange oder volle Diagrammstufe | lange oder volle Diagrammstufe | Diagrammplatz berechnen oder bearbeiten | Diagrammplatz berechnen oder bearbeiten | Diagrammposten setzen oder aktivieren | Sollwert oder Grad eines Diagrammplatzes | Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	äußeres Textband des rechten f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	abgelesener oder freigegebener Wert | dieser lokale Diagrammposten | Position oder Bedingung halten + lange oder volle Diagrammstufe | lange oder volle Diagrammstufe | Diagrammplatz berechnen oder bearbeiten | Diagrammplatz berechnen oder bearbeiten | Diagrammposten setzen oder aktivieren | Sollwert oder Grad eines Diagrammplatzes | Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert	0	A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert | dieser lokale Diagrammposten | Position oder Bedingung halten + lange oder volle Diagrammstufe | lange oder volle Diagrammstufe | Diagrammplatz berechnen oder bearbeiten | Diagrammplatz berechnen oder bearbeiten | Diagrammposten setzen oder aktivieren | Sollwert oder Grad eines Diagrammplatzes | Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.
f67r2	A1	f67r2.74	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	13	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR	B14_READOUT || B05_OK_SET|B13_GRADE || LOCAL_NAME_OR_VALUE || B13_GRADE || B17_PASS || B11_HO_INPUT || EXACT:Sollmaß || B05_OK_SET|B13_GRADE || B05_OK_SET|B01_AIIN_VALUE || B03_AIN_PART || B10_AR_SOURCE || B02_AIR_COURSE || LOCAL_NAME_OR_VALUE	1	3	7	2	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: notiere abgelesener oder freigegebener Wert | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | lange oder volle Diagrammstufe | durch Sektor, Ring oder Pruefweg fuehren | Himmelsobjekt oder Eingangsbedingung | Sollwert oder Grad des bezeichneten Himmelsplatzes | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes | gezaehlter Teil oder Unterabschnitt | Ausgangssektor, Ursprung oder Bezugswert | Himmels-, Ring- oder Zeigerlauf; ergaenze 2 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	seitenlokale Legende; das Exemplar entscheidet linkes oder rechtes Rad	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N05_CHE_READOUT || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS	abgelesener oder freigegebener Wert | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | sekundärer Ablesewert | lange oder volle Diagrammstufe | durch Sektor, Ring oder Pruefweg fuehren | Himmelsobjekt oder Eingangsbedingung | Sollwert oder Grad des bezeichneten Himmelsplatzes | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes | gezaehlter Teil oder Unterabschnitt | Ausgangssektor, Ursprung oder Bezugswert | Himmels-, Ring- oder Zeigerlauf | aktueller Hauptwert	2	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: abgelesener oder freigegebener Wert | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | sekundärer Ablesewert | lange oder volle Diagrammstufe | durch Sektor, Ring oder Pruefweg fuehren | Himmelsobjekt oder Eingangsbedingung | Sollwert oder Grad des bezeichneten Himmelsplatzes | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes | gezaehlter Teil oder Unterabschnitt | Ausgangssektor, Ursprung oder Bezugswert | Himmels-, Ring- oder Zeigerlauf | aktueller Hauptwert.
