unified_serial	register	page	locus	namespace_or_record	local_unit_id	surface_display	mechanism	operational_reading_de	local_owner	register_rule_de
U477	ASTRO_DIAGRAM	f67r2	f67r2.39	F67_LEFT_WHEEL_NS	A1:G096	chedaiin	COMPOSED_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes.	A1_LEFT_LOCAL_FIELD_39	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U478	ASTRO_DIAGRAM	f67r2	f67r2.39	F67_LEFT_WHEEL_NS	A1:G097	dy	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.	A1_LEFT_LOCAL_FIELD_39	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U479	ASTRO_DIAGRAM	f67r2	f67r2.40	F67_LEFT_WHEEL_NS	A1:G098	yteos	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_LOCAL_FIELD_40: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest yteos.	A1_LEFT_LOCAL_FIELD_40	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U480	ASTRO_DIAGRAM	f67r2	f67r2.40	F67_LEFT_WHEEL_NS	A1:G099	oiin	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o.	A1_LEFT_LOCAL_FIELD_40	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U481	ASTRO_DIAGRAM	f67r2	f67r2.40	F67_LEFT_WHEEL_NS	A1:G100	og	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_LOCAL_FIELD_40: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest og.	A1_LEFT_LOCAL_FIELD_40	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U482	ASTRO_DIAGRAM	f67r2	f67r2.41	F67_LEFT_WHEEL_NS	A1:G101	ytoeopchey	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_LOCAL_FIELD_41: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ytoeopchey.	A1_LEFT_LOCAL_FIELD_41	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U483	ASTRO_DIAGRAM	f67r2	f67r2.41	F67_LEFT_WHEEL_NS	A1:G102	chekody	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_LOCAL_FIELD_41: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest chekody.	A1_LEFT_LOCAL_FIELD_41	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U484	ASTRO_DIAGRAM	f67r2	f67r2.42	F67_LEFT_WHEEL_NS	A1:G103	sosho	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.	A1_LEFT_LOCAL_FIELD_42	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U485	ASTRO_DIAGRAM	f67r2	f67r2.42	F67_LEFT_WHEEL_NS	A1:G104	chos	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	A1_LEFT_LOCAL_FIELD_42	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U486	ASTRO_DIAGRAM	f67r2	f67r2.42	F67_LEFT_WHEEL_NS	A1:G105	ockhy	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	A1_LEFT_LOCAL_FIELD_42	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U487	ASTRO_DIAGRAM	f67r2	f67r2.43	F67_LEFT_WHEEL_NS	A1:G106	daiin	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	A1_LEFT_LOCAL_FIELD_43	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U488	ASTRO_DIAGRAM	f67r2	f67r2.43	F67_LEFT_WHEEL_NS	A1:G107	aiin	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	A1_LEFT_LOCAL_FIELD_43	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U489	ASTRO_DIAGRAM	f67r2	f67r2.43	F67_LEFT_WHEEL_NS	A1:G108	os	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld.	A1_LEFT_LOCAL_FIELD_43	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U490	ASTRO_DIAGRAM	f67r2	f67r2.43	F67_LEFT_WHEEL_NS	A1:G109	qsg	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_LOCAL_FIELD_43: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest qsg.	A1_LEFT_LOCAL_FIELD_43	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U491	ASTRO_DIAGRAM	f67r2	f67r2.44	F67_LEFT_WHEEL_NS	A1:G110	ofydy	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_LOCAL_FIELD_44: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ofydy.	A1_LEFT_LOCAL_FIELD_44	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U492	ASTRO_DIAGRAM	f67r2	f67r2.44	F67_LEFT_WHEEL_NS	A1:G111	sheody	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody.	A1_LEFT_LOCAL_FIELD_44	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U493	ASTRO_DIAGRAM	f67r2	f67r2.44	F67_LEFT_WHEEL_NS	A1:G112	aiin	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.	A1_LEFT_LOCAL_FIELD_44	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U494	ASTRO_DIAGRAM	f67r2	f67r2.45	F67_LEFT_WHEEL_NS	A1:G113	ycheody	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_LOCAL_FIELD_45: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ycheody.	A1_LEFT_LOCAL_FIELD_45	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U495	ASTRO_DIAGRAM	f67r2	f67r2.45	F67_LEFT_WHEEL_NS	A1:G114	es	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_LOCAL_FIELD_45: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest es.	A1_LEFT_LOCAL_FIELD_45	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U496	ASTRO_DIAGRAM	f67r2	f67r2.45	F67_LEFT_WHEEL_NS	A1:G115	odaiiin	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_45: Grad- oder Bedingungsstufe; lokaler Namensrest odai.	A1_LEFT_LOCAL_FIELD_45	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U497	ASTRO_DIAGRAM	f67r2	f67r2.46	F67_LEFT_WHEEL_NS	A1:G116	yekees	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s.	A1_LEFT_LOCAL_FIELD_46	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U498	ASTRO_DIAGRAM	f67r2	f67r2.46	F67_LEFT_WHEEL_NS	A1:G117	oraly	COMPOSED_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_46: Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.	A1_LEFT_LOCAL_FIELD_46	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U499	ASTRO_DIAGRAM	f67r2	f67r2.47	F67_LEFT_WHEEL_NS	A1:G118	yfain	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.	A1_LEFT_LOCAL_FIELD_47	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U500	ASTRO_DIAGRAM	f67r2	f67r2.48	F67_LEFT_WHEEL_NS	A1:G119	todaiin	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod.	A1_LEFT_LOCAL_FIELD_48	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U501	ASTRO_DIAGRAM	f67r2	f67r2.48	F67_LEFT_WHEEL_NS	A1:G120	dain	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger.	A1_LEFT_LOCAL_FIELD_48	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U502	ASTRO_DIAGRAM	f67r2	f67r2.48	F67_LEFT_WHEEL_NS	A1:G121	dy	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.	A1_LEFT_LOCAL_FIELD_48	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U503	ASTRO_DIAGRAM	f67r2	f67r2.49	F67_LEFT_WHEEL_NS	A1:G122	os	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.	A1_LEFT_LOCAL_FIELD_49	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U504	ASTRO_DIAGRAM	f67r2	f67r2.49	F67_LEFT_WHEEL_NS	A1:G123	choer	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_49: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/er.	A1_LEFT_LOCAL_FIELD_49	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U505	ASTRO_DIAGRAM	f67r2	f67r2.49	F67_LEFT_WHEEL_NS	A1:G124	aiin	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.	A1_LEFT_LOCAL_FIELD_49	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U506	ASTRO_DIAGRAM	f67r2	f67r2.50	F67_LEFT_WHEEL_NS	A1:G125	choeea	COMPOSED_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a.	A1_LEFT_LOCAL_FIELD_50	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U507	ASTRO_DIAGRAM	f67r2	f67r2.50	F67_LEFT_WHEEL_NS	A1:G126	sal	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.	A1_LEFT_LOCAL_FIELD_50	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U508	ASTRO_DIAGRAM	f67r2	f67r2.51	F67_LEFT_WHEEL_NS	A1:G127	dadaiin	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.	A1_LEFT_LOCAL_FIELD_51	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U509	ASTRO_DIAGRAM	f67r2	f67r2.52	F67_LEFT_WHEEL_NS	A1:G128	qotoear	COMPOSED_COMPONENT_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.	A1_LEFT_OUTER_STAR_STATION_01	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U510	ASTRO_DIAGRAM	f67r2	f67r2.53	F67_LEFT_WHEEL_NS	A1:G129	dchdar	COMPOSED_COMPONENT_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.	A1_LEFT_OUTER_STAR_STATION_02	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U511	ASTRO_DIAGRAM	f67r2	f67r2.54	F67_LEFT_WHEEL_NS	A1:G130	y	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.	A1_LEFT_OUTER_STAR_STATION_03	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U512	ASTRO_DIAGRAM	f67r2	f67r2.54	F67_LEFT_WHEEL_NS	A1:G131	saldal	COMPOSED_COMPONENT_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.	A1_LEFT_OUTER_STAR_STATION_03	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U513	ASTRO_DIAGRAM	f67r2	f67r2.55	F67_LEFT_WHEEL_NS	A1:G132	ytodal	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.	A1_LEFT_OUTER_STAR_STATION_04	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U514	ASTRO_DIAGRAM	f67r2	f67r2.56	F67_LEFT_WHEEL_NS	A1:G133	tol	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.	A1_LEFT_OUTER_STAR_STATION_05	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U515	ASTRO_DIAGRAM	f67r2	f67r2.56	F67_LEFT_WHEEL_NS	A1:G134	daiin	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.	A1_LEFT_OUTER_STAR_STATION_05	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U516	ASTRO_DIAGRAM	f67r2	f67r2.57	F67_LEFT_WHEEL_NS	A1:G135	otar	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	A1_LEFT_OUTER_STAR_STATION_06	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U517	ASTRO_DIAGRAM	f67r2	f67r2.57	F67_LEFT_WHEEL_NS	A1:G136	dy	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	A1_LEFT_OUTER_STAR_STATION_06	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U518	ASTRO_DIAGRAM	f67r2	f67r2.58	F67_LEFT_WHEEL_NS	A1:G137	cho	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	A1_LEFT_OUTER_STAR_STATION_07	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U519	ASTRO_DIAGRAM	f67r2	f67r2.58	F67_LEFT_WHEEL_NS	A1:G138	dal	EXACT_PROSE_SURFACE_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	A1_LEFT_OUTER_STAR_STATION_07	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U520	ASTRO_DIAGRAM	f67r2	f67r2.58	F67_LEFT_WHEEL_NS	A1:G139	g	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest g.	A1_LEFT_OUTER_STAR_STATION_07	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U521	ASTRO_DIAGRAM	f67r2	f67r2.59	F67_LEFT_WHEEL_NS	A1:G140	ytchodly	SINGLE_COMPONENT_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	A1_LEFT_OUTER_STAR_STATION_08	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U522	ASTRO_DIAGRAM	f67r2	f67r2.60	F67_LEFT_WHEEL_NS	A1:G141	octhys	LOCAL_ASTRO_NOMENCLATOR	Sternplatz A1_LEFT_OUTER_STAR_STATION_09: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest octhys.	A1_LEFT_OUTER_STAR_STATION_09	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U523	ASTRO_DIAGRAM	f67r2	f67r2.61	F67_LEFT_WHEEL_NS	A1:G142	ytokar	COMPOSED_COMPONENT_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	A1_LEFT_OUTER_STAR_STATION_10	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U524	ASTRO_DIAGRAM	f67r2	f67r2.62	F67_LEFT_WHEEL_NS	A1:G143	otolor	COMPOSED_COMPONENT_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	A1_LEFT_OUTER_STAR_STATION_11	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U525	ASTRO_DIAGRAM	f67r2	f67r2.63	F67_LEFT_WHEEL_NS	A1:G144	okodar	COMPOSED_COMPONENT_BRIDGE	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	A1_LEFT_OUTER_STAR_STATION_12	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U526	ASTRO_DIAGRAM	f67r2	f67r2.64	F67_RIGHT_WHEEL_NS	A1:G145	s	LOCAL_ASTRO_NOMENCLATOR	Radstelle A1_RIGHT_PHASE_STATION_01: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest s.	A1_RIGHT_PHASE_STATION_01	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U527	ASTRO_DIAGRAM	f67r2	f67r2.64	F67_RIGHT_WHEEL_NS	A1:G146	air	SINGLE_COMPONENT_BRIDGE	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	A1_RIGHT_PHASE_STATION_01	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U528	ASTRO_DIAGRAM	f67r2	f67r2.65	F67_RIGHT_WHEEL_NS	A1:G147	soear	SINGLE_COMPONENT_BRIDGE	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	A1_RIGHT_PHASE_STATION_02	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U529	ASTRO_DIAGRAM	f67r2	f67r2.66	F67_RIGHT_WHEEL_NS	A1:G148	cpheey	SINGLE_COMPONENT_BRIDGE	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	A1_RIGHT_PHASE_STATION_03	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U530	ASTRO_DIAGRAM	f67r2	f67r2.67	F67_RIGHT_WHEEL_NS	A1:G149	okodar	COMPOSED_COMPONENT_BRIDGE	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	A1_RIGHT_PHASE_STATION_04	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U531	ASTRO_DIAGRAM	f67r2	f67r2.68	F67_RIGHT_WHEEL_NS	A1:G150	oepchod	SINGLE_COMPONENT_BRIDGE	Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	A1_RIGHT_PHASE_STATION_05	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U532	ASTRO_DIAGRAM	f67r2	f67r2.69	F67_RIGHT_WHEEL_NS	A1:G151	s	LOCAL_ASTRO_NOMENCLATOR	Radstelle A1_RIGHT_PHASE_STATION_06: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest s.	A1_RIGHT_PHASE_STATION_06	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U533	ASTRO_DIAGRAM	f67r2	f67r2.69	F67_RIGHT_WHEEL_NS	A1:G152	ay	LOCAL_ASTRO_NOMENCLATOR	Radstelle A1_RIGHT_PHASE_STATION_06: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ay.	A1_RIGHT_PHASE_STATION_06	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U534	ASTRO_DIAGRAM	f67r2	f67r2.70	F67_RIGHT_WHEEL_NS	A1:G153	osar	SINGLE_COMPONENT_BRIDGE	Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.	A1_RIGHT_PHASE_STATION_07	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U535	ASTRO_DIAGRAM	f67r2	f67r2.71	F67_RIGHT_WHEEL_NS	A1:G154	oran	SINGLE_COMPONENT_BRIDGE	Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	A1_RIGHT_PHASE_STATION_08	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U536	ASTRO_DIAGRAM	f67r2	f67r2.72	F67_LEFT_WHEEL_NS	A1:G155	dar	EXACT_PROSE_SURFACE_BRIDGE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	A1_LEFT_OUTER_RING_TEXT	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U537	ASTRO_DIAGRAM	f67r2	f67r2.72	F67_LEFT_WHEEL_NS	A1:G156	aldaiin	COMPOSED_COMPONENT_BRIDGE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	A1_LEFT_OUTER_RING_TEXT	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U538	ASTRO_DIAGRAM	f67r2	f67r2.72	F67_LEFT_WHEEL_NS	A1:G157	ydaiin	SINGLE_COMPONENT_BRIDGE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	A1_LEFT_OUTER_RING_TEXT	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U539	ASTRO_DIAGRAM	f67r2	f67r2.72	F67_LEFT_WHEEL_NS	A1:G158	qkoy	LOCAL_ASTRO_NOMENCLATOR	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest qkoy.	A1_LEFT_OUTER_RING_TEXT	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U540	ASTRO_DIAGRAM	f67r2	f67r2.72	F67_LEFT_WHEEL_NS	A1:G159	ydaiin	SINGLE_COMPONENT_BRIDGE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	A1_LEFT_OUTER_RING_TEXT	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
