rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v40_translation_de	v41_translation_de	status
68	f35v	f35v.3	chyty	nach dem Trocknen leicht kühlen	nach dem Trocknen leicht kühlen	LEARNED_ACTION_WHOLE	CH_DRY+Y_SEQUENCE+TY_COLD_START	trocken-kalte Grundform	MEDIUM_EXACT_WHOLE	NONE	dchor choty chyty daiin	abgemessener Pflanzenteil; kalter Trockenansatz; [chyty:?]; drei Maße	abgemessener Pflanzenteil; kalter Trockenansatz; nach dem Trocknen leicht kühlen; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
69	f36r	f36r.2	qooldy	gib den fertigen Auszug hinzu	gib den fertigen Auszug hinzu	LEARNED_ACTION_WHOLE	QO_TAKE_OR_ADD+OLDY_FINISHED_EXTRACT	kalter Rohstoff I, fertig	MEDIUM_EXACT_WHOLE	NONE	oral shor ytaiin qotaiin qooldy chty chol dy tor	Rohstoffportion, Klasse I; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; hierzu: kalt, Stufe III; kalt, Grad III; [qooldy:?]; trocken-kalt am Gradanfang; Trockengut; kalte Drogenportion	Rohstoffportion, Klasse I; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; hierzu: kalt, Stufe III; kalt, Grad III; gib den fertigen Auszug hinzu; trocken-kalt am Gradanfang; Trockengut; kalte Drogenportion	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
70	f37v	f37v.11	choror	Portion Blüten- oder Fruchtdroge	Portion Blüten- oder Fruchtdroge	PRODUCTIVE_COMPOUND	CHOR_PLANT_PART+OR_PORTION	doppelte unbestimmte Portion	MEDIUM_EXACT_WHOLE	NONE	qotoiin choror cthol daiin	kalte Zubereitung, Form III; [choror:?]; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; Stufe III	kalte Zubereitung, Form III; Portion Blüten- oder Fruchtdroge; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
71	f37v	f37v.5	ykchon	nimm hierzu einen heiß-trockenen Ansatz, Stufe I	nimm hierzu einen heiß-trockenen Ansatz, Stufe I	ENTRY_COMPOSITE	Y_REFERENCE+KCHO_HOT_DRY_PREP+N_I	hierzu einen Trockenansatz erhitzen	MEDIUM_EXACT_WHOLE	NONE	dchor qotol ykchon dain	abgemessener Pflanzenteil; kaltes Material; [ykchon:?]; zwei Maße	abgemessener Pflanzenteil; kaltes Material; nimm hierzu einen heiß-trockenen Ansatz, Stufe I; zwei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
72	f39v	f39v.6	qoykam	nimm hiervon ein Maß und erhitze es	nimm hiervon ein Maß und erhitze es	LEARNED_ACTION_WHOLE	QO_COMMAND+Y_REFERENCE+KAM_HOT_UNIT_I	nominales heißes Maß	MEDIUM_EXACT_WHOLE	NONE	lkedy okchey shor qoykam cho ckhy or aly shody	erhitzte Holzdroge, Mittelstufe, fertig; heiß-trockener Ansatz in der Mitte des Grades; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; [qoykam:?]; Trockenansatz; Arzneikompositum am Gradanfang; Drogenportion; Rohstoff I, Grundform; vollständig eingeweichter Ansatz	erhitzte Holzdroge, Mittelstufe, fertig; heiß-trockener Ansatz in der Mitte des Grades; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; nimm hiervon ein Maß und erhitze es; Trockenansatz; Arzneikompositum am Gradanfang; Drogenportion; Rohstoff I, Grundform; vollständig eingeweichter Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
73	f40r	f40r.9	daram	ein Maß Fraktion I	ein Maß Fraktion I	PRODUCTIVE_COMPOUND	D_MEASURE+AR_FRACTION_I+AM_UNIT_I	Wurzelmaß I	MEDIUM_EXACT_WHOLE	NONE	taiin ol olaiin or dain okaiin okaiin okaiin daram	kalt, Grad III; Grundansatz; Drogenstoff, drei Teile; Drogenportion; Menge/Portion II; Ansatz auf Heizstufe III; Ansatz auf Heizstufe III; Ansatz auf Heizstufe III; [daram:?]	kalt, Grad III; Grundansatz; drei Teile Holzdrogenansatz; Drogenportion; Menge/Portion II; Ansatz auf Heizstufe III; Ansatz auf Heizstufe III; Ansatz auf Heizstufe III; ein Maß Fraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
74	f40v	f40v.18	arol	Grundauszug, Fraktion I	Grundauszug, Fraktion I	PRODUCTIVE_COMPOUND	AR_FRACTION_I+OL_BASE	Wurzelstoff statt Auszugsfraktion	MEDIUM_EXACT_WHOLE	NONE	saiin otain chckhy okal okair arol qokey okary	Samen/Saatgut, Typ/Charge III; kalt im Zubereitungsrahmen, Grad II; Arzneikompositum: trocken, Gradanfang; Rohstoff I, leicht erhitzt im Ansatz; heiße Drogenfraktion II im Ansatz; [arol:?]; bis zur mittleren Heizstufe; heiße Ansatzfraktion I, abgeschlossen	Samen/Saatgut, Typ/Charge III; kalt im Zubereitungsrahmen, Grad II; Arzneikompositum: trocken, Gradanfang; Rohstoff I, leicht erhitzt im Ansatz; heiße Drogenfraktion II im Ansatz; Grundauszug, Fraktion I; bis zur mittleren Heizstufe; heiße Ansatzfraktion I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
75	f41v	f41v.8	lkol	heißer Holzabsud	heißer Holzabsud	PRODUCTIVE_COMPOUND	L_WOOD+KOL_HOT_MATERIAL	allgemeiner heißer Auszug	MEDIUM_EXACT_WHOLE	NONE	daiin olkeeo lkol chedy okeey	drei Maße; stark erhitzter Drogenauszug; [lkol:?]; bis zur mittleren Trockenstufe gebracht; Ansatz auf Heizendstufe	drei Maße; stark erhitzter Holzdrogenauszug; heißer Holzabsud; bis zur mittleren Trockenstufe gebracht; Ansatz auf Heizendstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
76	f42r	f42r.11	daiidy	drei Maße, vollständig abgeteilt	drei Maße, vollständig abgeteilt	PRODUCTIVE_COMPOUND	D_MEASURE+A+II_VALUE+DY_FINISHED	Rohstoffmenge III	MEDIUM_EXACT_WHOLE	NONE	qotor cho chody daiin shol ctheey dar chy daiidy	kalte Drogenportion; Trockenansatz; Trockenansatz, abgeschlossen; drei Maße; Feuchtgut; Krautdroge, Form II; abgemessene Fraktion I; angetrocknet; [daiidy:?]	kalte Drogenportion; Trockenansatz; Trockenansatz, abgeschlossen; drei Maße; Feuchtgut; Krautdroge, Form II; abgemessene Fraktion I; angetrocknet; drei Maße, vollständig abgeteilt	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
77	f44v	f44v.6	kchain	heiß getrocknete Droge, Stufe II	heiß getrocknete Droge, Stufe II	PRODUCTIVE_COMPOUND	K_HOT+CHAIN_DRY_II	trocken-heißer Grad II ohne Stoff	MEDIUM_EXACT_WHOLE	NONE	tol dair ytaiin dol y kchain oty keey otchol ytaiin dy	kalt; nominal kaltes Gut/Material; abgemessene Fraktion II; hierzu: kalt, Stufe III; Materialmaß; [kchain:?]; kalter Ansatz am Anfang des Grades; bis zur Heizendstufe; kalt-trockener Zubereitungsstoff; hierzu: kalt, Stufe III.	kalt; nominal kaltes Gut/Material; abgemessene Fraktion II; hierzu: kalt, Stufe III; Materialmaß; heiß getrocknete Droge, Stufe II; kalter Ansatz am Anfang des Grades; bis zur Heizendstufe; kalt-trockener Zubereitungsstoff; hierzu: kalt, Stufe III.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
78	f45r	f45r.7	lchar	trockene Holzfraktion I	trockene Holzfraktion I	PRODUCTIVE_COMPOUND	L_WOOD+CHAR_DRY_FRACTION_I	Pfund Trockenfraktion I	MEDIUM_EXACT_WHOLE	NONE	lchar qor y kar dar	[lchar:?]; nimm eine Drogenportion: hierzu: heiße Drogenfraktion I; abgemessene Fraktion I	trockene Holzfraktion I; nimm eine Drogenportion: hierzu: heiße Drogenfraktion I; abgemessene Fraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
79	f45r	f45r.9	ykolody	nimm hiervon den heißen Auszug und stelle ihn fertig	nimm hiervon den heißen Auszug und stelle ihn fertig	ENTRY_COMPOSITE	Y_REFERENCE+KOL_HOT_MATERIAL+ODY_FINISHED_EXTRACT	heißes Drogenholz, fertig	MEDIUM_EXACT_WHOLE	NONE	or or chain dain ykolody ytaiin qotchol kol dy	Drogenportion; Drogenportion; trocken, Grad II; zwei Maße; [ykolody:?]; hierzu: kalt, Stufe III; Material: kalt und trocken; heiß; nominal heißes Gut/Material.	Drogenportion; Drogenportion; trocken, Grad II; zwei Maße; nimm hiervon den heißen Auszug und stelle ihn fertig; hierzu: kalt, Stufe III; Material: kalt und trocken; heiß; nominal heißes Gut/Material.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
80	f45v	f45v.11	dcholdy	eine Dosis fertig getrocknete Droge	eine Dosis fertig getrocknete Droge	PRODUCTIVE_COMPOUND	D_DOSE+CHOLDY_DRY_FINISHED	Maß Trockenrückstand	MEDIUM_EXACT_WHOLE	NONE	or chor ytchy doiin dcholdy	Drogenportion; Pflanzenteil; hierzu: kalt-trockene Grundform; Zubereitungsmaß, Form III; [dcholdy:?]	Drogenportion; Pflanzenteil; hierzu: kalt-trockene Grundform; Zubereitungsmaß, Form III; eine Dosis fertig getrocknete Droge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
81	f47r	f47r.5	chokolg	ein Gran heißen Trockenabsud	ein Gran heißen Trockenabsud	PRODUCTIVE_COMPOUND	CHO_DRY_PREP+KOL_HOT_EXTRACT+G_GRAIN_SIGLUM	gib den heißen Trockenansatz in ein Gefäß	LOW_EXPLORATORY	NONE	dain olshey chokolg	zwei Maße; eingeweichte Drogenbasis, Mittelstufe; [chokolg:?]	zwei Maße; Holzdrogenansatz bis zur mittleren Einweichstufe; ein Gran heißen Trockenabsud	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
82	f47v	f47v.6	dochod	eine Dosis abgeschlossener Trockenansatz	eine Dosis abgeschlossener Trockenansatz	PRODUCTIVE_COMPOUND	D_DOSE+O_PREP+CHOD_DRY_FINISHED	abgemessener Pflanzenteil	MEDIUM_EXACT_WHOLE	NONE	chody cheor saiin dochod chol	Trockenansatz, abgeschlossen; trockener Drogenteil; Samen/Saatgut, Typ/Charge III; [dochod:?]; Trockengut	Trockenansatz, abgeschlossen; trockener Drogenteil; Samen/Saatgut, Typ/Charge III; eine Dosis abgeschlossener Trockenansatz; Trockengut	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
83	f4v	f4v.8	oleeeb	stark eingedickter Holzdrogenauszug	stark eingedickter Holzdrogenauszug	LEARNED_WHOLE	LEARNED_THICKENED_WOOD_EXTRACT_WHOLE	Holzdrogenansatz im Bad	LOW_EXPLORATORY	NONE	oleeeb chor cthol sho otor cthory	[oleeeb:?]; Pflanzenteil; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; feuchter Ansatz; kalte Drogenportion im Ansatz; Portion Blatt- oder Krautdroge	stark eingedickter Holzdrogenauszug; Pflanzenteil; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; feuchter Ansatz; kalte Drogenportion im Ansatz; Portion Blatt- oder Krautdroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
84	f51r	f51r.8	oshol	Mazerat aus eingeweichter Droge	Mazerat aus eingeweichter Droge	PRODUCTIVE_COMPOUND	O_PREP+SHOL_MOIST_MATERIAL	feuchtes Material ohne Flüssigkeitswert	MEDIUM_EXACT_WHOLE	NONE	oshol odaiin ckhey ckheody qokey otydy	[oshol:?]; Zubereitungsdosis III; Arzneikompositum in der Gradmitte; fertiger Ansatz eines Arzneikompositums; bis zur mittleren Heizstufe; kalter Ansatz in Grundform, fertig	Mazerat aus eingeweichter Droge; Zubereitungsdosis III; Arzneikompositum in der Gradmitte; fertiger Ansatz eines Arzneikompositums; bis zur mittleren Heizstufe; kalter Ansatz in Grundform, fertig	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
85	f51v	f51v.8	olkeeody	vollständig ausgekochter Holzdrogenauszug	vollständig ausgekochter Holzdrogenauszug	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+K_HOT+EE_END+O_EXTRACT+DY_FINISHED	lexikalisierter vollständig ausgekochter Grundauszug	MEDIUM_EXACT_WHOLE	NONE	olkeeody qokal qodaiin or l	[olkeeody:?]; Rohstoff I, heiß am Gradanfang; Stufe III; Drogenportion; ein Pfund	vollständig ausgekochter Holzdrogenauszug; Rohstoff I, heiß am Gradanfang; Stufe III; Drogenportion; ein Pfund	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
86	f54v	f54v.4	cheky	bis zur mittleren Trockenstufe, dann leicht erhitzen	bis zur mittleren Trockenstufe, dann leicht erhitzen	LEARNED_ACTION_WHOLE	CHE_DRY_MIDDLE+KY_HOT_START	statischer trocken-heißer Zustand	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dar chor cheky chol okaiin chody chol dy	abgemessene Fraktion I; Pflanzenteil; [cheky:?]; Trockengut; Ansatz auf Heizstufe III; Trockenansatz, abgeschlossen; Trockengut.	abgemessene Fraktion I; Pflanzenteil; bis zur mittleren Trockenstufe, dann leicht erhitzen; Trockengut; Ansatz auf Heizstufe III; Trockenansatz, abgeschlossen; Trockengut.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
87	f54v	f54v.5	qodaim	nimm zwei Maße	nimm zwei Maße	LEARNED_ACTION_WHOLE	LEARNED_QODAIM_MEASURE_II	Qualitätsgrad II mit freiem Handvoll-Siglum	LOW_EXPLORATORY	NONE	odaiin ytaiin qodaim qokar chy s am	Zubereitungsdosis III; hierzu: kalt, Stufe III; [qodaim:?]; heiße Drogenfraktion I; angetrocknet; Samen-/Saatgutposten; Maßeinheit I	Zubereitungsdosis III; hierzu: kalt, Stufe III; nimm zwei Maße; heiße Drogenfraktion I; angetrocknet; Samen-/Saatgutposten; Maßeinheit I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
88	f55v	f55v.10	ykar	nimm hiervon die erste erhitzte Drogenfraktion	nimm hiervon die erste erhitzte Drogenfraktion	ENTRY_COMPOSITE	Y_REFERENCE+KAR_HOT_FRACTION_I	hierzu eine Heißfraktion	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	Ansatzmenge III; Grundansatz; Samen-/Saatgutposten; drei Teile; Ansatz auf Heizstufe III; leicht erhitzter Ansatz; hierzu: kalt, Stufe III; kalte Drogenfraktion I im Ansatz; hierzu: Rohstoff I, heiß am Gradanfang; [ykar:?]; Grundansatz	Ansatzmenge III; Grundansatz; Samen-/Saatgutposten; drei Teile; Ansatz auf Heizstufe III; leicht erhitzter Ansatz; hierzu: kalt, Stufe III; kalte Drogenfraktion I im Ansatz; hierzu: Rohstoff I, heiß am Gradanfang; nimm hiervon die erste erhitzte Drogenfraktion; Grundansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
89	f56r	f56r.16	kcharg	ein Gran erhitzte Trockenfraktion I	ein Gran erhitzte Trockenfraktion I	PRODUCTIVE_COMPOUND	K_HOT+CH_DRY+AR_FRACTION_I+G_GRAIN_SIGLUM	fülle die heiße Trockenfraktion ab	LOW_EXPLORATORY	NONE	qotchy chody ctho r chey kcharg	kalt und angetrocknet; Trockenansatz, abgeschlossen; Krautansatz; Wurzel; bis zur mittleren Trockenstufe; [kcharg:?]	kalt und angetrocknet; Trockenansatz, abgeschlossen; Krautansatz; Wurzel; bis zur mittleren Trockenstufe; ein Gran erhitzte Trockenfraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
90	f5r	f5r.7	qotoeey	kühle den Ansatz vollständig	kühle den Ansatz vollständig	LEARNED_ACTION_WHOLE	QO_COMMAND+T_COLD+O_PREP+EEY_END	nominaler kalter Ansatz am Gradende	MEDIUM_EXACT_WHOLE	NONE	qotoeey keey cheo kchy shody	[qotoeey:?]; bis zur Heizendstufe; trocken angesetzte Zubereitung; heiß und angetrocknet; vollständig eingeweichter Ansatz	kühle den Ansatz vollständig; bis zur Heizendstufe; trocken angesetzte Zubereitung; heiß und angetrocknet; vollständig eingeweichter Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
91	f6v	f6v.11	m	eine Handvoll	eine Handvoll Blatt- oder Krautansatz	CONTEXT_SCOPED_SHORT_FORM	LEARNED_MANIPULUS_SIGLUM	bloßes Schlusszeichen; allgemeines Maß	LOW_EXPLORATORY	cthom	lor char otam ctho m dy	Holzportion; Trockenfraktion I; ein Maß kalten Ansatzes; Krautansatz; [m:?].	Holzportion; Trockenfraktion I; ein Maß kalten Ansatzes; eine Handvoll Blatt- oder Krautansatz.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
92	f75r	f75r.20	ydain	davon zwei Maße	davon zwei Maße	PRODUCTIVE_COMPOUND	Y_REFERENCE+D+A+IN_II	Eintrag: Gradwert II	MEDIUM_EXACT_WHOLE	NONE	ry shey qor chey lchey lo ydain shey qokain	rohe Wurzel; bis zur mittleren Einweichstufe; nimm eine Drogenportion: bis zur mittleren Trockenstufe; Drogenholz, trocken gebunden, Form I; Holzabsud; [ydain:?]; bis zur mittleren Einweichstufe; heiß, Grad II	rohe Wurzel; bis zur mittleren Einweichstufe; nimm eine Drogenportion: bis zur mittleren Trockenstufe; Drogenholz, trocken gebunden, Form I; Holzabsud; davon zwei Maße; bis zur mittleren Einweichstufe; heiß, Grad II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
93	f75r	f75r.26	ajy	fülle ein Bündel ab und schließe	fülle ein Bündel ab und schließe	LEARNED_ACTION_WHOLE	LEARNED_BUNDLE_FILL_CLOSE_ACTION	unbekanntes kurzes Abschlusswort	LOW_EXPLORATORY	NONE	dain ol sheol dain ol qoly dar ajy	zwei Maße; Grundansatz; feuchtes Material; Stufe II; Grundansatz; gib Vorstehendes hinzu und schließe die Zugabe ab; abgemessene Fraktion I; [ajy:?]	zwei Maße; Grundansatz; feuchtes Material; Stufe II; Grundansatz; gib Vorstehendes hinzu und schließe die Zugabe ab; abgemessene Fraktion I; fülle ein Bündel ab und schließe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
94	f75r	f75r.28	oldair	zweite abgemessene Holzrohstofffraktion im Ansatz	zweite abgemessene Holzrohstofffraktion im Ansatz	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+DAIR_MEASURED_FRACTION_II	lexikalisierter Grundauszug, Fraktion II	MEDIUM_EXACT_WHOLE	NONE	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy	kalt und bis zur mittleren Trockenstufe gebracht; getrocknetes Pulver; bis zur Heizendstufe; Samenmaterial/Saatgut; [oldair:?]; feuchtes Krautdroge; feuchtes Blatt-/Krautgut; gib Folgendes hinzu: ein Pfund; vollständig eingeweicht; bis zur Heizendstufe gebracht; getrockneter Drogenholzstoff/-ansatz	kalt und bis zur mittleren Trockenstufe gebracht; getrocknetes Pulver; bis zur Heizendstufe; Samenmaterial/Saatgut; zweite abgemessene Holzrohstofffraktion im Ansatz; feuchtes Krautdroge; feuchtes Blatt-/Krautgut; gib Folgendes hinzu: ein Pfund; vollständig eingeweicht; bis zur Heizendstufe gebracht; getrockneter Drogenholzstoff/-ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
95	f75r	f75r.37	qokechdy	erhitze und trockne bis zum Abschluss	erhitze und trockne bis zum Abschluss	LEARNED_ACTION_WHOLE	QOK_HEAT+E_SEQUENCE+CHDY_DRY_FINISHED	nominaler heiß-trockener Zustand	MEDIUM_EXACT_WHOLE	NONE	qokedy dy sheety qokedy qokeedy qokechdy lol	bis zur mittleren Heizstufe gebracht; vollständig angefeuchtet und gekühlt; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe gebracht; [qokechdy:?]; Holzstoff	bis zur mittleren Heizstufe gebracht; vollständig angefeuchtet und gekühlt; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe gebracht; erhitze und trockne bis zum Abschluss; Holzstoff	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
96	f75r	f75r.49	dara	eine gleiche Menge der ersten Fraktion	eine gleiche Menge der ersten Fraktion	PRODUCTIVE_COMPOUND	DAR_MEASURED_FRACTION_I+A_EQUAL_PART	abgemessene Fraktion ohne Gleichteilwert	MEDIUM_EXACT_WHOLE	NONE	sols dara	fertige Salzspecies; [dara:?]	fertiger Saatgutansatz; eine gleiche Menge der ersten Fraktion	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
97	f75r	f75r.9	olchedy	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CHEDY_DRY_FINISHED	lexikalisierte getrocknete Drogenbasis	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal	heiß und angetrocknet; getrocknete Krautdroge; Holzabsud; bis zur mittleren Heizstufe gebracht; heiß im qo-Rahmen, Grad I; trockenes Arzneikompositum am Gradanfang; heiße Drogenfraktion I; [olchedy:?]; Saat-Rohstoff I	heiß und angetrocknet; getrocknete Krautdroge; Holzabsud; bis zur mittleren Heizstufe gebracht; heiß im qo-Rahmen, Grad I; trockenes Arzneikompositum am Gradanfang; heiße Drogenfraktion I; Holzdroge im Ansatz fertig getrocknet; Saat-Rohstoff I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
98	f75v	f75v.47	olshedy	Holzdroge im Ansatz vollständig eingeweicht	Holzdroge im Ansatz vollständig eingeweicht	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+SHEDY_MOIST_FINISHED	lexikalisierte eingeweichte Drogenbasis	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokain olshey qokain dar ol shedy qokedy qokeedy qotar olshedy oldy	heiß, Grad II; eingeweichte Drogenbasis, Mittelstufe; heiß, Grad II; abgemessene Fraktion I; Grundansatz; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe gebracht; kalte Drogenfraktion I; [olshedy:?]; fertiger, abgeseihter Auszug	heiß, Grad II; Holzdrogenansatz bis zur mittleren Einweichstufe; heiß, Grad II; abgemessene Fraktion I; Grundansatz; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe gebracht; kalte Drogenfraktion I; Holzdroge im Ansatz vollständig eingeweicht; fertiger Holzdrogenansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
99	f75v	f75v.68	o	Ansatzwasser	Krautzubereitung, Form I	CONTEXT_SCOPED_SHORT_FORM	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	LOW_EXPLORATORY	octhey	o cthey shedy otol chckhey ldy	[o:?]; Krautdroge, Form I; Blatt-/Krautdroge, Form I; bis zur mittleren Einweichstufe gebracht; kaltes Zubereitungsgut; Arzneikompositum: trocken, Gradmitte; Holzdroge, fertig aufbereitet	Krautzubereitung, Form I; bis zur mittleren Einweichstufe gebracht; kaltes Zubereitungsgut; Arzneikompositum: trocken, Gradmitte; Holzdroge, fertig aufbereitet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
100	f76r	f76r.23	olchy	Holzdroge im Ansatz leicht getrocknet	Holzdroge im Ansatz leicht getrocknet	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CHY_DRY_BASE	lexikalisierte trockene Drogenbasis	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olaiin chedy qokey	vollständig eingeweicht; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; Arzneikompositum: trocken, Gradanfang; [olchy:?]; ein Pfund; zwei Teile; bis zur mittleren Einweichstufe gebracht; Drogenstoff, drei Teile; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe	vollständig eingeweicht; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; Arzneikompositum: trocken, Gradanfang; Holzdroge im Ansatz leicht getrocknet; ein Pfund; zwei Teile; bis zur mittleren Einweichstufe gebracht; drei Teile Holzdrogenansatz; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
101	f76v	f76v.28	cheolchey	trockenen Drogenstoff bis Mittelstufe nachtrocknen	trockenen Drogenstoff bis Mittelstufe nachtrocknen	LEARNED_ACTION_WHOLE	CHEOL_DRY_MATERIAL+CHEY_DRY_MIDDLE	statische doppelte Trockenform	MEDIUM_EXACT_WHOLE	NONE	saiin sheckhy cheolchey qokedy sair sheckhy l keedy lchedy	Samen/Saatgut, Typ/Charge III; feuchtes Arzneikompositum am Gradanfang; [cheolchey:?]; bis zur mittleren Heizstufe gebracht; Samenfraktion II; feuchtes Arzneikompositum am Gradanfang; Drogenholz, heiß am Gradende, abgeschlossen; getrocknetes Drogenholz	Samen/Saatgut, Typ/Charge III; feuchtes Arzneikompositum am Gradanfang; trockenen Drogenstoff bis Mittelstufe nachtrocknen; bis zur mittleren Heizstufe gebracht; Samenfraktion II; feuchtes Arzneikompositum am Gradanfang; Drogenholz, heiß am Gradende, abgeschlossen; getrocknetes Drogenholz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
102	f76v	f76v.8	qolkchey	gib heiß getrocknete Droge hinzu	gib heiß getrocknete Droge hinzu	LEARNED_ACTION_WHOLE	QOL_ADD+KCHEY_HOT_DRY_MIDDLE	nominaler heißer Trockenstoff	MEDIUM_EXACT_WHOLE	NONE	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	bis zur Heizendstufe gebracht; Ansatz aus getrockneter Droge, abgeschlossen; Wurzel/Wurzeldrogezubereitung, Form III; vollständig eingeweicht; bis zur Heizendstufe gebracht; Ansatz auf Heizendstufe abgeschlossen; Zutat; Ansatz auf Heizendstufe abgeschlossen; [qolkchey:?]; Wurzel; Grundansatz	bis zur Heizendstufe gebracht; Ansatz aus getrockneter Droge, abgeschlossen; Wurzel/Wurzeldrogezubereitung, Form III; vollständig eingeweicht; bis zur Heizendstufe gebracht; Ansatz auf Heizendstufe abgeschlossen; eine Holzdrogenportion im Ansatz; Ansatz auf Heizendstufe abgeschlossen; gib heiß getrocknete Droge hinzu; Wurzel; Grundansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
