global_running_ordinal	global_running_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	working_core_reading_de	portable_core_inventory	reading_layer	surface_status	admission_color	owner_class	owner_local_reading_de	back_projected_core_reading_de	roundtrip_exact	local_expansion_rule
2052	G407-E2052	f76r	f76r	BIOLOGICAL	f76r.24	2344	P1009-S236	unbebilderter Textabschnitt A6	dain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSANTEIL	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2053	G407-E2053	f76r	f76r	BIOLOGICAL	f76r.24	2345	P1009-S236	unbebilderter Textabschnitt A6	alolor	OL+OR	FORTSETZEN · EINHEIT	OL|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WEITERFÜHREN · STATIONSEINHEIT	FORTSETZEN · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2054	G407-E2054	f76r	f76r	BIOLOGICAL	f76r.24	2346	P1009-S236	unbebilderter Textabschnitt A6	olain	OL+AIN	FORTSETZEN · ANTEIL	OL|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WEITERFÜHREN · STATIONSANTEIL	FORTSETZEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2055	G407-E2055	f76r	f76r	BIOLOGICAL	f76r.24	2347	P1009-S236	unbebilderter Textabschnitt A6	chedy	CHD+Y	BEARBEITEN · POSTEN	CHD|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN BEARBEITEN · STATIONSPOSTEN	BEARBEITEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2056	G407-E2056	f76r	f76r	BIOLOGICAL	f76r.24	2348	P1009-S236	unbebilderter Textabschnitt A6	shecthy	SH+E+CH+T+Y	HALTEN · GRAD I · NEHMEN · EINSTELLEN · POSTEN	SH|CH|T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD I · POSTEN ENTNEHMEN · STATIONSWERT EINSTELLEN · STATIONSPOSTEN	HALTEN · GRAD I · NEHMEN · EINSTELLEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2057	G407-E2057	f76r	f76r	BIOLOGICAL	f76r.24	2349	P1009-S236	unbebilderter Textabschnitt A6	qokey	OK+E+Y	SETZEN · GRAD I · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · GRAD I · STATIONSPOSTEN	SETZEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2058	G407-E2058	f76r	f76r	BIOLOGICAL	f76r.24	2350	P1009-S236	unbebilderter Textabschnitt A6	lor	L+OR	VERBINDUNG · EINHEIT	L|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG · STATIONSEINHEIT	VERBINDUNG · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2059	G407-E2059	f76r	f76r	BIOLOGICAL	f76r.25	2351	P1009-S236	unbebilderter Textabschnitt A6	qoloin	OL+O+IIN	FORTSETZEN · AUSFÜHRUNG · STUFE	OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WEITERFÜHREN · AUSFÜHRUNG · STUFE	FORTSETZEN · AUSFÜHRUNG · STUFE	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2060	G407-E2060	f76r	f76r	BIOLOGICAL	f76r.25	2352	P1009-S236	unbebilderter Textabschnitt A6	chey	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2061	G407-E2061	f76r	f76r	BIOLOGICAL	f76r.25	2353	P1009-S236	unbebilderter Textabschnitt A6	qokeey	OK+EE+Y	SETZEN · GRAD II · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · GRAD II · STATIONSPOSTEN	SETZEN · GRAD II · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2062	G407-E2062	f76r	f76r	BIOLOGICAL	f76r.25	2354	P1009-S236	unbebilderter Textabschnitt A6	lchedy	L+CHD+DY	VERBINDUNG · BEARBEITEN · SCHLUSS	L|CHD	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG · POSTEN BEARBEITEN · SCHLUSS	VERBINDUNG · BEARBEITEN · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2063	G407-E2063	f76r	f76r	BIOLOGICAL	f76r.25	2355	P1009-S237	unbebilderter Textabschnitt A6	chckhy	CH+K+Y	NEHMEN · GEBEN · POSTEN	CH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN ENTNEHMEN · POSTEN ZUFÜHREN · STATIONSPOSTEN	NEHMEN · GEBEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2064	G407-E2064	f76r	f76r	BIOLOGICAL	f76r.25	2356	P1009-S237	unbebilderter Textabschnitt A6	chey	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2065	G407-E2065	f76r	f76r	BIOLOGICAL	f76r.25	2357	P1009-S237	unbebilderter Textabschnitt A6	ky	K+Y	GEBEN · POSTEN	K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN ZUFÜHREN · STATIONSPOSTEN	GEBEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2066	G407-E2066	f76r	f76r	BIOLOGICAL	f76r.25	2358	P1009-S237	unbebilderter Textabschnitt A6	chey	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2067	G407-E2067	f76r	f76r	BIOLOGICAL	f76r.25	2359	P1009-S237	unbebilderter Textabschnitt A6	qolal	OL+AL	FORTSETZEN · ZIELORT	OL|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WEITERFÜHREN · ZIELSTATION	FORTSETZEN · ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2068	G407-E2068	f76r	f76r	BIOLOGICAL	f76r.25	2360	P1009-S237	unbebilderter Textabschnitt A6	lklchey	L+Y	VERBINDUNG · POSTEN	L|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG · STATIONSPOSTEN	VERBINDUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2069	G407-E2069	f76r	f76r	BIOLOGICAL	f76r.25	2361	P1009-S237	unbebilderter Textabschnitt A6	lchedy	L+CHD+DY	VERBINDUNG · BEARBEITEN · SCHLUSS	L|CHD	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG · POSTEN BEARBEITEN · SCHLUSS	VERBINDUNG · BEARBEITEN · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2070	G407-E2070	f76r	f76r	BIOLOGICAL	f76r.25	2362	P1009-S238	unbebilderter Textabschnitt A6	chey	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2071	G407-E2071	f76r	f76r	BIOLOGICAL	f76r.25	2363	P1009-S238	unbebilderter Textabschnitt A6	llaiir	L+AIIN	VERBINDUNG · WERT	L|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG · STATIONSWERT	VERBINDUNG · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2072	G407-E2072	f76r	f76r	BIOLOGICAL	f76r.25	2364	P1009-S238	unbebilderter Textabschnitt A6	y	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2073	G407-E2073	f76r	f76r	BIOLOGICAL	f76r.26	2365	P1009-S238	unbebilderter Textabschnitt A6	shedal	SH+E+AL	HALTEN · GRAD I · ZIELORT	SH|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD I · ZIELSTATION	HALTEN · GRAD I · ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2074	G407-E2074	f76r	f76r	BIOLOGICAL	f76r.26	2366	P1009-S238	unbebilderter Textabschnitt A6	shey	SH+E+Y	HALTEN · GRAD I · POSTEN	SH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD I · STATIONSPOSTEN	HALTEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2075	G407-E2075	f76r	f76r	BIOLOGICAL	f76r.26	2367	P1009-S238	unbebilderter Textabschnitt A6	qokey	OK+E+Y	SETZEN · GRAD I · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · GRAD I · STATIONSPOSTEN	SETZEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2076	G407-E2076	f76r	f76r	BIOLOGICAL	f76r.26	2368	P1009-S238	unbebilderter Textabschnitt A6	qolchedy	OL+CHD+DY	FORTSETZEN · BEARBEITEN · SCHLUSS	OL|CHD	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WEITERFÜHREN · POSTEN BEARBEITEN · SCHLUSS	FORTSETZEN · BEARBEITEN · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2077	G407-E2077	f76r	f76r	BIOLOGICAL	f76r.26	2369	P1009-S239	unbebilderter Textabschnitt A6	qolain	OL+AIN	FORTSETZEN · ANTEIL	OL|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WEITERFÜHREN · STATIONSANTEIL	FORTSETZEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2078	G407-E2078	f76r	f76r	BIOLOGICAL	f76r.26	2370	P1009-S239	unbebilderter Textabschnitt A6	ain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSANTEIL	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2079	G407-E2079	f76r	f76r	BIOLOGICAL	f76r.26	2371	P1009-S239	unbebilderter Textabschnitt A6	chey	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2080	G407-E2080	f76r	f76r	BIOLOGICAL	f76r.26	2372	P1009-S239	unbebilderter Textabschnitt A6	qokaiin	OK+AIIN	SETZEN · WERT	OK|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · STATIONSWERT	SETZEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2081	G407-E2081	f76r	f76r	BIOLOGICAL	f76r.26	2373	P1009-S239	unbebilderter Textabschnitt A6	okain	OK+AIN	SETZEN · ANTEIL	OK|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · STATIONSANTEIL	SETZEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2082	G407-E2082	f76r	f76r	BIOLOGICAL	f76r.26	2374	P1009-S239	unbebilderter Textabschnitt A6	cheedy	CH+EE+D_ADDR+Y	NEHMEN · GRAD II · HIER · POSTEN	CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN ENTNEHMEN · GRAD II · HIER · STATIONSPOSTEN	NEHMEN · GRAD II · HIER · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2083	G407-E2083	f76r	f76r	BIOLOGICAL	f76r.26	2375	P1009-S239	unbebilderter Textabschnitt A6	lchey	L+Y	VERBINDUNG · POSTEN	L|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG · STATIONSPOSTEN	VERBINDUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2084	G407-E2084	f76r	f76r	BIOLOGICAL	f76r.26	2376	P1009-S239	unbebilderter Textabschnitt A6	l	L	VERBINDUNG	L	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG	VERBINDUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2085	G407-E2085	f76r	f76r	BIOLOGICAL	f76r.26	2377	P1009-S239	unbebilderter Textabschnitt A6	oly	OL+Y	FORTSETZEN · POSTEN	OL|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WEITERFÜHREN · STATIONSPOSTEN	FORTSETZEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2086	G407-E2086	f76r	f76r	BIOLOGICAL	f76r.26	2378	P1009-S239	unbebilderter Textabschnitt A6	dy	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2087	G407-E2087	f76r	f76r	BIOLOGICAL	f76r.28	2380	P1009-S240	unbebilderter Textabschnitt A7	soin	S+O+IIN	WÄHLEN · AUSFÜHRUNG · STUFE	S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WÄHLEN · AUSFÜHRUNG · STUFE	WÄHLEN · AUSFÜHRUNG · STUFE	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2088	G407-E2088	f76r	f76r	BIOLOGICAL	f76r.28	2381	P1009-S240	unbebilderter Textabschnitt A7	sheey	SH+EE+Y	HALTEN · GRAD II · POSTEN	SH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD II · STATIONSPOSTEN	HALTEN · GRAD II · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2089	G407-E2089	f76r	f76r	BIOLOGICAL	f76r.28	2382	P1009-S240	unbebilderter Textabschnitt A7	chear	CH+E+AR	NEHMEN · GRAD I · AUSGANG	CH|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN ENTNEHMEN · GRAD I · AUSGANGSSTATION	NEHMEN · GRAD I · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2090	G407-E2090	f76r	f76r	BIOLOGICAL	f76r.28	2383	P1009-S240	unbebilderter Textabschnitt A7	ol	OL	FORTSETZEN	OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WEITERFÜHREN	FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2091	G407-E2091	f76r	f76r	BIOLOGICAL	f76r.28	2384	P1009-S240	unbebilderter Textabschnitt A7	aiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2092	G407-E2092	f76r	f76r	BIOLOGICAL	f76r.28	2385	P1009-S240	unbebilderter Textabschnitt A7	chodaiin	CH+O+D_ADDR+AIIN	NEHMEN · AUSFÜHRUNG · HIER · WERT	CH|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN ENTNEHMEN · AUSFÜHRUNG · HIER · STATIONSWERT	NEHMEN · AUSFÜHRUNG · HIER · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2093	G407-E2093	f76r	f76r	BIOLOGICAL	f76r.28	2386	P1009-S240	unbebilderter Textabschnitt A7	qokaiin	OK+AIIN	SETZEN · WERT	OK|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · STATIONSWERT	SETZEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2094	G407-E2094	f76r	f76r	BIOLOGICAL	f76r.28	2387	P1009-S240	unbebilderter Textabschnitt A7	chey	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2095	G407-E2095	f76r	f76r	BIOLOGICAL	f76r.28	2388	P1009-S240	unbebilderter Textabschnitt A7	qokalchey	OK+AL+CH+E+Y	SETZEN · ZIELORT · NEHMEN · GRAD I · POSTEN	OK|AL|CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · ZIELSTATION · POSTEN ENTNEHMEN · GRAD I · STATIONSPOSTEN	SETZEN · ZIELORT · NEHMEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2096	G407-E2096	f76r	f76r	BIOLOGICAL	f76r.28	2389	P1009-S240	unbebilderter Textabschnitt A7	dal	AL	ZIELORT	AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	ZIELSTATION	ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2097	G407-E2097	f76r	f76r	BIOLOGICAL	f76r.28	2390	P1009-S240	unbebilderter Textabschnitt A7	chdy	CHD+Y	BEARBEITEN · POSTEN	CHD|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN BEARBEITEN · STATIONSPOSTEN	BEARBEITEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2098	G407-E2098	f76r	f76r	BIOLOGICAL	f76r.28	2391	P1009-S240	unbebilderter Textabschnitt A7	dal	AL	ZIELORT	AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	ZIELSTATION	ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2099	G407-E2099	f76r	f76r	BIOLOGICAL	f76r.28	2392	P1009-S240	unbebilderter Textabschnitt A7	ytal	Y+T+AL	POSTEN · EINSTELLEN · ZIELORT	Y|T|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN · STATIONSWERT EINSTELLEN · ZIELSTATION	POSTEN · EINSTELLEN · ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2100	G407-E2100	f76r	f76r	BIOLOGICAL	f76r.29	2393	P1009-S240	unbebilderter Textabschnitt A7	qokar	OK+AR	SETZEN · AUSGANG	OK|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · AUSGANGSSTATION	SETZEN · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
