event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	surface	final_recipe	gdt553_target_member	gdt553_resolution_generation	gdt553_former_queue_card	gdt553_recipe_match	gdt553_context_reading_match	slot_transition_template	explicit_action_roots	inherited_action_root	resolved_action_roots	explicit_argument_roots	inherited_argument_root	resolved_argument_roots	ordered_control_chain	portable_semantic_macro	abstract_event_template	contextual_clause_de	portable_consistency_key	guard
280	G515-E0326	G515-S036	7	f66r	SOURCE_SECTION_T	chedy	CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CHD	NONE	CHD	Y	NONE	Y	NONE	A:CHD;X:Y;C:-	SET_A1__SET_X1|A>X	Bearbeite den laufenden Eintrag.	CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
281	G515-E0327	G515-S036	8	f66r	SOURCE_SECTION_T	chckhy	CH+K+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	NONE	A:CH+K;X:Y;C:-	SET_A2__SET_X1|A>A>X	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu.	CH+K+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
282	G515-E0328	G515-S036	9	f66r	SOURCE_SECTION_T	shdy	SH+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	ADDR:D	A:SH;X:Y;C:ADDR:D	SET_A1__SET_X1|A>ADDR>X	Halte den laufenden Eintrag fest; an der bezeichneten Stelle.	SH+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
283	G515-E0329	G515-S036	10	f66r	SOURCE_SECTION_T	qotedy	OT+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	SH	SH	NONE	Y	Y	THEN>GRADE:I>CLOSE	A:^SH;X:^Y;C:THEN>GRADE:I>CLOSE	KEEP_A1__KEEP_X1|THEN>G1>CLOSE	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	OT+E+DY|IA:SH|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
284	G515-E0330	G515-S037	1	f66r	SOURCE_SECTION_T	chdy	CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CHD	NONE	CHD	Y	NONE	Y	NONE	A:CHD;X:Y;C:-	SET_A1__SET_X1|A>X	Bearbeite den laufenden Eintrag.	CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
285	G515-E0331	G515-S037	2	f66r	SOURCE_SECTION_T	chedy	CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CHD	NONE	CHD	Y	NONE	Y	NONE	A:CHD;X:Y;C:-	SET_A1__SET_X1|A>X	Bearbeite den laufenden Eintrag.	CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
286	G515-E0332	G515-S037	3	f66r	SOURCE_SECTION_T	qotedal	OT+E+AL	YES	BASE_GDT548	NO	YES	YES	KEEP_A1__KEEP_X1	NONE	CHD	CHD	NONE	Y	Y	THEN>GRADE:I>REL:AL	A:^CHD;X:^Y;C:THEN>GRADE:I>REL:AL	KEEP_A1__KEEP_X1|THEN>G1>REL	Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I.	OT+E+AL|IA:CHD|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
287	G515-E0333	G515-S037	4	f66r	SOURCE_SECTION_T	chcpheor	CH+CH+P+E+OR	YES	BASE_GDT548	NO	YES	YES	SET_A3__SET_X1	CH|CH|P	NONE	CH|CH|P	OR	NONE	OR	GRADE:I	A:CH+CH+P;X:OR;C:GRADE:I	SET_A3__SET_X1|A>A>A>G1>X	Entnimm die Eintragseinheit, entnimm die Eintragseinheit und setze die Eintragseinheit ein; auf Grad I.	CH+CH+P+E+OR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
288	G515-E0334	G515-S037	5	f66r	SOURCE_SECTION_T	ykady	Y+K+A_ADDR+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	ADDR:A>CLOSE	A:K;X:Y;C:ADDR:A>CLOSE	SET_A1__SET_X1|X>A>ADDR>CLOSE	Ordne den laufenden Eintrag zu; an der bezeichneten Stelle; schließe den Schritt.	Y+K+A_ADDR+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
289	G515-E0335	G515-S038	1	f66r	SOURCE_SECTION_T	dar	D_ADDR+AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	EMPTY_A__EMPTY_X	NONE	NONE	NONE	NONE	NONE	NONE	ADDR:D>REL:AR	A:-;X:-;C:ADDR:D>REL:AR	EMPTY_A__EMPTY_X|ADDR>REL	Von der Ausgangszeile; an der bezeichneten Stelle.	D_ADDR+AR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
290	G515-E0336	G515-S038	2	f66r	SOURCE_SECTION_T	qotey	OT+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	EMPTY_A__SET_X1	NONE	NONE	NONE	Y	NONE	Y	THEN>GRADE:I	A:-;X:Y;C:THEN>GRADE:I	EMPTY_A__SET_X1|THEN>G1>X	Danach: Bezug: den laufenden Eintrag; auf Grad I.	OT+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
291	G515-E0337	G515-S038	3	f66r	SOURCE_SECTION_T	kol	K+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	K	NONE	K	NONE	Y	Y	CONTINUE	A:K;X:^Y;C:CONTINUE	SET_A1__KEEP_X1|A>CONT	Ordne den laufenden Eintrag [wie zuvor] zu; führe fort.	K+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
292	G515-E0338	G515-S038	4	f66r	SOURCE_SECTION_T	ar	AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	K	K	NONE	Y	Y	REL:AR	A:^K;X:^Y;C:REL:AR	KEEP_A1__KEEP_X1|REL	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	AR|IA:K|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
293	G515-E0339	G515-S038	5	f66r	SOURCE_SECTION_T	qokeeody	OK+EE+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:II>EXEC>ADDR:D	A:OK;X:Y;C:GRADE:II>EXEC>ADDR:D	SET_A1__SET_X1|A>G2>EXEC>ADDR>X	Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	OK+EE+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
294	G515-E0340	G515-S038	6	f66r	SOURCE_SECTION_T	qokeody	OK+E+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:OK;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	OK+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
295	G515-E0341	G515-S038	7	f66r	SOURCE_SECTION_T	qokeody	OK+E+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:OK;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	OK+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
296	G515-E0342	G515-S038	8	f66r	SOURCE_SECTION_T	qokar	OK+AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	REL:AR	A:OK;X:^Y;C:REL:AR	SET_A1__KEEP_X1|A>REL	Trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile.	OK+AR|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
297	G515-E0343	G515-S038	9	f66r	SOURCE_SECTION_T	sheky	SH+E+K+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	SH|K	NONE	SH|K	Y	NONE	Y	GRADE:I	A:SH+K;X:Y;C:GRADE:I	SET_A2__SET_X1|A>G1>A>X	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I.	SH+E+K+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
298	G515-E0344	G515-S038	10	f66r	SOURCE_SECTION_T	qokeeody	OK+EE+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:II>EXEC>ADDR:D	A:OK;X:Y;C:GRADE:II>EXEC>ADDR:D	SET_A1__SET_X1|A>G2>EXEC>ADDR>X	Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	OK+EE+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
299	G515-E0345	G515-S038	11	f66r	SOURCE_SECTION_T	okedy	OK+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	GRADE:I>CLOSE	A:OK;X:^Y;C:GRADE:I>CLOSE	SET_A1__KEEP_X1|A>G1>CLOSE	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	OK+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
300	G515-E0346	G515-S039	1	f66r	SOURCE_SECTION_T	kodary	K+O+D_ADDR+AR+Y	YES	GDT550_RECURRENT_FRAME	YES	YES	YES	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	EXEC>ADDR:D>REL:AR	A:K;X:Y;C:EXEC>ADDR:D>REL:AR	SET_A1__SET_X1|A>EXEC>ADDR>REL>X	Ordne den laufenden Eintrag zu; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle.	K+O+D_ADDR+AR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
301	G515-E0347	G515-S039	2	f66r	SOURCE_SECTION_T	ykeeody	Y+K+EE+O+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	GRADE:II>EXEC>CLOSE	A:K;X:Y;C:GRADE:II>EXEC>CLOSE	SET_A1__SET_X1|X>A>G2>EXEC>CLOSE	Ordne den laufenden Eintrag zu; auf Grad II und zur Ausführung; schließe den Schritt.	Y+K+EE+O+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
302	G515-E0348	G515-S040	1	f66r	SOURCE_SECTION_T	choekeey	CH+O+E+K+EE+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	EXEC>GRADE:I>GRADE:II	A:CH+K;X:Y;C:EXEC>GRADE:I>GRADE:II	SET_A2__SET_X1|A>EXEC>G1>A>G2>X	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Ausführung, auf Grad I und auf Grad II.	CH+O+E+K+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
303	G515-E0349	G515-S040	2	f66r	SOURCE_SECTION_T	okeody	OK+E+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:OK;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	OK+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
304	G515-E0350	G515-S040	3	f66r	SOURCE_SECTION_T	chekeody	CH+K+E+O+DY	YES	BASE_GDT548	NO	YES	YES	SET_A2__KEEP_X1	CH|K	NONE	CH|K	NONE	Y	Y	GRADE:I>EXEC>CLOSE	A:CH+K;X:^Y;C:GRADE:I>EXEC>CLOSE	SET_A2__KEEP_X1|A>A>G1>EXEC>CLOSE	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	CH+K+E+O+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
305	G515-E0351	G515-S041	1	f66r	SOURCE_SECTION_T	qokeey	OK+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:II	A:OK;X:Y;C:GRADE:II	SET_A1__SET_X1|A>G2>X	Trage den laufenden Eintrag ein; auf Grad II.	OK+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
306	G515-E0352	G515-S041	2	f66r	SOURCE_SECTION_T	dyky	D_ADDR+Y+K+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X2	K	NONE	K	Y|Y	NONE	Y|Y	ADDR:D	A:K;X:Y+Y;C:ADDR:D	SET_A1__SET_X2|ADDR>X>A>X	Ordne den laufenden Eintrag [außen] und den laufenden Eintrag [innen] zu; an der bezeichneten Stelle.	D_ADDR+Y+K+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
307	G515-E0353	G515-S041	3	f66r	SOURCE_SECTION_T	chctho	CH+CH+T+O	YES	BASE_GDT548	NO	YES	YES	SET_A3__KEEP_X1	CH|CH|T	NONE	CH|CH|T	NONE	Y	Y	EXEC	A:CH+CH+T;X:^Y;C:EXEC	SET_A3__KEEP_X1|A>A>A>EXEC	Entnimm den laufenden Eintrag [wie zuvor], entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; zur Ausführung.	CH+CH+T+O|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
308	G515-E0354	G515-S041	4	f66r	SOURCE_SECTION_T	rotaiin	R+OT+AIIN	YES	GDT552_BOUNDARY_FAMILY	YES	YES	YES	SET_A1__SET_X1	R	NONE	R	AIIN	NONE	AIIN	THEN	A:R;X:AIIN;C:THEN	SET_A1__SET_X1|A>THEN>X	Danach: kennzeichne den Kennwert.	R+OT+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
309	G515-E0355	G515-S041	5	f66r	SOURCE_SECTION_T	dsheol	SH+E+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	AIIN	AIIN	GRADE:I>CONTINUE	A:SH;X:^AIIN;C:GRADE:I>CONTINUE	SET_A1__KEEP_X1|A>G1>CONT	Halte den Kennwert [wie zuvor] fest; auf Grad I; führe fort.	SH+E+OL|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
310	G515-E0356	G515-S041	6	f66r	SOURCE_SECTION_T	okaiin	OK+AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	AIIN	NONE	AIIN	NONE	A:OK;X:AIIN;C:-	SET_A1__SET_X1|A>X	Trage den Kennwert ein.	OK+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
311	G515-E0357	G515-S041	7	f66r	SOURCE_SECTION_T	sheodaiin	SH+E+O+D_ADDR+AIIN	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	SH	NONE	SH	AIIN	NONE	AIIN	GRADE:I>EXEC>ADDR:D	A:SH;X:AIIN;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Halte den Kennwert fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
312	G515-E0358	G515-S042	1	f66r	SOURCE_SECTION_T	tocpheey	T+O+CH+P+EE+Y	YES	BASE_GDT548	NO	YES	YES	SET_A3__SET_X1	T|CH|P	NONE	T|CH|P	Y	NONE	Y	EXEC>GRADE:II	A:T+CH+P;X:Y;C:EXEC>GRADE:II	SET_A3__SET_X1|A>EXEC>A>A>G2>X	Lege den laufenden Eintrag fest, entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; zur Ausführung und auf Grad II.	T+O+CH+P+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
313	G515-E0359	G515-S042	2	f66r	SOURCE_SECTION_T	dol	D_ADDR+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	P	P	NONE	Y	Y	ADDR:D>CONTINUE	A:^P;X:^Y;C:ADDR:D>CONTINUE	KEEP_A1__KEEP_X1|ADDR>CONT	Im laufenden Satz setze den laufenden Eintrag [wie zuvor] ein; an der bezeichneten Stelle; führe fort.	D_ADDR+OL|IA:P|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
314	G515-E0360	G515-S042	3	f66r	SOURCE_SECTION_T	kchody	K+CH+O+D_ADDR+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	K|CH	NONE	K|CH	Y	NONE	Y	EXEC>ADDR:D	A:K+CH;X:Y;C:EXEC>ADDR:D	SET_A2__SET_X1|A>A>EXEC>ADDR>X	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle.	K+CH+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
315	G515-E0361	G515-S042	4	f66r	SOURCE_SECTION_T	qokeody	OK+E+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:OK;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	OK+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
316	G515-E0362	G515-S042	5	f66r	SOURCE_SECTION_T	qokshy	OK+SH+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	OK|SH	NONE	OK|SH	Y	NONE	Y	NONE	A:OK+SH;X:Y;C:-	SET_A2__SET_X1|A>A>X	Trage den laufenden Eintrag ein und halte den laufenden Eintrag fest.	OK+SH+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
317	G515-E0363	G515-S042	6	f66r	SOURCE_SECTION_T	qopaiin	CARRIER_Q+O+P+AIIN	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	P	NONE	P	AIIN	NONE	AIIN	BEGIN>EXEC	A:P;X:AIIN;C:BEGIN>EXEC	SET_A1__SET_X1|BEGIN>EXEC>A>X	Setze den Kennwert ein; mit Beginnmarker und zur Ausführung.	CARRIER_Q+O+P+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
318	G515-E0364	G515-S042	7	f66r	SOURCE_SECTION_T	dairykodas	D_ADDR+AIR+Y+K+O+DA+S	YES	GDT550_RECURRENT_FRAME	YES	YES	YES	SET_A2__SET_X1	K|S	NONE	K|S	Y	NONE	Y	ADDR:D>REL:AIR>EXEC>STAGE:II	A:K+S;X:Y;C:ADDR:D>REL:AIR>EXEC>STAGE:II	SET_A2__SET_X1|ADDR>REL>X>A>EXEC>STAGE2>A	Ordne den laufenden Eintrag zu und wähle den laufenden Eintrag; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der bezeichneten Stelle.	D_ADDR+AIR+Y+K+O+DA+S|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
319	G515-E0365	G515-S042	8	f66r	SOURCE_SECTION_T	okyd	OK+Y+D_ADDR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	ADDR:D	A:OK;X:Y;C:ADDR:D	SET_A1__SET_X1|A>X>ADDR	Trage den laufenden Eintrag ein; an der bezeichneten Stelle.	OK+Y+D_ADDR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
320	G515-E0366	G515-S042	9	f66r	SOURCE_SECTION_T	dsholdaiir	D_ADDR+SH+OL+DA+IIN+R	YES	BASE_GDT548	NO	YES	YES	SET_A2__KEEP_X1	SH|R	NONE	SH|R	NONE	Y	Y	ADDR:D>CONTINUE>STAGE:II>STAGE	A:SH+R;X:^Y;C:ADDR:D>CONTINUE>STAGE:II>STAGE	SET_A2__KEEP_X1|ADDR>A>CONT>STAGE2>STAGE>A	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	D_ADDR+SH+OL+DA+IIN+R|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
321	G515-E0367	G515-S042	10	f66r	SOURCE_SECTION_T	dalky	AL+K+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	REL:AL	A:K;X:Y;C:REL:AL	SET_A1__SET_X1|REL>A>X	Ordne den laufenden Eintrag zu; zur Zielspalte.	AL+K+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
322	G515-E0368	G515-S042	11	f66r	SOURCE_SECTION_T	shky	SH+K+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	SH|K	NONE	SH|K	Y	NONE	Y	NONE	A:SH+K;X:Y;C:-	SET_A2__SET_X1|A>A>X	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu.	SH+K+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
323	G515-E0369	G515-S042	12	f66r	SOURCE_SECTION_T	qoky	OK+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	NONE	A:OK;X:Y;C:-	SET_A1__SET_X1|A>X	Trage den laufenden Eintrag ein.	OK+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
324	G515-E0370	G515-S042	13	f66r	SOURCE_SECTION_T	shekair	SH+E+K+AIR	YES	GDT550_RECURRENT_FRAME	YES	YES	YES	SET_A2__KEEP_X1	SH|K	NONE	SH|K	NONE	Y	Y	GRADE:I>REL:AIR	A:SH+K;X:^Y;C:GRADE:I>REL:AIR	SET_A2__KEEP_X1|A>G1>A>REL	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn; auf Grad I.	SH+E+K+AIR|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
