target_ordinal	surface	final_recipe	event_count	statement_count	physical_pages	registers	incoming_state_count	incoming_states	portable_macro_count	portable_macros	contextual_clause_count	observed_contextual_clauses_de	gdt553_observed_requirement_modes	resolution_generation	former_queue_candidate	recipe_match_all_events	context_reading_match_all_events	status
134	tshokeody	T+SH+OK+E+O+D_ADDR+Y	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:T+SH+OK;X:Y;C:GRADE:I>EXEC>ADDR:D	1	Stelle den Pflanzenposten ein, halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
135	tydy	T+Y+DY	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:T;X:Y;C:CLOSE	1	Stelle den Pflanzenposten ein; schließe den Schritt.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
136	yches	Y+CH+E+S	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:CH+S;X:Y;C:GRADE:I	1	Nimm den Pflanzenposten und wähle den Pflanzenposten; auf Grad I.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
137	ykeedar	Y+K+EE+D_ADDR+AR	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:K;X:Y;C:GRADE:II>ADDR:D>REL:AR	1	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
138	ykesho	Y+K+E+SH+O	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K+SH;X:Y;C:GRADE:I>EXEC	1	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
139	ykoiin	Y+K+O+IIN	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:K;X:Y;C:EXEC>STAGE	1	Gib den Pflanzenposten zu; zur Ausführung und auf der bezeichneten Stufe.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
140	ykshedy	Y+K+SH+E+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K+SH;X:Y;C:GRADE:I>CLOSE	1	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
141	ypches	Y+P+CH+E+S	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:P+CH+S;X:Y;C:GRADE:I	1	Setze den laufenden Eintrag ein, entnimm den laufenden Eintrag und wähle den laufenden Eintrag; auf Grad I.	SELF_CONTAINED	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
142	yshedair	Y+SH+E+D_ADDR+AIR	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH;X:Y;C:GRADE:I>ADDR:D>REL:AIR	1	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
143	ysheeod	Y+SH+EE+O+D_ADDR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH;X:Y;C:GRADE:II>EXEC>ADDR:D	1	Halte den laufenden Eintrag fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
144	ytarody	Y+T+AR+O+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:T;X:Y;C:REL:AR>EXEC>CLOSE	1	Lege den laufenden Eintrag fest; von der Ausgangszeile; zur Ausführung; schließe den Schritt.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
145	ytoy	Y+T+O+Y	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:T;X:Y+Y;C:EXEC	1	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; zur Ausführung.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
