edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard
4953	G515-E0423	G515-S047	10	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	dalcheeeky	AL+CH+K+EEE+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und ordne ihn zu; zur Zielspalte; auf Grad III.	Entnimm den laufenden Eintrag und ordne ihn zu; zur Zielspalte; auf Grad III.	Entnimm den laufenden Eintrag und ordne ihn zu; zur Zielspalte; auf Grad III.	Entnimm den laufenden Eintrag und ordne ihn zu; zur Zielspalte; auf Grad III.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	EXPLICIT_HEAD_BLOCK_REPAIR	1	3	GDT581-EV229	Bezug auf das fortgeführte Bearbeiten [G515-E0419@1:CHD]: zur Zielspalte [G515-A00402:G515-E0423@1:AL#1]. Lokales Entnehmen [G515-E0423@2:CH]. Lokales Zuordnen [G515-E0423@3:K]: auf Grad III [G515-A00403:G515-E0423@4:EEE#1]. Lokales Zuordnen [G515-E0423@3:K]: den laufenden Eintrag [G515-A00404:G515-E0423@5:Y#1].	Entnimm den laufenden Eintrag und ordne ihn zu; zur Zielspalte; auf Grad III.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:AL=zur Zielstelle oder ins Zielgefäß|RUNNING:G515-E0423@1|ACTION:G515-E0419@1:CHD] [2:CH=Entnimm|RUNNING:G515-E0423@2|ACTION:G515-E0423@2:CH] [3:K=Gib zu|RUNNING:G515-E0423@3|ACTION:G515-E0423@3:K] [4:EEE=auf Grad III|RUNNING:G515-E0423@4|ACTION:G515-E0423@3:K] [5:Y=Arbeitsgut|RUNNING:G515-E0423@5|ACTION:G515-E0423@3:K]	beim Bearbeiten [ACTION:G515-E0419@1:CHD]: zur Zielstelle oder ins Zielgefäß; Entnimm; Gib zu: auf Grad III, Arbeitsgut.	Bezug auf das fortgeführte Bearbeiten [G515-E0419@1:CHD]: zur Zielspalte [G515-A00402:G515-E0423@1:AL#1]. Lokales Entnehmen [G515-E0423@2:CH]. Lokales Zuordnen [G515-E0423@3:K]: auf Grad III [G515-A00403:G515-E0423@4:EEE#1]. Lokales Zuordnen [G515-E0423@3:K]: den laufenden Eintrag [G515-A00404:G515-E0423@5:Y#1].	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4954	G515-E0424	G515-S047	11	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	sheol	SH+E+OL	STATE_CARD	OL	Weiter: halte denselben laufenden Eintrag fest; auf Grad I.	Weiter: halte denselben laufenden Eintrag fest; auf Grad I.	Weiter: halte denselben laufenden Eintrag fest; auf Grad I.	Weiter: halte denselben laufenden Eintrag fest; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: halte denselben laufenden Eintrag fest; auf Grad I.	Weiter: halte denselben laufenden Eintrag fest; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Lass ruhen|RUNNING:G515-E0424@1|ACTION:G515-E0424@1:SH] [2:E=auf Grad I|RUNNING:G515-E0424@2|ACTION_CHAIN:G515-E0424:SH] [3:OL=weiter im selben Arbeitsgang|RUNNING:G515-E0424@3|CONTROL:G515-E0424@3:OL]	Lass ruhen; bei der Handlungskette Ruhenlassen [ACTION_CHAIN:G515-E0424:SH]: auf Grad I; im Steuerrahmen [CONTROL:G515-E0424@3:OL]: weiter im selben Arbeitsgang.	Weiter: halte denselben laufenden Eintrag fest; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4955	G515-E0425	G515-S047	12	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	dairody	D_ADDR+AIR+O+DY	STATE_CARD	DY	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der D-Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der D-Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der D-Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der D-Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der D-Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der D-Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	3	1	[1:D_ADDR=an der Arbeitsstelle|RUNNING:G515-E0425@1|CONTROL:G515-E0425:STATE_CARD] [2:AIR=entlang des Arbeitswegs|RUNNING:G515-E0425@2|ACTION:G515-E0424@1:SH] [3:O=in Arbeitsform|RUNNING:G515-E0425@3|CONTROL:G515-E0425:STATE_CARD] [4:DY=Arbeitsgang abschließen|RUNNING:G515-E0425@4|CONTROL:G515-E0425@4:DY]	im Steuerrahmen [CONTROL:G515-E0425:STATE_CARD]: an der Arbeitsstelle, in Arbeitsform; beim Ruhenlassen [ACTION:G515-E0424@1:SH]: entlang des Arbeitswegs; im Steuerrahmen [CONTROL:G515-E0425@4:DY]: Arbeitsgang abschließen.	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der D-Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4956	G515-E0426	G515-S048	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	chekchy	CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und ordne ihn zu.	Entnimm den laufenden Eintrag und ordne ihn zu.	Entnimm den laufenden Eintrag und ordne ihn zu.	Entnimm den laufenden Eintrag und ordne ihn zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm den laufenden Eintrag und ordne ihn zu.	Entnimm den laufenden Eintrag und ordne ihn zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G515-E0426@1|ACTION:G515-E0426@1:CH] [2:K=Gib zu|RUNNING:G515-E0426@2|ACTION:G515-E0426@2:K] [3:Y=Arbeitsgut|RUNNING:G515-E0426@3|ACTION:G515-E0426@2:K]	Entnimm; Gib zu: Arbeitsgut.	Entnimm den laufenden Eintrag und ordne ihn zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4957	G515-E0427	G515-S048	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shed	SH+E+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben laufenden Eintrag fest; auf Grad I; an der D-Stelle.	Halte denselben laufenden Eintrag fest; auf Grad I; an der D-Stelle.	Halte denselben laufenden Eintrag fest; auf Grad I; an der D-Stelle.	Halte denselben laufenden Eintrag fest; auf Grad I; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben laufenden Eintrag fest; auf Grad I; an der D-Stelle.	Halte denselben laufenden Eintrag fest; auf Grad I; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Lass ruhen|RUNNING:G515-E0427@1|ACTION:G515-E0427@1:SH] [2:E=auf Grad I|RUNNING:G515-E0427@2|ACTION:G515-E0427@1:SH] [3:D_ADDR=an der Arbeitsstelle|RUNNING:G515-E0427@3|ACTION:G515-E0427@1:SH]	Lass ruhen: auf Grad I, an der Arbeitsstelle.	Halte denselben laufenden Eintrag fest; auf Grad I; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4958	G515-E0428	G515-S048	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	ykesho	Y+K+E+SH+O	NONSTATE_CARD	NOT_APPLICABLE	Ordne den laufenden Eintrag zu und halte ihn fest; auf Grad I und zur Ausführung.	Ordne den laufenden Eintrag zu und halte ihn fest; auf Grad I und zur Ausführung.	Ordne den laufenden Eintrag zu und halte ihn fest; auf Grad I und zur Ausführung.	Ordne den laufenden Eintrag zu und halte ihn fest; auf Grad I und zur Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Ordne den laufenden Eintrag zu und halte ihn fest; auf Grad I und zur Ausführung.	Ordne den laufenden Eintrag zu und halte ihn fest; auf Grad I und zur Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:Y=Arbeitsgut|RUNNING:G515-E0428@1|ACTION:G515-E0428@2:K] [2:K=Gib zu|RUNNING:G515-E0428@2|ACTION:G515-E0428@2:K] [3:E=auf Grad I|RUNNING:G515-E0428@3|ACTION:G515-E0428@2:K] [4:SH=Lass ruhen|RUNNING:G515-E0428@4|ACTION:G515-E0428@4:SH] [5:O=in Arbeitsform|RUNNING:G515-E0428@5|ACTION:G515-E0428@4:SH]	Gib zu: Arbeitsgut, auf Grad I; Lass ruhen: in Arbeitsform.	Ordne den laufenden Eintrag zu und halte ihn fest; auf Grad I und zur Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4959	G515-E0429	G515-S048	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	l	L	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Satz halte denselben laufenden Eintrag fest; über die Eintragsverbindung.	Im laufenden Satz halte denselben laufenden Eintrag fest; über die Eintragsverbindung.	Im laufenden Satz halte denselben laufenden Eintrag fest; über die Eintragsverbindung.	Im laufenden Satz halte denselben laufenden Eintrag fest; über die Eintragsverbindung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Satz halte denselben laufenden Eintrag fest; über die Eintragsverbindung.	Im laufenden Satz halte denselben laufenden Eintrag fest; über die Eintragsverbindung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:L=über den Arbeitskontakt|RUNNING:G515-E0429@1|ACTION:G515-E0428@4:SH]	beim Ruhenlassen [ACTION:G515-E0428@4:SH]: über den Arbeitskontakt.	Im laufenden Satz halte denselben laufenden Eintrag fest; über die Eintragsverbindung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4960	G515-E0430	G515-S048	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	lor	L+OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Satz halte die Eintragseinheit fest; über die Eintragsverbindung.	Im laufenden Satz halte die Eintragseinheit fest; über die Eintragsverbindung.	Im laufenden Satz halte die Eintragseinheit fest; über die Eintragsverbindung.	Im laufenden Satz halte die Eintragseinheit fest; über die Eintragsverbindung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Satz halte die Eintragseinheit fest; über die Eintragsverbindung.	Im laufenden Satz halte die Eintragseinheit fest; über die Eintragsverbindung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:L=über den Arbeitskontakt|RUNNING:G515-E0430@1|ACTION:G515-E0428@4:SH] [2:OR=Ansatz|RUNNING:G515-E0430@2|ACTION:G515-E0428@4:SH]	beim Ruhenlassen [ACTION:G515-E0428@4:SH]: über den Arbeitskontakt, Ansatz.	Im laufenden Satz halte die Eintragseinheit fest; über die Eintragsverbindung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4961	G515-E0431	G515-S048	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	sheor	SH+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Halte die Eintragseinheit fest; auf Grad I.	Halte die Eintragseinheit fest; auf Grad I.	Halte die Eintragseinheit fest; auf Grad I.	Halte die Eintragseinheit fest; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte die Eintragseinheit fest; auf Grad I.	Halte die Eintragseinheit fest; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Lass ruhen|RUNNING:G515-E0431@1|ACTION:G515-E0431@1:SH] [2:E=auf Grad I|RUNNING:G515-E0431@2|ACTION:G515-E0431@1:SH] [3:OR=Ansatz|RUNNING:G515-E0431@3|ACTION:G515-E0431@1:SH]	Lass ruhen: auf Grad I, Ansatz.	Halte die Eintragseinheit fest; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4962	G515-E0432	G515-S048	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	cheal	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Satz halte dieselbe Eintragseinheit fest; zur Zielspalte.	Im laufenden Satz halte dieselbe Eintragseinheit fest; zur Zielspalte.	Im laufenden Satz halte dieselbe Eintragseinheit fest; zur Zielspalte.	Im laufenden Satz halte dieselbe Eintragseinheit fest; zur Zielspalte.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Satz halte dieselbe Eintragseinheit fest; zur Zielspalte.	Im laufenden Satz halte dieselbe Eintragseinheit fest; zur Zielspalte.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AL=zur Zielstelle oder ins Zielgefäß|RUNNING:G515-E0432@1|ACTION:G515-E0431@1:SH]	beim Ruhenlassen [ACTION:G515-E0431@1:SH]: zur Zielstelle oder ins Zielgefäß.	Im laufenden Satz halte dieselbe Eintragseinheit fest; zur Zielspalte.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4963	G515-E0433	G515-S048	8	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	dor	D_ADDR+OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Satz halte die Eintragseinheit fest; an der D-Stelle.	Im laufenden Satz halte die Eintragseinheit fest; an der D-Stelle.	Im laufenden Satz halte die Eintragseinheit fest; an der D-Stelle.	Im laufenden Satz halte die Eintragseinheit fest; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Satz halte die Eintragseinheit fest; an der D-Stelle.	Im laufenden Satz halte die Eintragseinheit fest; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:D_ADDR=an der Arbeitsstelle|RUNNING:G515-E0433@1|ACTION:G515-E0431@1:SH] [2:OR=Ansatz|RUNNING:G515-E0433@2|ACTION:G515-E0431@1:SH]	beim Ruhenlassen [ACTION:G515-E0431@1:SH]: an der Arbeitsstelle, Ansatz.	Im laufenden Satz halte die Eintragseinheit fest; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4964	G515-E0434	G515-S048	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	STATE_CARD	DY	Halte dieselbe Eintragseinheit fest; auf Grad I; schließe den Schritt.	Halte dieselbe Eintragseinheit fest; auf Grad I; schließe den Schritt.	Halte dieselbe Eintragseinheit fest; auf Grad I; schließe den Schritt.	Halte dieselbe Eintragseinheit fest; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte dieselbe Eintragseinheit fest; auf Grad I; schließe den Schritt.	Halte dieselbe Eintragseinheit fest; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Lass ruhen|RUNNING:G515-E0434@1|ACTION:G515-E0434@1:SH] [2:E=auf Grad I|RUNNING:G515-E0434@2|ACTION:G515-E0434@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G515-E0434@3|CONTROL:G515-E0434@3:DY]	Lass ruhen: auf Grad I; im Steuerrahmen [CONTROL:G515-E0434@3:DY]: Arbeitsgang abschließen.	Halte dieselbe Eintragseinheit fest; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4965	G515-E0435	G515-S049	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	okar	OK+AR	NONSTATE_CARD	NOT_APPLICABLE	Trage ein; von der Ausgangszeile.	Trage ein; von der Ausgangszeile.	Trage ein; von der Ausgangszeile.	Trage ein; von der Ausgangszeile.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Trage ein; von der Ausgangszeile.	Trage ein; von der Ausgangszeile.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:OK=Setze an|RUNNING:G515-E0435@1|ACTION:G515-E0435@1:OK] [2:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G515-E0435@2|ACTION:G515-E0435@1:OK]	Setze an: von der Quelle oder aus dem Ausgangsgefäß.	Trage ein; von der Ausgangszeile.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4966	G515-E0436	G515-S049	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	STATE_CARD	DY	Halte fest; auf Grad I; schließe den Schritt.	Halte fest; auf Grad I; schließe den Schritt.	Halte fest; auf Grad I; schließe den Schritt.	Halte fest; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte fest; auf Grad I; schließe den Schritt.	Halte fest; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Lass ruhen|RUNNING:G515-E0436@1|ACTION:G515-E0436@1:SH] [2:E=auf Grad I|RUNNING:G515-E0436@2|ACTION:G515-E0436@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G515-E0436@3|CONTROL:G515-E0436@3:DY]	Lass ruhen: auf Grad I; im Steuerrahmen [CONTROL:G515-E0436@3:DY]: Arbeitsgang abschließen.	Halte fest; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4967	G515-E0437	G515-S050	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	kcheody	K+CH+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der D-Stelle.	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der D-Stelle.	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der D-Stelle.	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der D-Stelle.	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	6	6	0	[1:K=Gib zu|RUNNING:G515-E0437@1|ACTION:G515-E0437@1:K] [2:CH=Entnimm|RUNNING:G515-E0437@2|ACTION:G515-E0437@2:CH] [3:E=auf Grad I|RUNNING:G515-E0437@3|ACTION:G515-E0437@2:CH] [4:O=in Arbeitsform|RUNNING:G515-E0437@4|ACTION:G515-E0437@2:CH] [5:D_ADDR=an der Arbeitsstelle|RUNNING:G515-E0437@5|ACTION:G515-E0437@2:CH] [6:Y=Arbeitsgut|RUNNING:G515-E0437@6|ACTION:G515-E0437@2:CH]	Gib zu; Entnimm: auf Grad I, in Arbeitsform, an der Arbeitsstelle, Arbeitsgut.	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4968	G515-E0438	G515-S050	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	chxar	CH+LOCAL_X+AR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben laufenden Eintrag; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	Entnimm denselben laufenden Eintrag; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	Entnimm denselben laufenden Eintrag; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	Entnimm denselben laufenden Eintrag; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben laufenden Eintrag; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	Entnimm denselben laufenden Eintrag; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G515-E0438@1|ACTION:G515-E0438@1:CH] [2:LOCAL_X=Heilmittel oder Heilwirkung|RUNNING:G515-E0438@2|OWNER:F66R_TEXT_BLOCK_03:LOCAL_X] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G515-E0438@3|ACTION:G515-E0438@1:CH]	Entnimm: von der Quelle oder aus dem Ausgangsgefäß; im Besitzerrahmen [OWNER:F66R_TEXT_BLOCK_03:LOCAL_X]: Heilmittel oder Heilwirkung.	Entnimm denselben laufenden Eintrag; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
