complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard	gdt582_default_key	gdt582_default_kind	gdt582_core_concept	gdt582_concrete_default_de	gdt582_default_basis	gdt582_default_status	gdt582_guard
9975	RUNNING:G407-E3785@3	RUNNING_ATOM	G407-E3785	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	cheol	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3785@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Anwendungsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9976	RUNNING:G407-E3785@4	RUNNING_ATOM	G407-E3785	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	cheol	L	4	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3785@1:CH	PRIMARY_GOVERNOR	G407-A04143	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:L:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	CONTACT_OR_CONNECTION	über den Stationskontakt oder die Leitung	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9977	RUNNING:G407-E3786@1	RUNNING_ATOM	G407-E3786	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	qotar	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3786@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9978	RUNNING:G407-E3786@2	RUNNING_ATOM	G407-E3786	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	qotar	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3785@1:CH	PRIMARY_GOVERNOR	G407-A04144	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AR:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	SOURCE	von der Ausgangsstation oder aus dem Ausgangsbecken	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9979	RUNNING:G407-E3787@1	RUNNING_ATOM	G407-E3787	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	ol	OL	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3787@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9980	RUNNING:G407-E3788@1	RUNNING_ATOM	G407-E3788	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	daiin	AIIN	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3785@1:CH	PRIMARY_GOVERNOR	G407-A04145	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AIIN:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	MEASURE_OR_VALUE	Stations- oder Badmaß	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9981	RUNNING:G407-E3789@1	RUNNING_ATOM	G407-E3789	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	ol	OL	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3789@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9982	RUNNING:G407-E3790@1	RUNNING_ATOM	G407-E3790	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	dain	AIN	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3785@1:CH	PRIMARY_GOVERNOR	G407-A04146	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AIN:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	PORTION_OR_FRACTION	Anwendungsportion	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9983	RUNNING:G407-E3791@1	RUNNING_ATOM	G407-E3791	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	chey	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3785@1:CH	PRIMARY_GOVERNOR	G407-A04147	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Stationsansatz	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9984	RUNNING:G407-E3792@1	RUNNING_ATOM	G407-E3792	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	ldalor	L	1	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3785@1:CH	PRIMARY_GOVERNOR	G407-A04148	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:L:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	CONTACT_OR_CONNECTION	über den Stationskontakt oder die Leitung	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9985	RUNNING:G407-E3792@2	RUNNING_ATOM	G407-E3792	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	ldalor	AL	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3785@1:CH	PRIMARY_GOVERNOR	G407-A04149	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AL:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	TARGET	zur Zielstation oder ins Zielbecken	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9986	RUNNING:G407-E3792@3	RUNNING_ATOM	G407-E3792	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	ldalor	OR	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3785@1:CH	PRIMARY_GOVERNOR	G407-A04150	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Becken- oder Körpereinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9987	RUNNING:G407-E3793@1	RUNNING_ATOM	G407-E3793	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	sol	OL	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3793@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9988	RUNNING:G407-E3794@1	RUNNING_ATOM	G407-E3794	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	rtain	R	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3794@1:R	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:R:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	CHECK_OR_MARK	Kennzeichne oder prüfe	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9989	RUNNING:G407-E3794@2	RUNNING_ATOM	G407-E3794	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	rtain	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3794@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Reguliere oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9990	RUNNING:G407-E3794@3	RUNNING_ATOM	G407-E3794	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	rtain	AIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3794@2:T	PRIMARY_GOVERNOR	G407-A04151	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AIN:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	PORTION_OR_FRACTION	Anwendungsportion	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9991	RUNNING:G407-E3795@1	RUNNING_ATOM	G407-E3795	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	cthal	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3795@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder lass ab	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9992	RUNNING:G407-E3795@2	RUNNING_ATOM	G407-E3795	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	cthal	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3795@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Reguliere oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9993	RUNNING:G407-E3795@3	RUNNING_ATOM	G407-E3795	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	RUNNING_STATEMENT	cthal	AL	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3795@2:T	PRIMARY_GOVERNOR	G407-A04152	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AL:BIOLOGICAL	PRODUCTIVE_REGISTER_FUNCTION	TARGET	zur Zielstation oder ins Zielbecken	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9994	RUNNING:G407-E3796@1	RUNNING_ATOM	G407-E3796	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	dorsheoy	D_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3796@3:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_ADDR:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	WORK_SITE	an der Drogen-Arbeitsstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9995	RUNNING:G407-E3796@2	RUNNING_ATOM	G407-E3796	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	dorsheoy	OR	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3796@3:SH	PRIMARY_GOVERNOR	G407-A04153	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Gefäß- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9996	RUNNING:G407-E3796@3	RUNNING_ATOM	G407-E3796	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	dorsheoy	SH	3	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3796@3:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:SH:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	HOLD_OR_REST	Halte oder lass ziehen	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9997	RUNNING:G407-E3796@4	RUNNING_ATOM	G407-E3796	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	dorsheoy	E	4	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3796@3:SH	PRIMARY_GOVERNOR	G407-A04154	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:E:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	LOW_DEGREE	auf Grad I	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9998	RUNNING:G407-E3796@5	RUNNING_ATOM	G407-E3796	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	dorsheoy	O	5	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3796@3:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Arzneiform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
9999	RUNNING:G407-E3796@6	RUNNING_ATOM	G407-E3796	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	dorsheoy	Y	6	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3796@3:SH	PRIMARY_GOVERNOR	G407-A04155	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Drogencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10000	RUNNING:G407-E3797@1	RUNNING_ATOM	G407-E3797	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	ctheol	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3797@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10001	RUNNING:G407-E3797@2	RUNNING_ATOM	G407-E3797	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	ctheol	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3797@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Stelle ein oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10002	RUNNING:G407-E3797@3	RUNNING_ATOM	G407-E3797	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	ctheol	E	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	VISIBLE_ACTION_CHAIN	ACTION_CHAIN:G407-E3797:CH+T	PRIMARY_GOVERNOR	G407-A04156	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:E:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	LOW_DEGREE	auf Grad I	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10003	RUNNING:G407-E3797@4	RUNNING_ATOM	G407-E3797	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	ctheol	OL	4	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3797@4:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10004	RUNNING:G407-E3798@1	RUNNING_ATOM	G407-E3798	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	qockhey	O	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3798@2:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Arzneiform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10005	RUNNING:G407-E3798@2	RUNNING_ATOM	G407-E3798	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	qockhey	CH	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3798@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10006	RUNNING:G407-E3798@3	RUNNING_ATOM	G407-E3798	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	qockhey	K	3	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3798@3:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:K:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	TRANSFER_OR_ADD	Gib zu	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10007	RUNNING:G407-E3798@4	RUNNING_ATOM	G407-E3798	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	qockhey	E	4	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3798@3:K	PRIMARY_GOVERNOR	G407-A04157	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:E:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	LOW_DEGREE	auf Grad I	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10008	RUNNING:G407-E3798@5	RUNNING_ATOM	G407-E3798	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	qockhey	Y	5	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3798@3:K	PRIMARY_GOVERNOR	G407-A04158	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Drogencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10009	RUNNING:G407-E3799@1	RUNNING_ATOM	G407-E3799	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	dory	D_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E3798@3:K	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_ADDR:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	WORK_SITE	an der Drogen-Arbeitsstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
10010	RUNNING:G407-E3799@2	RUNNING_ATOM	G407-E3799	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	RUNNING_STATEMENT	dory	OR	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3798@3:K	PRIMARY_GOVERNOR	G407-A04159	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:PHARMA	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Gefäß- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
