local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt582_guard
390	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2293	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2293	f70v	CELESTIAL	f70v2.20	Fischrad mit Stern tragenden Figuren	okees	OK+EE+S_LABEL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2293@1|LOCAL_ACTION:P912-E2293@1:OK] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2293@2|LOCAL_ACTION:P912-E2293@1:OK] [3:S_LABEL=in der s-Klasse|LOCAL_COMPONENT:P912-E2293@3|LOCAL_ACTION:P912-E2293@1:OK]	Trage ein: auf Ringstufe II, in der s-Klasse.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
391	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2294	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2294	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	daii	DA+IIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:DA=im zweiten Durchgang|LOCAL_COMPONENT:P912-E2294@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2294] [2:IIN=auf der Feinstufe|LOCAL_COMPONENT:P912-E2294@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2294]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2294]: im zweiten Durchgang, auf der Feinstufe.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
392	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2295	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2295	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	amdy	AM_ADDR+DY	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:AM_ADDR=an der mittleren Ringstelle|LOCAL_COMPONENT:P912-E2295@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2295] [2:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E2295@2|LOCAL_CONTROL:P912-E2295@2:DY]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2295]: an der mittleren Ringstelle; im Rahmen [LOCAL_CONTROL:P912-E2295@2:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
393	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2296	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2296	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	otar	OT+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2296@1|LOCAL_CONTROL:P912-E2296@1:OT] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2296@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2296]	im Rahmen [LOCAL_CONTROL:P912-E2296@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2296]: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
394	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2297	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2297	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	am	AM_ADDR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AM_ADDR=an der mittleren Ringstelle|LOCAL_COMPONENT:P912-E2297@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2297]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2297]: an der mittleren Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
395	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2298	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	aral	AR+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2298@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2298@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298]: von der Ausgangsposition, zur Zielposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
396	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2299	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2299	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	otair	OT+AIR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2299@1|LOCAL_CONTROL:P912-E2299@1:OT] [2:AIR=entlang der Ringbahn|LOCAL_COMPONENT:P912-E2299@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2299]	im Rahmen [LOCAL_CONTROL:P912-E2299@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2299]: entlang der Ringbahn.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
397	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2300	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2300	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	chedaiin	CHD+AIIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:CHD=Berechne|LOCAL_COMPONENT:P912-E2300@1|LOCAL_ACTION:P912-E2300@1:CHD] [2:AIIN=Positionswert|LOCAL_COMPONENT:P912-E2300@2|LOCAL_ACTION:P912-E2300@1:CHD]	Berechne: Positionswert.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
398	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2301	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteey	OT+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2301@1|LOCAL_CONTROL:P912-E2301@1:OT] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2301@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2301@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301]	im Rahmen [LOCAL_CONTROL:P912-E2301@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301]: auf Ringstufe II, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
399	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2302	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2302	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	dair	D_ADDR+AIR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E2302@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2302] [2:AIR=entlang der Ringbahn|LOCAL_COMPONENT:P912-E2302@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2302]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2302]: an der unteren Ringstelle, entlang der Ringbahn.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
400	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2303	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2303	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	shchey	SH+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E2303@1|LOCAL_ACTION:P912-E2303@1:SH] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E2303@2|LOCAL_ACTION:P912-E2303@1:SH]	Halte fest: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
401	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2304	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2304	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	daiin	AIIN	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AIIN=Positionswert|LOCAL_COMPONENT:P912-E2304@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2304]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2304]: Positionswert.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
402	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2305	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2305	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	chalaly	CH+AL+AL+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2305@1|LOCAL_ACTION:P912-E2305@1:CH] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2305@2|LOCAL_ACTION:P912-E2305@1:CH] [3:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2305@3|LOCAL_ACTION:P912-E2305@1:CH] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E2305@4|LOCAL_ACTION:P912-E2305@1:CH]	Lies ab: zur Zielposition, zur Zielposition, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
403	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2306	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteody	OT+E+O+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2306@1|LOCAL_CONTROL:P912-E2306@1:OT] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2306@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2306@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E2306@4|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306]	im Rahmen [LOCAL_CONTROL:P912-E2306@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306]: auf Ringstufe I, in Eintragsform, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
404	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2307	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2307	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	chotol	CH+OT+OL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	1	2	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2307@1|LOCAL_ACTION:P912-E2307@1:CH] [2:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2307@2|LOCAL_CONTROL:P912-E2307@2:OT] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2307@3|LOCAL_CONTROL:P912-E2307@3:OL]	Lies ab; im Rahmen [LOCAL_CONTROL:P912-E2307@2:OT]: danach / neuer Arbeitsgang; im Rahmen [LOCAL_CONTROL:P912-E2307@3:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
405	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2308	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2308	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	chedy	CHD+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:CHD=Berechne|LOCAL_COMPONENT:P912-E2308@1|LOCAL_ACTION:P912-E2308@1:CHD] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E2308@2|LOCAL_ACTION:P912-E2308@1:CHD]	Berechne: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
406	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2309	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2309	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteotey	OT+E+O+T+E+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	6	5	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2309@1|LOCAL_CONTROL:P912-E2309@1:OT] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2309@2|LOCAL_ACTION:P912-E2309@4:T] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2309@3|LOCAL_ACTION:P912-E2309@4:T] [4:T=Stelle ein|LOCAL_COMPONENT:P912-E2309@4|LOCAL_ACTION:P912-E2309@4:T] [5:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2309@5|LOCAL_ACTION:P912-E2309@4:T] [6:Y=Ringposition|LOCAL_COMPONENT:P912-E2309@6|LOCAL_ACTION:P912-E2309@4:T]	im Rahmen [LOCAL_CONTROL:P912-E2309@1:OT]: danach / neuer Arbeitsgang; Stelle ein: auf Ringstufe I, in Eintragsform, auf Ringstufe I, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
407	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2310	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteeeor	OT+EEE+OR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2310@1|LOCAL_CONTROL:P912-E2310@1:OT] [2:EEE=auf Ringstufe III|LOCAL_COMPONENT:P912-E2310@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310] [3:OR=Sektoreinheit|LOCAL_COMPONENT:P912-E2310@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310]	im Rahmen [LOCAL_CONTROL:P912-E2310@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310]: auf Ringstufe III, Sektoreinheit.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
408	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2311	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2311	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2311@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2311]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2311]: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
409	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2312	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	alody	AL+O+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2312@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312] [2:O=in Eintragsform|LOCAL_COMPONENT:P912-E2312@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312] [3:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E2312@3|LOCAL_CONTROL:P912-E2312@3:DY]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312]: zur Zielposition, in Eintragsform; im Rahmen [LOCAL_CONTROL:P912-E2312@3:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
410	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2313	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2313	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	daiir	DA+IIN+R	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:DA=im zweiten Durchgang|LOCAL_COMPONENT:P912-E2313@1|LOCAL_ACTION:P912-E2313@3:R] [2:IIN=auf der Feinstufe|LOCAL_COMPONENT:P912-E2313@2|LOCAL_ACTION:P912-E2313@3:R] [3:R=Markiere|LOCAL_COMPONENT:P912-E2313@3|LOCAL_ACTION:P912-E2313@3:R]	Markiere: im zweiten Durchgang, auf der Feinstufe.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
411	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2314	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteedar	OT+EE+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2314@1|LOCAL_CONTROL:P912-E2314@1:OT] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2314@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2314@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314]	im Rahmen [LOCAL_CONTROL:P912-E2314@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314]: auf Ringstufe II, von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
412	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2315	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteey	OT+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2315@1|LOCAL_CONTROL:P912-E2315@1:OT] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2315@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2315@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315]	im Rahmen [LOCAL_CONTROL:P912-E2315@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315]: auf Ringstufe II, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
