unified_serial	compiler_mode	page	unit_id	local_address	visible_identity	registered_identity	short_default_de	continuous_reading_de	owner_or_namespace
441	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.24:G60	A1:G060	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_24
442	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.24:G61	A1:G061	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_24
443	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.25:G62	A1:G062	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_25
444	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.26:G63	A1:G063	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_26
445	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.26:G64	A1:G064	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_26
446	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.26:G65	A1:G065	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_26
447	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.27:G66	A1:G066	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_27
448	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.27:G67	A1:G067	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_27
449	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.27:G68	A1:G068	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_27
450	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.27:G69	A1:G069	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_27
451	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.28:G70	A1:G070	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_28
452	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.28:G71	A1:G071	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_28
453	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.29:G72	A1:G072	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_29
454	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.29:G73	A1:G073	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_29
455	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.30:G74	A1:G074	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_30
456	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.30:G75	A1:G075	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_30
457	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.31:G76	A1:G076	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_31
458	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.32:G77	A1:G077	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_32
459	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.32:G78	A1:G078	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_32
460	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.32:G79	A1:G079	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_32
461	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.32:G80	A1:G080	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_32
462	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.33:G81	A1:G081	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_33
463	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.33:G82	A1:G082	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_33
464	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.33:G83	A1:G083	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_33
465	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.34:G84	A1:G084	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_34
466	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.34:G85	A1:G085	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_34
467	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.35:G86	A1:G086	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_35
468	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.35:G87	A1:G087	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_35
469	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.35:G88	A1:G088	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_35
470	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.36:G89	A1:G089	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_36
471	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.36:G90	A1:G090	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_36
472	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.36:G91	A1:G091	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_36
473	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.37:G92	A1:G092	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_37
474	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.38:G93	A1:G093	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_38
475	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.38:G94	A1:G094	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_38
476	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.39:G95	A1:G095	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_39
477	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.39:G96	A1:G096	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_39
478	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.39:G97	A1:G097	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_39
479	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.40:G98	A1:G098	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_40
480	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.40:G99	A1:G099	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_40
481	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.40:G100	A1:G100	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_40
482	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.41:G101	A1:G101	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_41
483	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.41:G102	A1:G102	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_41
484	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.42:G103	A1:G103	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_42
485	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.42:G104	A1:G104	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_42
486	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.42:G105	A1:G105	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_42
487	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.43:G106	A1:G106	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_43
488	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.43:G107	A1:G107	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_43
489	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.43:G108	A1:G108	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_43
490	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.43:G109	A1:G109	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_43
491	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.44:G110	A1:G110	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_44
492	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.44:G111	A1:G111	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_44
493	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.44:G112	A1:G112	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_44
494	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.45:G113	A1:G113	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_45
