event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	short_default_de	final_teaching_tier	section_deck_status	assigned_renderer	revised_renderer_status	formula_tags_for_statement	order_tags_for_statement	selected_content_layer	current_statement_reading_de
116	B1-S002	B1	f81v	daiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
117	B1-S002	B1	f81v	qokeedal	MC096	OK+EE+AL	ansetzen+länger+Ziel	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
118	B1-S002	B1	f81v	daiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
119	B1-S002	B1	f81v	chckhy	MC035	CKH+Y	Durchlass+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
120	B1-S002	B1	f81v	schedy	MC025	CHD+CLOSE	umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
121	B1-S003	B1	f81v	qol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe
122	B1-S003	B1	f81v	sshkchdy	MC061	SH+KCH+CHD+CLOSE	halten+bearbeiten+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe
123	B1-S004	B1	f81v	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-D	SECONDARY_REPERTOIRE_MATCH	WF04	OC05_FORWARD|OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe
124	B1-S004	B1	f81v	ol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF04	OC05_FORWARD|OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe
125	B1-S004	B1	f81v	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	WF04	OC05_FORWARD|OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe
126	B1-S005	B1	f81v	qolchedy	MC028	OL+CHD+CLOSE	weiter+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten weiter und schließe
127	B1-S006	B1	f81v	qokain	MC017	OK+AIN	ansetzen+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
128	B1-S006	B1	f81v	shckhy	MC035	CKH+Y	Durchlass+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
129	B1-S006	B1	f81v	dl	MC012	LOCAL_WHOLE	Zusatz	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
130	B1-S006	B1	f81v	ral	MC056	AL	Ziel	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
131	B1-S007	B1	f81v	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze die abgekühlte Badmischung um und schließe
132	B1-S008	B1	f81v	chey	MC123	Y	Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	SECONDARY_REPERTOIRE_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
133	B1-S008	B1	f81v	ol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
134	B1-S008	B1	f81v	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
135	B1-S008	B1	f81v	ol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
136	B1-S008	B1	f81v	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
137	B1-S009	B1	f81v	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
138	B1-S010	B1	f81v	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
139	B1-S011	B1	f81v	chckhy	MC035	CKH+Y	Durchlass+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an
140	B1-S011	B1	f81v	qoky	MC026	OK+Y	ansetzen+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an
141	B1-S012	B1	f81v	lsho	MC130	WASH	waschen	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe
142	B1-S012	B1	f81v	qokey	MC007	OK+E+Y	ansetzen+kurz+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe
143	B1-S012	B1	f81v	lshedy	MC038	WASH+CLOSE	waschen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe
144	B1-S013	B1	f81v	lshedy	MC038	WASH+CLOSE	waschen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Wasche und schließe
145	B1-S014	B1	f81v	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-D	SECONDARY_REPERTOIRE_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
146	B1-S014	B1	f81v	qolky	MC134	OL	weiter	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
147	B1-S014	B1	f81v	lchedal	MC051	L+CHD+AL	abführen+umsetzen+Ziel	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
148	B1-S014	B1	f81v	qol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
149	B1-S014	B1	f81v	otar	MC121	OT+AR	danach+Quelle	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
150	B1-S015	B1	f81v	ytey	MC109	Y+E+TY	Posten+kurz+Teil	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe
151	B1-S015	B1	f81v	okchedy	MC005	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe
152	B1-S016	B1	f81v	qokal	MC040	OK+AL	ansetzen+Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
153	B1-S016	B1	f81v	okeey	MC002	OK+EE+Y	ansetzen+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
154	B1-S016	B1	f81v	qol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
155	B1-S016	B1	f81v	cheedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	SECONDARY_REPERTOIRE_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
156	B1-S017	B1	f81v	sal	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.
157	B1-S017	B1	f81v	teol	MC106	E+OL	kurz+weiter	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.
158	B1-S017	B1	f81v	dchdy	MC139	CHD+CLOSE	umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.
159	B1-S018	B1	f81v	ly	MC118	L+Y	abführen+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
160	B1-S018	B1	f81v	dsheol	MC076	SH+E+OL	halten+kurz+weiter	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
161	B1-S018	B1	f81v	oiiin	MC033	IIN	Stufe	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
162	B1-S018	B1	f81v	olkeedy	MC045	SOLK+EE+CLOSE	sammeln+länger+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
163	B1-S019	B1	f81v	tedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Lass absetzen und schließe
164	B1-S020	B1	f81v	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe
165	B1-S020	B1	f81v	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe
166	B1-S021	B1	f81v	chal	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	SECONDARY_REPERTOIRE_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten dorthin
167	B2-S001	B2	f82r	dchedy	MC025	CHD+CLOSE	umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze um und schließe.
168	B2-S002	B2	f82r	qolchedy	MC028	OL+CHD+CLOSE	weiter+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Führe weiter und schließe.
169	B2-S003	B2	f82r	qokain	MC017	OK+AIN	ansetzen+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Gib eine Portion zu, setze den Posten länger an und schließe.
170	B2-S003	B2	f82r	dy	MC123	Y	Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	SECONDARY_REPERTOIRE_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Gib eine Portion zu, setze den Posten länger an und schließe.
171	B2-S003	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Gib eine Portion zu, setze den Posten länger an und schließe.
172	B2-S004	B2	f82r	qokal	MC040	OK+AL	ansetzen+Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe.
173	B2-S004	B2	f82r	lcheckhy	MC168	L+CKH+Y	abführen+Durchlass+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe.
174	B2-S004	B2	f82r	lched	MC127	L+CHD	abführen+umsetzen	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe.
175	B2-S004	B2	f82r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe.
176	B2-S004	B2	f82r	lcheckhedy	MC133	L+CKHE+CLOSE	abführen+trennen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe.
177	B2-S005	B2	f82r	qokaly	MC054	OK+AL+Y	ansetzen+Ziel+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
178	B2-S005	B2	f82r	solkaiin	MC036	SOLK+AIIN	sammeln+Sollmaß	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
179	B2-S005	B2	f82r	chckhy	MC035	CKH+Y	Durchlass+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
180	B2-S005	B2	f82r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
